task,lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal,lt_ank_frontal,lt_ank_transe,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,rt_ank_frontal,rt_ank_transe,lt_plv_sagittal,lt_plv_frontal,lt_plv_transe,rt_plv_sagittal,rt_plv_frontal,rt_plv_transe
0,2.339808466,-8.909920302,6.754384695,3.00695925,10.65645559,-7.640805688,9.314118833,4.71876395,-17.91201421,12.32134365,-16.6940282,-13.95228685,13.1355214,9.592507032,-1.13354054,11.69425023,2.182439162,-3.459404582,10.74202759,4.425469741,-0.872091727,13.58746078,0.546110116,-0.748530821
1,7.536343259,-10.70349891,2.617320328,3.609766043,11.60919235,-6.712017259,10.33623913,4.754393392,-17.33616602,9.696930434,-16.05328631,-17.16623737,14.04103459,10.1582473,-0.646606875,12.10713664,-1.83641039,-5.063681396,15.03785592,4.296794369,-0.178268147,15.4353034,0.344458545,-4.130111647
2,4.95518826,-11.03570552,6.020479962,0.537455926,11.42920599,-5.034891,6.670179083,0.648175386,-18.3632126,14.5607579,-12.24069299,-13.5292404,15.2814567,10.44177881,-1.082475547,8.419170602,-1.933905566,-8.729351659,11.49569214,0.794611959,-0.125334094,13.84334943,-0.665627078,-0.699135836
3,9.762202792,-10.25475336,5.624716538,4.790025992,9.115241522,-9.158259053,6.531348923,5.742076096,-22.26695667,12.49697977,-14.02003453,-12.8588941,12.46745432,6.839172219,-1.235096647,11.40179804,3.404065348,-5.695098167,10.21986685,5.126783646,3.119988927,10.12872249,-0.040755378,0.838405832
4,7.411970051,-15.59766827,6.456817293,3.640362403,11.0378666,-9.530188507,7.076847487,0.8080902,-23.99126011,14.65775587,-13.79522682,-12.32998245,18.90851491,6.287230055,4.724646521,11.8599615,2.025598318,-10.07317675,16.28183189,1.293831486,3.73413367,11.0588857,-0.835329538,-3.770407274
5,9.2871448,-11.29750016,2.549013779,9.547953186,14.76303802,-8.419042046,7.513394789,5.916523403,-20.6040484,19.96357063,-13.77794162,-11.5998169,15.79019784,6.580263365,4.629422922,12.47555164,-1.633642419,-10.8235452,15.16890828,0.982799105,-0.261220333,12.22220924,-3.935225631,-4.578308997
6,15.70144741,-12.51202555,2.5077537,10.89530989,15.91548811,-2.668644598,12.47538379,2.49398223,-23.38843876,21.57264746,-18.60952997,-11.32260274,19.08903498,11.18587635,1.601168042,14.3094289,-0.428283824,-5.561784906,16.7612959,5.152800617,0.905992922,11.40320607,-3.595570407,0.379982015
7,12.89925717,-12.54321688,2.770670164,11.53202565,14.62312248,-6.474914495,10.45108046,1.572426301,-24.35149415,20.09958083,-14.54897899,-16.03553363,24.23368045,12.41159823,6.288397361,14.07500472,-1.962393647,-10.38668403,12.34505231,0.390883639,3.735016392,16.61326691,-1.484601867,-3.539928086
8,19.34058507,-14.27900984,2.255691615,14.01878313,19.62399498,-1.554044674,14.59767927,6.539492155,-24.96571282,25.83271872,-15.68789734,-15.82112046,26.42524433,11.00538081,3.230797357,16.12126889,-0.307892372,-11.94576888,16.59693069,1.066917706,3.831256966,12.88802642,-5.14665764,-0.396573714
9,17.67733757,-18.49113382,6.031577805,16.03270335,16.59589282,-3.475425603,12.10876631,5.769648709,-26.41103445,23.45740312,-17.32128754,-10.7407918,29.57395961,8.043316532,8.613274619,11.62518271,-0.293815697,-8.529502054,17.10653925,0.467855809,4.243512216,13.31687106,-0.816414724,-3.330077244
10,19.77052853,-14.29417366,5.849572642,18.34154258,17.30151904,-2.855617129,15.7818138,7.242317951,-25.1978317,29.93675556,-20.97297831,-11.07840791,32.36164349,12.92085646,5.015192742,16.20671788,-1.455067123,-8.191772994,13.5651146,0.453125902,0.589557418,13.81315111,0.050168538,-3.522757525
11,20.02406665,-20.89621158,6.532038397,20.83628228,23.92009909,-1.34640005,17.53924527,1.415552394,-25.67734313,32.90499553,-17.24697312,-11.02408896,31.60309004,8.719134572,5.656800203,17.2992407,2.99595235,-9.201914306,14.70753539,4.294529644,0.778054914,18.80968997,0.044486987,-0.389952942
12,22.66529506,-17.9873177,2.896367857,25.16432944,21.53066936,0.051027994,13.43602163,1.742376284,-26.98409897,35.22826605,-22.43807162,-14.35106004,32.9050057,15.15634369,7.352583713,19.23430373,-0.897498353,-10.18009195,18.82983184,5.865997151,0.719137431,14.23740598,-5.297086745,-5.454107828
13,28.56641098,-18.18351326,1.660561338,28.50855301,27.31554423,1.455351302,15.94669197,2.894062696,-22.2165002,36.29017625,-23.68501662,-13.6305395,41.62244808,15.28460934,9.80149723,15.12260643,-0.616471366,-13.76849683,18.60647112,4.2677605,4.842718735,15.82504921,-0.73397904,-4.153707266
