task,lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal,lt_ank_frontal,lt_ank_transe,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,rt_ank_frontal,rt_ank_transe,lt_plv_sagittal,lt_plv_frontal,lt_plv_transe,rt_plv_sagittal,rt_plv_frontal,rt_plv_transe
0,3.565472788,-14.61748018,9.36262217,-2.674699056,7.577847255,-13.86144969,4.088666101,4.559620951,-21.32388943,9.294499304,-15.20523195,-2.205757843,9.402394368,7.838653186,0.115249675,5.081063503,-1.808090938,-7.511928512,7.095917399,-0.249320585,6.304729733,11.19266199,-0.498227948,-2.048211283
1,11.19645522,-10.75080517,9.81265312,5.487316258,13.1079103,-7.825169613,9.436448183,0.711099337,-21.76751249,17.9372915,-12.76749897,-1.727225952,8.57643822,7.931306145,-1.70592432,8.952716173,-0.400352533,-8.296660794,13.47092759,4.834591751,1.169534377,8.620738948,-4.213398305,-1.408798162
2,13.6097523,-16.02733474,10.17341009,7.833250488,15.83008397,-10.54584028,9.881528244,5.323637022,-22.89772004,21.90862266,-17.28518069,0.247680562,13.11898265,7.697762258,-0.330193557,10.0546111,0.029476581,-14.17621045,12.96829763,0.477756991,1.111795321,8.882694699,-0.354182299,-5.297853532
3,14.76582156,-13.05675891,11.92106229,9.555843221,14.40496386,-8.370109383,10.90605133,5.464564563,-26.05996939,22.70450838,-16.69065773,-2.932410612,17.27929543,13.2814759,0.848163741,8.133469688,3.431257059,-10.77540803,15.61522462,0.703868906,5.816536973,15.58495465,-4.471187323,-1.119320314
4,23.63547545,-14.77504923,12.1229811,9.723608886,21.57239823,-6.718108021,12.19049029,6.88424034,-26.612208,30.75291776,-18.66846601,2.628779178,25.60502471,10.58299325,1.135119856,9.590537628,3.567127509,-11.80053685,11.84341165,4.650294203,6.69623226,15.3187219,-0.734169071,-6.545497007
5,22.5973612,-18.77843408,11.84826793,18.25710581,24.22292422,-0.025271266,9.360882365,1.926570183,-22.67745096,32.23164877,-15.40283114,-0.677468506,29.15332658,15.15147941,7.108117038,13.17633219,4.761933981,-12.35711809,16.75982554,5.736140033,5.074211386,13.12200385,-2.239115553,-0.723635255
6,31.28677041,-21.25642377,9.628397184,17.19153047,22.41668013,-0.982742747,14.75370657,1.939186355,-28.20674502,40.58531866,-18.92066161,4.809158288,33.14529642,16.48958146,9.572909197,15.52285561,3.3173528,-18.67912168,19.61527228,2.60160894,5.022795415,15.22360627,-1.774893751,-4.899471769
7,32.50791225,-17.15742051,8.214294454,19.38121743,27.76431385,4.366873573,11.30936551,6.37270088,-23.79177557,41.23116276,-15.66749131,4.452283601,32.08110269,17.21458861,8.980528188,11.77657074,4.105026617,-19.12610151,19.90235425,6.022551,6.601036714,20.81197262,-6.394193363,-1.417856679
8,35.45208872,-22.85839797,7.931281638,22.64706781,26.07394428,3.400428657,11.49667756,4.1572548,-29.36692396,44.57971917,-16.92301131,2.191744361,38.80406343,13.19788067,9.142535905,11.24931986,-0.227267452,-20.33613812,21.10620944,5.432579788,5.268770529,20.60021423,-1.561768939,-2.128965236
9,39.68404251,-20.71925496,8.555622258,30.66689854,27.06524635,8.987780466,11.26731058,6.454045907,-29.85955806,48.93286422,-20.50591115,6.249678342,42.42342282,15.80188838,14.43782136,10.99188441,-0.570201577,-19.30393886,19.1945111,3.200416021,1.597630274,19.43674278,-2.01886967,-6.71099014
10,45.97278877,-25.37622301,8.604392087,33.65787181,29.48256929,10.00932842,12.64560742,7.971788588,-25.0682875,51.83608078,-17.76141289,5.715346224,41.05488234,15.64255634,12.60678123,12.07914128,1.178270203,-16.50014073,22.87074333,6.297184793,5.50619595,23.53741473,-2.190815305,-2.728058926
11,50.23099926,-23.25675568,13.65747412,31.9682979,35.04476203,8.279629676,17.14011802,6.409139053,-29.38376714,59.03903219,-21.98907073,7.229919879,44.4629625,19.84153293,18.09302416,12.87538454,-0.59428056,-19.5605995,24.08449434,1.647409201,1.241618414,25.52082506,-6.342457996,-2.109109247
12,52.90920501,-23.41867792,14.99433454,38.79229654,35.39807355,9.28108595,12.99290226,3.570110907,-25.63830933,57.44384155,-23.05843117,3.81319252,51.07646654,16.48520809,14.12048535,11.92587288,3.596945214,-14.88385322,21.44545474,2.603176408,6.573635129,21.4974503,-5.922327939,-2.794169368
13,51.2177618,-28.54880691,9.783514395,41.26591879,32.99389791,11.55533093,12.68273359,6.833191558,-28.96974913,64.45095597,-19.33435784,3.105805283,49.27082156,21.84096057,15.57405898,12.09857348,-0.834073943,-14.43090434,25.90978792,6.359216945,6.276878673,25.29232758,-1.176538108,-6.617827
14,57.56683757,-24.77804262,11.6237685,40.31785471,37.40582751,17.34466561,18.69045654,7.233381144,-28.57744314,68.05700029,-19.78102444,4.51916988,55.58944161,18.09821017,15.20775167,13.45916997,0.649196686,-14.32081983,22.00593281,2.450463787,2.672860582,26.72820741,-1.444238079,-2.809165319
15,57.72569465,-26.51702221,11.82984107,44.25436596,38.51118087,19.90894996,13.61377577,3.14533024,-23.9955247,66.21676175,-24.37734753,4.242476591,54.49365093,24.81124946,16.13534743,17.88614448,0.405497379,-13.47474024,23.49108678,1.25303965,5.338535632,26.83787082,-1.269196444,-2.610250936
16,63.10865853,-26.68093679,15.88866103,50.52327059,35.23288959,20.74704257,18.85848949,3.450822461,-25.08960255,68.59087339,-24.31495615,9.470100887,59.31977251,19.89100467,16.69249154,14.43092482,3.6822345,-13.7577477,26.96554735,1.215111761,2.712048215,28.1009075,-2.862941498,-3.181204418
17,61.6885967,-32.6099048,12.8871412,49.12263339,40.73372426,18.65665357,19.74377498,6.835854538,-23.83808222,73.85120883,-20.67421308,8.752714036,60.92065202,26.48359492,17.35987516,18.33878078,3.687603552,-13.27014897,24.11243938,6.818847382,6.392103375,24.20896069,-2.344461766,-2.523755793
18,62.94423701,-33.63937997,13.40142849,55.54209778,41.82660135,18.61040011,15.2619851,7.7534326,-23.871351,70.95431868,-21.15187444,5.259453472,62.40127373,22.86209037,17.8297665,17.85240042,-0.422558212,-16.42371618,23.49042131,2.466874872,5.958651575,27.09422203,-5.83565499,-2.363528382
19,70.12489205,-35.08821469,14.48761366,54.45851125,41.30388859,25.27653352,20.15807905,1.912816268,-23.38951138,76.83908761,-26.47662058,10.44317802,64.93168912,23.03095174,20.69945896,14.48981913,-0.8750389,-12.43820059,27.6254097,5.560560723,1.269717448,27.80341115,-1.805947367,-6.733058707
20,67.41275005,-34.07250563,14.80312117,57.30012686,37.83739472,25.7379713,15.40789278,3.426664781,-27.10468275,79.413302,-23.272145,10.24680171,67.14606101,27.01177177,20.82943163,19.27938392,0.005025207,-16.02509452,27.59654233,4.782551322,6.078581011,23.59903562,-5.546383426,-6.855820534
21,73.57930672,-36.06255121,16.00891533,63.43180225,39.72596029,21.93425339,20.37022271,6.145745038,-26.53975843,79.64370937,-23.36643852,5.90894591,68.32419338,28.63954272,21.35977984,15.27220893,3.16010403,-14.70865463,28.00693221,0.297679452,5.480436556,28.45643978,-0.921448879,-6.895867097
22,71.41501583,-36.5456139,20.61907324,61.41539853,38.88988311,26.37471055,17.25920433,6.976173829,-22.6519056,80.68103205,-23.9272561,9.038659381,65.31003288,22.99701395,23.31777129,20.15791779,4.105017176,-15.714646,25.26331787,0.038500728,1.633973645,24.04407129,-4.778114019,-6.839810863
23,72.92299714,-32.23875589,17.51850256,63.00921631,39.14919319,24.40655875,20.25255586,1.972856179,-25.98163017,83.42968486,-24.312444,3.595033534,71.19710066,27.75606459,23.04126615,15.56654739,4.07007728,-11.15288289,23.97527874,4.804932995,3.025280827,28.07146591,-0.144396863,-6.419344547
24,79.13640821,-34.15640996,22.77989403,66.12300693,40.23478545,29.44615044,20.64511684,5.674483139,-21.32815369,79.75157504,-27.67870882,3.28916228,68.80518289,27.03831612,19.71984474,20.42709085,-0.123242524,-11.02028211,28.53420459,0.029216084,7.334727461,28.55414141,-3.203804834,-2.346303928
25,81.83676034,-33.84150845,24.49542383,67.35138388,45.85159495,29.90636638,20.25797752,6.080614555,-24.06390776,84.38009373,-28.36475301,2.905781311,73.56916656,23.53950896,19.26477612,16.6001334,3.943446312,-13.50389166,25.73610084,-0.906731948,1.766973958,23.97800743,-2.626438555,-7.122597108
