task,lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal,lt_ank_frontal,lt_ank_transe,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,rt_ank_frontal,rt_ank_transe,lt_plv_sagittal,lt_plv_frontal,lt_plv_transe,rt_plv_sagittal,rt_plv_frontal,rt_plv_transe
0,12.03743136,-16.2971197,3.977313343,2.052376664,15.91548191,-17.86926152,9.248201361,5.54314487,-19.98029591,14.2777756,-12.5625931,-6.456920449,10.00243428,12.57348788,-13.79194427,10.42009166,-0.485216651,-7.648976783,14.19795016,-0.230603723,7.093394775,12.51652755,-0.267098752,-7.289524432
1,11.31170984,-13.0562434,6.927723437,-0.357324791,14.60087755,-12.0164507,5.439915646,4.061454431,-21.00719324,20.22907971,-18.38531388,-3.67901743,12.92172838,15.1911496,-7.993524635,5.398969386,-1.57878695,-12.30049697,18.44604533,3.757791657,7.029903969,13.10388998,-0.003304248,-1.544113284
2,16.73418942,-18.50451538,2.291975583,6.412679554,16.98331154,-9.787017336,11.00160237,5.131270533,-22.16556357,19.50292817,-18.80233109,-7.713935871,10.34343996,15.85194999,-10.25974508,11.34588346,3.586208546,-8.158904336,19.34855151,5.5887407,6.602773594,14.9677296,-0.098272832,-3.466581196
3,19.64559331,-16.61550866,7.577872029,4.672544257,23.26979103,-7.710524676,12.23113481,4.415269629,-18.87829268,21.49667358,-15.56860417,-7.970475949,14.56142434,21.81435962,-10.59054486,8.402287383,-0.846457167,-13.71262109,15.46193991,5.863105559,6.842236037,15.40102885,-5.502289322,-7.263734417
4,23.50656216,-16.48838056,3.45480179,12.74963431,22.49518535,-11.31172261,8.19636837,5.180965953,-19.14651973,29.47276792,-16.56506906,-2.065073671,21.06194868,18.73764202,-7.591015061,13.03600185,3.692150437,-10.28303258,20.96862871,5.962068676,2.337083039,15.10174865,-5.071381521,-2.326238822
5,25.25979988,-17.87644964,5.24770737,11.53747081,23.83954911,-8.07461853,14.99759745,2.613783846,-19.60265707,28.30567193,-22.98204658,-6.677741128,25.16786771,20.7652069,-2.817126663,13.58251133,3.108489042,-14.70539835,17.25227611,6.344246939,6.069277223,20.87324796,-1.788135984,-2.400814405
6,23.82951751,-22.65365042,5.397394528,13.7695235,27.14853683,-6.154340845,15.70080962,5.774947433,-23.73322237,31.3169341,-19.73525028,-1.95188683,27.4361097,23.51023475,0.656318988,14.87440946,4.421718473,-10.56303985,21.82552473,2.537380705,3.330063643,21.10844519,-5.783667542,-7.853245626
7,27.62847982,-24.69698252,0.805568936,20.76203928,28.93203112,-3.216690666,15.98864707,6.5768525,-24.35043936,33.22604045,-21.17960408,-1.333893432,26.7446557,23.5907757,-2.768084568,11.24227374,2.815599264,-11.80720199,18.94258934,5.456630248,3.284431433,18.64868808,-5.481724391,-3.582586121
8,29.17562861,-22.10115931,0.438916812,20.04136423,34.87227954,-1.416548588,14.19047047,5.700424599,-21.03958988,40.29279823,-25.12165967,-1.542339321,35.10718066,26.03575097,0.478360816,17.58033592,4.635810928,-15.20537219,18.98445809,1.922349462,8.068468539,18.46594691,-6.730833262,-7.661974246
9,33.25178746,-27.08673469,6.05233521,23.59070297,37.47231904,5.753235314,13.91348282,1.107017074,-20.02830558,42.96267415,-27.11596479,-1.185280134,38.9515083,27.31647497,2.419459286,14.58356557,4.59572607,-16.43656037,19.11570752,1.775422295,7.937470902,19.19877032,-2.594695287,-7.672015564
10,35.19479291,-29.88113054,4.562158895,32.39773258,38.37632034,7.041968141,14.88403728,2.865063074,-21.86657559,46.46054057,-28.98647532,-5.741569467,38.11331844,32.35747772,3.776548458,19.67549525,0.103132932,-13.3895855,24.38488996,6.120974583,2.513296157,20.8108939,-5.691643845,-3.907074879
11,38.26778402,-31.46677116,5.419410614,32.11451239,41.20704783,11.26045023,20.54038139,3.013017073,-25.46151037,49.03914113,-24.81631661,-3.328230139,45.59170553,34.26021361,11.33492235,17.03565877,-0.360605261,-12.99544155,21.94907773,6.447556502,2.751547915,24.24688798,-2.850493798,-6.719438133
12,43.0567754,-31.20393292,5.349275211,39.77859957,38.72941048,13.7361907,20.91885965,3.089392179,-22.39551823,53.28377092,-30.6442791,-4.026068457,45.56665551,30.89504038,12.47291509,16.64576281,-0.103628347,-14.51529632,26.10302676,6.782684047,3.420976927,22.27715604,-5.948184133,-3.596600892
13,46.66804066,-29.94127834,0.565504772,43.70599213,44.86173139,16.88013438,19.64388832,2.56123485,-21.74907101,51.92339321,-26.19800685,-2.849397825,48.95486365,31.97451894,11.53600805,18.74815808,3.726125614,-17.4777036,22.94786324,6.470382036,8.674579621,26.10359872,-2.692093677,-7.712473583
14,48.25443835,-31.27043984,5.127482041,48.31729594,46.00844462,15.72351843,19.92303812,7.00621737,-22.25526783,58.98540946,-31.28638475,1.050293974,58.27415893,36.04992436,13.4269939,19.66994754,0.255032025,-18.25125135,21.86388959,6.847249032,3.407133095,26.44153135,-6.720271493,-3.758608906
15,50.57198061,-30.94076748,2.559660283,51.37045982,41.56734389,18.59214953,21.77852752,1.536917212,-22.84891825,61.25820676,-28.70344395,-1.081056293,62.12021702,36.86912508,15.51066841,20.39064198,3.467767722,-17.99936032,22.7254685,6.836342867,3.184130976,23.17287987,-2.510480963,-4.472198152
16,49.55076756,-32.74583841,6.676312112,51.77465229,47.47197387,25.41676127,21.08198533,6.427855821,-22.78184545,62.94449063,-28.385384,3.417571787,60.02716111,32.10592422,22.95894892,25.22081164,4.590724761,-15.10585534,26.72131499,6.514197085,4.639337695,23.87396705,-6.853368576,-8.39860251
17,56.28475775,-38.91148724,3.963401657,56.67610996,43.98140146,28.78756013,27.24919831,1.33395641,-21.564686,65.29818708,-28.191538,2.79969232,67.77223402,36.35114498,19.76244454,20.95463706,4.285771411,-19.1463543,27.8097404,7.083351476,7.994521834,23.95865351,-2.373288507,-9.033532416
18,57.87405619,-36.48048351,4.557235527,61.00282567,44.11620937,26.70740574,28.88849614,6.355170979,-25.02263162,64.10449822,-34.13645777,-0.563943892,72.74033453,36.85212483,23.12156895,21.92079373,-0.36404897,-15.65123729,24.32848862,5.985519885,9.456114517,29.07336981,-2.727532718,-7.761324307
19,60.99891598,-41.26285287,4.059734803,70.12659929,44.7857418,33.891631,24.97783372,6.26249424,-25.58114669,71.32389352,-34.33350167,4.340212968,75.24347993,32.49989922,24.0782183,27.54389212,4.680382935,-20.10652335,23.47486915,2.910606419,8.565768349,28.81141492,-3.277878179,-4.806899855
20,59.13240924,-39.44144911,5.295308804,71.03153931,48.10095923,37.14746896,29.9344015,6.591420474,-20.11634114,73.1700785,-34.73927158,0.18067305,74.79237556,35.84397887,26.64018192,28.91442644,0.697447753,-16.04742341,24.27380893,3.093851521,8.884810379,23.72771081,-6.063839437,-5.571844447
21,64.88888184,-39.99207562,10.68451895,75.15758503,48.77041767,36.78774937,30.29083862,6.716586882,-25.6154292,74.59224854,-30.25078566,0.776925388,77.83927347,36.05221838,27.17225794,25.28736488,0.417994654,-16.70933867,24.66516314,2.567330663,7.957692847,25.12201333,-6.489808264,-4.680660572
22,66.90080946,-45.88010335,7.393058459,79.35939212,47.74518637,38.30543631,27.52887441,5.922449077,-20.11479277,76.21758909,-35.77944383,1.512270899,81.95039635,37.51459605,28.42448974,25.87962676,-0.503383726,-20.40613681,25.18355564,7.052571422,9.443898501,25.7372524,-2.820217821,-4.521717175
23,65.31741223,-43.49035703,12.86473264,87.09691103,49.18031328,42.0316377,29.04030542,2.431873371,-23.28267153,74.9539264,-30.93206904,3.395353631,89.32305704,37.2304234,34.20606067,30.06610923,0.270462778,-16.20639911,28.49543232,6.24528394,4.272982789,28.25666575,-5.967917196,-5.348017399
24,67.78942189,-43.66991693,11.48230581,87.43058973,48.04572081,43.54939407,29.58415866,1.308418278,-22.94253594,80.6146679,-31.41794407,6.703762246,87.1764662,32.07731959,35.7805486,28.51120792,0.784242084,-16.48261844,25.88092987,5.382818918,9.53588318,24.24726432,-6.673289349,-9.025145826
25,71.50714112,-46.01985092,12.17454126,91.5677654,46.88439901,47.29378219,29.9266997,1.502018443,-24.27529951,81.5440346,-36.29265327,3.37550814,90.84372343,35.98724131,36.94786781,31.97394559,4.294430608,-19.95146254,25.92661871,5.124349627,8.25359881,28.27656794,-1.381262765,-8.938519121
26,74.24239009,-49.64251393,13.92751935,98.83286195,43.17585824,52.57368993,29.47552948,0.789074025,-19.49905789,80.86189508,-36.93971989,7.55042019,93.90533351,35.16335165,39.99951534,32.5325715,1.148124916,-15.1925047,29.7943775,5.336814722,4.480226834,29.69848749,-5.684635953,-8.511221034
27,80.45137267,-51.32331398,16.45139558,96.95994111,42.52079003,56.52627504,29.5143485,5.178264984,-21.58756218,86.1211392,-38.52256606,8.534271893,101.6472239,31.7130761,37.297168,29.03341894,0.901927893,-14.18643714,24.37931054,4.346188925,8.795118145,24.13880693,-4.285418184,-4.320798611
28,77.76568417,-52.63522644,21.50004031,101.6385521,45.27385653,53.96559303,33.70376264,1.737144116,-19.08563162,83.87897874,-34.5420069,3.944091863,98.85654818,32.06410521,37.6192871,33.32060163,-0.149476901,-17.73349572,25.34237164,0.715389264,5.022352339,24.67418863,-1.048666365,-4.891117386
29,80.65996102,-52.89818134,22.70983238,108.1254647,39.91741857,56.09649212,35.36110741,6.191790668,-22.18961324,87.50970286,-33.86173399,6.226392989,101.3416604,35.46241958,42.52112911,34.30336073,4.568233022,-13.55557039,24.8105679,0.95149489,9.23540131,23.7087241,0.107746412,-9.090205393
30,86.42022837,-53.6576874,24.65905462,105.6288635,39.72475767,61.82790211,29.97813164,1.081341901,-21.33226301,88.88640533,-35.59812836,5.083757944,105.5609822,30.5590908,39.20374776,31.24329185,-0.814565651,-14.91645716,28.02807135,4.093140584,5.88543119,25.01042295,0.119181066,-10.45572223
31,85.08284592,-55.0613897,26.52730397,109.092536,42.29642502,60.15332602,36.0028277,4.64755774,-20.85038351,86.71173799,-35.5287465,10.06451913,107.0705296,30.19849022,40.75922767,35.29890403,3.438437997,-13.33329507,23.85233007,0.033878138,9.725447262,23.12414902,-5.028260051,-6.226518492
32,86.63680502,-52.30964788,28.58248445,111.7065636,38.72400627,60.97180763,34.6833016,0.677082217,-21.46502054,93.11017115,-36.31823535,10.57934983,108.7978546,29.68204311,45.77310218,36.34398681,3.259282506,-17.55755408,27.14015571,4.589344685,6.449618428,24.48614982,-4.534840677,-8.803492038
33,92.98978855,-53.09217451,30.38638011,116.9694757,37.37319881,65.01159902,34.41084525,5.123946593,-19.49883161,88.94533737,-36.07177228,6.915326266,115.782153,30.19203642,42.51943872,31.19921258,3.373082168,-17.57504809,26.73659843,-0.062074267,5.462296321,28.29195404,-4.796284981,-5.808527621
