task,lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal,lt_ank_frontal,lt_ank_transe,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,rt_ank_frontal,rt_ank_transe,lt_plv_sagittal,lt_plv_frontal,lt_plv_transe,rt_plv_sagittal,rt_plv_frontal,rt_plv_transe
0,3.786794724,-13.10583524,14.53170885,-1.48145374,12.59913171,-12.29171336,8.916538902,6.629389665,-19.79363928,9.781561676,-12.794073,-3.425165307,6.882746742,11.44171443,-5.205117014,5.467930666,-0.363567729,-10.46502479,12.46899345,4.30342704,-2.47423545,13.24392409,0.68722634,-2.465397961
1,8.336107096,-10.46953587,9.15723295,1.217668267,13.27269257,-6.184017256,9.380838082,2.814789646,-21.14941933,15.77629319,-16.42768704,-3.351042154,13.68347128,8.767369868,-0.843436936,5.133282695,3.527467642,-12.10662696,13.23707228,-1.026852805,1.820545925,13.68924054,1.041734501,0.94613468
2,10.94111611,-10.17279043,9.942124972,4.023772081,12.49658615,-4.370692279,6.977578478,3.203023241,-25.8178864,16.88374957,-18.06106858,-7.240835805,12.74956819,9.390484193,-1.977228309,6.60014877,2.094311636,-12.76361512,11.64253544,0.18792409,3.837802115,10.55720047,-4.481806999,-2.636954169
3,18.9691244,-15.2597502,13.7284953,6.190668164,18.75335056,-8.234051899,11.07901232,2.404944959,-23.50890469,21.56420462,-13.92711357,-0.837521971,20.45580905,12.77475711,3.223970048,6.75275897,2.65986766,-7.820742083,12.34928495,4.610855357,-0.903534061,16.24536088,-3.419368618,-0.277326571
4,20.31677831,-16.05180916,14.85218168,13.78051462,16.5642815,-2.672670008,7.281205608,6.700569505,-28.69327536,30.75800056,-15.30335015,-4.182762792,22.7076252,10.49932654,4.18849802,6.856968736,2.632671385,-13.38817402,13.74335323,4.861586383,4.170527379,17.10581238,-4.322223811,0.041292266
5,27.39182774,-17.97929076,14.87705081,10.65569434,21.69571489,-1.591266936,12.20106832,3.545386881,-25.56529748,34.52537063,-18.48885586,-0.070237205,21.33830278,11.75583228,4.811759958,12.07724562,2.537492554,-10.64008947,14.22328229,3.960790973,0.172193378,14.28380794,-5.324137781,-3.705848094
6,27.67744415,-15.18984313,13.30906244,17.46463277,19.82700128,0.679995018,8.590092682,6.685587326,-26.18464208,37.55693195,-19.33147979,1.447797571,23.68430292,12.39445027,2.828799101,8.628837065,3.120276359,-15.3244023,17.00530862,2.050466819,4.202217232,20.94200677,-5.488514442,-1.159085208
7,34.31085291,-20.00869634,9.853386902,14.86914608,25.94109349,2.032532812,12.89592898,4.048484476,-27.0887918,39.05436711,-20.26506534,-2.915509994,25.40057896,13.45036637,4.416896124,8.384787625,-0.016050575,-12.15672547,17.25397553,0.483021562,1.241921848,22.29074017,-5.584145511,-1.275964576
8,35.70446054,-20.31714812,9.251193324,21.84158783,26.81136342,0.094081524,8.707622726,3.555310039,-31.43621953,42.42994465,-17.39999431,-2.612787851,28.1389273,14.13768406,7.102795127,8.379817727,3.299304435,-12.56411957,23.09718549,5.995939841,5.743147637,24.10440791,-2.166987245,-2.067273228
9,41.30110235,-17.49039373,8.957071712,23.7872393,24.23070866,4.776896903,13.05448388,8.093165655,-30.78524602,45.43996566,-17.83132507,-0.971836935,29.574356,15.86544517,12.67402466,11.46830227,0.457982313,-16.80835539,20.26700333,5.085623117,0.856603104,25.05353652,-1.454390925,-5.822521227
10,41.74354842,-22.64583835,9.540782317,25.27728328,29.22326327,3.732992291,13.98769873,4.709964472,-27.15972391,49.21227457,-23.02679923,-1.316693516,31.1253091,17.56589433,8.736308399,8.106949462,4.089619519,-14.1031256,20.72812028,5.019369431,4.373141998,21.53555605,-5.914496152,-4.459527402
11,44.52613739,-20.06757637,13.89261038,28.83989655,30.61167989,8.811452463,13.13602235,7.894869108,-31.9853148,52.34838499,-19.40135117,3.565564762,33.30034056,17.91837051,8.315244589,8.612085175,4.002962198,-12.37296343,23.06350704,5.360835716,2.139611691,23.00634038,-1.708766969,-5.927338425
12,47.18294425,-24.67741535,13.47828723,30.7603759,32.20287313,4.633612856,15.1780932,3.030535229,-27.72887163,59.10030055,-22.76532318,3.961252632,39.64249082,19.07929085,14.56989943,8.662316686,3.189588031,-16.09194695,23.02845768,2.48784229,5.028325018,23.77292932,-2.790488808,-1.990484829
13,52.10654621,-24.26042474,9.206870063,28.18886245,28.94678344,5.727650078,15.21857458,8.533708447,-27.75906021,60.90734009,-23.54456312,4.210129287,38.89265135,19.68811203,10.68984909,8.681907921,2.944399128,-16.94521195,22.95797412,1.919321878,1.255467169,27.64197373,-5.162961055,-1.645430849
14,50.76382752,-22.36874048,12.88516458,34.3646024,35.95239922,12.08122796,10.90109329,4.302694036,-27.61938259,63.00816822,-24.36445737,1.517377654,41.51874835,23.51843467,11.35083237,9.979736011,4.508491762,-17.22607089,25.07626372,2.027242408,5.610706203,28.30730946,-2.673564871,-1.396558988
15,57.58135882,-22.59063094,8.81395363,37.03525401,36.85309612,11.66582214,11.4955919,8.05450654,-26.51314768,62.2225419,-19.79743508,6.487047996,43.1852406,20.09467682,15.8514839,9.171681935,3.983163638,-11.57687514,24.78038618,6.451623422,4.703515443,24.20694194,-2.565523011,-4.848657478
16,54.28686672,-28.29578415,9.910737046,34.10982244,36.77935513,13.9427967,11.96901242,3.885278441,-27.83919357,66.80784411,-25.45576416,2.529941292,48.99620729,21.23216415,15.63767391,14.44197283,3.815760532,-12.42236796,29.70343614,1.196702521,0.281078641,25.58741592,-5.971092079,-4.621106498
17,61.14532247,-29.01062209,13.87334846,35.56452854,34.8177291,15.6681408,11.71831208,4.478732162,-27.17182166,65.55978789,-22.54769978,3.020914821,46.48802286,21.89311027,12.77326575,14.59143657,-1.122664113,-11.60327619,30.67118582,5.631529963,1.108646447,25.25109007,-1.139193135,-0.968092908
18,61.87766663,-24.83736155,10.34681041,38.34151467,39.24306914,15.99066738,13.04413896,3.816299247,-30.07937561,66.60270069,-25.74873955,7.079491128,51.37012144,26.8833932,17.15267138,15.21365688,3.904518948,-12.35977036,29.55564856,2.590890738,4.141325951,26.7115704,-6.504115636,-1.989851422
19,59.94935751,-30.93145412,10.74093454,42.11146016,36.14118179,14.56615928,12.99533759,2.698251386,-31.71959058,72.35440768,-21.45814412,2.563796107,54.06707655,23.32423427,16.64093917,11.38070201,2.692358777,-16.08914,26.10766345,5.420447875,1.496412485,25.19504009,-6.438998223,-5.665599082
20,65.93957781,-29.76607483,15.09002086,43.54724556,40.14826514,19.45377066,18.01322728,7.757448571,-31.39747001,70.89318051,-23.75738651,2.163169003,51.61309135,23.41329682,13.4149265,15.91853713,3.303195322,-16.36106854,30.00281493,5.739592143,5.559738084,29.72650344,-1.129011073,-5.696613829
21,64.61124122,-26.94601315,13.02962456,47.27140853,37.04447819,21.41513843,14.66360459,8.372623295,-26.86935002,74.55307354,-27.35229865,7.540176007,53.39611045,24.47817946,17.57274184,14.10981115,3.298150684,-15.72104503,26.0176107,2.057053102,1.41232412,30.01965288,-1.239861626,-0.217140181
22,65.836725,-32.47960739,16.14357106,49.56435003,38.21778364,18.68315368,18.85995358,4.092552736,-25.77396912,76.9633964,-24.29268941,6.647539978,59.41165136,28.479432,19.05627713,16.7204937,-0.832003176,-12.09715031,28.9486227,5.989147378,0.351488247,30.31519046,-5.73057917,-5.485444565
23,71.67546485,-28.14330664,12.70710646,57.10224793,38.99483693,20.09160877,20.00048519,6.355922583,-25.16522952,76.58244702,-24.00042675,8.018335348,62.922163,29.69383238,20.07975663,14.34029161,-1.146860012,-16.35740165,25.85996989,0.274764093,1.594153031,28.96555172,-6.006388788,-4.848793445
24,68.65214573,-33.71125836,14.79820355,55.33143515,42.56125466,22.77654138,21.10207837,6.96245136,-25.98592449,78.18997577,-23.85148691,2.65654474,64.49511186,25.24539235,17.09360847,14.76419028,2.603608681,-15.5188448,25.31702601,4.779063999,5.297667489,29.63464737,-1.130907376,-4.83147522
25,72.81673908,-35.11051579,14.05999425,58.03292276,39.160482,28.94471509,20.85069022,3.03797948,-27.90406719,80.06041542,-23.75565545,2.45140649,63.29009481,28.79827442,20.86827611,15.15522637,-0.050211844,-16.06316089,25.87870632,-0.146200768,-0.129187873,30.10590654,-0.045708823,-5.759750865
26,74.8721474,-35.16342172,20.06900784,65.27898938,39.55441925,29.32378612,22.12518638,3.832146838,-24.11546056,80.68939895,-29.49873211,3.077528731,68.46232753,25.82648016,19.38114329,16.2913761,4.476725427,-10.69600073,29.89935603,4.839292403,4.539166692,24.80533437,-0.738810437,-4.157368062
27,73.49282971,-35.56732237,16.2992047,62.38304737,43.01357713,26.1562932,20.75961937,3.108115364,-27.59211895,82.77942705,-24.32496738,3.316694934,69.61694017,23.88409144,23.55261881,19.28360785,3.469245878,-15.80503734,24.73590512,0.857163236,0.891068767,25.77227441,-0.48211847,-5.65025006
28,75.10217929,-31.83276376,21.61092087,65.73408795,40.83387088,27.30800257,17.52949502,7.426662727,-22.89317047,79.34862094,-25.09940991,7.134523607,67.58293542,29.21866808,23.32151317,16.35571998,3.777981094,-12.18706968,24.6360485,-1.149190906,5.216800778,28.19922934,0.72480625,-1.435231668
