task,lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal,lt_ank_frontal,lt_ank_transe,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,rt_ank_frontal,rt_ank_transe,lt_plv_sagittal,lt_plv_frontal,lt_plv_transe,rt_plv_sagittal,rt_plv_frontal,rt_plv_transe
0,10.09309699,-12.94999579,1.840907889,-2.257378562,13.08064643,-19.27843815,4.674930476,-0.68504759,-16.88041259,11.30018575,-12.50582556,-8.941908193,8.815453027,16.00246824,-13.08687088,9.74794468,-1.021485229,-5.46472347,11.14540035,4.42169594,2.712758002,11.83707217,0.203791554,-7.230354693
1,9.796305437,-14.38650257,2.6075923,3.682856771,15.55675269,-16.33221098,11.02284504,4.835333028,-12.80924081,13.78173772,-13.97510683,-9.456681749,8.251768935,18.43766984,-8.987644309,7.498686043,-2.237258508,-8.629117178,11.57607369,0.809879849,7.235115151,15.02264216,-3.939344092,-6.031722377
2,15.24413565,-14.81541745,2.212910051,2.755907362,17.51027765,-14.4027194,8.076958608,-0.050896247,-14.14148145,20.34316754,-13.64808086,-5.528194938,9.993013325,19.33294357,-6.296191259,11.13061605,-1.487046098,-6.576249439,15.73689406,4.638359563,2.154083582,16.9864912,0.713318157,-3.571317914
3,15.02722132,-16.20464102,0.537676504,5.550766898,23.58460788,-12.38452948,11.3623328,-0.31896582,-14.06338371,24.26674807,-14.84460675,-4.486821751,18.9963467,21.60745422,-10.18315004,12.81772441,-1.462115845,-6.58460621,18.05921664,3.687738186,6.288733892,13.24806519,-0.667287254,-2.84662912
4,20.25012132,-18.66978338,5.809202234,11.76164598,22.23427147,-6.599574847,8.799877797,5.044891889,-16.57822936,22.41274791,-17.40877771,-6.396516972,17.09139164,18.56483998,-2.974050334,13.81805286,-0.874846062,-9.786340468,18.67863635,-0.148465522,7.254445626,15.10492577,0.213641233,-2.897289813
5,23.35771441,-18.96455353,-0.217774951,10.53133166,28.34743484,-7.860271808,10.50102827,0.747340367,-15.76643472,29.93907835,-18.08802994,-4.259602876,25.82761457,25.30083484,-6.59750407,15.07699204,3.398747684,-6.381067667,15.01397829,4.772974727,3.67969417,15.52150663,-1.033278579,-7.158591754
6,21.80340716,-24.24196846,1.243142554,14.84333638,30.39998304,-6.777959332,11.99099539,5.972979866,-21.34740339,28.9441073,-19.12557088,-9.123313018,25.13192956,22.34249999,0.74832678,12.16664868,-1.73349589,-7.938787719,19.15083649,1.235425913,4.017657686,14.88664536,-5.118839899,-2.815693923
7,24.18996505,-21.6920395,-0.399315138,17.97885997,33.52195075,-4.852029758,13.43679285,4.440687547,-16.83723864,35.62496078,-24.98205981,-7.73458286,26.86712386,25.12562563,-2.82346788,16.15882301,3.814100564,-11.23103007,20.08792959,1.875290361,7.324255466,20.72939438,-5.13465079,-7.043241749
8,27.38950818,-22.83189962,-0.596900928,21.10184985,31.11901198,1.805182912,12.99778544,0.370892522,-16.67968055,36.59906086,-22.59472277,-8.823001504,31.2368455,30.5172177,4.442921814,12.98001239,-1.165999265,-8.034330194,21.99458758,4.683326725,4.49898348,20.44251917,-4.709326617,-4.595693057
9,29.73629,-28.29427142,-2.02477543,28.23141827,37.48802915,4.360221693,17.77974429,0.962894634,-18.58345625,40.67442106,-22.6615438,-8.200250164,37.41402425,32.33486772,1.915711109,17.24114528,3.086336022,-12.85341277,17.31025272,6.417294654,7.999614894,17.63252287,-1.398297665,-4.653702217
