lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.18100376 -0.12027513  0.01092801],[ 0.35023181  0.34074922 -0.06085953],[0. 0. 0.],[ 0.05703813 -0.09527528  0.00271996],[ 0.26651015  0.20848241 -0.02804678],[0. 0. 0.],[ 0.64090272 -0.25852175 -0.74657881],[-1.88312114e-03  5.30652111e-04 -5.49342737e-01],[0. 0. 0.],[0.00907633 0.0095419  1.62079941],[-0.99195166 -0.36148623  0.65138955],[0. 0. 0.],[-3.04114095 -0.26816328 -1.85973567],[-0.82192775  0.36766557 -0.80656381]
[ 0.18774738 -0.17082856  0.01612246],[ 0.34014476  0.37939694 -0.06592341],[0. 0. 0.],[ 0.06738379 -0.11691112  0.00394494],[ 0.30341058  0.23034367 -0.03536777],[0. 0. 0.],[0.92003535 0.04170341 0.0841318 ],[ 0.23176622 -0.10880379 -0.87513652],[0. 0. 0.],[-0.04942221 -0.0526261   1.63359453],[-1.00082105 -0.32693227  0.5858891 ],[0. 0. 0.],[-3.02811132 -0.29414279 -1.85025258],[-0.83178805  0.38090342 -0.82316113]
[ 0.24996495 -0.19488586  0.0245615 ],[ 0.34712378  0.40586451 -0.07212046],[0. 0. 0.],[ 0.146514   -0.11982184  0.008804  ],[ 0.24142032  0.24063892 -0.02932905],[0. 0. 0.],[0.9455447  0.10216657 0.19926728],[ 0.24315005 -0.12372186 -0.93841086],[0. 0. 0.],[-0.09058221 -0.0965108   1.63424328],[-1.00342368 -0.28918617  0.51894146],[0. 0. 0.],[-3.01744952 -0.32875617 -1.8553068 ],[-0.83741615  0.39180712 -0.83892565]
[ 0.25929404 -0.22930862  0.03002631],[ 0.33917894  0.43410919 -0.07548827],[0. 0. 0.],[ 0.15725989 -0.16598683  0.01310842],[ 0.22133426  0.28994845 -0.03244419],[0. 0. 0.],[0.96812064 0.1025654  0.19462636],[ 0.23820724 -0.14922181 -1.1166685 ],[0. 0. 0.],[-0.12975357 -0.13366173  1.6005531 ],[-1.00449033 -0.3026206   0.54160377],[0. 0. 0.],[-3.0035185  -0.34360489 -1.86052125],[-0.83679884  0.38967409 -0.83538337]
[ 0.21088597 -0.31501223  0.03361478],[ 0.44637537  0.51047713 -0.11830761],[0. 0. 0.],[ 0.11005452 -0.23924655  0.01324141],[ 0.29705281  0.36670553 -0.05547854],[0. 0. 0.],[1.00350251 0.07901419 0.14386076],[ 0.1878854  -0.11079608 -1.06394061],[0. 0. 0.],[-0.06856908 -0.07636303  1.67833967],[-1.09320592 -0.27605733  0.44892172],[0. 0. 0.],[-2.99012941 -0.34691062 -1.85698918],[-0.83531442  0.39245889 -0.84230611]
[-0.09830442 -0.5080108  -0.02554027],[ 0.8153188   0.62782145 -0.27858091],[0. 0. 0.],[ 0.03731442 -0.31821774  0.00598834],[ 0.39900368  0.44040863 -0.09045291],[0. 0. 0.],[0.96586579 0.0740696  0.14109145],[ 0.21160386 -0.12361433 -1.05526159],[0. 0. 0.],[-0.11777505 -0.12669787  1.64394193],[-1.03563711 -0.2808473   0.48644257],[0. 0. 0.],[-2.97498092 -0.34595216 -1.84979044],[-0.82659631  0.3935568  -0.85330664]
[-0.21674963 -0.61321749 -0.06886396],[ 0.96179455  0.70851609 -0.38126516],[0. 0. 0.],[ 0.0253751  -0.36885189  0.00473386],[ 0.44698441  0.49764932 -0.11537579],[0. 0. 0.],[0.96790437 0.07137097 0.13562738],[ 0.21089865 -0.12194314 -1.04633821],[0. 0. 0.],[-0.076302   -0.0882136   1.71551398],[-1.10580157 -0.25144959  0.40404018],[0. 0. 0.],[-2.96750616 -0.34542063 -1.85476342],[-0.82804506  0.39305584 -0.85084154]
[-0.59850093 -0.75994329 -0.24519364],[ 1.47804995  0.69322497 -0.6359753 ],[0. 0. 0.],[-0.02810784 -0.44268815 -0.00632553],[ 0.5877936   0.55882891 -0.17324498],[0. 0. 0.],[0.9478087  0.06014139 0.11716154],[ 0.2760204  -0.14468594 -0.9618136 ],[0. 0. 0.],[-0.08328453 -0.09795086  1.73251162],[-1.08513484 -0.20399459  0.3363136 ],[0. 0. 0.],[-2.95325377 -0.34163937 -1.85486817],[-0.8304925   0.39346983 -0.84915979]
[-0.90537484 -0.8151016  -0.41394324],[ 1.75485261  0.63203678 -0.74972023],[0. 0. 0.],[-0.80623843 -0.63929252 -0.28047054],[ 1.24526404  0.63870422 -0.46614197],[0. 0. 0.],[0.90863571 0.07501171 0.15336004],[ 0.08597742 -0.04440755 -0.95315596],[0. 0. 0.],[-0.12023347 -0.14164518  1.7344193 ],[-1.08873468 -0.16499875  0.27149322],[0. 0. 0.],[-2.93238986 -0.34270385 -1.84539064],[-0.82583836  0.39653534 -0.85993368]
[-1.2492596  -0.7842232  -0.57946129],[ 1.9798003   0.55169294 -0.81422438],[0. 0. 0.],[-1.30669009 -0.57682409 -0.4466449 ],[ 1.64915939  0.54229248 -0.58415619],[0. 0. 0.],[0.9494078  0.01487719 0.02894822],[ 0.0288959  -0.01329811 -0.86257849],[0. 0. 0.],[-0.12442545 -0.14548751  1.7270153 ],[-1.07128404 -0.149985    0.25183899],[0. 0. 0.],[-2.91297667 -0.31439459 -1.83466458],[-0.81672347  0.39075953 -0.85795987]
[-1.30870439 -0.81021368 -0.63560098],[ 1.98165275  0.56961926 -0.84052895],[0. 0. 0.],[-1.34240096 -0.58218251 -0.46720502],[ 1.67373538  0.52059877 -0.57423042],[0. 0. 0.],[0.94298133 0.0211952  0.04156762],[ 0.05817411 -0.02666537 -0.85941942],[0. 0. 0.],[-0.14428367 -0.17137526  1.74273196],[-1.14688416 -0.13582112  0.20985331],[0. 0. 0.],[-2.89658566 -0.31587644 -1.82129691],[-0.81137723  0.39462465 -0.87123879]
[-1.35935953 -0.82132237 -0.67668803],[ 1.96810109  0.60872307 -0.88276075],[0. 0. 0.],[-1.36395436 -0.62659994 -0.51443271],[ 1.72204297  0.54580628 -0.62986694],[0. 0. 0.],[ 0.91982445 -0.05797642 -0.11694315],[ 0.04159969 -0.01595753 -0.73249096],[0. 0. 0.],[-0.13012169 -0.15731058  1.760061  ],[-1.13318469 -0.12736302  0.19980606],[0. 0. 0.],[-2.8794545  -0.28531335 -1.80304781],[-0.80399359  0.3890468  -0.86788512]
[-1.41711101 -0.77944359 -0.67691737],[ 2.03650675  0.53990819 -0.8436419 ],[0. 0. 0.],[-1.35579137 -0.65082514 -0.53054637],[ 1.82297359  0.53579194 -0.68079919],[0. 0. 0.],[0.70606616 0.04819093 0.13062599],[ 0.51259259 -0.23653443 -0.85138018],[0. 0. 0.],[-0.13532807 -0.16736479  1.78248155],[-1.06455498 -0.07718214  0.1309214 ],[0. 0. 0.],[-2.86799271 -0.22457568 -1.77811429],[-0.79081196  0.36743363 -0.83767295]
[-1.49570082 -0.81604999 -0.76270712],[ 2.04424211  0.60410317 -0.94279161],[0. 0. 0.],[-1.43287919 -0.65452558 -0.57484138],[ 1.86218567  0.52850507 -0.6975528 ],[0. 0. 0.],[0.81459844 0.0579222  0.13409444],[ 0.424868   -0.19687726 -0.85876328],[0. 0. 0.],[-0.13739176 -0.16876103  1.7757951 ],[-1.15151909 -0.09151398  0.14084579],[0. 0. 0.],[-2.85071448 -0.21764604 -1.77726035],[-0.78964787  0.37136248 -0.84701542]
[-1.54064692 -0.7584433  -0.73793041],[ 2.09325244  0.56035403 -0.92366589],[0. 0. 0.],[-1.44204008 -0.6543449  -0.5797237 ],[ 1.90879412  0.51069334 -0.70603918],[0. 0. 0.],[ 0.89439723 -0.017671   -0.03684172],[ 0.27831984 -0.12950461 -0.86713876],[0. 0. 0.],[-0.12217371 -0.14936801  1.77103064],[-1.16741869 -0.11228988  0.16978161],[0. 0. 0.],[-2.84673082 -0.22092663 -1.77006795],[-0.79363239  0.37981221 -0.86015567]
[-1.57228678 -0.7477677  -0.74878176],[ 2.15470681  0.52133829 -0.9208255 ],[0. 0. 0.],[-1.46864653 -0.6339855  -0.57583534],[ 1.97856223  0.46080503 -0.68552178],[0. 0. 0.],[ 0.94317839 -0.04961981 -0.09724335],[ 0.1040191  -0.04800997 -0.86429352],[0. 0. 0.],[-0.09764677 -0.11867215  1.76495244],[-1.16879789 -0.12536367  0.18920388],[0. 0. 0.],[-2.84139423 -0.22438166 -1.77175978],[-0.79643386  0.38251336 -0.86268763]
[-1.66943739 -0.7734732  -0.84493671],[ 2.30843081  0.4631443  -0.97926046],[0. 0. 0.],[-1.55678799 -0.63726997 -0.62898153],[ 2.10955473  0.42187745 -0.72183769],[0. 0. 0.],[ 0.7529083  -0.28386417 -0.69371829],[ 0.03854456 -0.01127633 -0.56916073],[0. 0. 0.],[-0.10033816 -0.12005301  1.74958608],[-1.17573839 -0.11843102  0.17743885],[0. 0. 0.],[-2.83858962 -0.22779678 -1.81332969],[-0.80189413  0.37469634 -0.84104113]
[-1.76864768 -0.73491649 -0.87834817],[ 2.46106305  0.34739077 -0.92026033],[0. 0. 0.],[-1.64065282 -0.61765165 -0.65930425],[ 2.24371102  0.34400406 -0.69217226],[0. 0. 0.],[ 0.67064573 -0.27055316 -0.74470532],[ 0.0609993  -0.01750412 -0.55874375],[0. 0. 0.],[-0.07562952 -0.085965    1.69867921],[-1.1322138  -0.12180739  0.19132643],[0. 0. 0.],[-2.82683411 -0.25105735 -1.83508686],[-0.79862927  0.37942523 -0.85408053]
[-1.84490359 -0.74194353 -0.94868699],[ 2.50574813  0.31833656 -0.90767273],[0. 0. 0.],[-1.71166168 -0.58842571 -0.67157743],[ 2.30735776  0.31798325 -0.69439341],[0. 0. 0.],[ 0.72382291 -0.24795683 -0.63598907],[ 0.03460736 -0.01065025 -0.59704367],[0. 0. 0.],[-0.07833267 -0.08791419  1.6860694 ],[-1.12124758 -0.1505389   0.23908916],[0. 0. 0.],[-2.82347975 -0.28741529 -1.8373653 ],[-0.80140562  0.39681204 -0.88624436]
[-1.89772326 -0.76278814 -1.02013358],[ 2.52042457  0.30959098 -0.90503034],[0. 0. 0.],[-1.76308322 -0.58202412 -0.69721708],[ 2.3854465   0.26837344 -0.65528164],[0. 0. 0.],[ 0.86289214 -0.30457416 -0.64357102],[-0.10090087  0.02479152 -0.48148881],[0. 0. 0.],[-0.10047451 -0.11204187  1.67975373],[-1.13390126 -0.12543823  0.19664351],[0. 0. 0.],[-2.81037704 -0.29206916 -1.84942414],[-0.795428    0.39307806 -0.88519192]
[-1.9533308  -0.76559497 -1.07501023],[ 2.55447318  0.30264737 -0.93438869],[0. 0. 0.],[-1.78684388 -0.58597547 -0.71764272],[ 2.44047975  0.24291158 -0.64433856],[0. 0. 0.],[ 0.88263857 -0.29212954 -0.60380044],[-0.11704135  0.02944101 -0.49235582],[0. 0. 0.],[-0.15395042 -0.17385493  1.69262991],[-1.1234944  -0.07122934  0.11309988],[0. 0. 0.],[-2.80463435 -0.30947157 -1.85447354],[-0.79670271  0.39571642 -0.88913226]
[-2.00504834 -0.7719654  -1.13351867],[ 2.57965931  0.28311454 -0.91734594],[0. 0. 0.],[-1.80677335 -0.57368076 -0.71633413],[ 2.48167567  0.20535178 -0.58449203],[0. 0. 0.],[ 0.87679411 -0.23367581 -0.4906259 ],[-0.04997678  0.01460068 -0.56837506],[0. 0. 0.],[-0.16171048 -0.18412917  1.70090597],[-1.16899386 -0.08388073  0.12668652],[0. 0. 0.],[-2.79348843 -0.31150699 -1.84996935],[-0.79811647  0.39939338 -0.89498666]
[-2.05433449 -0.78810053 -1.20522778],[ 2.58287718  0.291387   -0.94563679],[0. 0. 0.],[-1.8435799  -0.55458963 -0.71786161],[ 2.51067804  0.1721131  -0.51686265],[0. 0. 0.],[ 0.93748914 -0.23268722 -0.45364548],[-0.02589499  0.00841839 -0.62861044],[0. 0. 0.],[-0.19912449 -0.22399901  1.68911243],[-1.24563472 -0.07906527  0.11003878],[0. 0. 0.],[-2.78019885 -0.31368779 -1.83512546],[-0.79929566  0.40233191 -0.8995864 ]
[-2.12339983 -0.84751666 -1.35938248],[ 2.55750098  0.39806565 -1.18186668],[0. 0. 0.],[-1.86239227 -0.5490636  -0.72383238],[ 2.48101463  0.1746947  -0.50014648],[0. 0. 0.],[ 0.96094509 -0.17000533 -0.32409426],[ 0.11350455 -0.04067524 -0.68760735],[0. 0. 0.],[-0.24150251 -0.27063895  1.68570151],[-1.25343344 -0.00998453  0.01378882],[0. 0. 0.],[-2.76788131 -0.31283194 -1.81016293],[-0.79796879  0.40878993 -0.91393553]
[-2.12252941 -0.86840011 -1.38544422],[ 2.55195479  0.43277104 -1.25318077],[0. 0. 0.],[-1.8497878  -0.54218338 -0.70652548],[ 2.48420994  0.15356774 -0.44372201],[0. 0. 0.],[ 0.97337861 -0.1185948  -0.22345477],[ 0.19529694 -0.08435189 -0.81354248],[0. 0. 0.],[-0.30492653 -0.34001458  1.68139678],[-1.19417144  0.05873147 -0.08635784],[0. 0. 0.],[-2.75854628 -0.28416146 -1.79972901],[-0.79087918  0.39734694 -0.89879029]
[-2.17133646 -0.86670032 -1.44072662],[ 2.56482175  0.44300351 -1.29862408],[0. 0. 0.],[-1.87002605 -0.54414385 -0.72284913],[ 2.48243053  0.15118737 -0.43580747],[0. 0. 0.],[ 0.99923374 -0.11946912 -0.21827597],[ 0.23617404 -0.10129885 -0.80761063],[0. 0. 0.],[-0.31536774 -0.35380668  1.68771228],[-1.19386967  0.07382514 -0.10856546],[0. 0. 0.],[-2.74635069 -0.28884004 -1.7950665 ],[-0.7836217   0.3993641  -0.91093508]
[-2.19528001 -0.86403114 -1.46630787],[ 2.57201131  0.43866116 -1.30159266],[0. 0. 0.],[-1.86855274 -0.56470608 -0.74801987],[ 2.46885499  0.16225442 -0.45694002],[0. 0. 0.],[ 1.01390925 -0.12220339 -0.2194302 ],[ 0.2087407  -0.09004247 -0.81233716],[0. 0. 0.],[-0.32526182 -0.36039611  1.67521478],[-1.18061112  0.07638856 -0.1139451 ],[0. 0. 0.],[-2.73817336 -0.28771768 -1.79071895],[-0.7782037   0.39910011 -0.91649153]
[-2.19061907 -0.88061913 -1.4821587 ],[ 2.57226738  0.44412773 -1.31440825],[0. 0. 0.],[-1.85911419 -0.57999189 -0.76059616],[ 2.45407195  0.17812612 -0.4889368 ],[0. 0. 0.],[ 0.99421043 -0.08512459 -0.15667088],[ 0.17699793 -0.07058305 -0.75739382],[0. 0. 0.],[-0.36150151 -0.39300082  1.65625159],[-1.2495334   0.06814785 -0.09446778],[0. 0. 0.],[-2.73463854 -0.28296292 -1.78551168],[-0.77839865  0.40334097 -0.92491449]
[-2.19100022 -0.8866026  -1.49033795],[ 2.58439336  0.43381644 -1.31290777],[0. 0. 0.],[-1.84957194 -0.58616579 -0.76147484],[ 2.47043165  0.1611505  -0.45503593],[0. 0. 0.],[ 0.89180509 -0.07167197 -0.14972166],[-0.02126018  0.00940254 -0.83277619],[0. 0. 0.],[-0.31982468 -0.35884379  1.68787895],[-1.30156283  0.0478934  -0.0628899 ],[0. 0. 0.],[-2.72888572 -0.27269497 -1.78509582],[-0.77357467  0.40044301 -0.92449821]
[-2.26566936 -0.89048904 -1.58964416],[ 2.63245282  0.43823787 -1.41571234],[0. 0. 0.],[-1.8634946  -0.60462196 -0.79475751],[ 2.47586775  0.16357648 -0.46559893],[0. 0. 0.],[ 0.88506331 -0.06324412 -0.13330778],[ 0.13120116 -0.06224847 -0.88513828],[0. 0. 0.],[-0.3448625  -0.3734972   1.65221132],[-1.30022693  0.04801165 -0.06313252],[0. 0. 0.],[-2.72225123 -0.27546062 -1.79838529],[-0.76871964  0.39639612 -0.92173478]
[-2.32310527 -0.88631343 -1.66080912],[ 2.68198129  0.43309619 -1.50939412],[0. 0. 0.],[-1.87796013 -0.60598184 -0.80734648],[ 2.50063688  0.16239028 -0.48083967],[0. 0. 0.],[ 0.93123155 -0.06823853 -0.13565248],[ 0.15131047 -0.0794888  -0.9662814 ],[0. 0. 0.],[-0.33492545 -0.36985079  1.67189673],[-1.36837707  0.07267993 -0.08909112],[0. 0. 0.],[-2.73066354 -0.28022008 -1.80627936],[-0.77921916  0.40254966 -0.92237263]
[-2.58031509 -0.97343027 -2.14405145],[ 2.79882919  0.60001747 -2.12137438],[0. 0. 0.],[-1.95051944 -0.60129341 -0.85824693],[ 2.52956329  0.15809847 -0.49132499],[0. 0. 0.],[ 0.94613079 -0.09661896 -0.18836032],[ 0.13878451 -0.06890736 -0.92073272],[0. 0. 0.],[-0.37946706 -0.4056372   1.63917786],[-1.47532777  0.07782872 -0.0856285 ],[0. 0. 0.],[-2.73184877 -0.33613867 -1.79627713],[-0.79211902  0.42876397 -0.96011755]
[-2.5923932  -0.95628135 -2.14577225],[ 2.79405612  0.59370978 -2.09964533],[0. 0. 0.],[-1.97597499 -0.58894531 -0.8624345 ],[ 2.5520275   0.14999204 -0.48517933],[0. 0. 0.],[ 0.94521945 -0.10159316 -0.19823328],[ 0.11750289 -0.06468466 -1.00576698],[0. 0. 0.],[-0.37872969 -0.41300399  1.6596173 ],[-1.48186872  0.06344649 -0.06935072],[0. 0. 0.],[-2.73448579 -0.34275412 -1.78775487],[-0.79871402  0.43265753 -0.96019197]
[-2.61490524 -0.8999745  -2.12344545],[ 2.82127468  0.59234426 -2.16782406],[0. 0. 0.],[-2.03978429 -0.58086607 -0.90558719],[ 2.57584472  0.15821113 -0.53248971],[0. 0. 0.],[ 1.02841549 -0.12279875 -0.21680327],[ 0.09141228 -0.04653118 -0.94126647],[0. 0. 0.],[-0.417854   -0.43712354  1.61726614],[-1.44074422  0.0687303  -0.07829574],[0. 0. 0.],[-2.73514577 -0.39532557 -1.78827211],[-0.80356854  0.4545552  -0.99691856]
[-2.70164794 -0.87319664 -2.24792126],[ 2.86817645  0.60280908 -2.30837438],[0. 0. 0.],[-2.10675093 -0.58202673 -0.96886831],[ 2.58250969  0.17864203 -0.604841  ],[0. 0. 0.],[ 1.06520688 -0.09167654 -0.15533293],[ 0.11215821 -0.05643681 -0.93176254],[0. 0. 0.],[-0.51351738 -0.51252208  1.56876845],[-1.3472665   0.11547617 -0.14458203],[0. 0. 0.],[-2.74076287 -0.45075682 -1.78560718],[-0.81283894  0.47700634 -1.02845193]
[-2.81031697 -0.87973164 -2.45896876],[ 2.83871984  0.5990688  -2.22368815],[0. 0. 0.],[-2.14129889 -0.57932839 -0.99858034],[ 2.57300274  0.17180033 -0.57316038],[0. 0. 0.],[ 1.10257171 -0.07377098 -0.11988768],[ 0.09613714 -0.04793094 -0.92454098],[0. 0. 0.],[-0.56352721 -0.54631938  1.53813965],[-1.32814006  0.14673505 -0.18727344],[0. 0. 0.],[-2.72591399 -0.4662482  -1.76710128],[-0.80146271  0.48434623 -1.05575706]
[-2.89327962 -0.83447383 -2.59271069],[ 2.87207     0.54360955 -2.23604578],[0. 0. 0.],[-2.16898682 -0.57853471 -1.02549799],[ 2.58899648  0.1853138  -0.63336607],[0. 0. 0.],[ 1.12654417 -0.09088485 -0.14376611],[ 0.01305702 -0.00636262 -0.90685478],[0. 0. 0.],[-0.57510563 -0.54551701  1.51513746],[-1.31684591  0.15400428 -0.1988166 ],[0. 0. 0.],[-2.73060019 -0.46764514 -1.77187894],[-0.81073325  0.48740644 -1.05028779]
[-2.98155859 -0.78629109 -2.75961131],[ 3.0235025   0.57606004 -2.74770995],[0. 0. 0.],[-2.23155844 -0.52539086 -1.00511488],[ 2.63658212  0.14894051 -0.56297488],[0. 0. 0.],[ 1.09254522 -0.11298324 -0.18549547],[ 0.09299574 -0.03754034 -0.76692728],[0. 0. 0.],[-0.57820125 -0.53849959  1.49589749],[-1.23701534  0.18213003 -0.25523841],[0. 0. 0.],[-2.7274303  -0.53030308 -1.75834032],[-0.80922858  0.509705   -1.09305828]
[-2.98729684 -0.77243234 -2.7658789 ],[ 3.02656649  0.56441032 -2.7495355 ],[0. 0. 0.],[-2.23266104 -0.51966549 -0.99663236],[ 2.64947552  0.14167887 -0.55071682],[0. 0. 0.],[ 1.08651923 -0.1134636  -0.18754454],[ 0.1325118  -0.05290545 -0.75887309],[0. 0. 0.],[-0.57113032 -0.53599321  1.50398851],[-1.23071392  0.19632808 -0.27683598],[0. 0. 0.],[-2.72817673 -0.53281243 -1.75372637],[-0.81253484  0.51351138 -1.09591434]
[-3.11190497 -0.78852821 -3.07026132],[ 3.13566367  0.5799551  -3.12172321],[0. 0. 0.],[-2.23072998 -0.55087713 -1.04674568],[ 2.6429251   0.1510397  -0.57767822],[0. 0. 0.],[ 1.09486924 -0.05563682 -0.09123081],[ 0.18826083 -0.07969715 -0.79917352],[0. 0. 0.],[-0.60974942 -0.57109346  1.50139224],[-1.2098715   0.19966382 -0.28774022],[0. 0. 0.],[-2.73700851 -0.50716577 -1.7578132 ],[-0.83183888  0.50550479 -1.05825928]
[-3.10910562 -0.78768728 -3.06344814],[-3.13681363  0.56050061  3.12498909],[0. 0. 0.],[-2.22755498 -0.55004077 -1.04189295],[ 2.65651165  0.14337599 -0.56497604],[0. 0. 0.],[ 1.01234821 -0.06177904 -0.11136503],[ 0.28544521 -0.11819739 -0.78118025],[0. 0. 0.],[-0.51462062 -0.51558257  1.57274903],[-1.28670456  0.18317642 -0.24378186],[0. 0. 0.],[-2.74161802 -0.49774203 -1.75573932],[-0.83909301  0.5084382  -1.05500283]
[-3.11564283 -0.77870555 -3.07836398],[-3.10947177  0.57820296  3.03369504],[0. 0. 0.],[-2.24371908 -0.56007485 -1.07640125],[ 2.66964457  0.15098836 -0.60952688],[0. 0. 0.],[ 1.04192131 -0.07854788 -0.13673856],[ 0.22871974 -0.10217943 -0.83768224],[0. 0. 0.],[-0.49232331 -0.50218835  1.59147626],[-1.31349375  0.187381   -0.24258321],[0. 0. 0.],[-2.74430571 -0.49580576 -1.75662119],[-0.84385681  0.5089852  -1.05042796]
