lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.26087881 -0.03393353  0.00445197],[-0.48869436  0.18315266  0.04578538],[0. 0. 0.],[ 0.15147813 -0.07635891  0.00579724],[-0.40470465  0.20633037  0.04247521],[0. 0. 0.],[ 0.70903919 -0.49780651 -1.2034362 ],[ 0.21028549 -0.06466805 -0.59481471],[0. 0. 0.],[-0.03168483 -0.01622407  0.94642493],[-0.68918781 -0.11593928  0.32061531],[0. 0. 0.],[-3.11985259 -0.25052312  1.83749975],[-0.58657655 -0.20725479  0.66330734]
[ 0.26898977 -0.0361672   0.00489437],[-0.53304439  0.19452117  0.05326319],[0. 0. 0.],[ 0.13376554 -0.07046612  0.00472195],[-0.38939956  0.2008553   0.03973671],[0. 0. 0.],[ 0.70761864 -0.50084728 -1.21141288],[ 0.19507124 -0.05680397 -0.56516068],[0. 0. 0.],[0.36988553 0.09435312 0.49439651],[-0.90155517 -0.33609966  0.67425065],[0. 0. 0.],[-3.11821541 -0.24611499  1.8356681 ],[-0.58737151 -0.20796854  0.66455664]
[ 0.26986682 -0.03618009  0.00491227],[-0.56783648  0.20101103  0.05883661],[0. 0. 0.],[ 0.13145528 -0.07134859  0.00469832],[-0.4363203   0.21142389  0.04703692],[0. 0. 0.],[ 0.71307297 -0.50397912 -1.20967176],[ 0.18997069 -0.05516718 -0.56377309],[0. 0. 0.],[0.38344652 0.09550038 0.48277145],[-0.91089314 -0.34746521  0.68813586],[0. 0. 0.],[-3.11816874 -0.24576505  1.83602905],[-0.58842528 -0.20808625  0.66373681]
[ 0.26862155 -0.03407987  0.00460546],[-0.57988776  0.20016584  0.05990209],[0. 0. 0.],[ 0.13305688 -0.07235779  0.00482306],[-0.43827845  0.21255102  0.04750856],[0. 0. 0.],[ 0.71703209 -0.5043108  -1.20466991],[ 0.1926202  -0.05467012 -0.55160614],[0. 0. 0.],[0.39124685 0.09580743 0.47473923],[-0.91610208 -0.3533167   0.69481036],[0. 0. 0.],[-3.11816551 -0.24757001  1.83502077],[-0.58783937 -0.2078546   0.66369623]
[ 0.26067985 -0.03194561  0.00418788],[-0.57003211  0.19489352  0.05726822],[0. 0. 0.],[ 0.13944696 -0.07431704  0.00519243],[-0.46690603  0.21850695  0.05215437],[0. 0. 0.],[ 0.71626626 -0.5043833  -1.20589892],[ 0.18024979 -0.04534753 -0.49173217],[0. 0. 0.],[0.50691528 0.11196591 0.42613782],[-0.97925155 -0.398294    0.72405409],[0. 0. 0.],[-3.11835141 -0.24753696  1.83506441],[-0.58853329 -0.20810167  0.66366291]
[ 0.24397871 -0.0288682   0.00353943],[-0.55550867  0.18975496  0.05425341],[0. 0. 0.],[ 0.1373844  -0.07744731  0.00533106],[-0.45649468  0.22015031  0.05133617],[0. 0. 0.],[ 0.71396468 -0.5048117  -1.21000887],[ 0.17018013 -0.04236963 -0.48695443],[0. 0. 0.],[0.55125071 0.1144416  0.3996746 ],[-0.99886333 -0.42109899  0.74672277],[0. 0. 0.],[-3.11893198 -0.24752429  1.83646938],[-0.58895566 -0.20754737  0.6615424 ]
[ 0.23920356 -0.02907308  0.00349411],[-0.53974115  0.18493017  0.0512902 ],[0. 0. 0.],[ 0.15185439 -0.08637937  0.00657524],[-0.47511143  0.22777844  0.05537698],[0. 0. 0.],[ 0.71879714 -0.50650894 -1.20640428],[ 0.17082459 -0.0463799  -0.52908979],[0. 0. 0.],[0.53778127 0.12112177 0.43317619],[-1.00262105 -0.40705617  0.72036746],[0. 0. 0.],[-3.12064114 -0.25253785  1.83544782],[-0.58830798 -0.20627999  0.65847518]
[ 0.24304196 -0.03491082  0.00426383],[-0.53377995  0.17938431  0.049168  ],[0. 0. 0.],[ 0.16773178 -0.10646399  0.00895809],[-0.48620396  0.24232266  0.06037518],[0. 0. 0.],[ 0.71309759 -0.50090071 -1.2036632 ],[ 0.18158556 -0.04923531 -0.52826302],[0. 0. 0.],[0.30158012 0.11939052 0.74951334],[-0.91520566 -0.27890156  0.55531137],[0. 0. 0.],[-3.12515179 -0.2595693   1.83514711],[-0.58539954 -0.2023476   0.64987735]
[ 0.23922061 -0.04358816  0.00523942],[-0.53234514  0.17722428  0.04843616],[0. 0. 0.],[ 0.26921998 -0.16985611  0.02305788],[-0.65336564  0.31550839  0.10769292],[0. 0. 0.],[ 0.70881044 -0.50242693 -1.21277325],[ 0.17222681 -0.04593949 -0.52019414],[0. 0. 0.],[0.30200252 0.1210216  0.75784895],[-0.90179783 -0.28019294  0.56684852],[0. 0. 0.],[-3.13151939 -0.26177348  1.83592308],[-0.59386473 -0.20187911  0.63932748]
[ 0.34064923 -0.08467035  0.01457099],[-0.71443413  0.21731532  0.08138413],[0. 0. 0.],[ 0.47437534 -0.26977182  0.06558898],[-0.98751486  0.40916665  0.22242661],[0. 0. 0.],[ 0.68845157 -0.48315766 -1.20428281],[ 0.20434928 -0.06315529 -0.59770933],[0. 0. 0.],[0.73731448 0.05595628 0.14462985],[-0.97499632 -0.55831676  0.99127908],[0. 0. 0.],[-3.13903285 -0.2666924   1.83183261],[-0.59618378 -0.19824043  0.62605426]
[ 0.35192645 -0.11714501  0.02085173],[-0.78004043  0.24534969  0.10128033],[0. 0. 0.],[ 0.56963393 -0.35062221  0.10362599],[-1.1665933  0.4654503  0.3103001],[0. 0. 0.],[ 0.65283905 -0.47638558 -1.2443881 ],[ 0.17620684 -0.05363505 -0.58964381],[0. 0. 0.],[0.72393709 0.05936243 0.15649893],[-0.93174679 -0.55031626  1.02327524],[0. 0. 0.],[ 3.13223635 -0.25702049  1.83607496],[-0.62408977 -0.20215839  0.60925538]
[ 0.83914571 -0.27755889  0.12444815],[-1.36425031  0.34139023  0.27818775],[0. 0. 0.],[ 1.20810856 -0.4640072   0.32324129],[-1.83072346  0.48082864  0.61736394],[0. 0. 0.],[ 0.62491822 -0.47363621 -1.28329646],[ 0.14139098 -0.06233918 -0.82952831],[0. 0. 0.],[0.62278084 0.07680445 0.23761891],[-0.89444695 -0.48970601  0.96053528],[0. 0. 0.],[ 3.11194755 -0.24979471  1.85920311],[-0.64940083 -0.19480179  0.56501885]
[ 0.99917385 -0.35588498  0.19567953],[-1.64795794  0.35504913  0.38289262],[0. 0. 0.],[ 1.33104195 -0.51566742  0.40824264],[-2.04724955  0.45893574  0.73224952],[0. 0. 0.],[ 0.62450427 -0.46900423 -1.274205  ],[ 0.11090705 -0.05169066 -0.87166245],[0. 0. 0.],[0.62828292 0.05917423 0.18168234],[-0.82853865 -0.48437938  1.023736  ],[0. 0. 0.],[ 3.08648017 -0.23230005  1.8872899 ],[-0.6877987 -0.1936609  0.5297083]
[ 1.01180383 -0.38790372  0.21677789],[-1.66021413  0.34436303  0.37589577],[0. 0. 0.],[ 1.36955883 -0.58297668  0.48054806],[-2.10691577  0.48217683  0.81571254],[0. 0. 0.],[ 0.64643089 -0.4758269  -1.25328128],[ 0.0887625  -0.04080834 -0.86146752],[0. 0. 0.],[0.61672962 0.05817563 0.18218635],[-0.79860047 -0.47515093  1.04194561],[0. 0. 0.],[ 3.06203685 -0.22765202  1.90018098],[-0.72054945 -0.19069744  0.49724385]
[ 1.03208438 -0.40250337  0.2304558 ],[-1.63720673  0.34864667  0.37207285],[0. 0. 0.],[ 1.33399448 -0.6269495   0.49980669],[-2.15364605  0.48363701  0.85900647],[0. 0. 0.],[ 0.66578273 -0.47711101 -1.22592945],[ 0.09817908 -0.04640067 -0.88251507],[0. 0. 0.],[0.69317291 0.08158823 0.22507339],[-0.89698774 -0.49715272  0.97078889],[0. 0. 0.],[ 3.05165731 -0.23149919  1.90526981],[-0.73349405 -0.1868703   0.47855583]
[ 1.14899579 -0.41949665  0.27388258],[-1.90782263  0.30929691  0.43273889],[0. 0. 0.],[ 1.36493815 -0.67693188  0.5573101 ],[-2.22886445  0.49479732  0.95032852],[0. 0. 0.],[ 0.68853508 -0.48647619 -1.21081592],[ 0.1082248  -0.04871774 -0.84537964],[0. 0. 0.],[0.74774034 0.09407768 0.23883218],[-0.92531892 -0.5308427   0.9980169 ],[0. 0. 0.],[ 3.03633202 -0.24361342  1.90724149],[-0.74817641 -0.18306642  0.45937754]
[ 1.17811736 -0.45186728  0.30479747],[-2.03798787  0.29400244  0.47209816],[0. 0. 0.],[ 1.38703519 -0.73033615  0.61542223],[-2.26021232  0.52249005  1.03142397],[0. 0. 0.],[ 0.70267878 -0.48716934 -1.19161727],[ 0.10041016 -0.04536236 -0.84814866],[0. 0. 0.],[0.76236128 0.07572416 0.1884713 ],[-0.91769395 -0.5560157   1.04774351],[0. 0. 0.],[ 3.02194244 -0.25228164  1.91827227],[-0.76628187 -0.17583211  0.43059246]
[ 1.23477267 -0.46612974  0.33392574],[-2.07276439  0.28295325  0.47230807],[0. 0. 0.],[ 1.47924178 -0.74331479  0.68335439],[-2.33455022  0.49045464  1.06037275],[0. 0. 0.],[ 0.71012557 -0.48445511 -1.1756115 ],[ 0.13203443 -0.05945276 -0.84530933],[0. 0. 0.],[0.82573891 0.0141304  0.03225546],[-0.86064919 -0.52370656  1.0569576 ],[0. 0. 0.],[ 3.00643834 -0.27168639  1.91556336],[-0.7751151  -0.16826175  0.40744494]
[ 1.37224836 -0.46821982  0.38570498],[-2.15666958  0.2645816   0.48619978],[0. 0. 0.],[ 1.54221609 -0.76309124  0.74353899],[-2.34989389  0.49343209  1.0847097 ],[0. 0. 0.],[ 0.68046483 -0.49597715 -1.24178698],[ 0.14054637 -0.05781395 -0.77954415],[0. 0. 0.],[ 0.91617638 -0.01354203 -0.02746343],[-0.9077948  -0.56533615  1.07396026],[0. 0. 0.],[ 2.99284686 -0.31113522  1.90851214],[-0.76625641 -0.15474099  0.38005643]
[ 1.45393128 -0.4574618   0.40837364],[-2.11988472  0.27102861  0.47727559],[0. 0. 0.],[ 1.63031329 -0.75874875  0.8006076 ],[-2.41423524  0.4432715   1.06910012],[0. 0. 0.],[ 0.69933454 -0.50963547 -1.24055268],[ 0.17313762 -0.0684308  -0.75134847],[0. 0. 0.],[ 9.95265181e-01 -5.87531554e-04 -1.08154706e-03],[-1.01186545 -0.5309487   0.91244405],[0. 0. 0.],[ 2.9828448  -0.32332366  1.88898342],[-0.77848872 -0.15297667  0.36942688]
[ 1.542552   -0.45782118  0.44549285],[-2.16627661  0.27198342  0.50497808],[0. 0. 0.],[ 1.69083948 -0.76607965  0.85312442],[-2.42134638  0.44760163  1.08741706],[0. 0. 0.],[ 0.71036578 -0.51294112 -1.23085389],[ 0.18855308 -0.06979206 -0.70734864],[0. 0. 0.],[ 1.01860842 -0.0054628  -0.0097821 ],[-0.99555008 -0.54956141  0.95711119],[0. 0. 0.],[ 2.97134146 -0.34378624  1.88476664],[-0.77895953 -0.14606053  0.35278625]
[ 1.60744216 -0.45672315  0.47315602],[-2.20868569  0.26749801  0.5222517 ],[0. 0. 0.],[ 1.78542039 -0.76741422  0.92921548],[-2.46407488  0.41772436  1.08312704],[0. 0. 0.],[ 0.72573142 -0.53070876 -1.24246629],[ 0.17810325 -0.06088716 -0.65738672],[0. 0. 0.],[ 1.03337752 -0.00218608 -0.00384756],[-1.00422974 -0.5569671   0.96020324],[0. 0. 0.],[ 2.96272941 -0.37516349  1.88136267],[-0.77475281 -0.13694505  0.33306872]
[ 1.67837529 -0.44999227  0.49920636],[-2.34154956  0.22828052  0.52952827],[0. 0. 0.],[ 1.82875872 -0.78279955  0.98359577],[-2.45956272  0.44448919  1.13404073],[0. 0. 0.],[ 0.69165062 -0.5444989  -1.31843022],[ 0.15638017 -0.0598603  -0.72999772],[0. 0. 0.],[0.94090878 0.09502775 0.18646333],[-1.06946864 -0.52318516  0.84906121],[0. 0. 0.],[ 2.95208176 -0.42206566  1.87857439],[-0.75644973 -0.12478482  0.3118929 ]
[ 1.75193137 -0.43514405  0.51853224],[-2.41383933  0.20382941  0.52469878],[0. 0. 0.],[ 1.91062067 -0.77916169  1.05209353],[-2.50054419  0.42661718  1.15622974],[0. 0. 0.],[ 0.67367262 -0.55196045 -1.36010045],[ 0.11272954 -0.04016982 -0.68403503],[0. 0. 0.],[0.8109191  0.14959301 0.34567148],[-1.05200269 -0.45643854  0.76113905],[0. 0. 0.],[ 2.94893449 -0.45745996  1.87512728],[-0.74005118 -0.11549806  0.29591096]
[ 1.82176678 -0.42461176  0.54191361],[-2.43870819  0.20192864  0.53914677],[0. 0. 0.],[ 1.9934192  -0.78455959  1.13819366],[-2.53905512  0.44277019  1.25376042],[0. 0. 0.],[ 0.73896162 -0.57282013 -1.30034697],[ 0.11086696 -0.04345889 -0.74657734],[0. 0. 0.],[0.60334252 0.16637056 0.52360099],[-1.03102408 -0.36231778  0.62532157],[0. 0. 0.],[ 2.94858844 -0.50585643  1.87113533],[-0.71654227 -0.10605484  0.28163258]
[ 1.8571968  -0.41496784  0.54870185],[-2.44090831  0.22428709  0.59789894],[0. 0. 0.],[ 2.03503664 -0.82413193  1.23174321],[-2.53384232  0.4979371   1.36253297],[0. 0. 0.],[ 0.75220445 -0.57540389 -1.28614849],[ 0.16647388 -0.06313443 -0.72366202],[0. 0. 0.],[0.56047114 0.18831233 0.63409859],[-1.07639639 -0.32151004  0.5304476 ],[0. 0. 0.],[ 2.95449324 -0.52677566  1.86024989],[-0.7013982  -0.10250053  0.27862216]
[ 1.87098193 -0.40771152  0.54674986],[-2.43174235  0.25007114  0.65393097],[0. 0. 0.],[ 2.07510023 -0.82790005  1.27965497],[-2.57317726  0.48748227  1.41052682],[0. 0. 0.],[ 0.72694273 -0.57271879 -1.31751776],[ 0.1359144  -0.05210003 -0.73122827],[0. 0. 0.],[0.60646799 0.16479465 0.51612139],[-1.06229472 -0.38816776  0.64576261],[0. 0. 0.],[ 2.96561788 -0.51407073  1.86577248],[-0.71511363 -0.10494727  0.27932373]
[ 1.92099484 -0.40313019  0.5685338 ],[-2.46324162  0.26584662  0.72453062],[0. 0. 0.],[ 2.15971081 -0.81451614  1.35788765],[-2.62623411  0.47395139  1.48363489],[0. 0. 0.],[ 0.74587198 -0.56949121 -1.28459826],[ 0.16878283 -0.06605073 -0.7446635 ],[0. 0. 0.],[0.11405287 0.05657055 0.92023843],[-0.89927408 -0.12706396  0.2621298 ],[0. 0. 0.],[ 2.96791018 -0.52435706  1.85980935],[-0.70875278 -0.10238475  0.27521023]
[ 1.95812583 -0.39708093  0.58174011],[-2.43955233  0.30311326  0.7902834 ],[0. 0. 0.],[ 2.26109547 -0.80166795  1.46516283],[-2.69085158  0.43715756  1.53917354],[0. 0. 0.],[ 0.64628599 -0.50256631 -1.30804103],[ 0.28586427 -0.12348892 -0.81149505],[0. 0. 0.],[-0.16810419 -0.1035382   1.10277405],[-0.71532546 -0.00614399  0.01643902],[0. 0. 0.],[ 2.9689471  -0.52000703  1.8660975 ],[-0.72030385 -0.09929414  0.26237722]
[ 1.99757473 -0.40216411  0.61325307],[-2.44680566  0.31566635  0.82828653],[0. 0. 0.],[ 2.36211596 -0.81071425  1.61454192],[-2.73185919  0.42258935  1.60259507],[0. 0. 0.],[ 0.69477326 -0.53768411 -1.30092702],[ 0.20237396 -0.08441373 -0.7883436 ],[0. 0. 0.],[-0.20958113 -0.11554712  1.00555821],[-0.68493582 -0.02022044  0.05670351],[0. 0. 0.],[ 2.9678526  -0.52041112  1.8851904 ],[-0.7305763  -0.0928554   0.24177933]
[ 2.0258783  -0.4073617   0.63933128],[-2.45672493  0.31684703  0.8426609 ],[0. 0. 0.],[ 2.47256141 -0.80990195  1.77890901],[-2.78002848  0.39642488  1.66494353],[0. 0. 0.],[ 0.63982579 -0.53311804 -1.37866793],[ 0.0533304  -0.0246861  -0.86690043],[0. 0. 0.],[-0.12102588 -0.07694171  1.13191964],[-0.78480831  0.0176607  -0.04266693],[0. 0. 0.],[ 2.96843586 -0.5090983   1.89915916],[-0.74967039 -0.09001461  0.22795321]
[ 2.01869389 -0.40991095  0.63839572],[-2.48117768  0.31240869  0.86140673],[0. 0. 0.],[ 2.54850985 -0.8359286   1.93637828],[-2.79756257  0.39824121  1.71997693],[0. 0. 0.],[ 0.61393564 -0.52911674 -1.41435721],[ 0.03472732 -0.01641836 -0.88320944],[0. 0. 0.],[-0.07896337 -0.04284733  0.99401607],[-0.71546013 -0.0250599   0.06701691],[0. 0. 0.],[ 2.96178325 -0.48169166  1.90108735],[-0.78124818 -0.09235373  0.22350127]
[ 2.02173793 -0.40883753  0.63880275],[-2.5244551   0.28040135  0.83361663],[0. 0. 0.],[ 2.57263953 -0.82292574  1.96085769],[-2.81251738  0.38778115  1.73773079],[0. 0. 0.],[ 0.64562371 -0.53570952 -1.37416895],[ 0.02351044 -0.01129771 -0.89589012],[0. 0. 0.],[-0.04965853 -0.02810567  1.02993642],[-0.77249692 -0.02881333  0.07082607],[0. 0. 0.],[ 2.9512094  -0.46352757  1.89944352],[-0.8005806  -0.09178128  0.21621369]
[ 2.03431395 -0.40075357  0.63493064],[-2.51328821  0.28713163  0.83724563],[0. 0. 0.],[ 2.59612742 -0.82601469  2.00540613],[-2.8352781   0.42199127  1.89259967],[0. 0. 0.],[ 0.65285957 -0.54098419 -1.3725209 ],[ 0.00768267 -0.00339164 -0.83146554],[0. 0. 0.],[0.25890536 0.1263971  0.90495659],[-0.97378871 -0.09992361  0.18834526],[0. 0. 0.],[ 2.93727892 -0.46323588  1.89273644],[-0.81072772 -0.08932027  0.20753292]
[ 2.04156747 -0.39336966  0.62845236],[-2.51845848  0.25220397  0.75002568],[0. 0. 0.],[ 2.72173512 -0.85361079  2.26528314],[-2.87796987  0.46978424  2.12975816],[0. 0. 0.],[ 0.70050795 -0.56111985 -1.33574555],[ 0.022744   -0.0096675  -0.80381304],[0. 0. 0.],[0.12509269 0.08462371 1.18888516],[-0.99698663  0.0126505  -0.023239  ],[0. 0. 0.],[ 2.91936927 -0.44798756  1.8935331 ],[-0.83259365 -0.08613603  0.19432371]
[ 2.05205765 -0.40075073  0.64684002],[-2.49736931  0.24765561  0.71393536],[0. 0. 0.],[ 2.75029999 -0.85125898  2.31734801],[-2.94285544  0.52037075  2.42494428],[0. 0. 0.],[ 0.66871819 -0.53821542 -1.3420021 ],[ 0.0389027  -0.01691251 -0.82010626],[0. 0. 0.],[0.30389825 0.18701178 1.09900202],[-1.11718113 -0.04608954  0.07372435],[0. 0. 0.],[ 2.91877031 -0.44907639  1.90081545],[-0.83322247 -0.08286454  0.1868205 ]
[ 2.07178993 -0.38644284  0.63789349],[-2.50911925  0.22517236  0.66537784],[0. 0. 0.],[ 2.71435962 -0.82531879  2.22151787],[-2.91986059  0.48714986  2.29927773],[0. 0. 0.],[ 0.68151266 -0.54238737 -1.3299797 ],[ 0.05868946 -0.02472545 -0.79728398],[0. 0. 0.],[0.12392177 0.08747156 1.2286918 ],[-0.99850268  0.03537979 -0.06486169],[0. 0. 0.],[ 2.91669083 -0.45507418  1.89747793],[-0.8301377  -0.08101843  0.18343697]
[ 2.11243885 -0.37641372  0.64986162],[-2.55556969  0.21389587  0.68374933],[0. 0. 0.],[ 2.75461304 -0.78996094  2.26285759],[-2.95685011  0.47219451  2.40650267],[0. 0. 0.],[ 0.69166778 -0.5484733  -1.32581658],[ 0.06292984 -0.02628301 -0.79107343],[0. 0. 0.],[-0.07295015 -0.05539021  1.2986576 ],[-0.80864577  0.08552203 -0.1993247 ],[0. 0. 0.],[ 2.91905745 -0.47883845  1.89690855],[-0.81702151 -0.07804882  0.17991358]
[ 2.13182284 -0.37097821  0.65463653],[-2.55766876  0.22485108  0.71867933],[0. 0. 0.],[ 2.76433302 -0.78489229  2.27733239],[-2.96749398  0.4673835   2.43879031],[0. 0. 0.],[ 0.7010157  -0.5530995  -1.32025711],[ 0.04922376 -0.02089294 -0.80268752],[0. 0. 0.],[-0.10378799 -0.07944595  1.30629028],[-0.79144836  0.08460501 -0.20195128],[0. 0. 0.],[ 2.92443861 -0.48301357  1.89647357],[-0.81372344 -0.07845973  0.18167334]
[ 2.14076164 -0.36843539  0.65680097],[-2.55869255  0.21889298  0.70223302],[0. 0. 0.],[ 2.78167537 -0.79050492  2.31919441],[-2.96641407  0.4577496   2.42062747],[0. 0. 0.],[ 0.71181275 -0.55571493 -1.30897213],[ 0.05366032 -0.02317661 -0.81528144],[0. 0. 0.],[-0.0568466  -0.04411597  1.31983135],[-0.82346655  0.06572616 -0.15027943],[0. 0. 0.],[ 2.92428557 -0.48922739  1.89593199],[-0.80941608 -0.07718143  0.17978511]
[ 2.19102545 -0.35125658  0.66411106],[-2.57608523  0.20923393  0.69358782],[0. 0. 0.],[ 2.82731426 -0.77714654  2.40304137],[-3.00593482  0.45719603  2.5734301 ],[0. 0. 0.],[ 0.76192855 -0.55984273 -1.24503935],[ 0.09781702 -0.04150644 -0.80213124],[0. 0. 0.],[-0.34737402 -0.25903281  1.27714884],[-0.58017624  0.08983525 -0.29890386],[0. 0. 0.],[ 2.92856687 -0.53994317  1.88680989],[-0.76626877 -0.07177442  0.17768497]
[ 2.20466183 -0.3441092   0.66156485],[-2.59091125  0.19899907  0.67932477],[0. 0. 0.],[ 2.77694863 -0.76643434  2.28373606],[-2.98162693  0.44377069  2.45882948],[0. 0. 0.],[ 0.79152462 -0.56090693 -1.2071828 ],[ 0.12333002 -0.05000146 -0.76961593],[0. 0. 0.],[-0.49041346 -0.36242593  1.26399945],[-0.44081883  0.08122626 -0.35883619],[0. 0. 0.],[ 2.93178066 -0.55405566  1.88649506],[-0.75310715 -0.07059667  0.17813665]
[ 2.20269162 -0.34795664  0.66705207],[-2.60136851  0.1995497   0.69386522],[0. 0. 0.],[ 2.76960886 -0.77589694  2.27857353],[-2.95705058  0.42306952  2.32788484],[0. 0. 0.],[ 0.77695069 -0.55387873 -1.21405982],[ 0.12634731 -0.05135074 -0.77129097],[0. 0. 0.],[-0.57956855 -0.40272853  1.20062262],[-0.3382127   0.06239553 -0.36157538],[0. 0. 0.],[ 2.93611619 -0.55384054  1.89088835],[-0.75111766 -0.07071158  0.17894288]
