lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.19411922 -0.02122223  0.00206639],[-0.42446856  0.1419095   0.03062759],[0. 0. 0.],[ 0.02052634 -0.05050224  0.00051844],[-0.33289748  0.1899637   0.03200808],[0. 0. 0.],[ 0.59983589 -0.47395233 -1.32606632],[ 0.14561218 -0.04503573 -0.59900458],[0. 0. 0.],[-0.2282027  -0.16024991  1.22235923],[-0.51224973 -0.0194684   0.07431008],[0. 0. 0.],[-3.13013441 -0.22516248  1.87164387],[-0.61830164 -0.20873709  0.63382228]
[ 0.16314447 -0.00990202  0.00080953],[-0.39137545  0.1391206   0.02761991],[0. 0. 0.],[-3.32432248e-03 -3.70976990e-02 -6.16694870e-05],[-0.27625402  0.16697823  0.02326505],[0. 0. 0.],[ 0.61470639 -0.47563749 -1.30441854],[ 0.1522951  -0.04667945 -0.5938487 ],[0. 0. 0.],[-0.35332362 -0.2614047   1.26938939],[-0.38475809  0.00384813 -0.01975485],[0. 0. 0.],[-3.12831992 -0.22685726  1.86929941],[-0.61351927 -0.20850059  0.6380608 ]
[ 0.17878373 -0.0141108   0.00126478],[-0.39545537  0.14027885  0.02814855],[0. 0. 0.],[ 6.65443050e-04 -3.91368035e-02  1.30233198e-05],[-0.24263252  0.15785363  0.01928418],[0. 0. 0.],[ 0.65739262 -0.49439764 -1.27402419],[ 0.14645252 -0.04498395 -0.59511081],[0. 0. 0.],[-0.35063929 -0.24448402  1.21277033],[-0.4195232  -0.00774338  0.03636829],[0. 0. 0.],[-3.12827606 -0.25132988  1.86440626],[-0.6002792  -0.20312857  0.63623326]
[ 0.18086688 -0.01302975  0.00118156],[-0.39738858  0.13987567  0.02820825],[0. 0. 0.],[ 0.03214473 -0.04901586  0.00078803],[-0.28580091  0.16726162  0.02412089],[0. 0. 0.],[ 0.66847632 -0.4975963  -1.26324686],[ 0.15251389 -0.047065   -0.59765738],[0. 0. 0.],[-0.36111835 -0.25176396  1.21236456],[-0.41095045 -0.00570495  0.02737117],[0. 0. 0.],[-3.12782168 -0.25788252  1.8593196 ],[-0.59609652 -0.20215868  0.63778464]
[ 0.20020364 -0.01823459  0.00183149],[-0.42328391  0.14684924  0.03160616],[0. 0. 0.],[ 0.03864387 -0.05020299  0.00097034],[-0.2872354   0.1655459   0.02399382],[0. 0. 0.],[ 0.67915787 -0.50372799 -1.25910885],[ 0.1469563  -0.04487966 -0.59188484],[0. 0. 0.],[-0.30315822 -0.20611877  1.19036625],[-0.47469284 -0.0164611   0.06802279],[0. 0. 0.],[-3.12741449 -0.26372195  1.85912526],[-0.59456671 -0.20191422  0.63868411]
[ 0.20797968 -0.02031684  0.00212047],[-0.41085079  0.14372371  0.02999635],[0. 0. 0.],[ 0.0841408  -0.06473633  0.00272604],[-0.2824208   0.16687049  0.02377581],[0. 0. 0.],[ 0.68338988 -0.50512343 -1.25546314],[ 0.14627738 -0.04484126 -0.59400326],[0. 0. 0.],[-0.24762849 -0.17225407  1.21306904],[-0.52966883 -0.01845087  0.06800867],[0. 0. 0.],[-3.12749999 -0.26491664  1.85827027],[-0.59387097 -0.20164088  0.63861187]
[ 0.21180543 -0.02272875  0.00241618],[-0.39822353  0.13982878  0.0282596 ],[0. 0. 0.],[ 0.14094886 -0.08500104  0.00600393],[-0.36773406  0.19272535  0.03594812],[0. 0. 0.],[ 0.68466476 -0.50534222 -1.25397526],[ 0.14527022 -0.04469308 -0.59603377],[0. 0. 0.],[-0.23775067 -0.16458138  1.20869627],[-0.54529163 -0.02084476  0.07451795],[0. 0. 0.],[-3.12843641 -0.26520099  1.8579646 ],[-0.5936856  -0.20087866  0.63653943]
[ 0.21349294 -0.02911812  0.00312033],[-0.39045135  0.13872465  0.02747436],[0. 0. 0.],[ 0.21914765 -0.12206052  0.01344492],[-0.50526979  0.23986951  0.062201  ],[0. 0. 0.],[ 0.69027255 -0.50770277 -1.25020396],[ 0.14792922 -0.04601877 -0.60225797],[0. 0. 0.],[-0.156981   -0.10716671  1.19698142],[-0.62925664 -0.0384394   0.11799323],[0. 0. 0.],[-3.1327228  -0.26489074  1.85733902],[-0.59883194 -0.20080444  0.63089241]
[ 0.32748599 -0.07519245  0.01242916],[-0.52896491  0.17725338  0.04812179],[0. 0. 0.],[ 0.4611089 -0.2385569  0.0562483],[-0.76063024  0.35261085  0.14220496],[0. 0. 0.],[ 0.70841258 -0.51139029 -1.23069746],[ 0.16725141 -0.05241347 -0.60617429],[0. 0. 0.],[0.38439738 0.13024727 0.64672673],[-0.98979245 -0.33375625  0.60506179],[0. 0. 0.],[ 3.14108925 -0.26553664  1.85047723],[-0.60916371 -0.20194878  0.62357322]
[ 0.38315955 -0.13064183  0.02537384],[-0.62463566  0.22183135  0.07189023],[0. 0. 0.],[ 0.67606517 -0.35938927  0.12753866],[-1.09992505  0.46132142  0.28597451],[0. 0. 0.],[ 0.72501114 -0.50590618 -1.19647559],[ 0.2271764  -0.07531816 -0.63798111],[0. 0. 0.],[0.74045733 0.08298157 0.21311297],[-1.13841304 -0.53482182  0.80912713],[0. 0. 0.],[ 3.12491183 -0.28277642  1.85573198],[-0.61547974 -0.19311431  0.59160307]
[ 0.43441518 -0.18856631  0.04173224],[-0.7624172   0.25872712  0.10418969],[0. 0. 0.],[ 0.86867861 -0.47420138  0.22325914],[-1.44416079  0.51248816  0.45358258],[0. 0. 0.],[ 0.73023543 -0.50469416 -1.1868525 ],[ 0.26046849 -0.08644101 -0.63784623],[0. 0. 0.],[0.78339687 0.05163145 0.12486827],[-1.1272583  -0.5589291   0.85245326],[0. 0. 0.],[ 3.10206144 -0.27867132  1.85898265],[-0.64571569 -0.19427638  0.56683709]
[ 1.02420738 -0.35404736  0.20044989],[-1.63657382  0.3328313   0.35501894],[0. 0. 0.],[ 1.39017547 -0.52274827  0.43895271],[-2.07199347  0.43496293  0.71408477],[0. 0. 0.],[ 0.73136161 -0.50242122 -1.18092783],[ 0.2598419  -0.09682083 -0.71017601],[0. 0. 0.],[0.7499184  0.04472178 0.11352521],[-1.10241765 -0.55438731  0.86690251],[0. 0. 0.],[ 3.07973011 -0.27009248  1.88568087],[-0.68178921 -0.18725104  0.51752751]
[ 1.02992592 -0.37831426  0.21583392],[-1.59878944  0.33694593  0.34632506],[0. 0. 0.],[ 1.4256402  -0.57455176  0.50010664],[-2.10685297  0.48896791  0.82630791],[0. 0. 0.],[ 0.71854371 -0.50438976 -1.20267731],[ 0.23327223 -0.10663885 -0.85483697],[0. 0. 0.],[0.6950338  0.05754424 0.15857744],[-1.09790211 -0.51632317  0.81506135],[0. 0. 0.],[ 3.06511128 -0.2575098   1.89242515],[-0.70905445 -0.18751366  0.49753028]
[ 1.14162738 -0.41742492  0.27033814],[-1.78392609  0.33512319  0.41335173],[0. 0. 0.],[ 1.44118945 -0.596682    0.52749668],[-2.15691761  0.47620973  0.84983261],[0. 0. 0.],[ 0.72600281 -0.50677146 -1.19674515],[ 0.22295445 -0.10232019 -0.8580231 ],[0. 0. 0.],[0.72295732 0.08870968 0.23370899],[-1.1234941  -0.47864509  0.73967727],[0. 0. 0.],[ 3.05276325 -0.26142122  1.91059442],[-0.72309428 -0.17963596  0.46758527]
[ 1.25120287 -0.44549618  0.32438196],[-1.65247555  0.35653185  0.38618949],[0. 0. 0.],[ 1.5091346  -0.62678957  0.5914959 ],[-2.20794472  0.48474772  0.91214495],[0. 0. 0.],[ 0.74701186 -0.51740439 -1.18784466],[ 0.21217183 -0.09830769 -0.86553123],[0. 0. 0.],[0.74666866 0.04338375 0.11066074],[-1.09640848 -0.48197161  0.76526399],[0. 0. 0.],[ 3.03888266 -0.2855554   1.91952942],[-0.73207907 -0.17117728  0.44040656]
[ 1.37159406 -0.47127805  0.38800208],[-1.97632643  0.31778301  0.47710404],[0. 0. 0.],[ 1.5207421  -0.70695736  0.67504925],[-2.2928518   0.55358857  1.12258869],[0. 0. 0.],[ 0.73783354 -0.51873428 -1.20297369],[ 0.17588389 -0.08069975 -0.8587902 ],[0. 0. 0.],[ 0.76597916 -0.01219395 -0.03026477],[-0.99848332 -0.43189835  0.76493828],[0. 0. 0.],[ 3.01824304 -0.29188324  1.93177244],[-0.74894604 -0.16282084  0.4093859 ]
[ 1.36889684 -0.48671428  0.39980009],[-1.95098912  0.32966507  0.48168399],[0. 0. 0.],[ 1.56926982 -0.72467734  0.72366601],[-2.32832122  0.54028313  1.14291266],[0. 0. 0.],[ 0.74043221 -0.51494386 -1.1922388 ],[ 0.16061364 -0.08050149 -0.92794206],[0. 0. 0.],[ 0.79813222 -0.0301906  -0.07156869],[-0.96524593 -0.47123349  0.85931154],[0. 0. 0.],[ 3.00476109 -0.30568496  1.93235683],[-0.76053303 -0.15757272  0.39000391]
[ 1.47041864 -0.48739165  0.44234996],[-2.08880247  0.29459338  0.49998704],[0. 0. 0.],[ 1.65578621 -0.73033368  0.78890521],[-2.35581949  0.53956429  1.17678939],[0. 0. 0.],[ 0.77030546 -0.54167473 -1.20104439],[ 0.170569   -0.07685099 -0.84518397],[0. 0. 0.],[ 0.87733012 -0.04451536 -0.09482953],[-1.00160726 -0.6276744   1.07047859],[0. 0. 0.],[ 2.98929266 -0.34755621  1.92699959],[-0.75665246 -0.14640101  0.36488543]
[ 1.49488249 -0.49112654  0.45647096],[-2.10702251  0.28992407  0.50232939],[0. 0. 0.],[ 1.69169177 -0.75395036  0.84057724],[-2.3746464   0.52711311  1.1789871 ],[0. 0. 0.],[ 0.77430398 -0.54326269 -1.19857062],[ 0.18238381 -0.08309231 -0.85332611],[0. 0. 0.],[ 0.9018701  -0.01993501 -0.04116583],[-1.03925472 -0.58599693  0.97057928],[0. 0. 0.],[ 2.97932913 -0.35771254  1.92280621],[-0.76588187 -0.14091593  0.34687715]
[ 1.53091961 -0.48976889  0.47133247],[-2.16919405  0.28298763  0.52652903],[0. 0. 0.],[ 1.76469026 -0.77473459  0.92069734],[-2.43955943  0.48779935  1.19379602],[0. 0. 0.],[ 0.76073781 -0.54807301 -1.22554274],[ 0.16638868 -0.07087688 -0.80402344],[0. 0. 0.],[ 0.93064604 -0.01643692 -0.03273441],[-1.02015434 -0.5842032   0.98637246],[0. 0. 0.],[ 2.97101699 -0.36479706  1.91249551],[-0.7805769  -0.13942895  0.33626512]
[ 1.61793507 -0.48393218  0.50633472],[-2.27298915  0.2675845   0.56484625],[0. 0. 0.],[ 1.80480963 -0.77887125  0.95860556],[-2.44821114  0.49651703  1.22364132],[0. 0. 0.],[ 0.72820939 -0.54322443 -1.26216257],[ 0.19564552 -0.0788906  -0.76472357],[0. 0. 0.],[0.82714199 0.05248044 0.11946235],[-1.021042   -0.46322375  0.79715622],[0. 0. 0.],[ 2.96187768 -0.3935068   1.90841915],[-0.76736623 -0.12914492  0.31765833]
[ 1.70631846 -0.46546553  0.53029675],[-2.31073162  0.25445048  0.56449938],[0. 0. 0.],[ 1.88011419 -0.79738941  1.04647194],[-2.47031314  0.47490591  1.21308465],[0. 0. 0.],[ 0.76507065 -0.55742132 -1.23641862],[ 0.21435694 -0.08314598 -0.73784145],[0. 0. 0.],[0.59595504 0.11702201 0.37693636],[-1.04470801 -0.39198531  0.66420273],[0. 0. 0.],[ 2.95533752 -0.45087005  1.89427715],[-0.7360312  -0.1175964   0.30299654]
[ 1.78242909 -0.4483623   0.55010592],[-2.33128409  0.24168313  0.55183404],[0. 0. 0.],[ 1.95738978 -0.80227726  1.12521589],[-2.47380318  0.50992478  1.28874579],[0. 0. 0.],[ 0.77973932 -0.57841716 -1.25348889],[ 0.20628707 -0.07708648 -0.71323127],[0. 0. 0.],[0.21856852 0.08074671 0.70552534],[-0.95198097 -0.18494074  0.35596154],[0. 0. 0.],[ 2.94597083 -0.50670303  1.87843704],[-0.70801586 -0.10857804  0.29198659]
[ 1.83620192 -0.44000529  0.56916204],[-2.32630716  0.24456057  0.55451334],[0. 0. 0.],[ 2.01171568 -0.79138605  1.16539185],[-2.4968383   0.49929954  1.30393294],[0. 0. 0.],[ 0.76519718 -0.57678778 -1.27049743],[ 0.21154558 -0.08067964 -0.72658187],[0. 0. 0.],[0.27979972 0.10818936 0.73417519],[-1.02445802 -0.19299229  0.34095375],[0. 0. 0.],[ 2.94569021 -0.54116307  1.87293284],[-0.68608054 -0.10214076  0.2842978 ]
[ 1.87663318 -0.43368729  0.58399412],[-2.33898631  0.25121307  0.57846645],[0. 0. 0.],[ 2.04651278 -0.83819411  1.26199053],[-2.50704901  0.49859387  1.31904162],[0. 0. 0.],[ 0.83468035 -0.57982707 -1.18449983],[ 0.24597924 -0.0783746  -0.6142802 ],[0. 0. 0.],[-0.2445868  -0.1378037   1.02324617],[-0.66658239 -0.00795032  0.02296322],[0. 0. 0.],[ 2.94216219 -0.54714186  1.86929021],[-0.69072792 -0.09920662  0.27423444]
[ 1.9156793  -0.42532389  0.59574553],[-2.36149237  0.25766623  0.61054251],[0. 0. 0.],[ 2.12430666 -0.82155273  1.32628648],[-2.54741546  0.46342384  1.31323905],[0. 0. 0.],[ 0.89867671 -0.59424232 -1.13140607],[ 0.22300671 -0.07004982 -0.6065721 ],[0. 0. 0.],[-0.39083988 -0.219771    1.01697309],[-0.56584201  0.00532265 -0.01830809],[0. 0. 0.],[ 2.93301604 -0.5471267   1.86197461],[-0.70410636 -0.09677124  0.26212019]
[ 1.94407531 -0.42568033  0.61347704],[-2.34171185  0.28588193  0.65631112],[0. 0. 0.],[ 2.19801526 -0.79974799  1.38359286],[-2.60091983  0.43532478  1.34714699],[0. 0. 0.],[ 0.84651929 -0.58391473 -1.17668245],[ 0.22221848 -0.07632451 -0.65945007],[0. 0. 0.],[-0.30376999 -0.227153    1.28087966],[-0.63782206  0.09881266 -0.29730227],[0. 0. 0.],[ 2.93653456 -0.53291395  1.86815923],[-0.72470707 -0.09809755  0.25754428]
[ 1.98080244 -0.41790199  0.62551812],[-2.38823392  0.29579295  0.72040569],[0. 0. 0.],[ 2.26532749 -0.79062654  1.45527194],[-2.64482301  0.40737885  1.36693929],[0. 0. 0.],[ 0.78628157 -0.57239727 -1.23422964],[ 0.22477186 -0.08901056 -0.75167805],[0. 0. 0.],[-0.37302137 -0.24281988  1.14791856],[-0.57550658  0.05590886 -0.18839197],[0. 0. 0.],[ 2.94557556 -0.53430401  1.87179739],[-0.72567283 -0.09680379  0.25381319]
[ 2.00758405 -0.41668339  0.64112378],[-2.43684275  0.28928227  0.75429627],[0. 0. 0.],[ 2.32380127 -0.79470252  1.53880718],[-2.68094153  0.38217873  1.37959055],[0. 0. 0.],[ 0.71107656 -0.52230639 -1.24772013],[ 0.3558966  -0.15333127 -0.80731457],[0. 0. 0.],[-0.40267723 -0.24301745  1.07829985],[-0.56328812  0.03377523 -0.11661271],[0. 0. 0.],[ 2.95170912 -0.53435434  1.88165714],[-0.72996606 -0.09293377  0.24220101]
[ 2.01666462 -0.4296666   0.66645899],[-2.47893096  0.28419076  0.78819958],[0. 0. 0.],[ 2.38087847 -0.79455073  1.61901276],[-2.70854179  0.35746969  1.37517917],[0. 0. 0.],[ 0.70469857 -0.53438089 -1.27990235],[ 0.32081389 -0.14537745 -0.84579371],[0. 0. 0.],[-0.46114539 -0.24931632  0.98063904],[-0.52507748  0.00693971 -0.02582162],[0. 0. 0.],[ 2.9503982  -0.52488359  1.89633272],[-0.74592378 -0.08934466  0.22750821]
[ 2.0352883  -0.44079403  0.6961364 ],[-2.49411666  0.2904117   0.8219924 ],[0. 0. 0.],[ 2.46884175 -0.77666465  1.7271588 ],[-2.76540159  0.36896288  1.55094029],[0. 0. 0.],[ 0.71494339 -0.55554351 -1.30404051],[ 0.21812152 -0.10506092 -0.89535353],[0. 0. 0.],[-0.37941442 -0.25136224  1.16395996],[-0.58450801  0.06427035 -0.21288153],[0. 0. 0.],[ 2.95237383 -0.50993933  1.91128623],[-0.76684493 -0.08685071  0.2146118 ]
[ 2.03957194 -0.43698806  0.69347291],[-2.52923428  0.25550003  0.77190593],[0. 0. 0.],[ 2.60683195 -0.82757768  2.02611317],[-2.79610695  0.39079246  1.69651386],[0. 0. 0.],[ 0.70537145 -0.56450025 -1.33459062],[ 0.12770154 -0.05369433 -0.7952504 ],[0. 0. 0.],[-0.18920233 -0.10461423  1.00841057],[-0.7523234  -0.02305594  0.05836009],[0. 0. 0.],[ 2.94253155 -0.45642225  1.91364167],[-0.81240271 -0.08981607  0.20820028]
[ 2.05577007 -0.42793794  0.69132668],[-2.50582878  0.25126314  0.73298509],[0. 0. 0.],[ 2.61905704 -0.8282271   2.04854908],[-2.82436637  0.43319568  1.88447242],[0. 0. 0.],[ 0.64102726 -0.53823271 -1.38653633],[ 0.13237695 -0.06082348 -0.86053056],[0. 0. 0.],[-0.23849794 -0.12760002  0.97970763],[-0.712003   -0.02574988  0.06922519],[0. 0. 0.],[ 2.93403151 -0.45032651  1.90844865],[-0.82143762 -0.08936799  0.20463395]
[ 2.0984267  -0.41450268  0.70153894],[-2.49595081  0.25193641  0.72378512],[0. 0. 0.],[ 2.64625464 -0.80867293  2.07416937],[-2.84698187  0.4370139   1.96343554],[0. 0. 0.],[ 0.69269688 -0.55007563 -1.32723007],[ 0.13062178 -0.05634532 -0.81365206],[0. 0. 0.],[-0.19806769 -0.1122911   1.02959282],[-0.75410694 -0.02380704  0.0601035 ],[0. 0. 0.],[ 2.92992842 -0.46327237  1.9020227 ],[-0.81570128 -0.08692485  0.20062958]
[ 2.12662658 -0.41321203  0.72092818],[-2.47662492  0.26203017  0.72910114],[0. 0. 0.],[ 2.6672587  -0.80655604  2.11070529],[-2.90270491  0.50721972  2.27430603],[0. 0. 0.],[ 0.68064195 -0.54752755 -1.34096703],[ 0.12607958 -0.05275736 -0.79183191],[0. 0. 0.],[-0.50572169 -0.30164097  1.06333042],[-0.47715518  0.02603819 -0.10696465],[0. 0. 0.],[ 2.92718483 -0.47224997  1.90770567],[-0.81888741 -0.08357879  0.19211034]
[ 2.13816899 -0.42284479  0.74594002],[-2.47864868  0.2734616   0.76061767],[0. 0. 0.],[ 2.66231961 -0.76082891  2.04466789],[-2.88925544  0.42006822  2.06811314],[0. 0. 0.],[ 0.68470676 -0.54853765 -1.33658327],[ 0.07956792 -0.03422955 -0.81220941],[0. 0. 0.],[-0.45354234 -0.28356523  1.10799623],[-0.49001951  0.02425113 -0.09692052],[0. 0. 0.],[ 2.92675944 -0.47731273  1.92461991],[-0.82193822 -0.07727325  0.17694528]
[ 2.1541383  -0.41131528  0.73956304],[-2.51214115  0.25851829  0.75977014],[0. 0. 0.],[ 2.65721754 -0.74885563  2.01915865],[-2.9337653   0.48061613  2.33684265],[0. 0. 0.],[ 0.67437911 -0.55094721 -1.35710333],[ 0.08580099 -0.03586753 -0.79154685],[0. 0. 0.],[-0.54756969 -0.32402914  1.05415776],[-0.40550904  0.02072154 -0.10071419],[0. 0. 0.],[ 2.9322568  -0.48413935  1.92815026],[-0.82392509 -0.07869487  0.17970145]
[ 2.18311929 -0.40361318  0.75015673],[-2.52110487  0.28654539  0.84567015],[0. 0. 0.],[ 2.6362335  -0.73517351  1.96030462],[-2.94434881  0.48473486  2.38021752],[0. 0. 0.],[ 0.67069851 -0.54665115 -1.35482959],[ 0.09270453 -0.03610884 -0.74244097],[0. 0. 0.],[-0.55620856 -0.34874551  1.10568462],[-0.39254591  0.03201906 -0.16070215],[0. 0. 0.],[ 2.94716125 -0.49057405  1.94304034],[-0.81330225 -0.077264    0.1790199 ]
[ 2.17892555 -0.4122918   0.7616522 ],[-2.43756335  0.34980159  0.89679139],[0. 0. 0.],[ 2.6236915  -0.74260095  1.94677104],[-2.95901317  0.50046291  2.45372305],[0. 0. 0.],[ 0.65513735 -0.53248245 -1.35259025],[ 0.09849701 -0.03948726 -0.76209181],[0. 0. 0.],[-0.54360198 -0.35663997  1.14810569],[-0.38659779  0.03889529 -0.19808084],[0. 0. 0.],[ 2.94970868 -0.47993475  1.95191559],[-0.8216745  -0.07750243  0.17753143]
[ 2.18198921 -0.41672315  0.77187882],[-2.39786633  0.38375776  0.92427695],[0. 0. 0.],[ 2.62838421 -0.75299234  1.96973159],[-2.97255203  0.49932843  2.50001657],[0. 0. 0.],[ 0.65569846 -0.52921084 -1.34538824],[ 0.10093795 -0.04113871 -0.7735256 ],[0. 0. 0.],[-0.53062845 -0.35245428  1.16026807],[-0.40538968  0.04166818 -0.20208672],[0. 0. 0.],[ 2.94972986 -0.47910852  1.95407719],[-0.82247206 -0.07697995  0.17614876]
[ 2.20680924 -0.40266806  0.76859784],[-2.41012614  0.37402839  0.91784779],[0. 0. 0.],[ 2.6550099  -0.74876569  2.01477158],[-2.99103468  0.49968396  2.56681847],[0. 0. 0.],[ 0.6876382  -0.54079128 -1.31758449],[ 0.11369925 -0.04700927 -0.78346796],[0. 0. 0.],[-0.54854931 -0.36164525  1.15240972],[-0.38833271  0.04519699 -0.22887669],[0. 0. 0.],[ 2.94857516 -0.51489071  1.94126476],[-0.79302109 -0.07307446  0.17416891]
[ 2.23144639 -0.40335751  0.79157331],[-2.41729651  0.38561028  0.95164667],[0. 0. 0.],[ 2.6855514  -0.75036485  2.0766834 ],[-3.00328241  0.49666432  2.60827237],[0. 0. 0.],[ 0.69436778 -0.55265925 -1.32948044],[ 0.10269166 -0.04098312 -0.75893281],[0. 0. 0.],[-0.54925877 -0.35465113  1.13302058],[-0.38844985  0.04463217 -0.22597065],[0. 0. 0.],[ 2.94837103 -0.53858301  1.93735467],[-0.77405039 -0.06986243  0.17105859]
[ 2.24815382 -0.3946909   0.79085604],[-2.45135172  0.36596839  0.95074334],[0. 0. 0.],[ 2.71944957 -0.75870106  2.15526649],[-3.01777699  0.4991705   2.66449035],[0. 0. 0.],[ 0.71836457 -0.55967015 -1.30653994],[ 0.14210481 -0.05684631 -0.76009025],[0. 0. 0.],[-0.56919783 -0.36038195  1.11389764],[-0.37455255  0.04516827 -0.23727992],[0. 0. 0.],[ 2.9467364  -0.56130764  1.93170834],[-0.75680008 -0.06722849  0.16876531]
