lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.39929566 -0.25030284  0.05090223],[ 0.24891573  0.47150016 -0.06008634],[0. 0. 0.],[ 0.27095481 -0.17367475  0.02373259],[ 0.23965529  0.32883089 -0.03994806],[0. 0. 0.],[1.00410366 0.14159399 0.25693572],[ 0.32717781 -0.15146082 -0.86173822],[0. 0. 0.],[-0.02034105 -0.02104726  1.60492154],[-0.91477684 -0.19665144  0.39558715],[0. 0. 0.],[-3.00030444 -0.32755696 -1.83764621],[-0.85359076  0.39256988 -0.82442565]
[-0.39721573 -0.65390731 -0.13629383],[ 1.19283127  0.67709895 -0.46927452],[0. 0. 0.],[-0.09317043 -0.39096584 -0.01846166],[ 0.57246977  0.49233374 -0.14763311],[0. 0. 0.],[1.07375622 0.15365736 0.25724464],[ 0.23789573 -0.11193532 -0.87674037],[0. 0. 0.],[-0.03135451 -0.0321431   1.59563769],[-0.95410528 -0.15985753  0.30749405],[0. 0. 0.],[-2.97569205 -0.33152211 -1.82844257],[-0.84643756  0.39527701 -0.83666239]
[-0.69813904 -0.78151491 -0.2976544 ],[ 1.55537607  0.67114604 -0.66161387],[0. 0. 0.],[-0.22664874 -0.49838995 -0.05791061],[ 0.77550004  0.56594776 -0.23641503],[0. 0. 0.],[1.04871582 0.11676677 0.20143765],[ 0.26767417 -0.11727386 -0.82230555],[0. 0. 0.],[-0.05107327 -0.05092944  1.56797483],[-1.14626816 -0.30948269  0.47429008],[0. 0. 0.],[-2.95692382 -0.32004577 -1.81456987],[-0.84973888  0.40412974 -0.85036812]
[-1.27731609 -0.72817495 -0.55145499],[ 1.9849813   0.5731959  -0.84818881],[0. 0. 0.],[-1.16593645 -0.57247492 -0.38339377],[ 1.56326732  0.55722292 -0.55325401],[0. 0. 0.],[1.06563779 0.10935446 0.18509249],[ 0.34154534 -0.1797296  -0.96298065],[0. 0. 0.],[-0.0473637  -0.04913696  1.60755782],[-1.13982835 -0.22630191  0.3509955 ],[0. 0. 0.],[-2.94409467 -0.3164336  -1.82528574],[-0.8481245   0.39867322 -0.84152345]
[-1.38353795 -0.73806173 -0.62003987],[ 2.03025672  0.57425285 -0.88779986],[0. 0. 0.],[-1.32221941 -0.57518001 -0.45230873],[ 1.6177065   0.57059457 -0.5964459 ],[0. 0. 0.],[1.09408766 0.07385906 0.12117691],[ 0.33906195 -0.16549234 -0.90235818],[0. 0. 0.],[-0.03537119 -0.03696165  1.61477485],[-1.1546948  -0.16282295  0.24922039],[0. 0. 0.],[-2.92522662 -0.31021903 -1.82883454],[-0.83706109  0.39602508 -0.84748958]
[-1.43941541 -0.75590989 -0.66983514],[ 2.04665834  0.57596983 -0.90461476],[0. 0. 0.],[-1.38349659 -0.59081503 -0.49382355],[ 1.69097255  0.56693395 -0.63498048],[0. 0. 0.],[ 1.11700931 -0.0412375  -0.0659793 ],[ 0.2597668  -0.09808211 -0.71886178],[0. 0. 0.],[-0.06568284 -0.06535962  1.56585981],[-1.11737033 -0.15809536  0.25208881],[0. 0. 0.],[-2.90815444 -0.3099963  -1.82498392],[-0.83181612  0.3987425  -0.85810902]
[-1.61033148 -0.7090024  -0.73513688],[ 2.24128316  0.47085674 -0.92150499],[0. 0. 0.],[-1.50726372 -0.569029   -0.53568109],[ 1.97552761  0.44976394 -0.66773074],[0. 0. 0.],[ 1.02551492 -0.1651832  -0.29198301],[ 0.23789802 -0.08591833 -0.69053126],[0. 0. 0.],[0.01321255 0.01375258 1.61084637],[-1.19562945 -0.14163078  0.20759464],[0. 0. 0.],[-2.89878513 -0.29350326 -1.84157243],[-0.83256575  0.39345425 -0.84702505]
[-1.70832275 -0.74245712 -0.84048552],[ 2.30621275  0.47666579 -1.00173067],[0. 0. 0.],[-1.59553906 -0.61558693 -0.63002059],[ 2.06713498  0.46882696 -0.76256387],[0. 0. 0.],[ 0.88599058 -0.1860767  -0.38837776],[ 0.34801556 -0.12072498 -0.66229008],[0. 0. 0.],[-0.00288328 -0.00302036  1.61722812],[-1.23293651 -0.15022774  0.21161558],[0. 0. 0.],[-2.88041088 -0.2790918  -1.85523425],[-0.83397676  0.39110002 -0.84099827]
[-1.78086019 -0.7891119  -0.95040473],[ 2.38525027  0.47410113 -1.09270299],[0. 0. 0.],[-1.6759747  -0.64476598 -0.71079248],[ 2.24213091  0.39527856 -0.78646944],[0. 0. 0.],[ 0.81409679 -0.35054463 -0.7794951 ],[ 0.1304389  -0.03087764 -0.46428443],[0. 0. 0.],[-0.02785668 -0.02887493  1.60669419],[-1.22601933 -0.14557437  0.20658417],[0. 0. 0.],[-2.87345392 -0.27221493 -1.89006318],[-0.83154162  0.38229471 -0.82614934]
[-1.8799229  -0.80127591 -1.05099704],[ 2.53381272  0.3903166  -1.1248483 ],[0. 0. 0.],[-1.7410239  -0.64875766 -0.75926577],[ 2.33717215  0.34307734 -0.77346807],[0. 0. 0.],[ 0.81142488 -0.43168623 -0.94393931],[ 0.01356175 -0.00215058 -0.31452953],[0. 0. 0.],[-0.03219808 -0.03273263  1.58726392],[-1.19126353 -0.08931914  0.13168613],[0. 0. 0.],[-2.86358531 -0.27804449 -1.90188831],[-0.83410703  0.38530693 -0.82952011]
[-1.99030953 -0.80753768 -1.16445012],[ 2.57867438  0.35517054 -1.11105221],[0. 0. 0.],[-1.79146527 -0.62863827 -0.77151092],[ 2.41569685  0.28077875 -0.71247841],[0. 0. 0.],[ 0.92274806 -0.46971827 -0.89712281],[-0.05536082  0.00939191 -0.33601627],[0. 0. 0.],[-0.04863564 -0.04958616  1.59015806],[-1.23284113 -0.06558727  0.09253663],[0. 0. 0.],[-2.84605173 -0.29668424 -1.89435659],[-0.83367142  0.39802312 -0.85481315]
[-2.07910323 -0.79577997 -1.24185269],[ 2.62955264  0.31290085 -1.08465983],[0. 0. 0.],[-1.83484365 -0.61623256 -0.78796911],[ 2.47068353  0.24774789 -0.68605017],[0. 0. 0.],[ 0.91139986 -0.45812518 -0.88807877],[-0.03270284  0.00565457 -0.34240053],[0. 0. 0.],[-0.0716855  -0.07472108  1.61229528],[-1.23778102 -0.06549107  0.09191955],[0. 0. 0.],[-2.84261158 -0.30774655 -1.8961207 ],[-0.846241    0.40478634 -0.85513719]
[-2.10899492 -0.84405362 -1.33843306],[ 2.63433785  0.32246754 -1.12074416],[0. 0. 0.],[-1.85455569 -0.59880705 -0.78086776],[ 2.51716528  0.20418218 -0.61468557],[0. 0. 0.],[ 0.85049314 -0.43183744 -0.90204653],[-0.01724794  0.00254832 -0.29336389],[0. 0. 0.],[-0.10701203 -0.11517449  1.64438811],[-1.33671201 -0.0581584   0.07364468],[0. 0. 0.],[-2.84016738 -0.31032555 -1.87948705],[-0.85563867  0.41160037 -0.85866504]
[-2.259554   -0.82920037 -1.50084641],[ 2.64886128  0.36292365 -1.26065725],[0. 0. 0.],[-1.9801161  -0.57747617 -0.85010884],[ 2.53578672  0.20500893 -0.63595636],[0. 0. 0.],[ 1.11763752 -0.32794796 -0.5173553 ],[ 0.04233966 -0.01079714 -0.49931431],[0. 0. 0.],[-0.39565274 -0.38834674  1.55167316],[-1.18793517  0.12068755 -0.17845452],[0. 0. 0.],[-2.81772933 -0.41375155 -1.85375517],[-0.84518865  0.44509662 -0.9324575 ]
[-2.29112154 -0.87560832 -1.60387546],[ 2.65480051  0.41934024 -1.41703249],[0. 0. 0.],[-1.99835594 -0.59054712 -0.88339125],[ 2.53969775  0.20132891 -0.62924523],[0. 0. 0.],[ 1.0979056  -0.32983876 -0.53132673],[ 0.06709889 -0.01562606 -0.457449  ],[0. 0. 0.],[-0.44454976 -0.42794386  1.53150173],[-1.2235732   0.17076909 -0.2427993 ],[0. 0. 0.],[-2.80299532 -0.42597029 -1.84302036],[-0.83291964  0.45059515 -0.95610142]
[-2.36948756 -0.85236164 -1.6812271 ],[ 2.70757599  0.45354495 -1.61627038],[0. 0. 0.],[-2.02392062 -0.58790275 -0.90169187],[ 2.55919623  0.20185213 -0.65168215],[0. 0. 0.],[ 1.06300007 -0.27257032 -0.45830482],[ 0.13082782 -0.03581731 -0.53378047],[0. 0. 0.],[-0.50931226 -0.4793478   1.50766241],[-1.1727049   0.220833   -0.33074594],[0. 0. 0.],[-2.79641816 -0.45137479 -1.84166849],[-0.83114735  0.45927512 -0.97431339]
[-2.42463285 -0.83700338 -1.74149221],[ 2.7421749   0.43121169 -1.64955196],[0. 0. 0.],[-2.08544799 -0.56803084 -0.9279577 ],[ 2.58837257  0.18784103 -0.64076359],[0. 0. 0.],[ 1.08400942 -0.34226752 -0.55899086],[ 0.05987894 -0.01407511 -0.46161076],[0. 0. 0.],[-0.54015036 -0.48646109  1.46158462],[-1.28195304  0.25572058 -0.34128852],[0. 0. 0.],[-2.789564  -0.4836698 -1.833621 ],[-0.82481199  0.47612429 -1.01283814]
[-2.56863904 -0.90837454 -2.05581537],[ 2.82932767  0.55714691 -2.13532686],[0. 0. 0.],[-2.08388878 -0.610164   -0.9885444 ],[ 2.59306369  0.18870588 -0.64892795],[0. 0. 0.],[ 1.07652478 -0.34109587 -0.56164202],[ 0.11579219 -0.02690107 -0.45607902],[0. 0. 0.],[-0.52910226 -0.48046205  1.47031493],[-1.28618094  0.24788504 -0.32948711],[0. 0. 0.],[-2.78725307 -0.4849813  -1.82880791],[-0.82791985  0.4798463  -1.01612105]
[-2.65276172 -0.88011006 -2.16736511],[ 2.90052687  0.54844571 -2.32845588],[0. 0. 0.],[-2.09937353 -0.62161897 -1.02034019],[ 2.61916305  0.18086943 -0.65408402],[0. 0. 0.],[ 0.99427351 -0.30091309 -0.54491279],[ 0.3190191  -0.08087699 -0.49278181],[0. 0. 0.],[-0.63261199 -0.53407861  1.39245766],[-1.09811005  0.27030385 -0.43741278],[0. 0. 0.],[-2.78268947 -0.47224082 -1.83886632],[-0.83158231  0.47303594 -0.99936591]
[-2.77211001 -0.90083849 -2.40406631],[ 3.00940067  0.60410926 -2.72294615],[0. 0. 0.],[-2.12876732 -0.6377958  -1.07385589],[ 2.60646708  0.20360877 -0.71342253],[0. 0. 0.],[ 0.99160906 -0.29919034 -0.54354194],[ 0.28376242 -0.07811765 -0.5340946 ],[0. 0. 0.],[-0.62502832 -0.52995864  1.39715548],[-1.10985126  0.2681708  -0.42853194],[0. 0. 0.],[-2.77638882 -0.47832367 -1.83105624],[-0.82772473  0.47705023 -1.01119126]
[-2.84112753 -0.85832787 -2.50267123],[ 3.03376957  0.57041516 -2.77756534],[0. 0. 0.],[-2.19674269 -0.61120984 -1.10618633],[ 2.64475083  0.17458328 -0.66443516],[0. 0. 0.],[ 1.04609169 -0.33842626 -0.57610611],[ 0.24715734 -0.05701627 -0.45132907],[0. 0. 0.],[-0.65194173 -0.54348555  1.37875915],[-1.13957674  0.31580826 -0.48720111],[0. 0. 0.],[-2.78008231 -0.52032158 -1.81883487],[-0.83792026  0.50197411 -1.04478613]
[-2.87083999 -0.86467102 -2.56754119],[ 3.03863306  0.57470902 -2.79636959],[0. 0. 0.],[-2.21515216 -0.61672664 -1.13540069],[ 2.64521691  0.17608535 -0.67037034],[0. 0. 0.],[ 1.1383678  -0.36143654 -0.5563294 ],[ 0.12775017 -0.0285711  -0.43950422],[0. 0. 0.],[-0.65051468 -0.53684763  1.3684106 ],[-1.15978237  0.30582364 -0.46216449],[0. 0. 0.],[-2.78166554 -0.52071923 -1.8178229 ],[-0.84101968  0.50339538 -1.04373635]
[-2.94078381 -0.89341652 -2.72699713],[ 3.09017173  0.62313541 -2.9822315 ],[0. 0. 0.],[-2.22444741 -0.62685285 -1.16190133],[ 2.62738433  0.20204451 -0.73595767],[0. 0. 0.],[ 1.1359598  -0.37721732 -0.58130516],[ 0.17331308 -0.02506239 -0.28652942],[0. 0. 0.],[-0.65253436 -0.53620988  1.36392784],[-1.13447707  0.30413401 -0.47213183],[0. 0. 0.],[-2.7798268  -0.51285625 -1.82217294],[-0.84304568  0.49829957 -1.03225549]
[-2.92890541 -0.89707103 -2.70503956],[ 3.05970302  0.62581066 -2.88968192],[0. 0. 0.],[-2.22140388 -0.62012399 -1.14785646],[ 2.61090195  0.21618061 -0.759819  ],[0. 0. 0.],[ 1.15159663 -0.3555385  -0.54000025],[ 0.15933857 -0.0309409  -0.38283042],[0. 0. 0.],[-0.61634666 -0.51371449  1.37978573],[-1.19896494  0.30188119 -0.43799549],[0. 0. 0.],[-2.76896432 -0.50165264 -1.80883721],[-0.83746761  0.49676608 -1.03593038]
[-2.91991255 -0.9009467  -2.68922325],[ 3.04522844  0.62720152 -2.84638218],[0. 0. 0.],[-2.22127428 -0.62352153 -1.15303255],[ 2.60508277  0.22529556 -0.78084501],[0. 0. 0.],[ 1.18589023 -0.29582051 -0.43524017],[ 0.21531754 -0.0497358  -0.45240743],[0. 0. 0.],[-0.61749717 -0.51461895  1.3796388 ],[-1.17769401  0.301988   -0.44797692],[0. 0. 0.],[-2.76819802 -0.49706466 -1.81045442],[-0.83775166  0.49457458 -1.03164282]
[-2.95345968 -0.933255   -2.77129771],[ 3.09078701  0.66634806 -2.99501881],[0. 0. 0.],[-2.20587225 -0.63879205 -1.15910733],[ 2.59569032  0.23144323 -0.78714685],[0. 0. 0.],[ 1.20515565 -0.20582953 -0.29803712],[ 0.23623416 -0.07492665 -0.61185412],[0. 0. 0.],[-0.60407333 -0.50835014  1.3900559 ],[-1.135669    0.27727655 -0.43068223],[0. 0. 0.],[-2.77077746 -0.47481905 -1.81004956],[-0.84490335  0.48547153 -1.00699848]
[-3.0801066  -0.96573898 -3.02440917],[-3.05926121  0.70083699  2.91715691],[0. 0. 0.],[-2.24458964 -0.64574851 -1.2151244 ],[ 2.58537263  0.26439102 -0.87172015],[0. 0. 0.],[ 1.11832581 -0.20291838 -0.32255392],[ 0.28145911 -0.08964557 -0.61324899],[0. 0. 0.],[-0.61195511 -0.5099589   1.37973938],[-1.13369267  0.2770061  -0.43118014],[0. 0. 0.],[-2.76600934 -0.47263969 -1.81792931],[-0.84099407  0.47980397 -1.00111353]
[-3.06167426 -0.96959149 -2.99007445],[-3.07323861  0.7135822   2.95865233],[0. 0. 0.],[-2.25621245 -0.64263731 -1.22429124],[ 2.58003059  0.26572646 -0.8679167 ],[0. 0. 0.],[ 1.10733133 -0.21223665 -0.34127914],[ 0.25635032 -0.08414766 -0.63143947],[0. 0. 0.],[-0.57517292 -0.49084421  1.40526456],[-1.18457729  0.26868913 -0.39645877],[0. 0. 0.],[-2.77112379 -0.47432932 -1.81503169],[-0.84881413  0.48361329 -0.99923373]
[-2.96643678 -0.94902845 -2.80299364],[ 3.08815816  0.70582137 -2.99673981],[0. 0. 0.],[-2.25072256 -0.62667958 -1.19250917],[ 2.57946842  0.25900367 -0.84751369],[0. 0. 0.],[ 1.05138841 -0.20682903 -0.35404235],[ 0.22147577 -0.07481833 -0.64936144],[0. 0. 0.],[-0.51834078 -0.45585691  1.43752143],[-1.25009587  0.25241655 -0.34813202],[0. 0. 0.],[-2.76980731 -0.47344063 -1.81390544],[-0.8480568   0.48252102 -0.99810539]
[-2.92928253 -0.94030365 -2.72820139],[ 3.03162531  0.69657302 -2.84071073],[0. 0. 0.],[-2.24463118 -0.61543799 -1.16742253],[ 2.57389532  0.27027283 -0.87227647],[0. 0. 0.],[ 0.9214333  -0.22317812 -0.44407717],[ 0.32049839 -0.10324385 -0.61878378],[0. 0. 0.],[-0.49718284 -0.44354984  1.45260874],[-1.26611743  0.24245368 -0.32903106],[0. 0. 0.],[-2.76827554 -0.46510881 -1.81802742],[-0.84752877  0.47605151 -0.98694685]
[-2.92113877 -0.92443051 -2.70440006],[ 3.0161879   0.69393376 -2.79775549],[0. 0. 0.],[-2.24337661 -0.60605933 -1.15096382],[ 2.58796985  0.25414279 -0.84519518],[0. 0. 0.],[ 0.86140104 -0.25129555 -0.53656719],[ 0.28128065 -0.09253011 -0.63211869],[0. 0. 0.],[-0.48109766 -0.43215795  1.45992756],[-1.26257581  0.23343538 -0.31804759],[0. 0. 0.],[-2.76917732 -0.46514072 -1.81989557],[-0.84955278  0.47628564 -0.98512343]
[-2.93322789 -0.90486218 -2.71780943],[ 3.01371149  0.68268518 -2.78495316],[0. 0. 0.],[-2.26735889 -0.59790443 -1.16613432],[ 2.60029439  0.24607275 -0.83853472],[0. 0. 0.],[ 0.84005309 -0.26182043 -0.57337612],[ 0.26453353 -0.08814344 -0.64014984],[0. 0. 0.],[-0.49587085 -0.43826431  1.44305023],[-1.27249699  0.24488859 -0.33013514],[0. 0. 0.],[-2.76982721 -0.4836218  -1.81599222],[-0.8506122   0.48516046 -1.00001489]
[-2.97738296 -0.88361848 -2.79708687],[ 3.05501123  0.66345517 -2.89139217],[0. 0. 0.],[-2.29125367 -0.59066079 -1.1832318 ],[ 2.61336363  0.2448803  -0.85406407],[0. 0. 0.],[ 0.85590287 -0.26344452 -0.56535469],[ 0.29531481 -0.09049129 -0.59097841],[0. 0. 0.],[-0.5155475  -0.45057503  1.43116976],[-1.23558738  0.25806389 -0.36122122],[0. 0. 0.],[-2.77077515 -0.5082209  -1.81372528],[-0.85109945  0.49865191 -1.02368374]
[-3.00453278 -0.87759471 -2.85114959],[ 3.08804686  0.65861906 -2.98519525],[0. 0. 0.],[-2.29747989 -0.58365756 -1.17922291],[ 2.62307515  0.23223925 -0.82866025],[0. 0. 0.],[ 0.8107107  -0.24945917 -0.56853473],[ 0.36331502 -0.11573458 -0.61103476],[0. 0. 0.],[-0.52928376 -0.45647538  1.41725729],[-1.21040388  0.26085825 -0.37477506],[0. 0. 0.],[-2.7710072  -0.51243015 -1.8084755 ],[-0.85507731  0.50119282 -1.02370099]
[-3.08565675 -0.89109807 -3.02457153],[-3.09015442  0.67291544  2.99475586],[0. 0. 0.],[-2.31178188 -0.59051775 -1.20864485],[ 2.62264678  0.23042504 -0.82221062],[0. 0. 0.],[ 0.81013752 -0.25444982 -0.57983769],[ 0.34533462 -0.10739482 -0.59790195],[0. 0. 0.],[-0.5321521  -0.45785117  1.41473767],[-1.20618122  0.26405226 -0.3809832 ],[0. 0. 0.],[-2.76607686 -0.51323335 -1.80674332],[-0.85076203  0.50084217 -1.02797605]
[-3.10756641 -0.88024399 -3.06936374],[-2.91841771  0.64505071  2.49456685],[0. 0. 0.],[-2.31036297 -0.5987926  -1.22068748],[ 2.63365942  0.24073771 -0.87211654],[0. 0. 0.],[ 0.8171877  -0.27361892 -0.61572509],[ 0.32548606 -0.09163358 -0.54459648],[0. 0. 0.],[-0.51131149 -0.44862848  1.43527611],[-1.230664  0.265969 -0.374065],[0. 0. 0.],[-2.76479059 -0.50930406 -1.81462692],[-0.84671616  0.49728331 -1.0262262 ]
[-3.11798448 -0.85864167 -3.09003284],[-2.86252471  0.61727954  2.31172681],[0. 0. 0.],[-2.30809418 -0.59967525 -1.21927605],[ 2.64920777  0.2570007  -0.94987963],[0. 0. 0.],[ 0.83627348 -0.27925013 -0.61266533],[ 0.30909768 -0.08756106 -0.54824272],[0. 0. 0.],[-0.51525613 -0.44840533  1.42681162],[-1.24565729  0.2655859  -0.36778648],[0. 0. 0.],[-2.76500718 -0.50813197 -1.81900099],[-0.84718459  0.49622695 -1.02379729]
[-3.11598467 -0.85283387 -3.08523543],[-2.84821174  0.60670706  2.25955058],[0. 0. 0.],[-2.30844902 -0.60104242 -1.22199955],[ 2.65270065  0.25831393 -0.96013788],[0. 0. 0.],[ 0.84466947 -0.28079274 -0.60940152],[ 0.30934294 -0.0884582  -0.55316205],[0. 0. 0.],[-0.50425192 -0.44094698  1.43197303],[-1.25570698  0.26264201 -0.36000475],[0. 0. 0.],[-2.76587518 -0.50416206 -1.82121609],[-0.84766775  0.49487863 -1.02082771]
[-3.11935129 -0.85267625 -3.0926318 ],[-2.83257764  0.60482141  2.21553352],[0. 0. 0.],[-2.31903868 -0.61200086 -1.25375714],[ 2.66109004  0.26925467 -1.01010571],[0. 0. 0.],[ 0.86556757 -0.27720623 -0.58648277],[ 0.35631317 -0.10068179 -0.54565759],[0. 0. 0.],[-0.51727905 -0.44947497  1.42519526],[-1.24220077  0.26575166 -0.36932883],[0. 0. 0.],[-2.7641803  -0.50415226 -1.82369119],[-0.84505416  0.49323698 -1.02085168]
[-3.11697551 -0.85346985 -3.08746087],[-2.84150761  0.6068642   2.24193556],[0. 0. 0.],[-2.33162956 -0.62745059 -1.29572742],[ 2.65400234  0.2906     -1.06351916],[0. 0. 0.],[ 0.86179198 -0.27274711 -0.58017251],[ 0.37893056 -0.10700614 -0.54466193],[0. 0. 0.],[-0.51399081 -0.44743145  1.42713032],[-1.24193708  0.26379069 -0.36673305],[0. 0. 0.],[-2.76151739 -0.50128764 -1.82645928],[-0.84146467  0.49034438 -1.01972727]
[-3.09041017 -0.87589009 -3.03237686],[-2.85922108  0.61141231  2.29529654],[0. 0. 0.],[-2.33273027 -0.62602662 -1.29485431],[ 2.64428858  0.2915107  -1.04839843],[0. 0. 0.],[ 0.86207099 -0.25036426 -0.53420268],[ 0.4321135  -0.12030519 -0.53561003],[0. 0. 0.],[-0.54902261 -0.47087617  1.41108491],[-1.18356082  0.26484908 -0.39128965],[0. 0. 0.],[-2.76368321 -0.50563751 -1.82522827],[-0.84429774  0.49201867 -1.01951845]
