lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.52963408 -0.13155782  0.0357244 ],[-1.06194101  0.25498965  0.15026861],[0. 0. 0.],[ 0.82791346 -0.39336577  0.174641  ],[-1.40695323  0.45021001  0.38369631],[0. 0. 0.],[ 0.50574922 -0.42378118 -1.38847677],[-0.00808979  0.00441111 -0.99840485],[0. 0. 0.],[-0.05044985 -0.02949663  1.05802416],[-0.76372309 -0.17818082  0.4377577 ],[0. 0. 0.],[ 3.13363145 -0.28565344  1.81578863],[-0.60561427 -0.19699392  0.61268589]
[ 0.69461827 -0.2305818   0.08378921],[-1.27551862  0.31073323  0.23111079],[0. 0. 0.],[ 1.20071412 -0.48412821  0.33492681],[-1.82067912  0.4797079   0.6099896 ],[0. 0. 0.],[ 0.5299283  -0.43542711 -1.36797089],[-0.01404893  0.00757435 -0.9889259 ],[0. 0. 0.],[-0.02706203 -0.01625435  1.08173507],[-0.74199897 -0.14817218  0.37705883],[0. 0. 0.],[ 3.11146247 -0.26656772  1.83306125],[-0.64004953 -0.19654974  0.57830084]
[ 1.01029848 -0.33686441  0.18751895],[-1.64512715  0.31584947  0.33979423],[0. 0. 0.],[ 1.40799925 -0.5363276   0.45845949],[-2.08739629  0.45449645  0.75636458],[0. 0. 0.],[ 0.58272887 -0.46393582 -1.33434806],[-0.01021507  0.0056135  -1.00496106],[0. 0. 0.],[-0.0597837  -0.03217678  0.98733149],[-0.69986815 -0.1384204   0.37541652],[0. 0. 0.],[ 3.07988719 -0.25627455  1.85761761],[-0.68548481 -0.19360816  0.53141658]
[ 1.06643172 -0.39585336  0.23565352],[-1.7253194   0.33569167  0.39070484],[0. 0. 0.],[ 1.409712   -0.59566939  0.51081866],[-2.10456112  0.48610939  0.81988023],[0. 0. 0.],[ 0.60558757 -0.47391391 -1.31615314],[-0.00843265  0.00452333 -0.98469126],[0. 0. 0.],[0.00642621 0.00303805 0.88323574],[-0.73579649 -0.17932859  0.45830485],[0. 0. 0.],[ 3.05917356 -0.26123616  1.89035934],[-0.7063247  -0.18348136  0.48916486]
[ 1.13170152 -0.43012723  0.27571795],[-1.78376319  0.32219744  0.39749171],[0. 0. 0.],[ 1.45618207 -0.6256508   0.56146421],[-2.15416279  0.47728799  0.8491162 ],[0. 0. 0.],[ 0.64224227 -0.49264081 -1.29448673],[-0.02040277  0.0109506  -0.98516144],[0. 0. 0.],[0.14399365 0.05428046 0.72000405],[-0.80522549 -0.23742555  0.54614022],[0. 0. 0.],[ 3.04068673 -0.26838602  1.89565329],[-0.72966246 -0.18068522  0.4657704 ]
[ 1.34228165 -0.44130079  0.35254545],[-2.06309156  0.27027756  0.44684169],[0. 0. 0.],[ 1.51323472 -0.67699588  0.6417215 ],[-2.26829277  0.49785371  0.9974992 ],[0. 0. 0.],[ 0.62223716 -0.48466036 -1.31073851],[ 0.00623789 -0.00260799 -0.79200106],[0. 0. 0.],[0.45290334 0.08418312 0.36159621],[-0.85070953 -0.37194251  0.78728964],[0. 0. 0.],[ 3.03050033 -0.26876893  1.90548015],[-0.75187186 -0.17557016  0.43877852]
[ 1.37963162 -0.44698657  0.37073551],[-2.06251728  0.26815679  0.44312909],[0. 0. 0.],[ 1.58568396 -0.67429854  0.68364809],[-2.29560211  0.50958054  1.04901273],[0. 0. 0.],[ 0.63876978 -0.48694196 -1.28842782],[ 0.02748058 -0.00871508 -0.61417282],[0. 0. 0.],[0.60243685 0.06040333 0.19387768],[-0.85067475 -0.46797518  0.9687411 ],[0. 0. 0.],[ 3.02093889 -0.28290927  1.90381225],[-0.76015542 -0.16962233  0.41934912]
[ 1.41932877 -0.44888966  0.38726557],[-2.10096581  0.25692133  0.44346577],[0. 0. 0.],[ 1.61097179 -0.68800243  0.71391788],[-2.32743402  0.51366966  1.09421408],[0. 0. 0.],[ 0.64988349 -0.49851682 -1.2941639 ],[ 0.01869948 -0.00570011 -0.59174461],[0. 0. 0.],[0.7317562  0.04862702 0.12677578],[-0.83028196 -0.46717002  0.98998293],[0. 0. 0.],[ 3.00740703 -0.29714529  1.89819603],[-0.77237174 -0.16709257  0.40622621]
[ 1.467972   -0.45624761  0.41291389],[-2.14396409  0.25180347  0.45658205],[0. 0. 0.],[ 1.63917181 -0.73496242  0.78201548],[-2.32562253  0.53372909  1.12793252],[0. 0. 0.],[ 0.63319945 -0.49355503 -1.31099539],[ 0.04928372 -0.01673652 -0.65464245],[0. 0. 0.],[0.87387622 0.03953353 0.08460654],[-0.89074357 -0.47770712  0.94339258],[0. 0. 0.],[ 2.9954998  -0.31642013  1.89374441],[-0.77375991 -0.15703851  0.38155034]
[ 1.48659998 -0.45157443  0.41615706],[-2.18475687  0.24661589  0.46916544],[0. 0. 0.],[ 1.68341291 -0.74266417  0.82216305],[-2.39859064  0.43677834  1.03560144],[0. 0. 0.],[ 0.65796479 -0.50486217 -1.29407693],[ 0.0083716  -0.00381583 -0.85534097],[0. 0. 0.],[1.00039237 0.00231629 0.00423796],[-0.92421387 -0.33074401  0.64664716],[0. 0. 0.],[ 2.98967269 -0.33023349  1.88556571],[-0.77923024 -0.15413375  0.37178445]
[ 1.54734734 -0.4496501   0.4395641 ],[-2.25500146  0.24099498  0.49938495],[0. 0. 0.],[ 1.77434255 -0.74905311  0.89909845],[-2.43038162  0.43194138  1.06714618],[0. 0. 0.],[ 0.66890918 -0.51736997 -1.30158761],[ 0.00968627 -0.00422437 -0.8224971 ],[0. 0. 0.],[ 0.98724338 -0.01913437 -0.03555982],[-0.85166036 -0.35759803  0.75833359],[0. 0. 0.],[ 2.98381369 -0.37023072  1.88182786],[-0.75574894 -0.14015879  0.35004949]
[ 1.55358514 -0.44002982  0.43275492],[-2.30650885  0.21847912  0.48473197],[0. 0. 0.],[ 1.78497036 -0.76957982  0.93134434],[-2.43672912  0.41395705  1.03756188],[0. 0. 0.],[ 0.65839074 -0.52480197 -1.33256669],[ 0.00578399 -0.00260655 -0.84678704],[0. 0. 0.],[1.06057803 0.00435501 0.00742786],[-0.94432746 -0.36593134  0.69522106],[0. 0. 0.],[ 2.97573354 -0.37622387  1.86927379],[-0.76890436 -0.14055536  0.34453087]
[ 1.61514752 -0.43379147  0.45281831],[-2.34972205  0.20474703  0.48197943],[0. 0. 0.],[ 1.81744322 -0.80119071  0.9954255 ],[-2.43966162  0.42619744  1.06757287],[0. 0. 0.],[ 0.68458784 -0.53429081 -1.3099625 ],[ 0.02789978 -0.01286459 -0.86405362],[0. 0. 0.],[1.07676342 0.01599069 0.02677365],[-1.05862308 -0.48193239  0.7953842 ],[0. 0. 0.],[ 2.96633581 -0.40998352  1.86311089],[-0.75513154 -0.13209559  0.33051908]
[ 1.71373218 -0.4188216   0.48110519],[-2.38604817  0.2005739   0.49667102],[0. 0. 0.],[ 1.87599998 -0.79497021  1.03981806],[-2.44702413  0.44692149  1.12130524],[0. 0. 0.],[ 0.66779219 -0.53616049 -1.33954724],[ 0.05059199 -0.02275292 -0.84513744],[0. 0. 0.],[1.04394417 0.09182064 0.15941098],[-1.11394342 -0.43540626  0.68263402],[0. 0. 0.],[ 2.96539208 -0.4624484   1.85480725],[-0.72171586 -0.12257692  0.3223936 ]
[ 1.7552076  -0.41475365  0.496121  ],[-2.39426505  0.20066305  0.50265217],[0. 0. 0.],[ 1.91380893 -0.79950268  1.08013673],[-2.46358628  0.45321372  1.15819062],[0. 0. 0.],[ 0.69883625 -0.5574911  -1.33162122],[ 0.06011192 -0.02631003 -0.8249511 ],[0. 0. 0.],[0.96796972 0.09765846 0.18538825],[-0.97282333 -0.38925475  0.71364987],[0. 0. 0.],[ 2.96368709 -0.47969495  1.85551479],[-0.71815138 -0.11685148  0.30918302]
[ 1.84256008 -0.40597598  0.52932184],[-2.36779123  0.22613839  0.54360997],[0. 0. 0.],[ 2.00123801 -0.79117873  1.15452901],[-2.49133953  0.46252192  1.21950643],[0. 0. 0.],[ 0.77975288 -0.58759715 -1.2693536 ],[ 0.08502023 -0.03274877 -0.73500075],[0. 0. 0.],[0.72539418 0.15559055 0.40519692],[-1.05738791 -0.39262105  0.65626276],[0. 0. 0.],[ 2.95647993 -0.53536906  1.84330608],[-0.68475673 -0.10653699  0.29699325]
[ 1.88544968 -0.39754572  0.54117833],[-2.37539225  0.23186398  0.56259496],[0. 0. 0.],[ 2.02227178 -0.78866324  1.17263409],[-2.49867578  0.47379924  1.25462332],[0. 0. 0.],[ 0.81239597 -0.59528449 -1.23904286],[ 0.12827171 -0.04528801 -0.67804803],[0. 0. 0.],[0.42721138 0.14752522 0.65668036],[-1.02433719 -0.24266988  0.42715145],[0. 0. 0.],[ 2.95625458 -0.56156036  1.83811047],[-0.66949776 -0.10445787  0.29834524]
[ 1.91200824 -0.39650125  0.55438159],[-2.35854249  0.25794113  0.60876203],[0. 0. 0.],[ 2.07121796 -0.77263797  1.20259249],[-2.53910449  0.46465333  1.30164501],[0. 0. 0.],[ 0.83987791 -0.60286467 -1.21650357],[ 0.13034721 -0.04616854 -0.68003717],[0. 0. 0.],[0.41387479 0.13923984 0.64137141],[-1.03138667 -0.24545519  0.42851771],[0. 0. 0.],[ 2.95402234 -0.56360434  1.8408021 ],[-0.67372516 -0.10095036  0.28652461]
[ 1.91646104 -0.39653071  0.55691632],[-2.3888175   0.26008958  0.63912367],[0. 0. 0.],[ 2.09306402 -0.77200055  1.22520851],[-2.56807774  0.45788604  1.33751795],[0. 0. 0.],[ 0.77782249 -0.58995703 -1.27604258],[ 0.1097393  -0.0409062  -0.71304139],[0. 0. 0.],[0.47836841 0.20278664 0.79054032],[-1.17536078 -0.22097766  0.33002595],[0. 0. 0.],[ 2.96085838 -0.53792494  1.8492929 ],[-0.6915428  -0.10264     0.28325927]
[ 1.96218568 -0.3924662   0.5775715 ],[-2.43717375  0.25917383  0.68148312],[0. 0. 0.],[ 2.17981588 -0.7625568   1.3103238 ],[-2.62637067  0.4275426   1.37837795],[0. 0. 0.],[ 0.77473136 -0.59527384 -1.28939964],[ 0.12524365 -0.04687541 -0.71552909],[0. 0. 0.],[0.44383362 0.17099565 0.72603255],[-1.13598721 -0.23417037  0.36455121],[0. 0. 0.],[ 2.96372228 -0.53076326  1.85757803],[-0.70674139 -0.10033242  0.27057734]
[ 1.98531219 -0.39214115  0.59096941],[-2.46487947  0.26119352  0.71448001],[0. 0. 0.],[ 2.236095   -0.75652631  1.36997007],[-2.66523164  0.40703621  1.40901011],[0. 0. 0.],[ 0.74896568 -0.58348523 -1.30492135],[ 0.14259447 -0.0545012  -0.72918974],[0. 0. 0.],[-0.08846312 -0.04520481  0.94442971],[-0.78365011 -0.05843714  0.14123427],[0. 0. 0.],[ 2.9694753  -0.52992265  1.86657225],[-0.71335734 -0.09894419  0.26420862]
[ 2.01194917 -0.38882787  0.60252983],[-2.54546384  0.23204743  0.72518339],[0. 0. 0.],[ 2.28867335 -0.74457789  1.41994432],[-2.69825245  0.37698473  1.40480381],[0. 0. 0.],[ 0.74206737 -0.57988514 -1.30841281],[ 0.17212037 -0.06612993 -0.73222614],[0. 0. 0.],[-0.10157784 -0.04992677  0.91315241],[-0.78220572 -0.06348964  0.15372058],[0. 0. 0.],[ 2.9703412  -0.53058452  1.8719216 ],[-0.71678933 -0.09643113  0.25623258]
[ 2.01663286 -0.40236794  0.62576486],[-2.56293357  0.23404756  0.75223906],[0. 0. 0.],[ 2.34014252 -0.75740085  1.50815138],[-2.7291055   0.35407266  1.41493149],[0. 0. 0.],[ 0.6232177  -0.5413041  -1.42215505],[ 0.11873557 -0.06176449 -0.95862794],[0. 0. 0.],[0.10273142 0.04364172 0.80290679],[-0.88861896 -0.1297501   0.27125963],[0. 0. 0.],[ 2.97127328 -0.51223517  1.89174455],[-0.74508497 -0.09560711  0.24362456]
[ 1.975265   -0.41513992  0.6180289 ],[-2.58291956  0.22718904  0.75710981],[0. 0. 0.],[ 2.3806282  -0.78474722  1.60485606],[-2.75121349  0.35541533  1.47490334],[0. 0. 0.],[ 0.61417742 -0.54521007 -1.44508091],[ 0.12855094 -0.05798741 -0.84668888],[0. 0. 0.],[0.3620509  0.1206891  0.63767538],[-0.98120169 -0.18886776  0.35098557],[0. 0. 0.],[ 2.96676615 -0.44049278  1.90213305],[-0.80476907 -0.10253506  0.23996806]
[ 1.9811723  -0.41283585  0.61843821],[-2.59847096  0.2224407   0.76290386],[0. 0. 0.],[ 2.40153619 -0.78155933  1.63096595],[-2.76709446  0.36424445  1.54239694],[0. 0. 0.],[ 0.56663388 -0.51588667 -1.47238952],[ 0.17520653 -0.08505012 -0.90230528],[0. 0. 0.],[0.40260906 0.12334114 0.58766048],[-1.00015429 -0.19678162  0.35745169],[0. 0. 0.],[ 2.96402428 -0.43031093  1.90018441],[-0.81939347 -0.10406439  0.23870674]
[ 1.95022504 -0.41584992  0.60349916],[-2.51607891  0.23566005  0.70185026],[0. 0. 0.],[ 2.40689382 -0.78216455  1.63977504],[-2.78385132  0.42108554  1.73723393],[0. 0. 0.],[ 0.5480302  -0.51902105 -1.5137734 ],[ 0.13568343 -0.05842544 -0.81230191],[0. 0. 0.],[0.49741105 0.14496114 0.55693976],[-1.00371673 -0.20213817  0.36551751],[0. 0. 0.],[ 2.95648955 -0.39254502  1.89866302],[-0.85278328 -0.10885364  0.23872469]
[ 1.96749134 -0.40800403  0.60296402],[-2.43485728  0.26058057  0.68268236],[0. 0. 0.],[ 2.45154822 -0.80234172  1.73575755],[-2.81530604  0.46558888  1.92785409],[0. 0. 0.],[ 0.539362   -0.5187346  -1.52993307],[ 0.11569685 -0.05301364 -0.85865544],[0. 0. 0.],[0.50168078 0.15181883 0.57706788],[-1.01320035 -0.19514914  0.34920896],[0. 0. 0.],[ 2.9501771  -0.39521943  1.88907128],[-0.85624535 -0.10838686  0.23663018]
[ 1.98951286 -0.410938    0.62097734],[-2.40086685  0.29003957  0.71952652],[0. 0. 0.],[ 2.47977764 -0.80013436  1.77708682],[-2.84270512  0.50118477  2.07817959],[0. 0. 0.],[ 0.51103438 -0.49659223 -1.54088356],[ 0.14463017 -0.06770995 -0.87465783],[0. 0. 0.],[-0.22530575 -0.12081673  0.98190881],[-0.65363156 -0.01572705  0.04638911],[0. 0. 0.],[ 2.94782976 -0.39991793  1.89164419],[-0.85727313 -0.1054561   0.22996679]
[ 2.02543575 -0.40955632  0.64234014],[-2.4254389   0.28851954  0.74059024],[0. 0. 0.],[ 2.49151155 -0.76304413  1.74426475],[-2.84543284  0.45618009  1.99924897],[0. 0. 0.],[ 0.49797805 -0.47845338 -1.52917707],[ 0.17129498 -0.08957243 -0.96215812],[0. 0. 0.],[-0.37496016 -0.20959183  1.01248767],[-0.51729815  0.01143568 -0.04321647],[0. 0. 0.],[ 2.94866542 -0.44493095  1.9005203 ],[-0.82863586 -0.09558484  0.21666374]
[ 2.04900178 -0.40519314  0.65160618],[-2.44799806  0.28124707  0.74664339],[0. 0. 0.],[ 2.53161357 -0.75433987  1.79858055],[-2.87046585  0.44468998  2.05588097],[0. 0. 0.],[ 0.50447609 -0.48090459 -1.52097353],[ 0.20398355 -0.10629203 -0.95866507],[0. 0. 0.],[-0.45799105 -0.27443254  1.06965672],[-0.47494466  0.03780763 -0.15590656],[0. 0. 0.],[ 2.95209716 -0.45975964  1.90932316],[-0.82059635 -0.09098212  0.20854641]
[ 2.04605798 -0.41069916  0.65804081],[-2.44483583  0.297469    0.78258593],[0. 0. 0.],[ 2.525494   -0.75601502  1.7905926 ],[-2.87223275  0.44784758  2.06816765],[0. 0. 0.],[ 0.50020198 -0.47633238 -1.5199243 ],[ 0.19125927 -0.09986766 -0.96061058],[0. 0. 0.],[-0.46460752 -0.27488309  1.05811347],[-0.50412805  0.03090569 -0.11986849],[0. 0. 0.],[ 2.95649572 -0.46305559  1.91395809],[-0.81520045 -0.09043685  0.20883133]
[ 2.04211409 -0.42093455  0.6709343 ],[-2.44123202  0.34975034  0.90111992],[0. 0. 0.],[ 2.51580202 -0.7608954   1.78124991],[-2.868006    0.4471756   2.05288741],[0. 0. 0.],[ 0.4639908  -0.4596634  -1.56108467],[ 0.10562739 -0.06120735 -1.04983017],[0. 0. 0.],[-0.49296184 -0.28553986  1.03816264],[-0.4749461   0.02419922 -0.09990193],[0. 0. 0.],[ 2.95760955 -0.46019163  1.91559765],[-0.81759936 -0.09119519  0.20988496]
[ 2.03860881 -0.42297797  0.67159281],[-2.47527501  0.33130805  0.90009823],[0. 0. 0.],[ 2.53641867 -0.77838732  1.84034578],[-2.87263423  0.45749747  2.08876789],[0. 0. 0.],[ 0.44816899 -0.45507298 -1.58661541],[ 0.05417056 -0.03270684 -1.0862439 ],[0. 0. 0.],[-0.4979188  -0.28921256  1.04034466],[-0.46130729  0.02549109 -0.10844934],[0. 0. 0.],[ 2.95784413 -0.45555367  1.91672937],[-0.82237958 -0.09230577  0.21105143]
[ 2.03898211 -0.42798704  0.67944274],[-2.49900036  0.32225184  0.90855933],[0. 0. 0.],[ 2.57545646 -0.80282491  1.94001779],[-2.87480239  0.45638     2.0936775 ],[0. 0. 0.],[ 0.442932   -0.45248476 -1.5928622 ],[ 0.06202158 -0.03752244 -1.08798115],[0. 0. 0.],[-0.39171312 -0.23418535  1.07036098],[-0.51946489  0.02879847 -0.10827443],[0. 0. 0.],[ 2.95676024 -0.45365625  1.91916777],[-0.82416177 -0.09197049  0.20978274]
[ 2.04971425 -0.42581317  0.68373261],[-2.55734508  0.28801271  0.89861027],[0. 0. 0.],[ 2.59518423 -0.80669261  1.97955405],[-2.87581502  0.44398718  2.07220458],[0. 0. 0.],[ 0.42789719 -0.44550925 -1.61243033],[ 0.05278113 -0.03160432 -1.07891354],[0. 0. 0.],[-0.34913513 -0.21242373  1.08745856],[-0.54556935  0.03386064 -0.12089936],[0. 0. 0.],[ 2.96088597 -0.4636788   1.91799829],[-0.81270275 -0.09128598  0.21150036]
[ 2.06646696 -0.43034302  0.70282154],[-2.56385848  0.28886076  0.91028246],[0. 0. 0.],[ 2.59586766 -0.81630676  1.99288574],[-2.87860761  0.45212643  2.0978667 ],[0. 0. 0.],[ 0.41720073 -0.43714688 -1.61893042],[ 0.04336496 -0.02663563 -1.10153285],[0. 0. 0.],[-0.32046961 -0.19878724  1.10567353],[-0.56195843  0.03711225 -0.12842544],[0. 0. 0.],[ 2.96456516 -0.46383366  1.9207442 ],[-0.81012584 -0.09191968  0.21371185]
[ 2.072386   -0.44213015  0.72550704],[-2.56060174  0.2903908   0.90981579],[0. 0. 0.],[ 2.64487088 -0.84722134  2.11694977],[-2.88447106  0.46412615  2.14047675],[0. 0. 0.],[ 0.40820902 -0.43203547 -1.62919481],[ 0.01943625 -0.01174225 -1.08690088],[0. 0. 0.],[-0.29973174 -0.19121794  1.13168231],[-0.57409424  0.0423221  -0.14314413],[0. 0. 0.],[ 2.96467179 -0.4598611   1.93218758],[-0.8136807  -0.0902536   0.20884342]
[ 2.07515319 -0.44949441  0.73903675],[-2.5746271   0.29259464  0.93653136],[0. 0. 0.],[ 2.64898331 -0.84980091  2.12725752],[-2.88057203  0.45735847  2.1146338 ],[0. 0. 0.],[ 0.41090944 -0.4328731  -1.62441946],[ 0.01642658 -0.00992273 -1.08679448],[0. 0. 0.],[-0.29897089 -0.1911799   1.13383747],[-0.57383137  0.04228627 -0.14309235],[0. 0. 0.],[ 2.96579427 -0.45999425  1.93472495],[-0.81287225 -0.08993819  0.2083479 ]
[ 2.07738994 -0.45019761  0.74185235],[-2.57549865  0.28977274  0.92993773],[0. 0. 0.],[ 2.66163624 -0.85466804  2.15548399],[-2.88303114  0.45833508  2.12468564],[0. 0. 0.],[ 0.42226345 -0.43646268 -1.60490158],[ 0.06601613 -0.03641551 -1.00795123],[0. 0. 0.],[-0.33320774 -0.21714102  1.15018494],[-0.54746549  0.04435418 -0.15766568],[0. 0. 0.],[ 2.96717514 -0.46206209  1.93576523],[-0.81068952 -0.08985045  0.20876845]
[ 2.08237469 -0.4488133   0.7435585 ],[-2.57126986  0.28448718  0.90884691],[0. 0. 0.],[ 2.682318   -0.85089626  2.18903842],[-2.88744285  0.45840612  2.13955107],[0. 0. 0.],[ 0.42638261 -0.44035733 -1.60407154],[ 0.06288483 -0.03453662 -1.00427001],[0. 0. 0.],[-0.33767009 -0.21773347  1.14033929],[-0.54529143  0.040729   -0.14542761],[0. 0. 0.],[ 2.96483788 -0.46129469  1.93579856],[-0.81333365 -0.08904114  0.2061518 ]
[ 2.0787726  -0.44546459  0.73555762],[-2.55747273  0.28348335  0.88627919],[0. 0. 0.],[ 2.69284262 -0.84346874  2.20047111],[-2.89600303  0.45718851  2.16616829],[0. 0. 0.],[ 0.42020562 -0.44003052 -1.61833081],[ 0.02006574 -0.01132027 -1.02727853],[0. 0. 0.],[-0.31034591 -0.19318284  1.1091233 ],[-0.59238224  0.02931347 -0.09599   ],[0. 0. 0.],[ 2.96415939 -0.45800005  1.93700077],[-0.81835268 -0.08956876  0.20595221]
[ 2.07520548 -0.44933346  0.73882746],[-2.5540758   0.2902817   0.90021144],[0. 0. 0.],[ 2.7017461  -0.83546871  2.20850235],[-2.90568697  0.45487214  2.1951528 ],[0. 0. 0.],[ 0.4202146  -0.44330811 -1.62596653],[ 0.00743254 -0.00405586 -0.99905366],[0. 0. 0.],[-0.30205766 -0.18333123  1.08672874],[-0.60076093  0.02048701 -0.066118  ],[0. 0. 0.],[ 2.96431016 -0.45803482  1.93953788],[-0.8194801  -0.08872578  0.20371233]
