lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.14827923  0.0273637  -0.00203259],[-0.44161849  0.12550016  0.02820609],[0. 0. 0.],[ 0.11865377 -0.06349392  0.00377258],[-0.41657915  0.18650613  0.03952851],[0. 0. 0.],[ 0.57321686 -0.45329433 -1.32791035],[ 0.03072871 -0.01129786 -0.70460439],[0. 0. 0.],[ 0.86916016 -0.23172632 -0.49133742],[-0.78531222 -0.20543653  0.48786725],[0. 0. 0.],[-3.13247025 -0.16638111  1.83398752],[-0.64670861 -0.22857976  0.6600239 ]
[ 0.13378207  0.03066146 -0.0020542 ],[-0.43018535  0.12469361  0.02727576],[0. 0. 0.],[ 0.09660069 -0.05755417  0.00278282],[-0.40961302  0.18404035  0.03833225],[0. 0. 0.],[ 0.55155702 -0.4446427  -1.3480447 ],[ 0.02176696 -0.00766135 -0.67683867],[0. 0. 0.],[ 0.86731832 -0.23389572 -0.49694157],[-0.78506    -0.20547395  0.48812053],[0. 0. 0.],[-3.13244388 -0.14365007  1.83491182],[-0.66131767 -0.23715627  0.66813164]
[ 0.14177383  0.02479859 -0.00176094],[-0.42672036  0.12680843  0.02750918],[0. 0. 0.],[ 0.16128586 -0.07690137  0.00621808],[-0.46569126  0.19909215  0.04736183],[0. 0. 0.],[ 0.53876099 -0.44399165 -1.37069123],[ 0.01212859 -0.00531282 -0.82572229],[0. 0. 0.],[ 0.86947371 -0.22240971 -0.47197571],[-0.82960109 -0.24774653  0.55112085],[0. 0. 0.],[-3.13329106 -0.14376863  1.83670478],[-0.66152249 -0.2364462   0.66605262]
[ 0.1439004   0.0165437  -0.00119241],[-0.42615133  0.12986057  0.02813432],[0. 0. 0.],[ 0.20426716 -0.09755294  0.01000607],[-0.53709206  0.22458254  0.06204481],[0. 0. 0.],[ 0.54021473 -0.44500599 -1.37022958],[ 3.32311243e-04 -1.42216965e-04 -8.08755553e-01],[0. 0. 0.],[ 0.87928336 -0.20380393 -0.42815265],[-0.90887537 -0.29247761  0.5856477 ],[0. 0. 0.],[-3.13582974 -0.14312568  1.84042018],[-0.66532539 -0.23586373  0.66071689]
[ 0.17386123 -0.00528647  0.00046072],[-0.50197414  0.1548016   0.03976435],[0. 0. 0.],[ 0.29789623 -0.14172371  0.02130185],[-0.7104149   0.27514826  0.10262246],[0. 0. 0.],[ 0.53085211 -0.44228904 -1.38202049],[-0.02053741  0.00912415 -0.83613589],[0. 0. 0.],[ 0.88672998 -0.19972312 -0.41586482],[-0.95516131 -0.3331015   0.62814098],[0. 0. 0.],[-3.14104734 -0.14132943  1.84423847],[-0.66980298 -0.23523368  0.65464541]
[ 0.20976954 -0.02734221  0.00287852],[-0.57119893  0.17592349  0.05177789],[0. 0. 0.],[ 0.37754718 -0.17833288  0.03415747],[-0.80814303  0.3029119   0.13034011],[0. 0. 0.],[ 0.5185254  -0.43257318 -1.38366256],[-0.02136266  0.00954924 -0.84069986],[0. 0. 0.],[ 0.88376764 -0.18601405 -0.38933847],[-0.92244041 -0.28983931  0.57127048],[0. 0. 0.],[ 3.13662508 -0.14134069  1.84764198],[-0.67380486 -0.23453465  0.64892308]
[ 0.27534052 -0.04996411  0.00692377],[-0.5802613   0.17548032  0.05251333],[0. 0. 0.],[ 0.4918081  -0.2224751   0.05605434],[-0.8702802   0.32990374  0.15445648],[0. 0. 0.],[ 0.55335313 -0.45280733 -1.36308761],[ 0.00291472 -0.00129653 -0.83707809],[0. 0. 0.],[ 0.87541896 -0.19195216 -0.40577037],[-0.96011141 -0.41817177  0.77394062],[0. 0. 0.],[ 3.13278757 -0.20241058  1.84934623],[-0.64788587 -0.21689088  0.62710029]
[ 0.30916099 -0.06484227  0.01010741],[-0.5857794   0.17369019  0.05249847],[0. 0. 0.],[ 0.52918787 -0.24735915  0.06733951],[-0.87470876  0.3394761   0.1599233 ],[0. 0. 0.],[ 0.60218906 -0.46395346 -1.30064744],[ 0.02997433 -0.01398828 -0.87322351],[0. 0. 0.],[ 0.87934375 -0.16395794 -0.34585869],[-0.89727141 -0.29287057  0.59462901],[0. 0. 0.],[ 3.12677779 -0.23837157  1.84419874],[-0.63060577 -0.2052642   0.61169272]
[ 0.31461995 -0.07834101  0.01243269],[-0.5947996   0.18329475  0.05632084],[0. 0. 0.],[ 0.53566741 -0.2684538   0.07408281],[-0.88899177  0.35944867  0.17263723],[0. 0. 0.],[ 0.60237173 -0.46604907 -1.3048429 ],[ 0.03422903 -0.01580372 -0.86503182],[0. 0. 0.],[ 0.87396225 -0.16331982 -0.34690592],[-0.85857784 -0.28936938  0.61631063],[0. 0. 0.],[ 3.12120814 -0.24380193  1.8449041 ],[-0.63627519 -0.2044189   0.60385036]
[ 0.34722263 -0.09864913  0.01731439],[-0.74303667  0.21278417  0.08316929],[0. 0. 0.],[ 0.5887105  -0.31556335  0.096394  ],[-1.04599452  0.40487241  0.23557488],[0. 0. 0.],[ 0.59869084 -0.46471459 -1.30826026],[ 0.05214729 -0.02392721 -0.86022439],[0. 0. 0.],[ 0.83513439 -0.09093312 -0.20438916],[-0.98185925 -0.41257536  0.74623477],[0. 0. 0.],[ 3.11176663 -0.26055988  1.84336727],[-0.63497862 -0.19988267  0.59235807]
[ 0.41515444 -0.13916106  0.02935412],[-0.85139014  0.24885773  0.11330189],[0. 0. 0.],[ 0.62210329 -0.38072734  0.12374119],[-1.10363177  0.46735515  0.29098975],[0. 0. 0.],[ 0.59015734 -0.45990283 -1.31255965],[ 0.0302382  -0.01564639 -0.95495518],[0. 0. 0.],[ 0.85219354 -0.0797704  -0.17538471],[-0.9698497  -0.40756482  0.74754805],[0. 0. 0.],[ 3.1024559  -0.27047057  1.85038126],[-0.6399824  -0.19311157  0.56872594]
[ 0.54124896 -0.23129179  0.06443271],[-1.03162244  0.3018796   0.17205585],[0. 0. 0.],[ 1.10143929 -0.48779877  0.30329337],[-1.65849632  0.48027173  0.5224523 ],[0. 0. 0.],[ 0.58291763 -0.45064518 -1.3048577 ],[ 0.05927088 -0.03134216 -0.97266073],[0. 0. 0.],[ 0.87488241 -0.09243579 -0.19715639],[-0.97619137 -0.41460992  0.75434293],[0. 0. 0.],[ 3.07772015 -0.2683848   1.8635367 ],[-0.66526126 -0.18879708  0.53499124]
[ 0.87516994 -0.35243239  0.166224  ],[-1.60436061  0.34320412  0.35468103],[0. 0. 0.],[ 1.39373653 -0.542859    0.45768169],[-2.11588547  0.428721    0.73782332],[0. 0. 0.],[ 0.60005738 -0.45918983 -1.29397765],[ 0.03496957 -0.01900168 -0.99542913],[0. 0. 0.],[ 0.84540335 -0.09674678 -0.21442292],[-0.90379681 -0.41332402  0.8154413 ],[0. 0. 0.],[ 3.05865453 -0.25563171  1.89949579],[-0.70349163 -0.18189512  0.48712055]
[ 0.92667667 -0.38243126  0.19283133],[-1.70031803  0.33181411  0.37681828],[0. 0. 0.],[ 1.42418844 -0.5882199   0.51145385],[-2.15550776  0.44735742  0.80100212],[0. 0. 0.],[ 0.62160847 -0.46818255 -1.27721241],[ 0.02527013 -0.01349103 -0.98072249],[0. 0. 0.],[ 0.89774548 -0.09091273 -0.18831819],[-0.94427182 -0.41609402  0.78399704],[0. 0. 0.],[ 3.04368242 -0.25844964  1.90482946],[-0.72036974 -0.17816334  0.46571737]
[ 0.91397809 -0.39452106  0.19591456],[-1.68416244  0.32646085  0.364918  ],[0. 0. 0.],[ 1.37408885 -0.64796709  0.53765593],[-2.13969954  0.4868977   0.85173152],[0. 0. 0.],[ 0.64211199 -0.47451031 -1.25738138],[ 0.0105352  -0.00577621 -1.00303345],[0. 0. 0.],[ 0.91455863 -0.10548498 -0.21375352],[-0.90918026 -0.44162173  0.86111427],[0. 0. 0.],[ 3.03111001 -0.26668012  1.90431168],[-0.73509119 -0.17610391  0.45075779]
[ 0.9277317  -0.39271055  0.19837377],[-1.67845618  0.31639513  0.35173107],[0. 0. 0.],[ 1.40570777 -0.64327993  0.55025971],[-2.15054483  0.47898054  0.84862739],[0. 0. 0.],[ 0.65550627 -0.47183282 -1.23082221],[ 0.03083224 -0.01753762 -1.03429073],[0. 0. 0.],[ 0.92782465 -0.13259876 -0.26386934],[-0.72555579 -0.26702217  0.68018477],[0. 0. 0.],[ 3.02637769 -0.28380339  1.89458969],[-0.72487246 -0.1709263   0.44440973]
[ 0.94293322 -0.4056601   0.20893069],[-1.71603558  0.31736149  0.36612618],[0. 0. 0.],[ 1.41718077 -0.69906868  0.60559961],[-2.20949485  0.50789457  0.95273146],[0. 0. 0.],[ 0.6473607  -0.46661326 -1.2326061 ],[ 0.00984247 -0.00557165 -1.03020851],[0. 0. 0.],[ 0.95314212 -0.13575977 -0.26186556],[-0.7046958  -0.27218025  0.71301784],[0. 0. 0.],[ 3.02031241 -0.28696057  1.89863481],[-0.73887503 -0.16808016  0.42842248]
[ 1.12819691 -0.46166334  0.29521995],[-1.9705774   0.29264615  0.43741768],[0. 0. 0.],[ 1.47780225 -0.75646543  0.69470279],[-2.27556952  0.52987476  1.06149005],[0. 0. 0.],[ 0.59634496 -0.46360843 -1.30990127],[-0.03404824  0.01860858 -1.00030222],[0. 0. 0.],[ 0.93985603 -0.10822535 -0.2124993 ],[-0.72816743 -0.41054657  1.00010169],[0. 0. 0.],[ 3.00162562 -0.3006789   1.91211639],[-0.75607971 -0.16069512  0.40007889]
[ 1.34429492 -0.46428142  0.37189103],[-2.07931229  0.2738751   0.46081499],[0. 0. 0.],[ 1.58803862 -0.7475927   0.75939005],[-2.32842939  0.51778315  1.10286168],[0. 0. 0.],[ 0.57924574 -0.46197175 -1.33624263],[-0.08212863  0.04228319 -0.95056331],[0. 0. 0.],[ 1.00072056 -0.07841873 -0.14324976],[-0.73889183 -0.38224098  0.92675426],[0. 0. 0.],[ 2.9982136  -0.3431522   1.90726431],[-0.73678988 -0.14826998  0.38016102]
[ 1.43160741 -0.47152576  0.41191789],[-2.1126346   0.27430436  0.47897031],[0. 0. 0.],[ 1.68740525 -0.72234147  0.80301524],[-2.37159522  0.49998838  1.12453883],[0. 0. 0.],[ 0.58910887 -0.47188798 -1.34027657],[-0.09899081  0.04801649 -0.9027582 ],[0. 0. 0.],[ 1.14988556 -0.05143966 -0.0793624 ],[-0.68853564 -0.3240234   0.85542098],[0. 0. 0.],[ 2.99012643 -0.3844784   1.90419596],[-0.72902284 -0.14097144  0.3659328 ]
[ 1.54507881 -0.4528741   0.44174949],[-2.10420427  0.27202884  0.4706275 ],[0. 0. 0.],[ 1.74882588 -0.71084221  0.835596  ],[-2.39282706  0.49206687  1.13738399],[0. 0. 0.],[ 0.64381668 -0.48286031 -1.27195586],[-0.05827079  0.02762677 -0.88527429],[0. 0. 0.],[1.17994549 0.00587075 0.00876862],[-0.87410357 -0.36147714  0.74568428],[0. 0. 0.],[ 2.983848   -0.40808673  1.89854385],[-0.71999404 -0.13307152  0.35042998]
[ 1.62266791 -0.4465629   0.46950543],[-2.12441872  0.27179795  0.4810526 ],[0. 0. 0.],[ 1.82905038 -0.70337759  0.88927598],[-2.42664076  0.48711902  1.17406427],[0. 0. 0.],[ 0.67182572 -0.4834557  -1.22968357],[-0.03070362  0.01327792 -0.81628921],[0. 0. 0.],[1.08801077 0.15223535 0.25083916],[-1.09403486 -0.5271342   0.83418252],[0. 0. 0.],[ 2.97429406 -0.43404145  1.89408054],[-0.71483997 -0.12588142  0.33436333]
[ 1.78277416 -0.41776204  0.51331393],[-2.25930262  0.24401075  0.5081312 ],[0. 0. 0.],[ 1.94321767 -0.68703173  0.96494547],[-2.45484601  0.50286011  1.24597871],[0. 0. 0.],[ 0.76068383 -0.50534914 -1.14681996],[ 0.00763252 -0.00321755 -0.79789973],[0. 0. 0.],[0.97447447 0.30187796 0.55908185],[-1.28230917 -0.43488979  0.5756189 ],[0. 0. 0.],[ 2.9686444  -0.51482495  1.87362375],[-0.66204704 -0.11072336  0.3197573 ]
[ 1.81467976 -0.41956857  0.53187872],[-2.28507581  0.24738232  0.53177741],[0. 0. 0.],[ 1.97325846 -0.69003895  0.99582912],[-2.48206371  0.49565416  1.27321499],[0. 0. 0.],[ 0.77632244 -0.50930617 -1.13377426],[ 0.02983271 -0.01217696 -0.77502393],[0. 0. 0.],[1.01365029 0.34398436 0.60645579],[-1.44973673 -0.39052275  0.43939263],[0. 0. 0.],[ 2.96397134 -0.52119026  1.87513193],[-0.6648402  -0.10670285  0.30693747]
[ 1.82168416 -0.42680366  0.54461324],[-2.32760045  0.2402581   0.54606991],[0. 0. 0.],[ 1.97657278 -0.70544272  1.01914754],[-2.48914868  0.48887394  1.2706058 ],[0. 0. 0.],[ 0.77017602 -0.52317339 -1.1674576 ],[ 0.02166714 -0.00768599 -0.68174334],[0. 0. 0.],[1.03161811 0.40668273 0.6975592 ],[-1.53086521 -0.35485668  0.36899737],[0. 0. 0.],[ 2.95265289 -0.52474157  1.87727307],[-0.67397722 -0.10107699  0.28676543]
[ 1.83443012 -0.41936479  0.54205989],[-2.38316674  0.21856675  0.5373525 ],[0. 0. 0.],[ 1.97376846 -0.77605744  1.10796218],[-2.49709599  0.49155534  1.28866587],[0. 0. 0.],[ 0.77622875 -0.52942725 -1.17094001],[ 0.00541349 -0.00204132 -0.7211861 ],[0. 0. 0.],[0.97517077 0.35610205 0.6543204 ],[-1.32254717 -0.41203764  0.52474935],[0. 0. 0.],[ 2.94901149 -0.53227067  1.87305077],[-0.67404237 -0.0983767   0.27916378]
[ 1.89393925 -0.38967137  0.5352364 ],[-2.41187972  0.20618712  0.52904267],[0. 0. 0.],[ 2.04185788 -0.7616863   1.15731059],[-2.52281946  0.48420582  1.31555555],[0. 0. 0.],[ 0.77721802 -0.55029314 -1.20730488],[ 0.03028079 -0.01091371 -0.6918071 ],[0. 0. 0.],[0.64688425 0.29569899 0.83621119],[-1.20044882 -0.31515385  0.45620604],[0. 0. 0.],[ 2.95089954 -0.57833164  1.85337205],[-0.64618737 -0.09398038  0.27906539]
[ 1.92916882 -0.37411402  0.53301207],[-2.40519734  0.21749755  0.55157985],[0. 0. 0.],[ 2.08761803 -0.74646096  1.18470377],[-2.54431869  0.4882369   1.36056993],[0. 0. 0.],[ 0.76294467 -0.53464806 -1.19815706],[ 0.13797132 -0.05175312 -0.71682055],[0. 0. 0.],[0.57799468 0.23367198 0.75196217],[-1.12644746 -0.32571005  0.50913164],[0. 0. 0.],[ 2.94800381 -0.58485528  1.84218484],[-0.64940978 -0.09282836  0.27423325]
[ 1.92786808 -0.38521747  0.54771066],[-2.43604123  0.23042316  0.60907719],[0. 0. 0.],[ 2.15053217 -0.75939084  1.27193944],[-2.61417579  0.44116839  1.38613175],[0. 0. 0.],[ 0.74176644 -0.54163001 -1.24003787],[ 0.0661299  -0.02849462 -0.81347969],[0. 0. 0.],[0.66727227 0.24614953 0.68562241],[-1.18481339 -0.38485417  0.56356705],[0. 0. 0.],[ 2.95429598 -0.54990538  1.85566527],[-0.69911352 -0.09853184  0.26888808]
[ 1.9302561  -0.3855328   0.54947787],[-2.44761841  0.24892229  0.66615462],[0. 0. 0.],[ 2.15358755 -0.77806254  1.30122829],[-2.62972354  0.4391824   1.41239143],[0. 0. 0.],[ 0.72864661 -0.53985116 -1.2553093 ],[ 0.01056947 -0.00459328 -0.81990809],[0. 0. 0.],[0.59991505 0.26389121 0.81067907],[-1.19195365 -0.30060511  0.4393696 ],[0. 0. 0.],[ 2.96243574 -0.53305002  1.86127581],[-0.71097671 -0.10095749  0.27050118]
[ 1.95465138 -0.38638328  0.56451303],[-2.42332573  0.28481877  0.72965619],[0. 0. 0.],[ 2.21131244 -0.81361581  1.41878986],[-2.65144399  0.44810356  1.47787198],[0. 0. 0.],[ 0.71814697 -0.5318282  -1.25545008],[ 0.01212146 -0.0055386  -0.85718855],[0. 0. 0.],[-0.1591964  -0.110429    1.21189511],[-0.69361998  0.00588482 -0.01628229],[0. 0. 0.],[ 2.96371476 -0.52874446  1.86412344],[-0.71580684 -0.09839467  0.26178661]
[ 1.98628994 -0.38525901  0.58151408],[-2.42168601  0.29146839  0.74370492],[0. 0. 0.],[ 2.29641987 -0.80244372  1.51258247],[-2.69453998  0.41255586  1.4880605 ],[0. 0. 0.],[ 0.73145518 -0.53943968 -1.25054825],[ 0.04595508 -0.02123347 -0.86555056],[0. 0. 0.],[-0.18394252 -0.12172357  1.16771664],[-0.68305154  0.00503909 -0.01417628],[0. 0. 0.],[ 2.96253929 -0.5281908   1.87009756],[-0.72327595 -0.09442084  0.24850836]
[ 1.99578324 -0.38790226  0.59114637],[-2.44694115  0.29332684  0.77489926],[0. 0. 0.],[ 2.37110855 -0.80008072  1.61264948],[-2.73353599  0.38778573  1.51849742],[0. 0. 0.],[ 0.67842833 -0.53672473 -1.32404376],[ 0.01123368 -0.00528729 -0.87980345],[0. 0. 0.],[-0.02396133 -0.01382034  1.04630962],[-0.80002342 -0.05320049  0.12569083],[0. 0. 0.],[ 2.9617542  -0.50699096  1.87736017],[-0.74801896 -0.09522185  0.24161511]
[ 1.97305814 -0.40128019  0.5967336 ],[-2.43686232  0.30286494  0.78674314],[0. 0. 0.],[ 2.43880978 -0.82580938  1.7479956 ],[-2.77588775  0.44533332  1.77191093],[0. 0. 0.],[ 0.62349688 -0.53203959 -1.40378754],[-0.04387297  0.01951612 -0.83700103],[0. 0. 0.],[0.77895721 0.17998216 0.43280676],[-1.06192331 -0.381093    0.63475251],[0. 0. 0.],[ 2.95846219 -0.45320824  1.89344545],[-0.79920361 -0.09838085  0.23209177]
[ 1.96964393 -0.41617168  0.61597378],[-2.47793817  0.28556231  0.79051927],[0. 0. 0.],[ 2.52382318 -0.82213305  1.87777164],[-2.80749023  0.40735937  1.77226834],[0. 0. 0.],[ 0.58264658 -0.51900652 -1.44937459],[-0.0983066   0.04464386 -0.85208272],[0. 0. 0.],[0.70157537 0.16521828 0.44504863],[-1.03007809 -0.33168871  0.57507149],[0. 0. 0.],[ 2.94952333 -0.43464844  1.90816449],[-0.82348552 -0.09616808  0.21949738]
[ 2.01911961 -0.40528615  0.63175473],[-2.49895199  0.25645387  0.73912252],[0. 0. 0.],[ 2.63249762 -0.80742601  2.0474312 ],[-2.84277131  0.4021089   1.86926337],[0. 0. 0.],[ 0.68250421 -0.5617565  -1.36446037],[-0.05280071  0.02348192 -0.83678264],[0. 0. 0.],[0.68761046 0.14265699 0.39395794],[-1.05475571 -0.37549149  0.63064711],[0. 0. 0.],[ 2.93397567 -0.46026987  1.90915227],[-0.80929975 -0.08347704  0.19440862]
[ 2.00283156 -0.40891102  0.62654713],[-2.49637636  0.24872173  0.71569714],[0. 0. 0.],[ 2.63185808 -0.83637992  2.08109153],[-2.84895196  0.4268654   1.94727307],[0. 0. 0.],[ 0.62263159 -0.53973704 -1.42013719],[-0.05372805  0.02362949 -0.82853217],[0. 0. 0.],[0.37423585 0.16154579 0.80805505],[-1.07001929 -0.18890811  0.31701221],[0. 0. 0.],[ 2.93030645 -0.4414422   1.91582796],[-0.83151033 -0.08528432  0.19269222]
[ 2.02395123 -0.41400322  0.64802817],[-2.48229723  0.26409703  0.7406162 ],[0. 0. 0.],[ 2.7112237  -0.83230943  2.22306161],[-2.90182941  0.44405649  2.16126968],[0. 0. 0.],[ 0.6220317  -0.53251414 -1.40718758],[-0.03559193  0.01566939 -0.82937171],[0. 0. 0.],[0.0701476  0.04503528 1.14125269],[-0.84965984  0.03004921 -0.06640554],[0. 0. 0.],[ 2.9304725  -0.43782098  1.92429366],[-0.83708531 -0.08258797  0.18523778]
[ 2.03093015 -0.41367452  0.65223992],[-2.49570252  0.24891326  0.71547263],[0. 0. 0.],[ 2.71415697 -0.83340665  2.22982793],[-2.90408463  0.44111996  2.16349773],[0. 0. 0.],[ 0.6345887  -0.53239967 -1.38592524],[-0.0555708   0.02657904 -0.89210643],[0. 0. 0.],[0.19454327 0.11277722 1.04890073],[-0.93423282 -0.01953408  0.03872808],[0. 0. 0.],[ 2.93089643 -0.43935531  1.92504577],[-0.83681866 -0.08173948  0.18340874]
[ 2.04294715 -0.42458295  0.67706793],[-2.50598603  0.25909757  0.75417466],[0. 0. 0.],[ 2.70347686 -0.81184691  2.18571415],[-2.92371001  0.44945983  2.24903873],[0. 0. 0.],[ 0.639147   -0.53719501 -1.38763949],[-0.02993602  0.013613   -0.85352685],[0. 0. 0.],[0.15189281 0.09588558 1.12514701],[-1.00109757 -0.02761048  0.05046728],[0. 0. 0.],[ 2.93076385 -0.45904526  1.92605551],[-0.8239719  -0.07768828  0.17740143]
[ 2.07923502 -0.41742986  0.69201145],[-2.54661336  0.23165062  0.72539714],[0. 0. 0.],[ 2.73907313 -0.79692413  2.2390341 ],[-2.94017682  0.4394093   2.2917136 ],[0. 0. 0.],[ 0.66936591 -0.55155192 -1.36611111],[-0.02033474  0.00983383 -0.90085883],[0. 0. 0.],[0.03293375 0.02127431 1.14703   ],[-0.86391489  0.02506714 -0.05436594],[0. 0. 0.],[ 2.932276   -0.48094133  1.92775011],[-0.81339419 -0.07424839  0.1720397 ]
[ 2.09650218 -0.41065048  0.6939362 ],[-2.55843796  0.22367843  0.71613053],[0. 0. 0.],[ 2.75343127 -0.7921163   2.26278385],[-2.94333311  0.43599328  2.29758841],[0. 0. 0.],[ 0.64424774 -0.54871395 -1.40119938],[-0.02936528  0.0137123  -0.87368647],[0. 0. 0.],[0.11067072 0.06673978 1.08474081],[-0.94603374 -0.00928516  0.01814296],[0. 0. 0.],[ 2.93567186 -0.49804963  1.92565209],[-0.79698178 -0.07227315  0.17131838]
[ 2.09895722 -0.40385861  0.68483593],[-2.56947733  0.21545259  0.70468325],[0. 0. 0.],[ 2.75210104 -0.79387195  2.2619792 ],[-2.93655097  0.4258098   2.25322103],[0. 0. 0.],[ 0.6230353  -0.55030008 -1.4396252 ],[-0.05586261  0.02602537 -0.87180905],[0. 0. 0.],[0.20346169 0.11498322 1.02676038],[-0.88978266  0.01199162 -0.02515077],[0. 0. 0.],[ 2.93920061 -0.49728205  1.9239578 ],[-0.79724928 -0.07350075  0.17415154]
