lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[-0.07565018  0.04443335  0.00168177],[ 0.55109138  0.25190491 -0.07157151],[0. 0. 0.],[-0.08990875 -0.00841538 -0.00037857],[ 0.5055291   0.26458969 -0.06871501],[0. 0. 0.],[-0.5195209  -0.13518181  0.49882046],[-0.63411232  0.36965761 -1.03582028],[0. 0. 0.],[2.36222289 0.00984842 0.00404464],[2.09199439 0.55401304 0.32628477],[0. 0. 0.],[ 3.13194875 -0.33453446 -1.90466636],[-0.94159273  0.43804467 -0.82455543]
[-0.08206117  0.05192834  0.00213232],[ 0.53873975  0.24168617 -0.06702628],[0. 0. 0.],[-0.11091665 -0.02245855 -0.00124684],[ 0.49642513  0.28714982 -0.07324636],[0. 0. 0.],[-0.47541957 -0.14132058  0.56842499],[-0.66184214  0.40544077 -1.07831665],[0. 0. 0.],[2.36657326 0.03998855 0.01632301],[2.08661605 0.56421334 0.33453228],[0. 0. 0.],[ 3.12914003 -0.34862129 -1.91627753],[-0.94048778  0.44281149 -0.83380833]
[-0.09366701  0.05210217  0.00244246],[ 0.56121125  0.23845219 -0.06902442],[0. 0. 0.],[-0.14695095 -0.0312369  -0.00229947],[ 0.46092271  0.29758303 -0.07031281],[0. 0. 0.],[-0.46448432 -0.14136841  0.58174387],[-0.67130266  0.418478   -1.09358849],[0. 0. 0.],[2.35843948 0.10761892 0.04447136],[1.77174331 0.82946212 0.69045208],[0. 0. 0.],[ 3.12768485 -0.35426803 -1.91380457],[-0.94192138  0.44418849 -0.83487172]
[-0.09247302  0.05474844  0.00253381],[ 0.55919576  0.23326746 -0.06725552],[0. 0. 0.],[-0.17011433 -0.03804119 -0.00324389],[ 0.48129192  0.30712556 -0.07593064],[0. 0. 0.],[-0.46748786 -0.14164576  0.57915631],[-0.6644674   0.41479685 -1.09531283],[0. 0. 0.],[2.35995527 0.10352628 0.04268575],[1.77716321 0.83350177 0.69040916],[0. 0. 0.],[ 3.12665687 -0.35724967 -1.91269227],[-0.94156806  0.44505802 -0.83669554]
[-0.07562839  0.06328551  0.00239503],[ 0.55376013  0.22916361 -0.06538678],[0. 0. 0.],[-0.17249143 -0.03239486 -0.00280111],[ 0.47554889  0.31014333 -0.07573821],[0. 0. 0.],[-0.46144535 -0.13945724  0.57798987],[-0.67050408  0.41554788 -1.08831061],[0. 0. 0.],[2.35773974 0.10339346 0.04276501],[1.58146188 0.90042406 0.8920942 ],[0. 0. 0.],[ 3.12383898 -0.35730345 -1.90959975],[-0.94650328  0.44561765 -0.83314186]
[ 0.00892115  0.09792055 -0.00043713],[ 0.47679842  0.19559651 -0.0476771 ],[0. 0. 0.],[-0.18845447 -0.02778091 -0.00262566],[ 0.46304036  0.30551069 -0.072557  ],[0. 0. 0.],[-0.4586382  -0.14048362  0.58550647],[-0.67151524  0.43504299 -1.12915346],[0. 0. 0.],[2.36077044 0.06697986 0.02757316],[1.66880291 0.89213274 0.8180963 ],[0. 0. 0.],[ 3.11967322 -0.35836001 -1.89952007],[-0.95561467  0.44999591 -0.83234198]
[ 0.04922428  0.1155462  -0.00284758],[ 0.44259958  0.18361435 -0.04142093],[0. 0. 0.],[-0.18086864 -0.01602706 -0.00145339],[ 0.46327219  0.29788432 -0.0707566 ],[0. 0. 0.],[-0.4466957  -0.13688821  0.5862239 ],[-0.68972551  0.44191498 -1.11765507],[0. 0. 0.],[ 2.37074282 -0.03443333 -0.01397134],[1.9214675  0.80325312 0.5771815 ],[0. 0. 0.],[ 3.11569463 -0.35238516 -1.89536982],[-0.96388388  0.44144814 -0.81043593]
[ 0.0606266   0.12577289 -0.00381879],[ 0.4255038   0.1704583  -0.03690781],[0. 0. 0.],[-0.1719638  -0.00614494 -0.00052966],[ 0.4522632   0.28934777 -0.06701252],[0. 0. 0.],[-0.43971057 -0.13919959  0.60478146],[-0.6753611   0.43761268 -1.12907575],[0. 0. 0.],[2.3452186  0.06865579 0.02888994],[1.31655752 0.96449201 1.19008619],[0. 0. 0.],[ 3.11090239 -0.3525219  -1.8865955 ],[-0.97387906  0.44539864 -0.80832335]
[ 0.05017204  0.13479637 -0.00338734],[ 0.46117458  0.16468477 -0.03874465],[0. 0. 0.],[-0.13192797  0.01270863  0.00083954],[ 0.43518915  0.27687815 -0.06159102],[0. 0. 0.],[-0.42219017 -0.13737868  0.62131496],[-0.71687002  0.45238944 -1.10175783],[0. 0. 0.],[2.30715916 0.1408415  0.06250939],[0.51697837 0.71413399 1.90844536],[0. 0. 0.],[ 3.10645462 -0.33116584 -1.87004688],[-0.98283816  0.43841325 -0.78888604]
[ 0.08074933  0.1452022  -0.00587599],[ 0.45246294  0.15834265 -0.03651828],[0. 0. 0.],[-0.09453532  0.01886524  0.00089241],[ 0.4225143   0.28073815 -0.0605863 ],[0. 0. 0.],[-0.41719903 -0.13461439  0.61659184],[-0.75214305  0.44715572 -1.04493204],[0. 0. 0.],[2.25504664 0.2256364  0.10748205],[0.29484316 0.48328591 2.05703643],[0. 0. 0.],[ 3.10553283 -0.29418908 -1.86260329],[-0.9801204   0.42581065 -0.7700312 ]
[ 0.08170416  0.14659394 -0.00600274],[ 0.46010782  0.15772411 -0.03701156],[0. 0. 0.],[-0.10035976  0.01804055  0.00090606],[ 0.43689216  0.28224007 -0.06305237],[0. 0. 0.],[-0.41769893 -0.13563899  0.62028647],[-0.77427461  0.44651358 -1.01620007],[0. 0. 0.],[2.28800188 0.11898918 0.05416079],[0.35905635 0.55718451 2.01081142],[0. 0. 0.],[ 3.10503567 -0.27122139 -1.85487196],[-0.97810267  0.41791306 -0.75836679]
[ 0.06067109  0.1446752  -0.00439781],[ 0.47720344  0.15806256 -0.03852186],[0. 0. 0.],[-0.13567474  0.00835907  0.00056793],[ 0.45764204  0.28937355 -0.06784335],[0. 0. 0.],[-0.42388391 -0.13911593  0.62626873],[-0.76814696  0.44138838 -1.01353179],[0. 0. 0.],[2.28874318 0.09997904 0.04545061],[0.33848969 0.53770393 2.03131007],[0. 0. 0.],[ 3.10351197 -0.26119189 -1.8515283 ],[-0.97880326  0.41383469 -0.75087297]
[ 0.04106683  0.14063029 -0.00289279],[ 0.48874172  0.15347227 -0.03833957],[0. 0. 0.],[-0.15882456 -0.00536755 -0.00042715],[ 0.48899465  0.29946648 -0.07524138],[0. 0. 0.],[-0.43065851 -0.14201028  0.62879996],[-0.76277135  0.43896381 -1.01528817],[0. 0. 0.],[2.29837447 0.07169907 0.03216832],[0.53213188 0.74559456 1.92437546],[0. 0. 0.],[ 3.10452876 -0.26227936 -1.84839353],[-0.97748988  0.41489715 -0.75375823]
[-0.12676092  0.09718158  0.00617251],[ 0.64011723  0.18966145 -0.06303238],[0. 0. 0.],[-0.17586696 -0.02662949 -0.00234782],[ 0.49955719  0.31460168 -0.08088125],[0. 0. 0.],[-0.43523519 -0.14549501  0.63673458],[-0.79166955  0.44197183 -0.98653201],[0. 0. 0.],[2.30352161 0.07379824 0.03288289],[1.6724645  0.98221771 0.8999556 ],[0. 0. 0.],[ 3.10729958 -0.27472953 -1.84738227],[-0.9749088   0.42132672 -0.76681773]
[-0.21198289  0.07520637  0.00800495],[ 0.71779668  0.20803234 -0.0782851 ],[0. 0. 0.],[-0.18420696 -0.05566334 -0.00514265],[ 0.53659292  0.3349132  -0.0928796 ],[0. 0. 0.],[-0.47509752 -0.14988342  0.60140015],[-0.75444957  0.41688335 -0.98073228],[0. 0. 0.],[2.30857732 0.08097783 0.03583956],[1.77861056 0.96929172 0.8072702 ],[0. 0. 0.],[ 3.11126692 -0.28235281 -1.85340858],[-0.96781405  0.4188954  -0.76864549]
[-0.21387585  0.08471515  0.00909933],[ 0.70727661  0.19537781 -0.07232387],[0. 0. 0.],[-0.18348691 -0.06091809 -0.00560629],[ 0.54291521  0.33437176 -0.09387293],[0. 0. 0.],[-0.47884592 -0.15035285  0.59856233],[-0.72668177  0.37534372 -0.92643542],[0. 0. 0.],[2.17820462 0.37164861 0.19592367],[0.21094251 0.40052375 2.18012725],[0. 0. 0.],[ 3.11260288 -0.28250411 -1.85382596],[-0.96641439  0.418609   -0.769338  ]
[-0.16754484  0.096639    0.00812095],[ 0.64816657  0.18471967 -0.06220935],[0. 0. 0.],[-0.19292337 -0.06077199 -0.00588221],[ 0.56956675  0.33860114 -0.09999684],[0. 0. 0.],[-0.49869956 -0.14704716  0.5631237 ],[-0.69421018  0.34930684 -0.90763072],[0. 0. 0.],[2.18014032 0.36911519 0.19411028],[0.20688987 0.3887284  2.17096184],[0. 0. 0.],[ 3.10907566 -0.27115644 -1.852715  ],[-0.9688423   0.41119349 -0.75460305]
[-0.12777315  0.10194606  0.00652749],[ 0.61835975  0.18252962 -0.05845002],[0. 0. 0.],[-0.23977356 -0.07104437 -0.00856187],[ 0.53161878  0.33868348 -0.09303164],[0. 0. 0.],[-0.49386035 -0.14173033  0.54898242],[-0.70658778  0.3451332  -0.88307201],[0. 0. 0.],[2.20671368 0.33570009 0.17063842],[0.34832823 0.59191678 2.09486304],[0. 0. 0.],[ 3.10734532 -0.25948918 -1.84933899],[-0.96932798  0.40447029 -0.74266436]
[-0.01265998  0.12495888  0.00079203],[ 0.48666367  0.15584075 -0.03876125],[0. 0. 0.],[-0.23516591 -0.06456615 -0.00762967],[ 0.52803429  0.33352007 -0.0909421 ],[0. 0. 0.],[-0.47533658 -0.13734364  0.55328974],[-0.73151232  0.35924944 -0.8854566 ],[0. 0. 0.],[2.29234391 0.21615039 0.09803192],[1.36070098 0.98795717 1.1743196 ],[0. 0. 0.],[ 3.10694962 -0.25527214 -1.84761236],[-0.9714041   0.40221251 -0.7370897 ]
[-0.01121611  0.11850233  0.00066535],[ 0.48794174  0.1597385  -0.03984312],[0. 0. 0.],[-0.22820598 -0.06015594 -0.00689597],[ 0.48804201  0.32407502 -0.08135787],[0. 0. 0.],[-0.47537859 -0.13674919  0.55095939],[-0.72264552  0.35831568 -0.89375352],[0. 0. 0.],[2.32149458 0.17436492 0.07595069],[1.61334334 0.94248518 0.90848704],[0. 0. 0.],[ 3.10807398 -0.2551848  -1.85030275],[-0.97147384  0.4010152  -0.7349767 ]
[ 0.02054299  0.1212213  -0.00124669],[ 0.47658322  0.16107865 -0.03920689],[0. 0. 0.],[-0.23190166 -0.04615445 -0.0053767 ],[ 0.48934583  0.3097266  -0.07791579],[0. 0. 0.],[-0.48825263 -0.14233197  0.55746395],[-0.7144182   0.37100356 -0.93178854],[0. 0. 0.],[2.32916958 0.17019987 0.07335316],[1.78244954 0.88317579 0.72967702],[0. 0. 0.],[ 3.10589774 -0.25504314 -1.84910604],[-0.97638486  0.40118258 -0.73129011]
[ 0.02374584  0.11690381 -0.00138964],[ 0.46971824  0.1633487  -0.03916735],[0. 0. 0.],[-0.2432167  -0.04509179 -0.00551165],[ 0.49225355  0.30328542 -0.07674319],[0. 0. 0.],[-0.48766034 -0.14185661  0.55635749],[-0.71502499  0.37305399 -0.93557845],[0. 0. 0.],[2.35043309 0.13055262 0.05458181],[1.83044243 0.84585294 0.66645427],[0. 0. 0.],[ 3.1064476  -0.25685706 -1.84949439],[-0.97507347  0.40177541 -0.7333632 ]
[ 0.02255956  0.11484865 -0.00129695],[ 0.4679143   0.16629288 -0.0397175 ],[0. 0. 0.],[-0.25575417 -0.04473069 -0.00575236],[ 0.50673731  0.30904693 -0.0806219 ],[0. 0. 0.],[-0.47625045 -0.14025151  0.56336751],[-0.72645228  0.37721307 -0.93078581],[0. 0. 0.],[2.3619433  0.12105007 0.04978395],[1.92139167 0.785087   0.56347459],[0. 0. 0.],[ 3.10615097 -0.25858827 -1.85200872],[-0.97431905  0.40196455 -0.73429761]
[ 0.01864015  0.11031508 -0.00102922],[ 0.47144512  0.16585736 -0.03992319],[0. 0. 0.],[-0.27077324 -0.04061637 -0.0055335 ],[ 0.52790553  0.3068065  -0.08352507],[0. 0. 0.],[-0.47269175 -0.13832067  0.56010863],[-0.73900041  0.38910327 -0.94129159],[0. 0. 0.],[2.37914671 0.07566563 0.03034132],[2.12938034 0.55163059 0.31120576],[0. 0. 0.],[ 3.10642446 -0.25870818 -1.8551817 ],[-0.9728123   0.40064953 -0.73326341]
[-0.04320067  0.08946246  0.00193401],[ 0.52835304  0.1867415  -0.05064979],[0. 0. 0.],[-0.27329639 -0.03862411 -0.00531166],[ 0.54179139  0.30932798 -0.08654495],[0. 0. 0.],[-0.47185616 -0.13799537  0.55982964],[-0.74421745  0.39327693 -0.94389908],[0. 0. 0.],[2.39354675 0.02869978 0.01126528],[2.15448237 0.48501174 0.26460192],[0. 0. 0.],[ 3.10492434 -0.25620246 -1.85881969],[-0.97175182  0.39938623 -0.73195231]
[-0.07202346  0.07965947  0.00287143],[ 0.54228265  0.19471404 -0.05428635],[0. 0. 0.],[-0.28194057 -0.03030848 -0.00430145],[ 0.54855225  0.29707629 -0.08415806],[0. 0. 0.],[-0.46757776 -0.13666725  0.55969735],[-0.75286637  0.40128722 -0.95038922],[0. 0. 0.],[2.39770336e+00 4.27651611e-04 1.66827771e-04],[2.19908431 0.34180887 0.17543134],[0. 0. 0.],[ 3.10298593 -0.25741402 -1.86334981],[-0.97090483  0.39797293 -0.7302065 ]
[-0.07223127  0.0749368   0.00270883],[ 0.54034946  0.19627488 -0.05451927],[0. 0. 0.],[-0.2658588  -0.02496546 -0.0033385 ],[ 0.52609803  0.28750229 -0.07791949],[0. 0. 0.],[-0.46808284 -0.13578807  0.55567852],[-0.7552862   0.39884021 -0.9424242 ],[0. 0. 0.],[ 2.40109019e+00 -1.20664545e-03 -4.68362156e-04],[2.20315388 0.30331372 0.15465616],[0. 0. 0.],[ 3.10342205 -0.26177309 -1.86668636],[-0.97099506  0.39888359 -0.7317005 ]
[-0.06443545  0.075205    0.00242491],[ 0.52815737  0.19595821 -0.05314355],[0. 0. 0.],[-0.23851674 -0.02118613 -0.00253876],[ 0.51708581  0.28899156 -0.0769257 ],[0. 0. 0.],[-0.46356939 -0.13311964  0.55049981],[-0.7653981   0.40153032 -0.93615454],[0. 0. 0.],[2.40191387 0.00933404 0.00361863],[2.20395276 0.30362325 0.15466311],[0. 0. 0.],[ 3.10283614 -0.26308122 -1.8685194 ],[-0.97232608  0.39843504 -0.72985351]
[-0.06876794  0.07231158  0.00248842],[ 0.53751372  0.19826613 -0.05477239],[0. 0. 0.],[-0.23127995 -0.02024034 -0.00235116],[ 0.55052308  0.29473461 -0.08380099],[0. 0. 0.],[-0.46617665 -0.13349916  0.54895313],[-0.76084081  0.40085812 -0.94008373],[0. 0. 0.],[ 2.41052729 -0.02147033 -0.00821767],[2.21629153 0.20787449 0.10395953],[0. 0. 0.],[ 3.10264239 -0.26836895 -1.86908871],[-0.97313231  0.39934717 -0.73076936]
[-0.04834091  0.07742331  0.00187266],[ 0.53372119  0.19580733 -0.05368883],[0. 0. 0.],[-0.20751687 -0.01055597 -0.00109923],[ 0.52125384  0.28485565 -0.07644963],[0. 0. 0.],[-0.49236995 -0.13371768  0.52083383],[-0.761503    0.41648795 -0.97142445],[0. 0. 0.],[ 2.40694608 -0.02833147 -0.0109022 ],[2.23007058 0.11447173 0.05615838],[0. 0. 0.],[ 3.10259707 -0.26832348 -1.87019167],[-0.97251302  0.39891776 -0.73053202]
[-0.03596766  0.08057054  0.00144991],[ 0.52045375  0.19311819 -0.05156949],[0. 0. 0.],[-0.20819308 -0.01141828 -0.00119293],[ 0.52501772  0.2895731  -0.07831938],[0. 0. 0.],[-0.50577461 -0.1335258   0.50636585],[-0.75969964  0.42256463 -0.98597399],[0. 0. 0.],[ 2.41337467 -0.06796853 -0.02591142],[2.22949584 0.06701435 0.03288235],[0. 0. 0.],[ 3.102391   -0.26863436 -1.87069475],[-0.97207743  0.39899235 -0.73101207]
[-0.01610538  0.08878944  0.00071548],[ 0.54188706  0.19208737 -0.05350881],[0. 0. 0.],[-0.20793396 -0.01159535 -0.00120991],[ 0.52355789  0.28940321 -0.07804513],[0. 0. 0.],[-0.50690951 -0.13376312  0.50609478],[-0.75973916  0.4229324  -0.98667373],[0. 0. 0.],[ 2.41316661 -0.06716743 -0.02561383],[2.22843128 0.0803022  0.03946031],[0. 0. 0.],[ 3.10250043 -0.26866214 -1.87010875],[-0.97128834  0.39911248 -0.7318568 ]
[-0.01789209  0.08928084  0.00079926],[ 0.54930915  0.19184292 -0.0542098 ],[0. 0. 0.],[-0.20827289 -0.01225823 -0.00128118],[ 0.55976232  0.29465923 -0.08525909],[0. 0. 0.],[-0.51027808 -0.13351873  0.50186837],[-0.7412737   0.42386451 -1.01134992],[0. 0. 0.],[ 2.41807209 -0.10039401 -0.03801785],[2.22391821 0.00703292 0.00347428],[0. 0. 0.],[ 3.10229518 -0.27167882 -1.87009545],[-0.97185615  0.39907478 -0.73133263]
[-0.01432146  0.09098414  0.00065197],[ 0.55193833  0.19198348 -0.0545229 ],[0. 0. 0.],[-0.2084408  -0.01165676 -0.0012193 ],[ 0.56263909  0.29539047 -0.08593622],[0. 0. 0.],[-0.52172476 -0.13094334  0.48169222],[-0.72614406  0.43518607 -1.05409279],[0. 0. 0.],[ 2.4182851  -0.10072197 -0.03812995],[ 2.22164573e+00 -2.38525176e-03 -1.18169163e-03],[0. 0. 0.],[ 3.10155989 -0.27221121 -1.87054009],[-0.97208983  0.39920603 -0.73136924]
[ 0.02901142  0.10511461 -0.00152627],[ 0.4942865   0.17758485 -0.04491543],[0. 0. 0.],[-0.18897904 -0.00523303 -0.00049594],[ 0.52928461  0.28978719 -0.07904495],[0. 0. 0.],[-0.53167185 -0.12677868  0.45806208],[-0.71267282  0.4388924  -1.07966296],[0. 0. 0.],[ 2.41890611 -0.10445207 -0.03950711],[ 2.21729358 -0.03210597 -0.01599394],[0. 0. 0.],[ 3.10038582 -0.27220805 -1.87134184],[-0.97284558  0.3989631  -0.73034139]
[ 0.04425107  0.10963974 -0.00242867],[ 0.47045277  0.17145719 -0.0411871 ],[0. 0. 0.],[-0.18744035 -0.00485266 -0.00045613],[ 0.52162387  0.28878105 -0.0775743 ],[0. 0. 0.],[-0.54428168 -0.12482885  0.44062377],[-0.70106559  0.43453588 -1.0863523 ],[0. 0. 0.],[ 2.41794536 -0.10734604 -0.04066246],[ 2.21757498 -0.03576792 -0.01781218],[0. 0. 0.],[ 3.10014261 -0.271195   -1.87108061],[-0.97279495  0.39835093 -0.72933077]
[ 0.04952631  0.11126501 -0.00275868],[ 0.46504514  0.16917095 -0.04015108],[0. 0. 0.],[-0.18718405 -0.00526702 -0.0004944 ],[ 0.51889029  0.28927599 -0.07728326],[0. 0. 0.],[-0.55818594 -0.12315318  0.42382872],[-0.69277494  0.43036367 -1.08897477],[0. 0. 0.],[ 2.41736309 -0.11060483 -0.04193585],[ 2.21772503 -0.03758914 -0.01871577],[0. 0. 0.],[ 3.10005711 -0.26940592 -1.87099814],[-0.97227404  0.39721871 -0.72780449]
[ 0.06485653  0.11602675 -0.00376809],[ 0.45490109  0.16501003 -0.03827474],[0. 0. 0.],[-0.18607619 -0.00383887 -0.0003582 ],[ 0.51672534  0.2883578  -0.0766989 ],[0. 0. 0.],[-0.56799706 -0.1221134   0.41290867],[-0.68496717  0.43280511 -1.10509823],[0. 0. 0.],[ 2.41642489 -0.14316464 -0.05438986],[ 2.21603506 -0.07175657 -0.03581193],[0. 0. 0.],[ 3.09977745 -0.26589272 -1.87071493],[-0.97129355  0.3955607  -0.72573989]
[ 0.08119177  0.12118201 -0.00492822],[ 0.44793817  0.16222862 -0.0370312 ],[0. 0. 0.],[-0.18306962 -0.00281826 -0.00025869],[ 0.50616224  0.28737459 -0.07480354],[0. 0. 0.],[-0.57911249 -0.11991841  0.39766428],[-0.67903016  0.44026412 -1.12942255],[0. 0. 0.],[ 2.41301661 -0.16165265 -0.06175413],[ 2.21460157 -0.09474857 -0.04738287],[0. 0. 0.],[ 3.10028904 -0.26152304 -1.87133232],[-0.96905402  0.39417007 -0.72514254]
[ 0.09395648  0.12580804 -0.00592239],[ 0.44455904  0.16179596 -0.03664406],[0. 0. 0.],[-1.75988703e-01 -1.91762704e-03 -1.69177272e-04],[ 0.50870603  0.28970845 -0.07581447],[0. 0. 0.],[-0.61593506 -0.11287797  0.35157462],[-0.64043636  0.41512711 -1.13156156],[0. 0. 0.],[ 2.40638015 -0.11274048 -0.0434569 ],[ 2.2258471  -0.01812245 -0.00893097],[0. 0. 0.],[ 3.10197688 -0.2508447  -1.87530951],[-0.96246556  0.39069365 -0.72442669]
[ 0.07326895  0.1189207  -0.00436368],[ 0.44960055  0.16553755 -0.0379348 ],[0. 0. 0.],[-1.65264030e-01  1.53736266e-03  1.27325326e-04],[ 0.49895653  0.28629969 -0.07341461],[0. 0. 0.],[-0.61575949 -0.11234982  0.35006388],[-0.64480691  0.41656604 -1.12818758],[0. 0. 0.],[ 2.40627732 -0.11055636 -0.04262006],[ 2.22365047 -0.01542511 -0.00762271],[0. 0. 0.],[ 3.10290958 -0.25059614 -1.8760087 ],[-0.96070336  0.39041931 -0.72537365]
[ 0.01821084  0.10320977 -0.00094063],[ 0.48096228  0.17721952 -0.04356617],[0. 0. 0.],[-0.12835371  0.01466559  0.0009425 ],[ 0.49289662  0.27687672 -0.0700714 ],[0. 0. 0.],[-0.59619339 -0.1166902   0.3757344 ],[-0.64808849  0.40780125 -1.10364004],[0. 0. 0.],[ 2.40473899 -0.10878438 -0.04203197],[2.22703222 0.02938597 0.01446062],[0. 0. 0.],[ 3.10365887 -0.25034386 -1.87674689],[-0.95899486  0.3900279  -0.72607506]
[ 0.01861047  0.10154688 -0.00094576],[ 0.48249354  0.17843956 -0.04401277],[0. 0. 0.],[-0.12389522  0.01462407  0.0009071 ],[ 0.50981698  0.27953349 -0.07328523],[0. 0. 0.],[-0.60844089 -0.11738041  0.37001243],[-0.63845208  0.39817332 -1.09607805],[0. 0. 0.],[ 2.40314232 -0.10336806 -0.04003086],[2.2253229  0.03562945 0.01757128],[0. 0. 0.],[ 3.10530329 -0.24814976 -1.87767521],[-0.9555858   0.38826537 -0.72575897]
