lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.22210544  0.08014142 -0.00894142],[ 0.30035133  0.13572638 -0.02056828],[0. 0. 0.],[ 0.13251167  0.05890297 -0.00390951],[ 0.23398714  0.09523271 -0.01120108],[0. 0. 0.],[0.631498   0.08131579 0.24777885],[ 0.57534431 -0.27267988 -0.86833077],[0. 0. 0.],[0.13986148 0.12285094 1.44110754],[-0.57833357 -0.25419978  0.81140929],[0. 0. 0.],[-3.10679137 -0.27589845 -1.81634204],[-0.87727179  0.36839673 -0.75609845]
[ 0.21523838  0.07762069 -0.00839004],[ 0.29563644  0.13304168 -0.0198391 ],[0. 0. 0.],[ 0.14117216  0.05961191 -0.00421602],[ 0.22194241  0.08990238 -0.0100244 ],[0. 0. 0.],[0.63895948 0.08242717 0.24802792],[ 0.57285099 -0.27193503 -0.86972201],[0. 0. 0.],[0.14101492 0.12385509 1.44102908],[-0.60616216 -0.28055134  0.84826529],[0. 0. 0.],[-3.10602687 -0.27596993 -1.81313784],[-0.87696423  0.36964018 -0.75874175]
[ 0.2218997   0.07932451 -0.00884191],[ 0.28086317  0.12577541 -0.01780288],[0. 0. 0.],[ 0.15302704  0.06052219 -0.00464123],[ 0.2203755   0.08718589 -0.00965193],[0. 0. 0.],[0.6400004  0.08691648 0.26095306],[ 0.57329044 -0.28251325 -0.89899295],[0. 0. 0.],[0.13589951 0.11936425 1.44107327],[-0.60723392 -0.2798648   0.84499774],[0. 0. 0.],[-3.10550726 -0.28275073 -1.80777353],[-0.87960099  0.37290237 -0.76257881]
[ 0.22068196  0.0840718  -0.00931982],[ 0.27919299  0.11718257 -0.01648386],[0. 0. 0.],[ 0.15689943  0.06154121 -0.00483934],[ 0.22551259  0.08683786 -0.00983933],[0. 0. 0.],[0.64033277 0.07832798 0.23526044],[ 0.54892002 -0.29370126 -0.96741415],[0. 0. 0.],[0.13677696 0.12010958 1.44085897],[-0.6102651  -0.2804095   0.84250927],[0. 0. 0.],[-3.10532924 -0.28268255 -1.80715246],[-0.87973194  0.37313282 -0.76289828]
[ 0.21927736  0.08200184 -0.00903177],[ 0.28082953  0.11824099 -0.01673187],[0. 0. 0.],[ 0.15650832  0.06204623 -0.00486686],[ 0.22668239  0.08314412 -0.0094696 ],[0. 0. 0.],[0.63679462 0.03974783 0.12045988],[ 0.46407846 -0.27698648 -1.06588766],[0. 0. 0.],[0.1327494  0.11691533 1.44379587],[-0.61128205 -0.27812063  0.835014  ],[0. 0. 0.],[-3.10365558 -0.28254967 -1.80683529],[-0.87772669  0.37378801 -0.76594381]
[ 0.22703833  0.08372694 -0.00955116],[ 0.27367639  0.11349889 -0.01564513],[0. 0. 0.],[ 0.15899218  0.06348582 -0.00505922],[ 0.22526329  0.07836591 -0.00886848],[0. 0. 0.],[0.65436986 0.03961149 0.11659931],[ 0.43204173 -0.27056223 -1.11036374],[0. 0. 0.],[0.12956049 0.11398542 1.44275362],[-0.61901696 -0.28245623  0.8366976 ],[0. 0. 0.],[-3.10216604 -0.28225131 -1.80660848],[-0.87643918  0.37398227 -0.76747455]
[ 0.2282308   0.0816692  -0.00936552],[ 0.27378068  0.11408517 -0.01573219],[0. 0. 0.],[ 0.16062455  0.06156572 -0.0049567 ],[ 0.23677622  0.08065847 -0.009599  ],[0. 0. 0.],[ 0.64012087 -0.0254458  -0.07673611],[ 0.31350826 -0.19452545 -1.10613964],[0. 0. 0.],[0.11913039 0.10575012 1.45168814],[-0.67553347 -0.3251197   0.87372903],[0. 0. 0.],[-3.09959804 -0.28202702 -1.8071204 ],[-0.87268473  0.37466174 -0.77217372]
[ 0.22810932  0.07993152 -0.00916111],[ 0.27447514  0.11520535 -0.0159278 ],[0. 0. 0.],[ 0.17557849  0.06263218 -0.00551439],[ 0.21754918  0.07757651 -0.00847599],[0. 0. 0.],[ 0.57798412 -0.10377253 -0.34585607],[ 0.17758647 -0.10161319 -1.03791276],[0. 0. 0.],[0.10730851 0.09627968 1.46237134],[-0.71501149 -0.34827705  0.88024792],[0. 0. 0.],[-3.09781627 -0.28157922 -1.80821115],[-0.86949901  0.37462236 -0.77500807]
[ 0.2004771   0.06972851 -0.0070158 ],[ 0.27992091  0.11841839 -0.0167021 ],[0. 0. 0.],[ 0.17448249  0.05751689 -0.00503199],[ 0.22737739  0.0838016  -0.00957409],[0. 0. 0.],[ 0.59532026 -0.1018424  -0.32925826],[ 0.18215495 -0.10503633 -1.04451866],[0. 0. 0.],[0.1174568  0.10562352 1.46458677],[-0.72341706 -0.34986607  0.8740096 ],[0. 0. 0.],[-3.09503794 -0.27874406 -1.80985824],[-0.8666083   0.37693246 -0.78208871]
[ 0.20237604  0.05963474 -0.00605678],[ 0.27765462  0.12709928 -0.01778257],[0. 0. 0.],[ 0.17114547  0.05080254 -0.00435889],[ 0.22670226  0.08912886 -0.01015298],[0. 0. 0.],[ 0.5442911  -0.13006878 -0.45853209],[ 0.14033316 -0.07460922 -0.9763268 ],[0. 0. 0.],[0.11923054 0.10751681 1.46734792],[-0.72562117 -0.34294107  0.85595514],[0. 0. 0.],[-3.09287653 -0.27842565 -1.81167827],[-0.86486495  0.376277   -0.78244598]
[ 0.19483238  0.03409473 -0.00333224],[ 0.29510371  0.15731543 -0.02342939],[0. 0. 0.],[ 0.16490771  0.02872911 -0.00237437],[ 0.23161488  0.110272   -0.01284055],[0. 0. 0.],[ 0.49504095 -0.15573781 -0.59896448],[ 0.09172308 -0.04447913 -0.90261445],[0. 0. 0.],[0.10718886 0.09681703 1.46902647],[-0.74629538 -0.34478783  0.8369915 ],[0. 0. 0.],[-3.08530286 -0.27815296 -1.82442242],[-0.85627181  0.37093745 -0.78012455]
[ 0.1265591  -0.04577612  0.00290107],[ 0.32939688  0.23993301 -0.04006487],[0. 0. 0.],[ 0.07792236 -0.03866712  0.00150747],[ 0.23881687  0.1536149  -0.0184664 ],[0. 0. 0.],[ 0.45295279 -0.19449873 -0.80097925],[ 0.12860953 -0.04158765 -0.62477932],[0. 0. 0.],[0.10663556 0.10524151 1.55761278],[-0.93244697 -0.32352907  0.62717904],[0. 0. 0.],[-3.06617923 -0.27737231 -1.84193588],[-0.84056973  0.37144873 -0.79596224]
[ 0.15588625 -0.10021083  0.00783312],[ 0.31386607  0.2990653  -0.04766921],[0. 0. 0.],[ 0.06539025 -0.07822485  0.00255979],[ 0.26460792  0.18697079 -0.02495377],[0. 0. 0.],[ 0.62827225 -0.23354337 -0.69298229],[ 0.20936604 -0.04718793 -0.44187231],[0. 0. 0.],[0.09603071 0.09619294 1.57248688],[-0.99072936 -0.2954607   0.53753181],[0. 0. 0.],[-3.04910583 -0.28007606 -1.84611481],[-0.83357584  0.37017757 -0.80019332]
[ 0.1888572  -0.16922802  0.01606565],[ 0.40399058  0.36846911 -0.07628659],[0. 0. 0.],[ 0.08358599 -0.12390721  0.0051881 ],[ 0.2665452   0.22387116 -0.0301375 ],[0. 0. 0.],[ 0.85094424 -0.16311089 -0.35690987],[ 0.19719637 -0.06619071 -0.64594688],[0. 0. 0.],[0.08656977 0.08788715 1.58591784],[-0.99554692 -0.29446003  0.53284344],[0. 0. 0.],[-3.02771844 -0.29248926 -1.84172546],[-0.83195338  0.37854391 -0.81834001]
[ 0.21570598 -0.24922221  0.02712295],[ 0.44538739  0.43679053 -0.10042968],[0. 0. 0.],[ 0.22964761 -0.11552084  0.01333779],[ 0.28845162  0.25251296 -0.03686546],[0. 0. 0.],[0.99087493 0.09380258 0.17327472],[ 0.30632233 -0.11994825 -0.74193224],[0. 0. 0.],[0.05359414 0.05360387 1.57097808],[-0.90659057 -0.21170634  0.42950663],[0. 0. 0.],[-3.01334306 -0.34544298 -1.83529845],[-0.85386022  0.39835984 -0.83525111]
[ 0.28731619 -0.35140472  0.05135064],[ 0.40437524  0.54050687 -0.11345452],[0. 0. 0.],[ 0.29011955 -0.19241614  0.02819446],[ 0.24523209  0.33576663 -0.04176506],[0. 0. 0.],[0.95635981 0.16112857 0.30906951],[ 0.38250577 -0.1507437  -0.74374213],[0. 0. 0.],[0.04055898 0.04020408 1.56200526],[-0.91272597 -0.20486715  0.41280846],[0. 0. 0.],[-2.98756849 -0.34559049 -1.83041356],[-0.85071145  0.40073804 -0.84291189]
[-0.44450876 -0.70638859 -0.16623806],[ 1.31037204  0.67571386 -0.52736221],[0. 0. 0.],[ 0.15249391 -0.33826314  0.02608941],[ 0.50646359  0.46989196 -0.12373196],[0. 0. 0.],[0.98646966 0.14346881 0.26577677],[ 0.36058904 -0.16605863 -0.85660714],[0. 0. 0.],[-0.01327506 -0.01411588  1.63217312],[-1.04442501 -0.23789377  0.40950667],[0. 0. 0.],[-2.96778067 -0.30249029 -1.82698403],[-0.83822233  0.38909399 -0.83283237]
[-0.89148407 -0.80351    -0.40056822],[ 1.74327709  0.65552816 -0.76856479],[0. 0. 0.],[-0.53210611 -0.58953547 -0.16510096],[ 1.02928405  0.6347168  -0.36728299],[0. 0. 0.],[0.99919094 0.15441007 0.28160531],[ 0.37095157 -0.19428314 -0.95802703],[0. 0. 0.],[-0.02131448 -0.02297539  1.64576932],[-1.09633315 -0.23383698  0.38008365],[0. 0. 0.],[-2.95678331 -0.30266999 -1.83638384],[-0.84397293  0.38916155 -0.82727035]
[-1.03204455 -0.8275236  -0.48827071],[ 1.81382706  0.67594751 -0.84443902],[0. 0. 0.],[-0.98241931 -0.61202826 -0.33485353],[ 1.30915779  0.62987797 -0.49000046],[0. 0. 0.],[1.01536929 0.05375216 0.0965686 ],[ 0.30482017 -0.12459029 -0.77148973],[0. 0. 0.],[-0.02119138 -0.02277098  1.64263267],[-1.1012579  -0.23813786  0.3848857 ],[0. 0. 0.],[-2.9432847  -0.30767475 -1.83174293],[-0.84589767  0.39596076 -0.83851648]
[-1.20552345 -0.86390143 -0.61441054],[ 1.89208476  0.71404868 -0.95473731],[0. 0. 0.],[-1.25206982 -0.62321934 -0.45764137],[ 1.5097909   0.63728481 -0.60184722],[0. 0. 0.],[1.0739408  0.06874148 0.1153873 ],[ 0.27863796 -0.11289336 -0.76611915],[0. 0. 0.],[-0.06366258 -0.06836045  1.64198528],[-1.12570083 -0.19918448  0.31413988],[0. 0. 0.],[-2.92228094 -0.31076073 -1.84390667],[-0.83301841  0.39293374 -0.84554956]
[-1.45023466 -0.74916788 -0.6704821 ],[ 2.14806196  0.47592633 -0.84143776],[0. 0. 0.],[-1.38427187 -0.58067563 -0.48556773],[ 1.7830946   0.52733609 -0.64531299],[0. 0. 0.],[0.89487013 0.06588645 0.13712773],[ 0.34924195 -0.15428851 -0.82591378],[0. 0. 0.],[-0.01514405 -0.01668586  1.66760266],[-1.11109864 -0.18403997  0.29515024],[0. 0. 0.],[-2.91419571 -0.28045811 -1.81128435],[-0.84381406  0.39387702 -0.83656236]
[-1.55812044 -0.78860529 -0.77965332],[ 2.21299654  0.4994353  -0.94204673],[0. 0. 0.],[-1.44663514 -0.64048992 -0.56975368],[ 1.90022719  0.547023   -0.74787447],[0. 0. 0.],[0.84823591 0.06316396 0.1397104 ],[ 0.4917805  -0.21623538 -0.81639157],[0. 0. 0.],[3.84603562e-04 4.29929006e-04 1.68197359e+00],[-1.16366161 -0.1711013   0.25928999],[0. 0. 0.],[-2.89450781 -0.25857485 -1.82054398],[-0.84132725  0.39049063 -0.83246614]
[-1.68945157 -0.82003654 -0.91050218],[ 2.33509548  0.46181462 -1.00732452],[0. 0. 0.],[-1.57826885 -0.64893857 -0.65346802],[ 2.0873604   0.46392299 -0.77104465],[0. 0. 0.],[ 0.93265799 -0.2663047  -0.52015316],[ 0.11681395 -0.03736585 -0.61858624],[0. 0. 0.],[-0.02750334 -0.03030554  1.66768086],[-1.20234335 -0.12672031  0.18448427],[0. 0. 0.],[-2.8738554  -0.25850344 -1.84140333],[-0.8389217   0.3863642  -0.82681153]
[-1.84337716 -0.83222535 -1.05474456],[ 2.45767755  0.41039351 -1.05821822],[0. 0. 0.],[-1.71753133 -0.67514287 -0.77253362],[ 2.2575784   0.39671452 -0.80329581],[0. 0. 0.],[ 0.84877162 -0.39108706 -0.82628096],[ 0.01291473 -0.00253282 -0.38731715],[0. 0. 0.],[-0.07921115 -0.08755334  1.67087599],[-1.23920433 -0.09964995  0.13958966],[0. 0. 0.],[-2.86347264 -0.28298379 -1.87282159],[-0.84197005  0.39203563 -0.83482749]
[-1.9481369  -0.82186045 -1.14062489],[ 2.535429    0.36311673 -1.06168558],[0. 0. 0.],[-1.7805016  -0.62483463 -0.75924301],[ 2.39748553  0.28139084 -0.69632077],[0. 0. 0.],[ 0.88810206 -0.36595604 -0.74192232],[-0.01099717  0.00248541 -0.4445363 ],[0. 0. 0.],[-0.06574415 -0.07266901  1.67085316],[-1.00035833 -0.06256575  0.11438954],[0. 0. 0.],[-2.85531663 -0.30371392 -1.86115409],[-0.85070026  0.40918837 -0.85905082]
[-2.07989578 -0.84384592 -1.30559614],[ 2.58092792  0.35438601 -1.11282021],[0. 0. 0.],[-1.81484269 -0.63384202 -0.79467817],[ 2.47687548  0.21993553 -0.61920225],[0. 0. 0.],[ 0.87879346 -0.35954079 -0.73785275],[-0.00512153  0.00113435 -0.43593455],[0. 0. 0.],[-0.06559514 -0.07354481  1.68503255],[-1.0162943  -0.0526456   0.09447994],[0. 0. 0.],[-2.83825367 -0.30496088 -1.86549525],[-0.85074222  0.40896504 -0.85858349]
[-2.11792304 -0.85208795 -1.35905208],[ 2.61561307  0.31287767 -1.05991067],[0. 0. 0.],[-1.8262875  -0.63317538 -0.80233212],[ 2.5074073   0.19632261 -0.58307036],[0. 0. 0.],[ 0.87793184 -0.34492729 -0.71052971],[-0.02707694  0.00621566 -0.45126681],[0. 0. 0.],[-0.08315501 -0.0934888   1.68781569],[-1.2568825  -0.14351068  0.19717287],[0. 0. 0.],[-2.83448709 -0.30929202 -1.86290607],[-0.85667298  0.41155192 -0.85753736]
[-2.13514315 -0.83762181 -1.35995905],[ 2.60277652  0.31275441 -1.03764266],[0. 0. 0.],[-1.83757437 -0.62054745 -0.79527814],[ 2.54324519  0.17363929 -0.55009023],[0. 0. 0.],[ 0.89943584 -0.26890883 -0.5464497 ],[-0.00810475  0.00216438 -0.52191979],[0. 0. 0.],[-0.17721134 -0.2026646   1.70540648],[-1.30463781 -0.09134961  0.11952863],[0. 0. 0.],[-2.81952529 -0.31723697 -1.8476555 ],[-0.84555141  0.4147424  -0.87485859]
[-2.185523   -0.85660812 -1.44467562],[ 2.60764225  0.38430218 -1.23657701],[0. 0. 0.],[-1.88769823 -0.59771966 -0.80420054],[ 2.54784637  0.16725282 -0.53488232],[0. 0. 0.],[ 0.90397998 -0.25519141 -0.51667502],[ 0.04887623 -0.01354299 -0.54051726],[0. 0. 0.],[-0.29860265 -0.32704313  1.66314304],[-1.24390165  0.01490142 -0.02078676],[0. 0. 0.],[-2.80720322 -0.35189387 -1.83032422],[-0.8426463   0.42733981 -0.90179353]
[-2.35076004 -0.81601995 -1.60578693],[ 2.67997361  0.40719532 -1.44168035],[0. 0. 0.],[-2.01929554 -0.57549572 -0.88013624],[ 2.57401721  0.17727511 -0.5915369 ],[0. 0. 0.],[ 0.8365655  -0.33175208 -0.72038553],[ 0.08401675 -0.0181023  -0.42420172],[0. 0. 0.],[-0.43078641 -0.44717681  1.60935515],[-1.20512388  0.12785015 -0.18557369],[0. 0. 0.],[-2.79989031 -0.44741337 -1.82594083],[-0.84458744  0.46937135 -0.97800971]
[-2.36158232 -0.82753806 -1.63677869],[ 2.68996698  0.41029643 -1.47194959],[0. 0. 0.],[-2.04373445 -0.58698604 -0.91786743],[ 2.56110781  0.19311083 -0.62717128],[0. 0. 0.],[ 0.83859942 -0.32711825 -0.70920275],[ 0.06874444 -0.01551673 -0.44383147],[0. 0. 0.],[-0.44518313 -0.45790614  1.59995146],[-1.19683354  0.16076624 -0.23521031],[0. 0. 0.],[-2.78910929 -0.45810632 -1.82365786],[-0.83390186  0.47123435 -0.99340803]
[-2.34926984 -0.8556311  -1.65699682],[ 2.69795001  0.40552284 -1.47833073],[0. 0. 0.],[-1.99672557 -0.61064072 -0.90976873],[ 2.56078853  0.18430425 -0.59980767],[0. 0. 0.],[ 0.69603368 -0.32894344 -0.85813718],[ 0.15663521 -0.02848898 -0.35913225],[0. 0. 0.],[-0.41161424 -0.43035816  1.6166543 ],[-1.24762084  0.15759815 -0.21856463],[0. 0. 0.],[-2.78378685 -0.4014709  -1.83477551],[-0.82818936  0.45155171 -0.9631456 ]
[-2.37874268 -0.8602645  -1.70484034],[ 2.71925601  0.40319191 -1.52308063],[0. 0. 0.],[-1.97295936 -0.61024025 -0.88889771],[ 2.58680946  0.15600809 -0.5358262 ],[0. 0. 0.],[ 0.68123239 -0.29565349 -0.79550689],[ 0.26430436 -0.04979089 -0.37035857],[0. 0. 0.],[-0.36174591 -0.38463591  1.63355745],[-1.2862649   0.13597562 -0.18122261],[0. 0. 0.],[-2.78494966 -0.35690101 -1.842557  ],[-0.83410517  0.43535225 -0.92606558]
[-2.54923583 -0.89741508 -2.01177815],[ 2.79290226  0.49146771 -1.91708459],[0. 0. 0.],[-1.96933849 -0.62285163 -0.9028571 ],[ 2.5834574   0.15585871 -0.53210663],[0. 0. 0.],[ 0.79035832 -0.26892134 -0.62721549],[ 0.25337117 -0.06467642 -0.49745151],[0. 0. 0.],[-0.34450938 -0.36385568  1.62656235],[-1.31305492  0.13268552 -0.17202221],[0. 0. 0.],[-2.78440496 -0.35038273 -1.82104753],[-0.84899133  0.44475227 -0.92774787]
[-2.64575553 -0.88164175 -2.15670767],[ 2.84584256  0.51399289 -2.11027636],[0. 0. 0.],[-2.02644697 -0.66613694 -1.01303798],[ 2.59386619  0.14663233 -0.51145703],[0. 0. 0.],[ 0.97269419 -0.21886646 -0.40979471],[ 0.20933116 -0.06334716 -0.58587001],[0. 0. 0.],[-0.50709707 -0.47869286  1.5107878 ],[-1.21348487  0.21075653 -0.30245042],[0. 0. 0.],[-2.77333262 -0.39665056 -1.82075956],[-0.83948411  0.45798659 -0.96265063]
[-2.90350051 -0.86080675 -2.63186422],[ 3.03705496  0.51697164 -2.75090298],[0. 0. 0.],[-2.19902806 -0.61762727 -1.11870033],[ 2.62885921  0.17107817 -0.63228779],[0. 0. 0.],[ 0.98218736 -0.29998527 -0.55081863],[ 0.12697572 -0.03464379 -0.53207823],[0. 0. 0.],[-0.75273767 -0.59973993  1.32777933],[-1.07894656  0.31278571 -0.51503552],[0. 0. 0.],[-2.77198803 -0.53457078 -1.79726363],[-0.8432841   0.51876377 -1.06844505]
[-2.94269527 -0.84169296 -2.70291879],[ 3.05383521  0.48870239 -2.79297264],[0. 0. 0.],[-2.22604672 -0.6206851  -1.15407533],[ 2.63873846  0.17088642 -0.64371744],[0. 0. 0.],[ 0.8767183  -0.26161048 -0.54719893],[ 0.33218627 -0.09834261 -0.57106859],[0. 0. 0.],[-0.65596783 -0.56888082  1.41963823],[-1.09371787  0.31030491 -0.502958  ],[0. 0. 0.],[-2.76720965 -0.53645008 -1.80594417],[-0.83553216  0.51440423 -1.06983853]
[-2.92436402 -0.83455486 -2.65921881],[ 3.06093758  0.47787218 -2.81328333],[0. 0. 0.],[-2.2302474  -0.60926775 -1.1408704 ],[ 2.6448031   0.17468443 -0.66486186],[0. 0. 0.],[ 0.88000044 -0.25586161 -0.53344728],[ 0.27695792 -0.08775567 -0.61037591],[0. 0. 0.],[-0.61538365 -0.53666554  1.42656622],[-1.17315758  0.26117326 -0.390193  ],[0. 0. 0.],[-2.76652598 -0.52982087 -1.8058419 ],[-0.83659457  0.51045837 -1.06154265]
[-2.89400298 -0.83370148 -2.59370362],[ 3.02239614  0.46454783 -2.64739517],[0. 0. 0.],[-2.20647443 -0.61244736 -1.11892629],[ 2.63654301  0.19522001 -0.725404  ],[0. 0. 0.],[ 0.85171003 -0.29233808 -0.62764438],[ 0.23863451 -0.0586719  -0.48009578],[0. 0. 0.],[-0.53756332 -0.48539577  1.46432899],[-1.27896683  0.21737209 -0.29134625],[0. 0. 0.],[-2.76753546 -0.50490609 -1.81113734],[-0.84062581  0.49934168 -1.03691715]
[-2.90036253 -0.83905944 -2.61090593],[ 3.01175226  0.47380594 -2.61553078],[0. 0. 0.],[-2.2015063  -0.60097702 -1.09542051],[ 2.63107319  0.1891141  -0.69719119],[0. 0. 0.],[ 0.85281294 -0.28834345 -0.61864613],[ 0.31229281 -0.05404708 -0.3400807 ],[0. 0. 0.],[-0.526782   -0.4817106   1.47758477],[-1.30256329  0.21340127 -0.27920936],[0. 0. 0.],[-2.76824706 -0.49818427 -1.81219985],[-0.84323884  0.49635286 -1.02853466]
[-2.88888774 -0.83519251 -2.58391043],[ 2.94452509  0.45522299 -2.33483167],[0. 0. 0.],[-2.20967164 -0.59602853 -1.09662801],[ 2.63279165  0.18118488 -0.67217747],[0. 0. 0.],[ 0.76954196 -0.2703981  -0.64813684],[ 0.38782832 -0.06981475 -0.35197039],[0. 0. 0.],[-0.53776676 -0.48759219  1.4686063 ],[-1.26781594  0.2122194  -0.28777361],[0. 0. 0.],[-2.76814553 -0.49324384 -1.81956684],[-0.84195446  0.49134837 -1.02098284]
[-2.89448773 -0.83943113 -2.59873444],[ 2.92094619  0.47641055 -2.28559242],[0. 0. 0.],[-2.2085523  -0.59794103 -1.09841559],[ 2.63454842  0.17923312 -0.66765876],[0. 0. 0.],[ 0.78780446 -0.26106886 -0.61189464],[ 0.36540165 -0.07479242 -0.39959147],[0. 0. 0.],[-0.55376414 -0.50269003  1.46955695],[-1.22999122  0.22480875 -0.31692192],[0. 0. 0.],[-2.76920295 -0.48857787 -1.82053482],[-0.84326627  0.48994446 -1.01694896]
