lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.2914822  -0.17224426  0.02534366],[ 0.27683869  0.34970478 -0.04921015],[0. 0. 0.],[ 0.1724637  -0.10893503  0.00942628],[ 0.21399083  0.18655044 -0.02009419],[0. 0. 0.],[0.98377401 0.00776383 0.01448959],[ 0.35147789 -0.13198357 -0.71258679],[0. 0. 0.],[0.0583505  0.0557231  1.52471446],[-1.0148466  -0.23665978  0.42131495],[0. 0. 0.],[-3.00690894 -0.30192824 -1.82352094],[-0.82374841  0.37982789 -0.8290584 ]
[ 0.31032707 -0.22255853  0.03495365],[ 0.25188048  0.38910332 -0.04988527],[0. 0. 0.],[ 0.25586112 -0.11928657  0.01536212],[ 0.26384374  0.22275222 -0.0296782 ],[0. 0. 0.],[1.01065527 0.13506267 0.24329472],[ 0.35266007 -0.16446115 -0.86647352],[0. 0. 0.],[0.01888912 0.01841209 1.5452191 ],[-1.00166608 -0.18375386  0.33351572],[0. 0. 0.],[-2.98887949 -0.31917157 -1.83522801],[-0.82316283  0.38789064 -0.84564505]
[ 0.00657497 -0.48421491  0.0016237 ],[ 0.76323963  0.57794306 -0.23748034],[0. 0. 0.],[ 0.29399329 -0.18787783  0.02789837],[ 0.2399397   0.29149813 -0.035387  ],[0. 0. 0.],[1.02612258 0.17882793 0.31561927],[ 0.36725072 -0.16572591 -0.84104868],[0. 0. 0.],[-0.00675401 -0.00660214  1.54805569],[-0.91019388 -0.12590297  0.25621205],[0. 0. 0.],[-2.96150138 -0.32088573 -1.83203736],[-0.81660124  0.38929491 -0.85517594]
[-0.06279756 -0.64816964 -0.02110167],[ 0.91030041  0.71054649 -0.35925306],[0. 0. 0.],[ 0.16385323 -0.30912033  0.02558467],[ 0.36271889  0.39550304 -0.07345247],[0. 0. 0.],[1.05534729 0.16180067 0.27646105],[ 0.37331732 -0.15852034 -0.79621515],[0. 0. 0.],[-0.07056814 -0.07098958  1.57675558],[-1.23627118 -0.24134798  0.33780941],[0. 0. 0.],[-2.94142235 -0.31591474 -1.83323907],[-0.80853193  0.38573576 -0.85645618]
[-0.64581937 -0.80313313 -0.28229844],[ 1.39901723  0.74363643 -0.63411747],[0. 0. 0.],[-0.45178059 -0.54118594 -0.12732613],[ 0.80608443  0.5446837  -0.23704558],[0. 0. 0.],[1.1269012  0.08773801 0.13874335],[ 0.32583041 -0.18832963 -1.0430304 ],[0. 0. 0.],[-0.0648864  -0.06646506  1.59484966],[-1.24994128 -0.23957745  0.33063459],[0. 0. 0.],[-2.92634691 -0.32374087 -1.83255259],[-0.80503364  0.38844178 -0.86556817]
[-0.936801   -0.86685653 -0.46000204],[ 1.72695067  0.67161264 -0.77523678],[0. 0. 0.],[-0.95540995 -0.62252471 -0.33007721],[ 1.24476175  0.58782523 -0.42770811],[0. 0. 0.],[1.13582486 0.06802203 0.10655325],[ 0.31471088 -0.18159397 -1.0419028 ],[0. 0. 0.],[-0.06696533 -0.06875291  1.59715752],[-1.27558853 -0.21937222  0.29503445],[0. 0. 0.],[-2.90860364 -0.3291753  -1.83048634],[-0.80249544  0.39149734 -0.87440594]
[-1.38709324 -0.78398577 -0.66202191],[ 1.94197123  0.61836158 -0.87395136],[0. 0. 0.],[-1.30108172 -0.60887104 -0.46943815],[ 1.55349895  0.55318211 -0.54416034],[0. 0. 0.],[ 1.16804402 -0.05272955 -0.07975677],[ 0.22892938 -0.09660059 -0.79601969],[0. 0. 0.],[-0.11135895 -0.11444242  1.59816405],[-1.11122208 -0.10839245  0.17431498],[0. 0. 0.],[-2.89483833 -0.33388449 -1.83329893],[-0.80658585  0.3961354  -0.87933377]
[-1.56129144 -0.74771603 -0.74127545],[ 2.13113199  0.51809771 -0.89359636],[0. 0. 0.],[-1.43029245 -0.59115672 -0.51708533],[ 1.66376861  0.51713365 -0.56506062],[0. 0. 0.],[ 1.11121268 -0.21077031 -0.33751063],[ 0.14607923 -0.05135581 -0.67515412],[0. 0. 0.],[-0.11767855 -0.1226009   1.61186112],[-1.1998461  -0.10779253  0.15741284],[0. 0. 0.],[-2.88090056 -0.33012862 -1.83955932],[-0.80137718  0.39714293 -0.88693824]
[-1.67442477 -0.72752678 -0.79925239],[ 2.24199582  0.47415058 -0.9280103 ],[0. 0. 0.],[-1.52634924 -0.60003588 -0.57538716],[ 1.96933036  0.43450529 -0.64191253],[0. 0. 0.],[ 0.947798   -0.21347891 -0.4118989 ],[ 0.25357555 -0.09266343 -0.69770279],[0. 0. 0.],[-0.02578998 -0.02684011  1.61070178],[-1.19492984 -0.12966717  0.19026029],[0. 0. 0.],[-2.86192072 -0.28479664 -1.85515094],[-0.79264408  0.38132989 -0.86431114]
[-1.76595013 -0.76443089 -0.90997624],[ 2.34436931  0.46501236 -1.02437231],[0. 0. 0.],[-1.62165501 -0.63552983 -0.66635482],[ 2.08876019  0.44873429 -0.74841399],[0. 0. 0.],[ 0.79176008 -0.37179798 -0.84568844],[ 0.12619219 -0.02398453 -0.37517712],[0. 0. 0.],[-0.04485296 -0.0470787   1.61922562],[-1.21110046 -0.12151445  0.1752849 ],[0. 0. 0.],[-2.86115932 -0.28396493 -1.88090832],[-0.81124861  0.3832493  -0.84864032]
[-1.85572464 -0.73506751 -0.94953549],[ 2.42155669  0.39608145 -0.97955027],[0. 0. 0.],[-1.72179771 -0.64798772 -0.74508767],[ 2.17601792  0.41880174 -0.7703784 ],[0. 0. 0.],[ 0.92705264 -0.44162299 -0.84417629],[ 0.01025127 -0.00178445 -0.34468562],[0. 0. 0.],[-0.07809898 -0.0790584   1.58301831],[-1.15710269 -0.06619414  0.10130407],[0. 0. 0.],[-2.83629495 -0.28778465 -1.88269316],[-0.8040694   0.38550991 -0.86068171]
[-1.93911098 -0.75974511 -1.05423706],[ 2.48517377  0.36726362 -0.9986162 ],[0. 0. 0.],[-1.77361211 -0.62937876 -0.75972857],[ 2.30801906  0.32697214 -0.7133273 ],[0. 0. 0.],[ 0.73214867 -0.45149345 -1.07949231],[ 0.02664327 -0.00334537 -0.2498016 ],[0. 0. 0.],[-0.0886593  -0.08962335  1.58162543],[-1.16028592 -0.05117337  0.07806023],[0. 0. 0.],[-2.83340037 -0.29916912 -1.88328207],[-0.81211617  0.39395826 -0.8691341 ]
[-2.02164302 -0.74281916 -1.11183099],[ 2.55723321  0.32182675 -0.98970609],[0. 0. 0.],[-1.8274653  -0.59813643 -0.76045695],[ 2.40180124  0.26183208 -0.65472071],[0. 0. 0.],[ 0.82584169 -0.46805926 -0.99668627],[-0.01091877  0.00155253 -0.28248158],[0. 0. 0.],[-0.09794057 -0.10095724  1.60117786],[-1.17505107 -0.03591309  0.05391808],[0. 0. 0.],[-2.82498196 -0.31668364 -1.87310337],[-0.81827326  0.40704897 -0.888475  ]
[-2.09275772 -0.79077127 -1.2500623 ],[ 2.60061852  0.2966002  -0.98839109],[0. 0. 0.],[-1.85127854 -0.58896797 -0.76619951],[ 2.46915239  0.2228784  -0.61974905],[0. 0. 0.],[ 0.82800475 -0.45751391 -0.97454526],[ 0.00587227 -0.00079149 -0.26795211],[0. 0. 0.],[-0.1336434  -0.14018212  1.61869489],[-1.32462223 -0.00329247  0.00422212],[0. 0. 0.],[-2.82506285 -0.32007156 -1.87506915],[-0.83158513  0.4125855  -0.88519767]
[-2.18735162 -0.8175832  -1.39493993],[ 2.6316727   0.32438423 -1.12124629],[0. 0. 0.],[-1.91423268 -0.57843567 -0.79937639],[ 2.5198725   0.20150569 -0.60971667],[0. 0. 0.],[ 0.96059849 -0.41671623 -0.77102012],[ 0.00262822 -0.00050539 -0.37995129],[0. 0. 0.],[-0.25617083 -0.27269332  1.63399169],[-1.32415666  0.07397887 -0.09488485],[0. 0. 0.],[-2.8222712  -0.36569563 -1.86940849],[-0.84339452  0.42892782 -0.90400982]
[-2.24106872 -0.84337627 -1.49619535],[ 2.61655985  0.39078045 -1.26963215],[0. 0. 0.],[-1.9578318  -0.58490602 -0.84214019],[ 2.50834902  0.21835855 -0.64569977],[0. 0. 0.],[ 1.01378909 -0.36144056 -0.63576828],[ 0.09275616 -0.01784587 -0.37988968],[0. 0. 0.],[-0.41466785 -0.40667489  1.55077587],[-1.2537317   0.15690801 -0.21622556],[0. 0. 0.],[-2.80363286 -0.39585225 -1.85033852],[-0.83064192  0.43511835 -0.92936924]
[-2.2624855  -0.82050484 -1.49283045],[ 2.62236392  0.38252175 -1.25984502],[0. 0. 0.],[-1.97183201 -0.5754815  -0.84062649],[ 2.51780765  0.2055582  -0.61923479],[0. 0. 0.],[ 1.00406945 -0.33400826 -0.59589055],[ 0.10018645 -0.02192925 -0.43063902],[0. 0. 0.],[-0.43655098 -0.42012459  1.53125449],[-1.26163984  0.18028637 -0.24626075],[0. 0. 0.],[-2.78832993 -0.40888171 -1.83122984],[-0.82198172  0.44520296 -0.95806847]
[-2.3638064  -0.81069782 -1.61692382],[ 2.65768925  0.40427535 -1.38603418],[0. 0. 0.],[-2.03349996 -0.5707046  -0.88553029],[ 2.52582385  0.21612689 -0.65754693],[0. 0. 0.],[ 1.09209411 -0.21198003 -0.34663436],[ 0.21919465 -0.05770519 -0.51300107],[0. 0. 0.],[-0.5318532  -0.49779119  1.50164895],[-1.26020521  0.2550141  -0.34803449],[0. 0. 0.],[-2.77442357 -0.46607361 -1.82359444],[-0.81016084  0.46611432 -1.01116901]
[-2.42457556 -0.77935332 -1.66234668],[ 2.69602868  0.38618937 -1.42411176],[0. 0. 0.],[-2.08240816 -0.56302911 -0.91773356],[ 2.5646909   0.18812978 -0.61567916],[0. 0. 0.],[ 1.12189284 -0.2884193  -0.45430071],[ 0.12371383 -0.02751405 -0.43716408],[0. 0. 0.],[-0.59733496 -0.52844868  1.44191157],[-1.30408598  0.27812355 -0.36264572],[0. 0. 0.],[-2.76829514 -0.5128142  -1.81781873],[-0.80146698  0.48316048 -1.0535346 ]
[-2.43613873 -0.78132557 -1.68275795],[ 2.73168006  0.40821088 -1.56651797],[0. 0. 0.],[-2.10200156 -0.55408072 -0.92227746],[ 2.58609724  0.17635432 -0.60133947],[0. 0. 0.],[ 1.11274905 -0.28197874 -0.44875022],[ 0.19688382 -0.0444209  -0.442491  ],[0. 0. 0.],[-0.60420527 -0.52634798  1.42573673],[-1.24780971  0.27560116 -0.38065296],[0. 0. 0.],[-2.76512473 -0.51693364 -1.81849518],[-0.80187402  0.48537458 -1.0571796 ]
[-2.47707392 -0.76946992 -1.73009868],[ 2.77213268  0.4261827  -1.71693103],[0. 0. 0.],[-2.10704464 -0.55748577 -0.93212594],[ 2.5974443   0.16889074 -0.58914861],[0. 0. 0.],[ 1.00699048 -0.2745607  -0.49145001],[ 0.32506146 -0.07193912 -0.43205465],[0. 0. 0.],[-0.57054516 -0.50713577  1.44740277],[-1.22689934  0.27520275 -0.38840447],[0. 0. 0.],[-2.75892593 -0.50497563 -1.82873375],[-0.79792798  0.47849211 -1.04905647]
[-2.6372338  -0.85926067 -2.11700593],[ 2.91155161  0.59263587 -2.41808201],[0. 0. 0.],[-2.12625232 -0.57954798 -0.98402817],[ 2.59578167  0.17925751 -0.62138322],[0. 0. 0.],[ 0.99510918 -0.28271689 -0.51250559],[ 0.33786438 -0.07739349 -0.44642852],[0. 0. 0.],[-0.64146548 -0.54068944  1.39051932],[-1.17400449  0.28068857 -0.41852114],[0. 0. 0.],[-2.758704  -0.5020316 -1.8272646],[-0.80060008  0.47819365 -1.04526683]
[-2.74267997 -0.88253807 -2.33282449],[ 3.01206504  0.64204428 -2.75635487],[0. 0. 0.],[-2.16110911 -0.59134118 -1.03724149],[ 2.59472824  0.19341435 -0.66603388],[0. 0. 0.],[ 1.13553875 -0.241296   -0.37567483],[ 0.25888463 -0.07424521 -0.55586342],[0. 0. 0.],[-0.66954221 -0.55237191  1.36736423],[-1.11941082  0.30426841 -0.47998273],[0. 0. 0.],[-2.75591394 -0.50800711 -1.81779934],[-0.80164269  0.48453596 -1.0558936 ]
[-2.88975899 -0.90119362 -2.62975688],[-3.10500569  0.66249411  3.03529843],[0. 0. 0.],[-2.17737979 -0.5847306  -1.04395043],[ 2.62048996  0.17972046 -0.65180872],[0. 0. 0.],[ 1.15470048 -0.26017343 -0.39640856],[ 0.24216854 -0.06701522 -0.53762301],[0. 0. 0.],[-0.70593443 -0.56316689  1.33132229],[-1.07082616  0.3096086  -0.51447259],[0. 0. 0.],[-2.75898167 -0.5117794  -1.81636059],[-0.81178647  0.488628   -1.05128831]
[-2.89452224 -0.88062241 -2.62623938],[-3.13195053  0.64041964  3.11251884],[0. 0. 0.],[-2.18520125 -0.56592769 -1.02246524],[ 2.62303369  0.15381872 -0.56548013],[0. 0. 0.],[ 1.15947389 -0.24090165 -0.36556855],[ 0.22481515 -0.07021539 -0.60328396],[0. 0. 0.],[-0.68434194 -0.55046991  1.34074529],[-1.10627809  0.29970703 -0.47966176],[0. 0. 0.],[-2.75500772 -0.50840633 -1.80208724],[-0.81739237  0.49418272 -1.05482107]
[-2.89462101 -0.88578827 -2.62972226],[ 3.08331109  0.65691889 -2.97094781],[0. 0. 0.],[-2.19592235 -0.56145758 -1.0265706 ],[ 2.6243637   0.15187755 -0.56011094],[0. 0. 0.],[ 1.12722146 -0.23819746 -0.37426163],[ 0.30537062 -0.09639924 -0.60752814],[0. 0. 0.],[-0.69880667 -0.55632477  1.32952264],[-1.08223069  0.30418545 -0.49946734],[0. 0. 0.],[-2.75594177 -0.51040475 -1.80083119],[-0.82354584  0.49610439 -1.05102558]
[-2.93654455 -0.89589731 -2.71974586],[-3.12603565  0.67240119  3.09708282],[0. 0. 0.],[-2.22578378 -0.58243033 -1.09282588],[ 2.5951614   0.20238332 -0.69526636],[0. 0. 0.],[ 1.14207092 -0.21964515 -0.33996577],[ 0.35463124 -0.11178365 -0.6052699 ],[0. 0. 0.],[-0.6934576  -0.55091718  1.32763585],[-1.12854264  0.32102121 -0.50087052],[0. 0. 0.],[-2.75372762 -0.52585451 -1.79780729],[-0.82330163  0.49996467 -1.05834357]
[-2.9825273  -0.88788753 -2.80952434],[ 3.10774804  0.64328337 -3.04009947],[0. 0. 0.],[-2.29980701 -0.57696348 -1.17083341],[ 2.59539011  0.2221547  -0.75791166],[0. 0. 0.],[ 1.18948432 -0.3167668  -0.4637429 ],[ 0.20108635 -0.05413073 -0.52434534],[0. 0. 0.],[-0.78161467 -0.58143593  1.25619241],[-1.06375691  0.35287606 -0.58839406],[0. 0. 0.],[-2.74440099 -0.58123044 -1.79313498],[-0.8032444   0.51636911 -1.11257594]
[-2.96467644 -0.87510641 -2.7668589 ],[ 3.07654476  0.62870774 -2.94212177],[0. 0. 0.],[-2.30560683 -0.54639867 -1.12559845],[ 2.60125257  0.21190487 -0.73330845],[0. 0. 0.],[ 1.16468615 -0.37060476 -0.55464325],[ 0.13846663 -0.03306633 -0.46814575],[0. 0. 0.],[-0.74965379 -0.57791548  1.29416676],[-1.03653428  0.33616571 -0.57842169],[0. 0. 0.],[-2.7408158  -0.5874541  -1.79056988],[-0.79546799  0.51784254 -1.12501485]
[-2.96565339 -0.87210554 -2.7674631 ],[ 3.08250923  0.62777492 -2.96003171],[0. 0. 0.],[-2.32788203 -0.54699152 -1.15419163],[ 2.60084506  0.23675753 -0.8107084 ],[0. 0. 0.],[ 1.1754968  -0.37082344 -0.5488057 ],[ 0.13560109 -0.0324752  -0.46947215],[0. 0. 0.],[-0.68723966 -0.54803561  1.33175962],[-1.10300284  0.324189   -0.5196356 ],[0. 0. 0.],[-2.74246202 -0.58922102 -1.79466588],[-0.79541296  0.51639428 -1.12244277]
[-2.93888015 -0.86147276 -2.70595206],[ 3.05090678  0.61942062 -2.85988993],[0. 0. 0.],[-2.32008587 -0.53573876 -1.12464805],[ 2.61038383  0.2196999  -0.77038365],[0. 0. 0.],[ 1.17602131 -0.36991128 -0.54719673],[ 0.11867905 -0.02904264 -0.47948864],[0. 0. 0.],[-0.64499683 -0.52676814  1.35790826],[-1.17215778  0.32733089 -0.48760254],[0. 0. 0.],[-2.742125   -0.58992032 -1.79541881],[-0.79375341  0.51573677 -1.12333806]
[-2.91586623 -0.85141656 -2.65169473],[ 3.02202266  0.61209897 -2.76716438],[0. 0. 0.],[-2.32419434 -0.53830247 -1.13426259],[ 2.59959751  0.2386786  -0.81487465],[0. 0. 0.],[ 1.15680105 -0.37179157 -0.56092594],[ 0.12562129 -0.02928034 -0.45744121],[0. 0. 0.],[-0.63478579 -0.51493916  1.35139261],[-1.19590981  0.31485778 -0.45793507],[0. 0. 0.],[-2.73995145 -0.58386688 -1.79786403],[-0.79245694  0.5111132  -1.11650294]
[-2.91998667 -0.84506948 -2.6564334 ],[ 3.03207193  0.61847148 -2.80175453],[0. 0. 0.],[-2.31642675 -0.53370012 -1.11655416],[ 2.6055486   0.2258507  -0.78323669],[0. 0. 0.],[ 1.14665635 -0.37339244 -0.56922757],[ 0.13831852 -0.03202398 -0.45436609],[0. 0. 0.],[-0.65002979 -0.5239545   1.34428987],[-1.18602089  0.31976746 -0.46973801],[0. 0. 0.],[-2.7388484  -0.58041921 -1.80053124],[-0.790262    0.50878978 -1.11499925]
[-2.89191093 -0.82525162 -2.58321902],[ 3.02757575  0.60890485 -2.78226081],[0. 0. 0.],[-2.31796322 -0.53812702 -1.12624799],[ 2.60704328  0.22755121 -0.79066996],[0. 0. 0.],[ 1.13784575 -0.37848288 -0.58204792],[ 0.15226705 -0.03276557 -0.4231474 ],[0. 0. 0.],[-0.65491373 -0.52858896  1.34544207],[-1.16626424  0.31457776 -0.4718981 ],[0. 0. 0.],[-2.73806863 -0.5790249  -1.80470991],[-0.78823458  0.50637324 -1.11310068]
[-2.90081163 -0.8222144  -2.60021509],[ 3.0354417   0.60496782 -2.80434406],[0. 0. 0.],[-2.32387196 -0.5422016  -1.14074162],[ 2.61147118  0.23325389 -0.81490614],[0. 0. 0.],[ 1.12500323 -0.37126254 -0.57901514],[ 0.17689225 -0.03852946 -0.42789305],[0. 0. 0.],[-0.65394351 -0.52864444  1.34710322],[-1.17690053  0.31773576 -0.47126801],[0. 0. 0.],[-2.73832878 -0.57855373 -1.80674055],[-0.78764223  0.5066642  -1.11438869]
[-2.98657473 -0.83544017 -2.79513444],[-3.05741768  0.62713339  2.88329773],[0. 0. 0.],[-2.33348691 -0.54090134 -1.15050352],[ 2.64349916  0.22873039 -0.84844877],[0. 0. 0.],[ 1.13556572 -0.37570762 -0.57929191],[ 0.16137119 -0.03572336 -0.43484911],[0. 0. 0.],[-0.64737486 -0.52414401  1.34894362],[-1.1773745   0.31632195 -0.46898112],[0. 0. 0.],[-2.74190131 -0.57618238 -1.80883481],[-0.79447058  0.50815037 -1.10852293]
[-2.99041137 -0.83036833 -2.80129679],[-3.05040599  0.62501627  2.8610236 ],[0. 0. 0.],[-2.34467744 -0.54737516 -1.17627281],[ 2.66288663  0.24294147 -0.92766354],[0. 0. 0.],[ 1.15456529 -0.36370076 -0.55034362],[ 0.14871265 -0.03626015 -0.47752232],[0. 0. 0.],[-0.67110692 -0.5360452   1.33413165],[-1.1774212   0.3266336  -0.48392541],[0. 0. 0.],[-2.7416757  -0.57490291 -1.8092542 ],[-0.79555339  0.50724051 -1.10549255]
[-2.98024691 -0.82384964 -2.7756501 ],[-3.06177635  0.61783035  2.89264892],[0. 0. 0.],[-2.35080822 -0.54741308 -1.18429076],[ 2.66402339  0.25632586 -0.97376734],[0. 0. 0.],[ 1.13829296 -0.37001665 -0.56917336],[ 0.15736108 -0.03764673 -0.4687674 ],[0. 0. 0.],[-0.68415658 -0.5400338   1.32148284],[-1.16695566  0.33070275 -0.49519298],[0. 0. 0.],[-2.73933771 -0.57749148 -1.80668965],[-0.79252698  0.50855088 -1.11170242]
[-2.97496815 -0.82263425 -2.76329077],[-3.06854052  0.61132621  2.91101104],[0. 0. 0.],[-2.34810383 -0.54917566 -1.1839041 ],[ 2.66215748  0.25827428 -0.9767513 ],[0. 0. 0.],[ 1.13724109 -0.37469832 -0.57677797],[ 0.15116918 -0.0353929  -0.45917087],[0. 0. 0.],[-0.7041665  -0.54999843  1.30981436],[-1.15444803  0.32675797 -0.49586798],[0. 0. 0.],[-2.73787735 -0.5748039  -1.80696052],[-0.79179157  0.50646804 -1.10878871]
[-2.9605167  -0.81910743 -2.72926318],[-3.0941443   0.60159565  2.98890601],[0. 0. 0.],[-2.34816388 -0.55003292 -1.1855025 ],[ 2.65509123  0.26306444 -0.97954731],[0. 0. 0.],[ 1.12356875 -0.36767752 -0.57446896],[ 0.16400586 -0.0388315  -0.46402599],[0. 0. 0.],[-0.74173856 -0.56887182  1.28935541],[-1.11957764  0.32828687 -0.51680891],[0. 0. 0.],[-2.7372697  -0.57499531 -1.80686439],[-0.78877655  0.50751731 -1.11452963]
[-2.92797889 -0.82707116 -2.6623533 ],[-3.09159971  0.62372089  2.98679564],[0. 0. 0.],[-2.33043281 -0.55480301 -1.17111386],[ 2.64632429  0.25372916 -0.9344836 ],[0. 0. 0.],[ 1.14775292 -0.33855817 -0.51694991],[ 0.16150744 -0.04431458 -0.5345547 ],[0. 0. 0.],[-0.69843616 -0.55051797  1.31936691],[-1.14631714  0.31398482 -0.48101317],[0. 0. 0.],[-2.735161   -0.55691444 -1.8051962 ],[-0.79379258  0.49843833 -1.09142443]
[-2.88024275 -0.82223129 -2.55600169],[ 3.12559218  0.6278092  -3.09231449],[0. 0. 0.],[-2.31570712 -0.56381445 -1.16818165],[ 2.62327316  0.27161451 -0.95180993],[0. 0. 0.],[ 1.12890006 -0.32826088 -0.51168522],[ 0.1835486  -0.05294139 -0.56024971],[0. 0. 0.],[-0.65036377 -0.52993331  1.35535133],[-1.20080301  0.30814217 -0.44607058],[0. 0. 0.],[-2.73425812 -0.54647144 -1.80895679],[-0.79009062  0.49427294 -1.08828132]
