23_x,23_y,23_z,23_v,24_x,24_y,24_z,24_v,25_x,25_y,25_z,25_v,26_x,26_y,26_z,26_v,27_x,27_y,27_z,27_v,28_x,28_y,28_z,28_v,29_x,29_y,29_z,29_v,30_x,30_y,30_z,30_v,31_x,31_y,31_z,31_v,32_x,32_y,32_z,32_v,r_knee_angle,l_knee_angle,r_knee_angle_x,r_knee_angle_y,r_knee_angle_z,l_knee_angle_x,l_knee_angle_y,l_knee_angle_z,r_hip_angle_x,r_hip_angle_y,r_hip_angle_z,l_hip_angle_x,l_hip_angle_y,l_hip_angle_z,r_ankle_angle_x,r_ankle_angle_y,r_ankle_angle_z,l_ankle_angle_x,l_ankle_angle_y,l_ankle_angle_z,frame
0.5336536169052124,0.5195401310920715,-0.10600850731134415,0.9988075494766235,0.4626511037349701,0.5217500329017639,0.10570602118968964,0.9981011152267456,0.5433080196380615,0.7337408661842346,-0.09490381181240082,0.9350072741508484,0.45655837655067444,0.7177333235740662,0.11591792106628418,0.8976171016693115,0.5536765456199646,0.9468892812728882,0.023882251232862473,0.9327937960624695,0.46281003952026367,0.9189727902412415,0.2504827380180359,0.8377557992935181,0.5561256408691406,0.9652597904205322,0.024531755596399307,0.7582750916481018,0.47861456871032715,0.9482004046440125,0.2561901807785034,0.8040930032730103,0.5192667245864868,1.0039030313491821,-0.14090509712696075,0.8855276107788086,0.40450921654701233,0.9708174467086792,0.1368180364370346,0.821397066116333,149.0452926971517,153.86214910009576,88.52070669547328,33.798403302034394,56.242910974367334,87.56686952265204,29.223161426480758,60.89817671818363,91.77822652156706,3.4721835485545354,87.01868290325812,87.42278163836173,3.9298020661059874,87.03530641246351,115.01693272671147,67.91039471851187,145.5346921868535,101.16310380066582,71.28984699449052,157.99569349884723,1284
0.5323315858840942,0.5165613889694214,-0.1087888851761818,0.9988060593605042,0.46266764402389526,0.519783079624176,0.10846111923456192,0.9981129765510559,0.5429671406745911,0.7314212918281555,-0.10139580816030502,0.9341026544570923,0.45348507165908813,0.7172128558158875,0.11015083640813828,0.8957763910293579,0.5525808930397034,0.946130096912384,0.014304481446743011,0.9344856142997742,0.4627161920070648,0.9225366711616516,0.24612441658973694,0.8418614268302917,0.554848313331604,0.9655555486679077,0.01684371940791607,0.7641482353210449,0.478516161441803,0.9516239762306213,0.2514426112174988,0.8072986006736755,0.519803524017334,1.0047649145126343,-0.1487226039171219,0.8897972702980042,0.3996841311454773,0.9720210433006287,0.13225843012332916,0.8276212215423584,146.63785347500283,153.6720589794409,87.85330554751363,33.57477691473424,56.51251794706292,87.74273863848386,28.401320879871292,61.705027009274836,92.6628431719004,2.7075841115916086,89.51017134953203,87.16784806002275,3.4498682741815805,88.03170502330094,116.91660298539101,69.18238863783904,144.86315950991911,100.71317819205494,70.57699668404659,157.6061685236053,1285
0.5310598611831665,0.5155046582221985,-0.11501383781433105,0.99876868724823,0.4628981947898865,0.5186051726341248,0.11468694359064102,0.9980863332748413,0.5425663590431213,0.7333786487579346,-0.12347124516963959,0.9311391711235046,0.4533063769340515,0.7175906300544739,0.09291107952594757,0.8890695571899414,0.5518457293510437,0.9464311003684998,0.011760523542761803,0.9338209629058838,0.4638170301914215,0.9264276623725891,0.23269745707511902,0.8400672078132629,0.5548359155654907,0.965866208076477,0.014175059273838997,0.7660719752311707,0.4802888035774231,0.9548734426498413,0.23892375826835632,0.8078003525733948,0.5182496905326843,1.0049339532852173,-0.15080906450748444,0.8906354904174805,0.39844077825546265,0.9730127453804016,0.12086260318756104,0.8282853960990906,139.64337063456034,145.39632303647042,87.6050203335776,33.87131967952662,56.23687160056097,87.8940528962628,32.465627398280525,57.619849385606805,92.74337432721416,6.819075751503923,96.23809431211954,86.97913882736195,3.7500244698865184,92.21989425796436,118.35275505619067,70.220695811293,144.3289214643368,101.00378271836857,70.58668515288633,157.46251853857805,1286
0.5292743444442749,0.510136067867279,-0.11977814137935638,0.9987468123435974,0.46263808012008667,0.5130594968795776,0.11941132694482803,0.9980539679527283,0.5405207872390747,0.7290288805961609,-0.1365930140018463,0.9319177269935608,0.4526127874851227,0.7168605327606201,0.09927630424499512,0.8833321928977966,0.5517811179161072,0.9464989900588989,-0.05506883189082146,0.936197817325592,0.4641597867012024,0.9275754690170288,0.22851422429084778,0.8403254747390747,0.5548967719078064,0.9663127660751343,-0.056809891015291214,0.773707389831543,0.480383962392807,0.9570192694664001,0.22146017849445343,0.8085953593254089,0.5181742310523987,1.0049270391464233,-0.2258410006761551,0.8959868550300598,0.3982608914375305,0.9754677414894104,0.10433585941791534,0.8315321207046509,142.44827379273934,155.0884579435683,87.32549070199875,31.623673433652,58.516206556782784,87.2242483567715,20.728364473539212,69.47541524547152,92.80257641875714,6.298040969739532,95.63559573699926,87.06742438114638,5.2800615998479135,94.38694719525857,116.34146343345704,71.18732666722238,146.73425718306657,100.54752348884658,71.4430151044374,158.46087007176746,1287
0.5281986594200134,0.511582612991333,-0.12025383859872818,0.9987226128578186,0.4623311161994934,0.5131993293762207,0.11993434280157089,0.9980432987213135,0.5404895544052124,0.7302433252334595,-0.12897410988807678,0.9314824342727661,0.4509066641330719,0.7158707976341248,0.1138496994972229,0.8815540671348572,0.5519455075263977,0.9465814232826233,-0.04064590856432915,0.9371084570884705,0.4635944962501526,0.9274529814720154,0.2271527796983719,0.8421996831893921,0.5555398464202881,0.9664443135261536,-0.03851184621453285,0.7770885229110718,0.47885313630104065,0.9570320844650269,0.22643601894378662,0.8111841678619385,0.5227640271186829,1.0050891637802124,-0.2055894434452057,0.8988713622093201,0.39460256695747375,0.9755927920341492,0.11062420904636383,0.8351379036903381,149.47911657134176,155.5376193718465,86.97394113180653,28.31805095838138,61.87355156687894,87.19331365498026,22.377330302634736,67.81846541529661,93.22485966085999,3.654274150616862,91.71690487540103,86.7853458712312,3.942602983048965,92.28017146293004,118.68767340613124,70.43055844028638,144.17290493198394,99.46635441770738,70.74622812131858,158.37732081643708,1288
0.5271588563919067,0.513755202293396,-0.11974958330392838,0.9986647963523865,0.46109429001808167,0.5151307582855225,0.11944637447595596,0.997996985912323,0.5395917296409607,0.7307420372962952,-0.123082734644413,0.930921196937561,0.44919055700302124,0.7158070206642151,0.09231635183095932,0.8822566270828247,0.5510305166244507,0.9431225061416626,-0.008783891797065735,0.9380929470062256,0.46248525381088257,0.9273673295974731,0.2228090465068817,0.8466333150863647,0.5553861856460571,0.9641774892807007,-0.005885596387088299,0.7807225584983826,0.4771691858768463,0.9568726420402527,0.22538702189922333,0.8145755529403687,0.5241793394088745,1.000669240951538,-0.16893218457698822,0.9016014337539673,0.3922399878501892,0.9755783677101135,0.10833197832107544,0.840411365032196,140.1336434874995,150.86715989993704,86.93844517422272,31.79906772575288,58.38369096037367,87.28463060050343,28.40753752857759,61.74638348955723,93.36416527961505,8.39813739614229,97.68595846999573,86.72104815571767,3.3948751653044544,90.87861477250704,119.48879771512128,70.25433586451447,143.34203073362852,98.9665949402444,70.48631393370077,158.37042030038958,1289
0.5265387296676636,0.5124804973602295,-0.1187591403722763,0.9986633062362671,0.4598780572414398,0.5132341384887695,0.118477001786232,0.9980337023735046,0.5390716791152954,0.7299848794937134,-0.11348135769367218,0.9329841732978821,0.449110746383667,0.7154576778411865,0.12228307873010635,0.8860123753547668,0.5510972738265991,0.9416840672492981,-0.0029977220110595226,0.9414095282554626,0.4619447588920593,0.92722487449646,0.24415616691112518,0.8552734851837158,0.5554181337356567,0.9642131924629211,-0.001145044807344675,0.7907207012176514,0.4767826497554779,0.9576900005340576,0.24689152836799622,0.8222137093544006,0.5334604978561401,1.000462293624878,-0.16735538840293884,0.9076597094535828,0.39128196239471436,0.9762557744979858,0.12482521682977676,0.8498053550720215,150.5422623816667,153.86592441617677,86.99319805045286,30.057419264159783,60.12474090042096,87.11705240289085,27.69822062452296,62.47824402825998,93.04727403386418,3.2322428147647635,88.92328039127251,86.70314074170982,3.577611260616914,88.61228142190025,118.71065831453673,70.52918813043749,144.21796655011013,95.76960565216183,70.42550367248828,159.5255710992278,1290
0.5256780385971069,0.5110448598861694,-0.11849590390920639,0.9986302852630615,0.458873987197876,0.5114842653274536,0.11822688579559326,0.9980030655860901,0.5380426645278931,0.7288334369659424,-0.11614269018173218,0.9326227307319641,0.44897255301475525,0.7151743173599243,0.11839356273412704,0.885149359703064,0.5510797500610352,0.940220057964325,-0.008076868019998074,0.9429123401641846,0.46048879623413086,0.9273251295089722,0.23842239379882812,0.8597695231437683,0.555382251739502,0.9630808234214783,-0.0077302055433392525,0.7951871156692505,0.47516384720802307,0.9576572775840759,0.2426435947418213,0.8256298303604126,0.5352734327316284,1.0003546476364136,-0.1710544377565384,0.9111934304237366,0.3881714642047882,0.9766241312026978,0.1190623864531517,0.855545163154602,150.05116000573716,153.5835635741271,87.29502662428703,29.612575295534462,60.536178531346316,86.85680051408217,27.24531178267473,62.966867650957035,92.7829733607896,2.783367949728087,89.95317090916245,86.75079389340833,3.3075917820864915,89.38193625155813,119.24841925475354,70.54426164007285,143.7487131614876,95.19894129492742,69.83416516038486,159.11775056796014,1291
0.5258568525314331,0.5112163424491882,-0.11782580614089966,0.9986132383346558,0.4589754045009613,0.5114454627037048,0.11755885928869247,0.99800705909729,0.5379055142402649,0.7279708385467529,-0.11272802203893661,0.9305833578109741,0.44953107833862305,0.7131784558296204,0.11665700376033783,0.8814808130264282,0.5505953431129456,0.9388603568077087,0.012033000588417053,0.9423007369041443,0.4603896141052246,0.926030695438385,0.24681568145751953,0.8608962893486023,0.5546018481254578,0.9621637463569641,0.015815820544958115,0.7973592877388,0.47457605600357056,0.9572776556015015,0.25212332606315613,0.8275925517082214,0.5349150896072388,0.9995625019073486,-0.14260204136371613,0.9121993780136108,0.38643577694892883,0.9762852191925049,0.13379481434822083,0.8584137558937073,147.88969657681426,150.78118223922797,87.50793449667032,31.534196793519346,58.58743516065757,87.0353644396383,30.737686620600535,59.43703972808862,92.68037376576868,2.6925757320292956,90.2558611671626,86.8192701110546,3.4540301856573086,88.65480196518067,120.87504751828558,69.59111504823659,141.65179081224397,95.39214986739366,68.66695370289843,157.93057899266734,1292
0.5260120630264282,0.5107634663581848,-0.11794881522655487,0.9986432790756226,0.45877939462661743,0.5114892721176147,0.11767593771219254,0.9980565309524536,0.5380240082740784,0.7283778786659241,-0.1129724383354187,0.9318102598190308,0.44960618019104004,0.7127647995948792,0.1271284520626068,0.8815653920173645,0.5517956614494324,0.938806414604187,0.008270545862615108,0.9439904093742371,0.46035027503967285,0.9258044362068176,0.24316994845867157,0.8640345931053162,0.5558393001556396,0.9622156620025635,0.008729996159672737,0.8018748760223389,0.47419866919517517,0.9571539163589478,0.24730443954467773,0.8303255438804626,0.5347087383270264,0.9990006685256958,-0.15354149043560028,0.9156925082206726,0.38604795932769775,0.9762970209121704,0.12939918041229248,0.8631609678268433,153.61466747086578,151.40620819189576,87.46411281531553,28.67972395118292,61.45367570417602,86.7544272299763,30.108449535013676,60.10360358117686,92.60660392487358,3.7442076770197907,87.313974607598,86.841400729811,3.4192280456089357,88.69198665013981,120.83465885804904,69.61572265753732,141.7048679443008,95.65222053985897,69.69833740625782,158.85859607658452,1293
