lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.07408339  0.03344914 -0.0012397 ],[-0.43408006  0.13753485  0.03037385],[0. 0. 0.],[ 0.09923316 -0.06768613  0.00336239],[-0.50682494  0.22441496  0.05834759],[0. 0. 0.],[ 0.25263155 -0.27958475 -1.67319564],[-0.29471046  0.2366482  -1.35058665],[0. 0. 0.],[-0.35840895 -0.26044597  1.25195052],[-0.48983144 -0.05957233  0.2373037 ],[0. 0. 0.],[-3.11437805 -0.25338341  1.85231824],[-0.60375616 -0.20674461  0.64317554]
[ 0.08449488  0.03091992 -0.00130717],[-0.44029663  0.1388434   0.0311172 ],[0. 0. 0.],[ 0.10495035 -0.0675396   0.00354875],[-0.51372061  0.22410558  0.05909452],[0. 0. 0.],[ 0.2610861  -0.28595381 -1.66278996],[-0.28704494  0.22969346 -1.34729815],[0. 0. 0.],[-0.32251976 -0.23184349  1.24252638],[-0.52814419 -0.07318987  0.26916991],[0. 0. 0.],[-3.11397941 -0.25494495  1.85083489],[-0.60145564 -0.20623868  0.64413046]
[ 0.11596593  0.01831105 -0.00106295],[-0.46635881  0.14606524  0.03474875],[0. 0. 0.],[ 0.13521062 -0.0783583   0.00530823],[-0.53998117  0.22960222  0.06380093],[0. 0. 0.],[ 0.32511164 -0.32800207 -1.57980679],[-0.10678192  0.06120742 -1.04041038],[0. 0. 0.],[-0.33086072 -0.2381443   1.24353909],[-0.47684583 -0.05829653  0.23878505],[0. 0. 0.],[-3.11636498 -0.26196219  1.85088492],[-0.59695227 -0.20300188  0.63937467]
[ 0.13408298  0.00628682 -0.00042211],[-0.42770136  0.14117644  0.03070809],[0. 0. 0.],[ 0.18097218 -0.10015985  0.00909543],[-0.52559131  0.24168252  0.06531188],[0. 0. 0.],[ 0.35871902 -0.34365384 -1.52701113],[-0.05409457  0.02898708 -0.98369895],[0. 0. 0.],[-0.27481671 -0.22175104  1.35571305],[-0.4797658  -0.02169733  0.08865343],[0. 0. 0.],[-3.11881549 -0.28274782  1.85185113],[-0.58289131 -0.19345806  0.62566334]
[ 0.14892436 -0.0036106   0.00026935],[-0.42238495  0.14001215  0.03006399],[0. 0. 0.],[ 0.29978255 -0.14669429  0.02219326],[-0.65491999  0.28232068  0.09646854],[0. 0. 0.],[ 0.35830529 -0.34338631 -1.52739559],[-0.02114209  0.00984267 -0.87139518],[0. 0. 0.],[-0.26078802 -0.21695479  1.38608001],[-0.50232155 -0.01340481  0.05223332],[0. 0. 0.],[-3.12406082 -0.29839712  1.85162149],[-0.57662496 -0.18818868  0.61615431]
[ 0.24829926 -0.04273662  0.00533396],[-0.60021591  0.18350615  0.05693132],[0. 0. 0.],[ 0.64412552 -0.27120418  0.09099144],[-1.1597971   0.39096084  0.25796104],[0. 0. 0.],[ 0.37161193 -0.3502386  -1.51029227],[-0.07055732  0.03799169 -0.98762113],[0. 0. 0.],[0.03763485 0.02600776 1.20933738],[-0.72989813 -0.10846567  0.28228335],[0. 0. 0.],[-3.13282833 -0.29514583  1.85489976],[-0.59027903 -0.18870047  0.60352377]
[ 0.42996445 -0.10790941  0.02358453],[-0.92985539  0.23483896  0.11820204],[0. 0. 0.],[ 0.98880461 -0.37795641  0.20547431],[-1.58418265  0.43002813  0.43564306],[0. 0. 0.],[ 0.39686132 -0.35257381 -1.44995257],[-0.02592125  0.01263755 -0.90722035],[0. 0. 0.],[0.12520097 0.08779543 1.22248505],[-0.79670426 -0.14078954  0.3320045 ],[0. 0. 0.],[ 3.13318396 -0.28205176  1.84087573],[-0.60704769 -0.18810242  0.58507495]
[ 0.6026647  -0.19879039  0.06196783],[-1.26366068  0.2763486   0.20286411],[0. 0. 0.],[ 1.23157065 -0.45976483  0.3281901 ],[-1.90392104  0.4381128   0.60597711],[0. 0. 0.],[ 0.44029718 -0.3676504  -1.3865436 ],[-0.022799    0.01017579 -0.8395631 ],[0. 0. 0.],[0.60133828 0.23810419 0.736371  ],[-0.88225516 -0.4072836   0.82458923],[0. 0. 0.],[ 3.10718733 -0.265021    1.83340991],[-0.63620421 -0.18964825  0.5623677 ]
[ 0.75498382 -0.27578686  0.10993907],[-1.4428234   0.27993345  0.24658418],[0. 0. 0.],[ 1.38460787 -0.50591823  0.4223087 ],[-2.09172391  0.42310626  0.71024078],[0. 0. 0.],[ 0.44825555 -0.37017373 -1.37523162],[-0.06037105  0.02742275 -0.85256169],[0. 0. 0.],[0.57896332 0.23847886 0.76487906],[-0.89362382 -0.38330602  0.76957284],[0. 0. 0.],[ 3.07842411 -0.24230033  1.83869578],[-0.68770504 -0.19695793  0.53843146]
[ 0.92389919 -0.33528985  0.16811844],[-1.61792122  0.29823309  0.31240137],[0. 0. 0.],[ 1.40210367 -0.55002751  0.46762939],[-2.10933446  0.43857136  0.74851237],[0. 0. 0.],[ 0.4311073  -0.35946317 -1.38531559],[-0.10480257  0.04322123 -0.78177516],[0. 0. 0.],[0.6655718  0.23896257 0.66859757],[-0.86079017 -0.42759929  0.88350227],[0. 0. 0.],[ 3.06511822 -0.24247415  1.86637556],[-0.70428153 -0.18808729  0.50252772]
[ 0.92565964 -0.38823174  0.19556391],[-1.61567385  0.3207956   0.33525657],[0. 0. 0.],[ 1.41703203 -0.5961522   0.51487735],[-2.13945765  0.44765629  0.78783462],[0. 0. 0.],[ 0.42895959 -0.35875026 -1.38838597],[-0.09199484  0.03965738 -0.81360522],[0. 0. 0.],[0.57567083 0.22871371 0.74016667],[-0.85707972 -0.34875896  0.73608353],[0. 0. 0.],[ 3.04258156 -0.24850036  1.88422326],[-0.72439135 -0.18067254  0.46931288]
[ 1.1563607  -0.41765896  0.27484113],[-1.82989305  0.2920091   0.37765695],[0. 0. 0.],[ 1.45538017 -0.64547611  0.57905773],[-2.19527722  0.48136409  0.89410693],[0. 0. 0.],[ 0.45156515 -0.37421013 -1.37865549],[-0.09570114  0.04063406 -0.80260184],[0. 0. 0.],[0.72738569 0.18547368 0.47929777],[-0.78669709 -0.44389031  0.99613956],[0. 0. 0.],[ 3.02590117 -0.25795606  1.88706589],[-0.74373327 -0.17738433  0.44834918]
[ 1.23959237 -0.45122234  0.32468682],[-1.98405508  0.28359933  0.43020212],[0. 0. 0.],[ 1.51575801 -0.67570774  0.64200252],[-2.2721716   0.47720272  0.96506669],[0. 0. 0.],[ 0.50913322 -0.39520435 -1.31164146],[-0.04460727  0.01724226 -0.73759483],[0. 0. 0.],[0.6699169  0.20269862 0.56852015],[-0.81864882 -0.40171758  0.87760758],[0. 0. 0.],[ 3.00952233 -0.26646579  1.89750715],[-0.75784479 -0.16885765  0.41886794]
[ 1.31369222 -0.45687452  0.35476931],[-1.9943624   0.28599599  0.43853899],[0. 0. 0.],[ 1.56913053 -0.6885863   0.68752846],[-2.31172517  0.48545218  1.02416261],[0. 0. 0.],[ 0.55427176 -0.422596   -1.29220216],[-0.01690079  0.00648948 -0.73321817],[0. 0. 0.],[0.7390355  0.17004233 0.43319299],[-0.83335759 -0.46668568  0.98561104],[0. 0. 0.],[ 2.99793926 -0.29642513  1.89491509],[-0.75863021 -0.16054975  0.39828272]
[ 1.37900863 -0.46527406  0.38583469],[-2.03366745  0.28100964  0.44957351],[0. 0. 0.],[ 1.64674382 -0.69047468  0.74031905],[-2.33974917  0.4839104   1.0544814 ],[0. 0. 0.],[ 0.61557356 -0.45123738 -1.25072248],[-0.03608829  0.01593301 -0.83146277],[0. 0. 0.],[0.65286633 0.20242299 0.58288753],[-0.90322268 -0.3582476   0.71454999],[0. 0. 0.],[ 2.98845608 -0.35310107  1.89109056],[-0.73334978 -0.14625772  0.37698824]
[ 1.41887961 -0.46660905  0.40251579],[-2.08019602  0.27430987  0.46198064],[0. 0. 0.],[ 1.68733762 -0.71127658  0.79092046],[-2.36106357  0.4847631   1.0823535 ],[0. 0. 0.],[ 0.66556669 -0.47837206 -1.22884144],[-0.04243833  0.01698637 -0.76137405],[0. 0. 0.],[0.70389793 0.2098786  0.55861708],[-0.94899975 -0.38780576  0.73032957],[0. 0. 0.],[ 2.97895601 -0.37351204  1.88317669],[-0.73340301 -0.13939333  0.35959727]
[ 1.48273973 -0.46934601  0.43100345],[-2.12874978  0.26668734  0.47456223],[0. 0. 0.],[ 1.7477175  -0.71786794  0.84273783],[-2.36642913  0.49538993  1.10923005],[0. 0. 0.],[ 0.70398178 -0.48785618 -1.1911079 ],[-0.03280623  0.01411219 -0.81242637],[0. 0. 0.],[0.97371908 0.15916475 0.29906071],[-0.96375982 -0.56997668  1.02121381],[0. 0. 0.],[ 2.97149249 -0.39261693  1.87753239],[-0.73671093 -0.13459654  0.34576166]
[ 1.63595429 -0.44737881  0.47642794],[-2.20795354  0.25751109  0.50293023],[0. 0. 0.],[ 1.80280703 -0.70609713  0.87165449],[-2.38293011  0.47676594  1.09487522],[0. 0. 0.],[ 0.67875666 -0.48187678 -1.21606267],[-0.00848489  0.00354083 -0.79067555],[0. 0. 0.],[1.01179112 0.16868183 0.30287677],[-0.98764739 -0.6003817   1.04371677],[0. 0. 0.],[ 2.96462967 -0.43410176  1.86915948],[-0.70651548 -0.12236909  0.32927812]
[ 1.71605927 -0.45772314  0.52649212],[-2.27060877  0.25940624  0.54663753],[0. 0. 0.],[ 1.83924868 -0.72912891  0.92854477],[-2.40576211  0.47490438  1.12130228],[0. 0. 0.],[ 0.7126475  -0.50183206 -1.20611536],[-1.71408171e-03  7.15444209e-04 -7.90818063e-01],[0. 0. 0.],[1.00108097 0.23618533 0.42718104],[-1.12651493 -0.4327994   0.67001349],[0. 0. 0.],[ 2.95639812 -0.46770639  1.88076507],[-0.70105835 -0.11241528  0.30538628]
[ 1.77975129 -0.44202457  0.5410482 ],[-2.31846427  0.23909808  0.53710089],[0. 0. 0.],[ 1.90512341 -0.72796933  0.98347331],[-2.44394342  0.46501036  1.15423553],[0. 0. 0.],[ 0.72654762 -0.51963161 -1.22047258],[-0.00358405  0.00137457 -0.732445  ],[0. 0. 0.],[0.89777495 0.22464175 0.46004952],[-0.94902916 -0.37467135  0.70706316],[0. 0. 0.],[ 2.95203399 -0.49540696  1.87463718],[-0.6841653  -0.10389918  0.28999769]
[ 1.79452373 -0.42955844  0.53367306],[-2.32538833  0.22345224  0.50776282],[0. 0. 0.],[ 1.89793931 -0.75280288  1.00799335],[-2.4427197   0.44252991  1.10612608],[0. 0. 0.],[ 0.73988781 -0.52124387 -1.20484096],[-0.00645959  0.00253301 -0.74740836],[0. 0. 0.],[0.97946898 0.27376337 0.50575043],[-0.89724143 -0.40596378  0.80810267],[0. 0. 0.],[ 2.94567187 -0.50353563  1.86512588],[-0.68408782 -0.10245205  0.28604133]
[ 1.84543221 -0.41166453  0.53811919],[-2.33374073  0.20841644  0.47994764],[0. 0. 0.],[ 1.9687543  -0.75380338  1.0746196 ],[-2.46523047  0.4360113   1.12421274],[0. 0. 0.],[ 0.75733608 -0.55074749 -1.23502934],[ 1.82997986e-03 -6.48837872e-04 -6.81462834e-01],[0. 0. 0.],[0.9385348  0.28133085 0.54465689],[-1.01519796 -0.43220335  0.75183746],[0. 0. 0.],[ 2.93666848 -0.54327819  1.85080383],[-0.666904   -0.09566809  0.27465997]
[ 1.88556363 -0.39297999  0.53516202],[-2.36704765  0.18887412  0.45636657],[0. 0. 0.],[ 2.02223578 -0.75926663  1.13415067],[-2.49547098  0.44194404  1.18197793],[0. 0. 0.],[ 0.78772712 -0.56972357 -1.2276418 ],[ 0.00672181 -0.00233483 -0.66862369],[0. 0. 0.],[0.6032139  0.24262376 0.74695962],[-1.06762796 -0.34356328  0.57102125],[0. 0. 0.],[ 2.93090601 -0.55433754  1.84478742],[-0.67360454 -0.09387029  0.26669618]
[ 1.91847278 -0.3808358   0.53649725],[-2.37024473  0.20209496  0.48945237],[0. 0. 0.],[ 2.08020701 -0.7572297   1.19143926],[-2.54091108  0.44023355  1.25123666],[0. 0. 0.],[ 0.69614303 -0.55822227 -1.33704042],[-0.02912656  0.01150505 -0.7523401 ],[0. 0. 0.],[0.71333098 0.35896056 0.90628367],[-1.30795567 -0.28482458  0.36984929],[0. 0. 0.],[ 2.9423056  -0.55454983  1.84926491],[-0.67652933 -0.0924803   0.26157408]
[ 1.89794649 -0.38859575  0.53594766],[-2.42599521  0.20412739  0.53473937],[0. 0. 0.],[ 2.06186642 -0.77006142  1.18926004],[-2.56026465  0.40651923  1.20661538],[0. 0. 0.],[ 0.63474994 -0.53103638 -1.3830157 ],[-0.08980665  0.03812132 -0.80246737],[0. 0. 0.],[0.61106026 0.34094731 0.99920572],[-1.15871132 -0.25231833  0.38297042],[0. 0. 0.],[ 2.9486254  -0.50112119  1.86104015],[-0.73313071 -0.10297943  0.2668755 ]
[ 1.9277791  -0.38624024  0.54907832],[-2.44110726  0.21370668  0.57119401],[0. 0. 0.],[ 2.14903378 -0.78562491  1.3063281 ],[-2.60396705  0.40500945  1.28098876],[0. 0. 0.],[ 0.62818579 -0.52054758 -1.37341714],[-0.04737837  0.02097636 -0.83349101],[0. 0. 0.],[0.61074068 0.34005714 0.99743352],[-1.23605295 -0.24056504  0.33680007],[0. 0. 0.],[ 2.95049647 -0.4957831   1.86494642],[-0.7437904  -0.10113288  0.25806452]
[ 1.97790826 -0.38233824  0.57227229],[-2.4715829   0.22074628  0.6163976 ],[0. 0. 0.],[ 2.24334067 -0.78916797  1.42511975],[-2.64198349  0.40334431  1.35112736],[0. 0. 0.],[ 0.60105012 -0.49290419 -1.36371104],[ 0.07927359 -0.03829828 -0.89978298],[0. 0. 0.],[-0.15667223 -0.1205422   1.31078402],[-0.74180235  0.03909635 -0.10045877],[0. 0. 0.],[ 2.95082605 -0.51646126  1.86711969],[-0.73869049 -0.09655045  0.24832336]
[ 1.99624558 -0.38359852  0.585082  ],[-2.48838234  0.23209566  0.66288407],[0. 0. 0.],[ 2.30379214 -0.78923121  1.50399295],[-2.66944193  0.38956545  1.3737548 ],[0. 0. 0.],[ 0.63731797 -0.51972126 -1.35667274],[ 0.01511478 -0.00698824 -0.86613296],[0. 0. 0.],[-0.18053023 -0.13286933  1.26776312],[-0.71118775  0.02069025 -0.05569927],[0. 0. 0.],[ 2.95117718 -0.51663748  1.87212792],[-0.74293542 -0.09359731  0.2392958 ]
[ 2.0144246  -0.38223712  0.59420031],[-2.5228292   0.22282529  0.67334882],[0. 0. 0.],[ 2.35863511 -0.79014522  1.58094942],[-2.70037092  0.36639288  1.38097095],[0. 0. 0.],[ 0.61336171 -0.51889391 -1.39518951],[-0.0187138   0.00851399 -0.85392049],[0. 0. 0.],[0.17291318 0.10046128 1.05121575],[-0.93207884 -0.12049975  0.2387155 ],[0. 0. 0.],[ 2.95295243 -0.50497075  1.87767367],[-0.75764626 -0.09314337  0.23310789]
[ 1.9972931  -0.39694279  0.60539431],[-2.51595518  0.23466357  0.69895761],[0. 0. 0.],[ 2.45163697 -0.81386465  1.75159553],[-2.73658486  0.36522211  1.46499497],[0. 0. 0.],[ 0.59945674 -0.50722319 -1.39580128],[-0.03630003  0.01572175 -0.8173671 ],[0. 0. 0.],[0.28265891 0.15142539 0.97965301],[-0.98498952 -0.15681492  0.29077383],[0. 0. 0.],[ 2.95224348 -0.46335125  1.89184927],[-0.79305331 -0.09492965  0.22592653]
[ 2.01657836 -0.39439525  0.613792  ],[-2.54004088  0.22013487  0.68452159],[0. 0. 0.],[ 2.50315174 -0.79877661  1.81289226],[-2.76478027  0.37595692  1.56846892],[0. 0. 0.],[ 0.6225649  -0.51764003 -1.37708677],[-0.03447132  0.01504691 -0.82309155],[0. 0. 0.],[0.32820187 0.19969165 1.08814917],[-1.09329191 -0.10144895  0.16647734],[0. 0. 0.],[ 2.94575573 -0.46799089  1.89057722],[-0.79451313 -0.09186359  0.21823439]
[ 2.03944632 -0.3859687   0.61571338],[-2.5543099   0.20881208  0.66717432],[0. 0. 0.],[ 2.54526237 -0.79230642  1.8742354 ],[-2.78995076  0.38176485  1.6547594 ],[0. 0. 0.],[ 0.65085465 -0.52820547 -1.35121732],[-0.03247725  0.01424156 -0.82646142],[0. 0. 0.],[-0.22474735 -0.16461999  1.26250228],[-0.64061211  0.04257614 -0.12818967],[0. 0. 0.],[ 2.94310531 -0.47663232  1.88811019],[-0.78861902 -0.08867753  0.21245214]
[ 2.05695653 -0.38134429  0.61997708],[-2.5615937   0.20431054  0.66179002],[0. 0. 0.],[ 2.58677121 -0.80180842  1.95848282],[-2.80814332  0.39369487  1.73977964],[0. 0. 0.],[ 0.64829071 -0.52464878 -1.34844662],[-0.02761816  0.01218435 -0.83093866],[0. 0. 0.],[-0.22442578 -0.16719138  1.27875602],[-0.64062955  0.04901224 -0.14750504],[0. 0. 0.],[ 2.9400213  -0.48079095  1.88868278],[-0.78756573 -0.0863537   0.20722339]
[ 2.06697966 -0.3753809   0.61720707],[-2.50361274  0.24263237  0.70724355],[0. 0. 0.],[ 2.61821495 -0.78974697  1.99921845],[-2.87466625  0.46567557  2.11124353],[0. 0. 0.],[ 0.6689083  -0.53334203 -1.33241695],[-0.01860442  0.00819552 -0.8298592 ],[0. 0. 0.],[-0.20536398 -0.14834817  1.24955939],[-0.65800904  0.04106428 -0.12014959],[0. 0. 0.],[ 2.93952575 -0.47759267  1.88890287],[-0.79717891 -0.08693784  0.20583895]
[ 2.08078271 -0.37227591  0.62141706],[-2.50641816  0.23981157  0.70265011],[0. 0. 0.],[ 2.61140141 -0.78421556  1.97970109],[-2.88040932  0.47659802  2.15027295],[0. 0. 0.],[ 0.68295565 -0.54121447 -1.32555079],[-0.01447101  0.0062793  -0.81879718],[0. 0. 0.],[-0.23087346 -0.19094061  1.38063453],[-0.66422928  0.09457834 -0.27272952],[0. 0. 0.],[ 2.93449306 -0.483847    1.8886825 ],[-0.79495773 -0.08403301  0.1996146 ]
[ 2.13852596 -0.35467153  0.63183532],[-2.51231204  0.23995511  0.70951364],[0. 0. 0.],[ 2.64767126 -0.74879255  2.00068548],[-2.91129568  0.46383692  2.23078582],[0. 0. 0.],[ 0.66166387 -0.5361056  -1.34912384],[-0.01627004  0.00773521 -0.88757942],[0. 0. 0.],[-0.04142289 -0.03364747  1.36433452],[-0.93233593  0.05710767 -0.11340844],[0. 0. 0.],[ 2.93776817 -0.53816537  1.87934662],[-0.75100585 -0.07723352  0.19539436]
[ 2.13805416 -0.36784538  0.65384379],[-2.503822    0.2656536   0.76910656],[0. 0. 0.],[ 2.63926682 -0.74072205  1.97370901],[-2.92735181  0.48085988  2.31493002],[0. 0. 0.],[ 0.69506977 -0.54628385 -1.31658223],[ 0.00623323 -0.00294407 -0.88251453],[0. 0. 0.],[-0.26212297 -0.21961713  1.39309291],[-0.65229441  0.11055783 -0.32433585],[0. 0. 0.],[ 2.94309183 -0.54400643  1.8849219 ],[-0.74395678 -0.07565459  0.19340348]
[ 2.15546899 -0.36462423  0.66103643],[-2.50486886  0.28368577  0.81775008],[0. 0. 0.],[ 2.65367604 -0.7381232   1.99793268],[-2.93652342  0.46692812  2.32484885],[0. 0. 0.],[ 0.69406484 -0.55359528 -1.3316709 ],[ 0.01302967 -0.00608445 -0.87374269],[0. 0. 0.],[-0.24536684 -0.20588312  1.394773  ],[-0.67571102  0.11602271 -0.32765033],[0. 0. 0.],[ 2.9508453  -0.56135322  1.8813316 ],[-0.73205732 -0.07689559  0.20004304]
[ 2.1556714  -0.37286655  0.67535464],[-2.56201899  0.27816887  0.87786107],[0. 0. 0.],[ 2.65903638 -0.73636893  2.00600279],[-2.94584811  0.46247213  2.35141102],[0. 0. 0.],[ 0.68764472 -0.55099065 -1.33663948],[ 0.02772692 -0.01227684 -0.83362386],[0. 0. 0.],[-0.2737069  -0.21770777  1.34161547],[-0.64191572  0.09385669 -0.28066621],[0. 0. 0.],[ 2.95341115 -0.56011806  1.88775617],[-0.7333335  -0.07542431  0.19586497]
[ 2.14520816 -0.37584958  0.6726407 ],[-2.59819849  0.26065201  0.87950638],[0. 0. 0.],[ 2.67301794 -0.75753015  2.06119181],[-2.95194264  0.47415648  2.39158305],[0. 0. 0.],[ 0.68642885 -0.54680179 -1.33069898],[ 0.03542328 -0.01548852 -0.82432416],[0. 0. 0.],[-0.21342277 -0.1664912   1.32353039],[-0.70777948  0.07777709 -0.20985799],[0. 0. 0.],[ 2.95448527 -0.54985142  1.89113782],[-0.74151692 -0.0767954   0.19700903]
[ 2.13868754 -0.37916991  0.67342424],[-2.6066315   0.25471232  0.8742149 ],[0. 0. 0.],[ 2.68541157 -0.7707308   2.10206856],[-2.95521353  0.48009894  2.41210194],[0. 0. 0.],[ 0.6851923  -0.54637865 -1.33180492],[ 0.02757561 -0.01193032 -0.81661069],[0. 0. 0.],[-0.24478494 -0.19539158  1.34552945],[-0.6490957   0.08706024 -0.25749695],[0. 0. 0.],[ 2.95485501 -0.54248104  1.89359147],[-0.74645292 -0.07722899  0.19668575]
[ 2.13826025 -0.38057056  0.67546663],[-2.61035711  0.24392306  0.84661975],[0. 0. 0.],[ 2.69159951 -0.78443805  2.13085158],[-2.94879988  0.47768497  2.38554149],[0. 0. 0.],[ 0.662771   -0.53833248 -1.35161303],[ 0.00695034 -0.00308238 -0.83484616],[0. 0. 0.],[-0.17088806 -0.14194744  1.38555633],[-0.74575581  0.09501836 -0.24189971],[0. 0. 0.],[ 2.95521776 -0.53404978  1.89645356],[-0.7562274  -0.07921457  0.19886518]
[ 2.13740935 -0.38254119  0.67814937],[-2.60850766  0.24133969  0.8358868 ],[0. 0. 0.],[ 2.69180867 -0.78654346  2.13377875],[-2.94801672  0.48124701  2.38803707],[0. 0. 0.],[ 0.66434139 -0.53858848 -1.34961209],[ 0.00605654 -0.00268965 -0.83585658],[0. 0. 0.],[-0.1724229  -0.14305177  1.38436771],[-0.73942138  0.08880438 -0.22830845],[0. 0. 0.],[ 2.95481895 -0.53507092  1.89846661],[-0.75507277 -0.07849846  0.19740719]
