lefthip_angles_angles,leftknee_angles_angles,leftfoot_angles_angles,righthip_angles_angles,rightknee_angles_angles,rightfoot_angles_angles,leftshoulder_angles_angles,leftelbow_angles_angles,leftwrist_angles_angles,rightshoulder_angles_angles,rightelbow_angles_angles,rightwrist_angles_angles,hips_angles_angles,neck_angles_angles
[ 0.20036692  0.10337054 -0.01039997],[ 0.24206647  0.11216148 -0.01365605],[0. 0. 0.],[ 0.14492251  0.07219818 -0.00524301],[ 0.21406906  0.0958635  -0.01030787],[0. 0. 0.],[ 0.24027919 -0.12806041 -0.97647205],[ 0.08722076 -0.02890118 -0.63960391],[0. 0. 0.],[0.16328389 0.14593619 1.45826547],[-0.74026965 -0.31130783  0.76862594],[0. 0. 0.],[-3.12040547 -0.25116267 -1.8328978 ],[-0.87641869  0.36326734 -0.74706562]
[ 0.18721178  0.1072626  -0.01007942],[ 0.26418689  0.10599113 -0.0140957 ],[0. 0. 0.],[ 0.14109857  0.06853879 -0.00484529],[ 0.22225867  0.09924307 -0.01108343],[0. 0. 0.],[ 0.34233541 -0.14923857 -0.81637787],[ 0.07326833 -0.03007242 -0.77869013],[0. 0. 0.],[0.16023172 0.14261178 1.45412119],[-0.73121889 -0.3088092   0.7723149 ],[0. 0. 0.],[-3.11988277 -0.25444773 -1.83071195],[-0.87766916  0.36530568 -0.74985212]
[ 0.1801307   0.10113546 -0.00914124],[ 0.28285335  0.11133791 -0.01586804],[0. 0. 0.],[ 0.14734799  0.06717881 -0.00496016],[ 0.22434524  0.09954162 -0.01122206],[0. 0. 0.],[ 0.33663138 -0.14854423 -0.82548772],[ 0.0676178 -0.0280615 -0.7865198],[0. 0. 0.],[0.16584815 0.14605847 1.44355959],[-0.72207669 -0.31212058  0.78963208],[0. 0. 0.],[-3.11883593 -0.25335774 -1.82497674],[-0.87720167  0.36552046 -0.7506764 ]
[ 0.18381787  0.09481159 -0.00874515],[ 0.28330361  0.11405393 -0.01628217],[0. 0. 0.],[ 0.15181189  0.06453905 -0.00491002],[ 0.22028241  0.09885823 -0.01094141],[0. 0. 0.],[ 0.3113236  -0.14207387 -0.85139766],[-0.00578249  0.00255628 -0.83248373],[0. 0. 0.],[0.16611601 0.146045   1.44185989],[-0.71916227 -0.31221182  0.79298492],[0. 0. 0.],[-3.11689404 -0.25386389 -1.82038812],[-0.87685688  0.36731122 -0.75439924]
[ 0.2093013   0.09120815 -0.00958656],[ 0.28294264  0.12299015 -0.01753826],[0. 0. 0.],[ 0.15634177  0.06205259 -0.00486216],[ 0.2244821   0.1022934  -0.01153991],[0. 0. 0.],[ 0.3024292  -0.13861239 -0.85493762],[ 1.75330213e-03 -7.75272017e-04 -8.32660501e-01],[0. 0. 0.],[0.16496517 0.14484847 1.4405987 ],[-0.71692318 -0.31221724  0.79542512],[0. 0. 0.],[-3.11494465 -0.25331326 -1.81910672],[-0.87519104  0.36735285 -0.75596502]
[ 0.21347563  0.07221893 -0.00774122],[ 0.28541103  0.14018605 -0.02017461],[0. 0. 0.],[ 0.15954505  0.05190385 -0.00415023],[ 0.22471414  0.10986973 -0.01240918],[0. 0. 0.],[ 0.16915649 -0.09873083 -1.05527319],[-0.02419599  0.00843145 -0.67058597],[0. 0. 0.],[0.16235743 0.14235435 1.43918769],[-0.72335009 -0.31680219  0.79905673],[0. 0. 0.],[-3.10998842 -0.25258274 -1.81984859],[-0.87153986  0.36616305 -0.75695715]
[ 0.16836722  0.03203886 -0.00270377],[ 0.30414761  0.17427285 -0.02677475],[0. 0. 0.],[ 0.11119763  0.01331501 -0.00074107],[ 0.23745224  0.13584002 -0.01622857],[0. 0. 0.],[ 0.13513317 -0.08673795 -1.14046294],[-0.00610849  0.00178718 -0.56925778],[0. 0. 0.],[0.14645203 0.13106857 1.45969175],[-0.77369132 -0.35158766  0.82235522],[0. 0. 0.],[-3.09892196 -0.24002698 -1.82880656],[-0.85725095  0.36068319 -0.75927308]
[ 0.13702854 -0.02510752  0.00172301],[ 0.36861224  0.25473666 -0.04773786],[0. 0. 0.],[ 0.06560231 -0.02402448  0.00078835],[ 0.2544304   0.16749817 -0.02147342],[0. 0. 0.],[ 0.18983224 -0.12227829 -1.14288351],[-0.04048983  0.01136832 -0.54737924],[0. 0. 0.],[0.11060323 0.10111554 1.4810639 ],[-0.74617084 -0.31518457  0.77131285],[0. 0. 0.],[-3.08988409 -0.24213786 -1.84184035],[-0.85188819  0.35786602 -0.75865175]
[ 0.15875099 -0.05076774  0.00403906],[ 0.36221943  0.28456175 -0.05245034],[0. 0. 0.],[ 0.01992991 -0.06469994  0.00064498],[ 0.24793701  0.1897399  -0.02371309],[0. 0. 0.],[ 0.42387537 -0.20604299 -0.89584357],[ 0.07224577 -0.02219755 -0.59596947],[0. 0. 0.],[0.08401835 0.07700982 1.48371022],[-0.82130103 -0.36115791  0.79407529],[0. 0. 0.],[-3.07506352 -0.25311369 -1.86160174],[-0.84367782  0.35612881 -0.76277378]
[ 0.21638173 -0.09316279  0.01012611],[ 0.31254827  0.33052841 -0.05254494],[0. 0. 0.],[-0.00437428 -0.10307876 -0.00022565],[ 0.2885884   0.22169244 -0.03234257],[0. 0. 0.],[ 0.61273909 -0.23649434 -0.7185276 ],[ 0.06188657 -0.02056234 -0.64139593],[0. 0. 0.],[0.08263584 0.08582126 1.6086552 ],[-0.98082823 -0.2921219   0.5377092 ],[0. 0. 0.],[-3.05786485 -0.25577249 -1.87228987],[-0.83428715  0.3588253  -0.77692282]
[ 0.21210205 -0.14041365  0.01497142],[ 0.32128487  0.38162424 -0.06257905],[0. 0. 0.],[ 0.10897363 -0.09116112  0.00497544],[ 0.2414819   0.22264763 -0.02712458],[0. 0. 0.],[ 0.85058725 -0.21451893 -0.46677824],[ 0.07151419 -0.0249769  -0.67179414],[0. 0. 0.],[0.02131136 0.02179696 1.59332648],[-0.94256845 -0.29335745  0.56437304],[0. 0. 0.],[-3.04623044 -0.28285484 -1.87142387],[-0.84306026  0.37686724 -0.80420272]
[ 0.22146607 -0.2103079   0.02346918],[ 0.42235393  0.45198488 -0.09849767],[0. 0. 0.],[ 0.20502526 -0.10836465  0.01115863],[ 0.31597126  0.28446913 -0.04561991],[0. 0. 0.],[1.0428349  0.0421887  0.07342038],[ 0.22047627 -0.08761905 -0.75419373],[0. 0. 0.],[-0.04473894 -0.04491642  1.57475691],[-1.05355929 -0.33922468  0.57273318],[0. 0. 0.],[-3.0290344  -0.32380675 -1.87604957],[-0.8512623   0.38909426 -0.82000724]
[ 0.21481819 -0.27603585  0.0299515 ],[ 0.44932252  0.49402418 -0.11512009],[0. 0. 0.],[ 0.22659751 -0.15725352  0.01792974],[ 0.29584267  0.32968749 -0.04956637],[0. 0. 0.],[0.9904736  0.1177342  0.21736455],[ 0.31853264 -0.17444888 -0.9970779 ],[0. 0. 0.],[-0.10724941 -0.10693594  1.56786365],[-1.05045868 -0.29356392  0.49957191],[0. 0. 0.],[-3.01208448 -0.33948584 -1.86538663],[-0.85372897  0.39078888 -0.82087169]
[-0.18319126 -0.51655907 -0.04852177],[ 0.96058723  0.62982395 -0.33621979],[0. 0. 0.],[ 0.18342007 -0.23435119  0.02165115],[ 0.37164186  0.40260869 -0.07668787],[0. 0. 0.],[1.013857   0.09450338 0.16989118],[ 0.27223205 -0.14198548 -0.95779131],[0. 0. 0.],[-0.09035202 -0.10093384  1.68149031],[-1.17517671 -0.225044    0.33610225],[0. 0. 0.],[-2.99819631 -0.34201098 -1.85257396],[-0.85667431  0.39565695 -0.82733201]
[-0.18761364 -0.59331721 -0.05750249],[ 0.96291737  0.69397954 -0.37346719],[0. 0. 0.],[ 0.09602485 -0.31778602  0.01539892],[ 0.49059503  0.4733398  -0.12061202],[0. 0. 0.],[0.99807071 0.07692718 0.1409734 ],[ 0.28345601 -0.14974681 -0.96803857],[0. 0. 0.],[-0.09585942 -0.11006332  1.70877357],[-1.18344973 -0.20501369  0.30376951],[0. 0. 0.],[-2.98802157 -0.34456988 -1.84667061],[-0.85931544  0.40032131 -0.83363972]
[-0.44536167 -0.7299348  -0.17260565],[ 1.33742552  0.71742681 -0.57604197],[0. 0. 0.],[-0.08650363 -0.43478843 -0.01911869],[ 0.64236097  0.56199289 -0.19146964],[0. 0. 0.],[0.99427331 0.04383936 0.08076543],[ 0.25231845 -0.12052936 -0.88808188],[0. 0. 0.],[-0.07781969 -0.09006021  1.71653304],[-1.1743493  -0.21967809  0.3284578 ],[0. 0. 0.],[-2.97792859 -0.34176372 -1.8467406 ],[-0.8612277   0.40020071 -0.83154481]
[-0.81544768 -0.79696566 -0.3597573 ],[ 1.70494371  0.6639689  -0.75133012],[0. 0. 0.],[-0.45815145 -0.57230109 -0.13699358],[ 0.96462555  0.64921292 -0.34878258],[0. 0. 0.],[0.95744295 0.03081413 0.05936088],[ 0.30060319 -0.14237866 -0.88014141],[0. 0. 0.],[-0.09374916 -0.10640513  1.69729998],[-1.08565687 -0.19580903  0.32278256],[0. 0. 0.],[-2.97240285 -0.34068953 -1.84525603],[-0.86869631  0.40347585 -0.83048166]
[-1.06487466 -0.80731013 -0.49306278],[ 1.90159565  0.60320167 -0.82189606],[0. 0. 0.],[-0.86917769 -0.63505129 -0.30277153],[ 1.35427231  0.64829407 -0.52764916],[0. 0. 0.],[0.77009043 0.03934618 0.09702157],[ 0.41217768 -0.20185011 -0.90219472],[0. 0. 0.],[-0.06613345 -0.07588012  1.70795967],[-1.11997634 -0.19531539  0.31002789],[0. 0. 0.],[-2.95900635 -0.33816229 -1.84261646],[-0.86809229  0.40589158 -0.83560743]
[-1.3451451  -0.76294648 -0.61845075],[ 2.06846284  0.55874666 -0.89882562],[0. 0. 0.],[-1.32619796 -0.59401364 -0.46930793],[ 1.68080857  0.59987208 -0.66497775],[0. 0. 0.],[ 0.88354156 -0.09235379 -0.19479423],[ 0.16900271 -0.05803095 -0.66022641],[0. 0. 0.],[-0.03683751 -0.04210678  1.70412637],[-1.17411918 -0.21573347  0.32269609],[0. 0. 0.],[-2.94026037 -0.31937957 -1.84931578],[-0.85374381  0.40150322 -0.84136853]
[-1.44084314 -0.7533582  -0.66841778],[ 2.09384661  0.54652114 -0.90337398],[0. 0. 0.],[-1.40739693 -0.59580423 -0.50979021],[ 1.77625394  0.5828494  -0.70686225],[0. 0. 0.],[ 0.91786287 -0.18647692 -0.37406674],[ 0.08704841 -0.03278993 -0.72013868],[0. 0. 0.],[-0.03471393 -0.04084806  1.73283947],[-1.16118748 -0.21300122  0.32308159],[0. 0. 0.],[-2.92106171 -0.30282033 -1.83641594],[-0.84608685  0.39897387 -0.84413135]
[-1.5243313  -0.73911778 -0.70834261],[ 2.20311063  0.4689677  -0.88060349],[0. 0. 0.],[-1.43600676 -0.60214886 -0.52974707],[ 1.80935889  0.56465523 -0.70713314],[0. 0. 0.],[ 0.87047889 -0.18875025 -0.40165499],[ 0.12638566 -0.04505171 -0.68410484],[0. 0. 0.],[-6.03933275e-04 -7.21416424e-04  1.74762043e+00],[-1.18642813 -0.28036419  0.4126241 ],[0. 0. 0.],[-2.91128936 -0.29088967 -1.83341805],[-0.84206789  0.39919794 -0.84859027]
[-1.56746206 -0.75449729 -0.75221635],[ 2.20154567  0.51392879 -0.954745  ],[0. 0. 0.],[-1.48574367 -0.61803068 -0.57038065],[ 1.98784282  0.50306563 -0.75222954],[0. 0. 0.],[ 0.75754163 -0.23144676 -0.56834245],[ 0.10347916 -0.03025827 -0.56851707],[0. 0. 0.],[0.00639392 0.00770114 1.75575409],[-1.17523513 -0.24297382  0.36254617],[0. 0. 0.],[-2.90073786 -0.26264129 -1.82967228],[-0.84098784  0.39364835 -0.83893389]
[-1.63902268 -0.77578389 -0.82476338],[ 2.26895676  0.50908383 -1.01791493],[0. 0. 0.],[-1.54962661 -0.63786224 -0.62536211],[ 2.067997    0.4920154  -0.79856157],[0. 0. 0.],[ 0.73889056 -0.24641433 -0.61904211],[ 0.16317951 -0.04119626 -0.49359795],[0. 0. 0.],[0.00255013 0.00306807 1.75465648],[-1.20951784 -0.21476807  0.3094487 ],[0. 0. 0.],[-2.89440542 -0.25935088 -1.84016534],[-0.84667307  0.39153569 -0.82920831]
[-1.71781403 -0.78082855 -0.89010973],[ 2.34910827  0.45961968 -1.0197214 ],[0. 0. 0.],[-1.61652298 -0.65257649 -0.68086021],[ 2.15363435  0.45831458 -0.81750351],[0. 0. 0.],[ 0.79110512 -0.2613918  -0.60994512],[ 0.08544286 -0.02396678 -0.54665417],[0. 0. 0.],[-0.01416358 -0.01692836  1.74818223],[-1.18591866 -0.16681049  0.2468626 ],[0. 0. 0.],[-2.88094006 -0.26364531 -1.8490881 ],[-0.84498458  0.391823   -0.83142894]
[-1.80238862 -0.79133895 -0.97105748],[ 2.43533114  0.40975    -1.02669006],[0. 0. 0.],[-1.68339223 -0.65331092 -0.72500013],[ 2.30178017  0.35556796 -0.76524559],[0. 0. 0.],[ 0.77728465 -0.31377469 -0.73732173],[ 0.02514103 -0.00607407 -0.47409196],[0. 0. 0.],[4.10194998e-05 4.87775829e-05 1.74315975e+00],[-1.21317833 -0.19839264  0.28492669],[0. 0. 0.],[-2.86755881 -0.26630849 -1.85639547],[-0.84357964  0.39703894 -0.84290643]
[-1.85862303 -0.81057752 -1.04286373],[ 2.48453585  0.39091143 -1.05236178],[0. 0. 0.],[-1.70194522 -0.65685003 -0.74139688],[ 2.36296315  0.31700243 -0.74304736],[0. 0. 0.],[ 0.7042678  -0.30474742 -0.79171666],[ 0.01764991 -0.00440499 -0.48914745],[0. 0. 0.],[-0.01369845 -0.01639037  1.74925933],[-1.15565764 -0.15867527  0.2426551 ],[0. 0. 0.],[-2.85505819 -0.27079531 -1.8690941 ],[-0.83489127  0.39377971 -0.84530884]
[-1.9100262  -0.81189953 -1.09179123],[ 2.53680052  0.35939696 -1.05461421],[0. 0. 0.],[-1.7506167  -0.62953795 -0.74391633],[ 2.42971735  0.27044169 -0.70163107],[0. 0. 0.],[ 0.68333632 -0.30408715 -0.81367521],[ 0.03483356 -0.00788493 -0.44517598],[0. 0. 0.],[-0.01220629 -0.01417904  1.72005651],[-1.22675257 -0.20002587  0.28318864],[0. 0. 0.],[-2.84943949 -0.27546721 -1.87522411],[-0.83837325  0.39518005 -0.84452604]
[-1.99208389 -0.81145446 -1.17121505],[ 2.57871475  0.33652894 -1.06244188],[0. 0. 0.],[-1.7864073  -0.62939346 -0.76879753],[ 2.45711097  0.26842146 -0.72454492],[0. 0. 0.],[ 0.7487471  -0.30383314 -0.74311062],[-0.09110217  0.01922514 -0.41568668],[0. 0. 0.],[-0.05964769 -0.07025516  1.73386197],[-1.2050845  -0.16370931  0.23740428],[0. 0. 0.],[-2.84346131 -0.29267269 -1.87815636],[-0.84359016  0.40048767 -0.84954666]
[-2.04193619 -0.8410327  -1.2607248 ],[ 2.61569263  0.35678514 -1.18039235],[0. 0. 0.],[-1.80483538 -0.627393   -0.77963505],[ 2.50257163  0.23393184 -0.68252269],[0. 0. 0.],[ 0.78847691 -0.29231448 -0.68019638],[-0.03571326  0.00785265 -0.43283004],[0. 0. 0.],[-0.10948346 -0.13057103  1.74645248],[-1.26769166 -0.1529286   0.20771636],[0. 0. 0.],[-2.84073431 -0.30113392 -1.87658659],[-0.85146174  0.39999413 -0.84074413]
[-2.09153848 -0.88204765 -1.3675126 ],[ 2.61811616  0.39421672 -1.28120124],[0. 0. 0.],[-1.81165943 -0.64390756 -0.80443085],[ 2.50404641  0.2227211  -0.65337698],[0. 0. 0.],[ 0.85122139 -0.24852486 -0.53772993],[ 0.01898775 -0.00567383 -0.58072364],[0. 0. 0.],[-0.1805928  -0.22056884  1.77075812],[-1.24930073 -0.09529293  0.1320841 ],[0. 0. 0.],[-2.83628102 -0.30733098 -1.86285741],[-0.85264676  0.40688071 -0.85270558]
[-2.10233872 -0.87851664 -1.3752651 ],[ 2.61371897  0.394095   -1.27251084],[0. 0. 0.],[-1.83571347 -0.63831859 -0.81565773],[ 2.51538387  0.20441611 -0.61359631],[0. 0. 0.],[ 0.83698994 -0.2409305  -0.53146118],[ 0.04986602 -0.01573541 -0.61122197],[0. 0. 0.],[-0.23338801 -0.27874668  1.74939119],[-1.24647515 -0.06096087  0.08478372],[0. 0. 0.],[-2.8192041  -0.31342596 -1.84652866],[-0.84081804  0.41022127 -0.87107377]
[-2.20945321 -0.84689963 -1.46120303],[ 2.63788386  0.44520133 -1.44292307],[0. 0. 0.],[-1.93622177 -0.61197052 -0.86080575],[ 2.52155029  0.21250516 -0.64277409],[0. 0. 0.],[ 0.93836652 -0.23535296 -0.458228  ],[ 0.04871625 -0.01601336 -0.63505709],[0. 0. 0.],[-0.42166331 -0.45916648  1.65870512],[-1.18039565  0.06489744 -0.09684294],[0. 0. 0.],[-2.80668397 -0.39412365 -1.82564793],[-0.84096813  0.44245939 -0.932064  ]
[-2.28467167 -0.83139495 -1.53664801],[ 2.6634499   0.44720233 -1.50150672],[0. 0. 0.],[-1.98863602 -0.60790384 -0.89903951],[ 2.52934201  0.21810499 -0.66694797],[0. 0. 0.],[ 0.93200438 -0.28518946 -0.55612161],[ 0.08010377 -0.01979702 -0.48434038],[0. 0. 0.],[-0.43212756 -0.45978883  1.6349036 ],[-1.32077091  0.06014156 -0.07741456],[0. 0. 0.],[-2.79857431 -0.43446061 -1.82463743],[-0.83115269  0.46167855 -0.97878878]
[-2.35783274 -0.83107574 -1.63625547],[ 2.68839012  0.41289549 -1.47482515],[0. 0. 0.],[-2.01245981 -0.60659954 -0.91790284],[ 2.55423452  0.19766419 -0.63364763],[0. 0. 0.],[ 0.9575208  -0.29219331 -0.55249638],[ 0.07039978 -0.0179277  -0.4985265 ],[0. 0. 0.],[-0.42659481 -0.45780377  1.64369142],[-1.32679567  0.08270521 -0.10578178],[0. 0. 0.],[-2.79307902 -0.43583883 -1.8322566 ],[-0.83224999  0.46101959 -0.9763304 ]
[-2.38385873 -0.87274808 -1.72839243],[ 2.68611268  0.44623634 -1.54958345],[0. 0. 0.],[-2.00817474 -0.63446943 -0.95266724],[ 2.54604721  0.19715626 -0.62349092],[0. 0. 0.],[ 0.90693883 -0.27015417 -0.54392035],[ 0.14801205 -0.03988675 -0.52560874],[0. 0. 0.],[-0.40926814 -0.44920047  1.66666733],[-1.28173098  0.09312169 -0.12477458],[0. 0. 0.],[-2.78373365 -0.41912818 -1.83707441],[-0.82305716  0.45139922 -0.96860183]
[-2.36168737 -0.87292281 -1.69705006],[ 2.68302537  0.40340325 -1.43895911],[0. 0. 0.],[-1.99040942 -0.64346916 -0.94905319],[ 2.54621835  0.18971056 -0.6013992 ],[0. 0. 0.],[ 0.7521079  -0.28361623 -0.69390082],[ 0.04712294 -0.00974047 -0.40759518],[0. 0. 0.],[-0.3494247  -0.39636808  1.69946076],[-1.27156437  0.04534585 -0.06143474],[0. 0. 0.],[-2.7782515  -0.38247177 -1.83827042],[-0.81714712  0.44123079 -0.95590432]
[-2.37649344 -0.88458963 -1.7330382 ],[ 2.70259047  0.39735295 -1.46833335],[0. 0. 0.],[-1.99973145 -0.64909483 -0.96505175],[ 2.55453326  0.1896752  -0.60978454],[0. 0. 0.],[ 0.74433771 -0.24196402 -0.60384665],[ 0.18045214 -0.05134433 -0.5530975 ],[0. 0. 0.],[-0.34575955 -0.39527768  1.70732295],[-1.30327423  0.06496637 -0.0851478 ],[0. 0. 0.],[-2.77671655 -0.38068375 -1.84214494],[-0.81701296  0.44119009 -0.95597677]
[-2.36107198 -0.88092223 -1.70649904],[ 2.71270037  0.37781618 -1.44086523],[0. 0. 0.],[-1.9615089  -0.65700883 -0.94169071],[ 2.57096232  0.16922127 -0.56294802],[0. 0. 0.],[ 0.79632855 -0.20196168 -0.47277122],[ 0.21656796 -0.07143182 -0.63512278],[0. 0. 0.],[-0.30106436 -0.3502815   1.72430795],[-1.31645038  0.00235381 -0.00304398],[0. 0. 0.],[-2.78003241 -0.33696025 -1.84609393],[-0.82141518  0.42757311 -0.92497133]
[-2.53447166 -0.90309328 -1.99460733],[ 2.77924125  0.42032688 -1.72247994],[0. 0. 0.],[-1.97239861 -0.68937496 -0.99417019],[ 2.56068034  0.19713383 -0.63898626],[0. 0. 0.],[ 0.90569565 -0.2408545  -0.48751842],[ 0.10592638 -0.03262541 -0.59708507],[0. 0. 0.],[-0.30113937 -0.34491219  1.70846186],[-1.30826737 -0.02400049  0.03130063],[0. 0. 0.],[-2.78472207 -0.33083042 -1.85493327],[-0.83412888  0.42627467 -0.90878002]
[-2.65749899 -0.87895938 -2.17449508],[ 2.82633222  0.44794451 -1.92313102],[0. 0. 0.],[-2.06157401 -0.68499022 -1.07317047],[ 2.57370441  0.2126374  -0.70117935],[0. 0. 0.],[ 0.9734513  -0.12097326 -0.22788879],[ 0.26642649 -0.09568373 -0.68629678],[0. 0. 0.],[-0.56035055 -0.5502331   1.55160578],[-1.18221832  0.11194989 -0.16658789],[0. 0. 0.],[-2.77434854 -0.41835817 -1.8365563 ],[-0.83235641  0.45949265 -0.97336623]
[-2.71036401 -0.85076958 -2.24097586],[ 2.85905563  0.44170362 -2.01230365],[0. 0. 0.],[-2.11438749 -0.67180923 -1.108441  ],[ 2.5903719   0.21270974 -0.72190763],[0. 0. 0.],[ 1.01979817 -0.14738027 -0.26250342],[ 0.19044455 -0.06477169 -0.65403872],[0. 0. 0.],[-0.57665381 -0.55686807  1.53394944],[-1.24289219  0.12865571 -0.17942836],[0. 0. 0.],[-2.77059994 -0.46290094 -1.82428206],[-0.83350205  0.47923639 -1.00858865]
[-2.7234321  -0.82076574 -2.23411327],[ 2.87043091  0.43747018 -2.04074525],[0. 0. 0.],[-2.14971389 -0.65457791 -1.12077666],[ 2.60246975  0.20758176 -0.72107977],[0. 0. 0.],[ 1.04818622 -0.0933112  -0.16120263],[ 0.21287957 -0.08133059 -0.7277194 ],[0. 0. 0.],[-0.58911905 -0.55567272  1.50906956],[-1.22103305  0.15336729 -0.21874804],[0. 0. 0.],[-2.76589128 -0.49901146 -1.80365306],[-0.83949318  0.49551178 -1.03132632]
