lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal,lt_ank_frontal,lt_ank_transe,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,rt_ank_frontal,rt_ank_transe
119.82654326766337,14.767271726529378,155.30805926920578,34.21799089004266,-1.8242189251212357,-1.2408007894209354,34.21799089004266,-1.8242189251212357,-1.2408007894209354,119.59484216924895,-10.545799906610478,-161.8518857932569,40.01494727564203,6.1202222389261385,5.143964354089139,40.01494727564203,6.1202222389261385,5.143964354089139
127.40196067100725,15.920827141530838,159.54117763495444,31.726473285367398,-2.948485760906571,-1.8238989755327877,31.726473285367398,-2.948485760906571,-1.8238989755327877,129.74819682582475,-11.773312604643255,-165.93034649418416,37.176276181061105,7.1098780219755735,5.403820735488735,37.176276181061105,7.1098780219755735,5.403820735488735
131.1949648569043,17.231724915372077,160.4880091056891,29.955354200838887,-4.38473491807156,-2.530272917818308,29.955354200838887,-4.38473491807156,-2.530272917818308,133.78107024449278,-13.142250903840308,-166.30740801848768,35.134591067313586,8.291258083310934,5.855278128589858,35.134591067313586,8.291258083310934,5.855278128589858
139.06769653414136,19.275726264688004,163.12840415221044,27.754115616522775,-6.043236222306156,-3.188604011551002,27.754115616522775,-6.043236222306156,-3.188604011551002,143.29218474000743,-15.123871213145323,-168.60697404546207,31.679999934977847,9.596372807658572,5.956666074713429,31.679999934977847,9.596372807658572,5.956666074713429
141.88122788300242,21.10880471572946,163.14834440066554,26.720230716459877,-7.721785856140679,-3.90472015022654,26.720230716459877,-7.721785856140679,-3.90472015022654,145.2082462357583,-16.361291886855014,-168.47084982336222,30.463329967345995,10.770663516771641,6.384263345125589,30.463329967345995,10.770663516771641,6.384263345125589
145.3343819184387,22.313185487848738,164.1555610447934,24.46149070059167,-8.846305188894586,-4.049842930438595,24.46149070059167,-8.846305188894586,-4.049842930438595,147.9146761622905,-17.55616479043411,-168.78100357298982,27.95503623875405,11.960849247628895,6.414570847919913,27.95503623875405,11.960849247628895,6.414570847919913
147.54535291564645,23.135401595519028,164.79841834995332,23.097471122818504,-9.44466584075995,-4.058083708704513,23.097471122818504,-9.44466584075995,-4.058083708704513,150.52561970977277,-19.063656417834146,-168.9486459094298,26.60182766073972,13.16808131652209,6.6827556830587955,26.60182766073972,13.16808131652209,6.6827556830587955
150.81118530707897,24.330332981546032,165.82444689878338,21.961768182273605,-10.159409784850638,-4.133082661819171,21.961768182273605,-10.159409784850638,-4.133082661819171,154.13740102226106,-20.8161536274979,-169.5574388936555,26.072430959735392,14.165670343671664,7.04035920863378,26.072430959735392,14.165670343671664,7.04035920863378
151.4554326644709,25.48630007528671,165.46348990536245,22.043390632010144,-10.864119785892353,-4.443521647946204,22.043390632010144,-10.864119785892353,-4.443521647946204,155.55112535818319,-21.743015572392547,-169.7226561900661,25.829901228088108,14.777633979003026,7.276878203408289,25.829901228088108,14.777633979003026,7.276878203408289
153.69715513320236,27.03279338802977,165.84458399446484,22.246631885895106,-11.61203178546075,-4.804635429870985,22.246631885895106,-11.61203178546075,-4.804635429870985,157.16651113615995,-22.645294639060154,-170.03725936182593,25.91070009871737,15.27074269645137,7.555300849133025,25.91070009871737,15.27074269645137,7.555300849133025
155.99395447584445,29.245729982421473,165.9978827323832,21.74615258742473,-12.506293110323982,-5.05613065735046,21.74615258742473,-12.506293110323982,-5.05613065735046,159.3485204470146,-23.960100194235046,-170.491631184359,24.549621864644443,15.877528039743678,7.402485334001068,24.549621864644443,15.877528039743678,7.402485334001068
158.76450274188485,31.585205636946522,166.56266843927276,20.722960645004488,-13.2671362968335,-5.097492438485815,20.722960645004488,-13.2671362968335,-5.097492438485815,161.96045576789,-25.41451321377213,-171.2034387421982,22.768510333407754,16.736907694512002,7.193561227289491,22.768510333407754,16.736907694512002,7.193561227289491
160.08927088410175,32.67244403201002,166.9228630441361,19.255620801001115,-14.232481454827369,-5.063397568751665,19.255620801001115,-14.232481454827369,-5.063397568751665,163.23048561842114,-26.769684082763103,-171.35628117046724,21.357248820897443,17.60397919399477,7.072746498891768,21.357248820897443,17.60397919399477,7.072746498891768
161.6356054749612,34.53667294996026,167.130703104682,18.495056670234842,-15.041700262696262,-5.136502437618562,18.495056670234842,-15.041700262696262,-5.136502437618562,164.16515436407286,-27.956290515698683,-171.4395104388967,20.803752708913468,18.498378773641317,7.2442428857683945,20.803752708913468,18.498378773641317,7.2442428857683945
163.860098575785,37.34154994009501,167.5495377943481,18.824517160219838,-15.309635699204978,-5.331558936257445,18.824517160219838,-15.309635699204978,-5.331558936257445,165.0127612979091,-29.810455526309603,-171.27969973522596,20.09527345759979,19.244056023050327,7.2783849141154295,20.09527345759979,19.244056023050327,7.2783849141154295
164.71071590462847,39.39326324780361,167.34725747547583,19.123996656372103,-16.023996134124676,-5.687117362390836,19.123996656372103,-16.023996134124676,-5.687117362390836,165.7666469573293,-31.70604416051966,-171.09419745984013,20.086365879395675,19.864668470686357,7.526253792023055,20.086365879395675,19.864668470686357,7.526253792023055
167.14680891443774,43.549065031482165,167.76223077269043,19.310453083825056,-16.40793396734798,-5.890989616002368,19.310453083825056,-16.40793396734798,-5.890989616002368,167.4602587367059,-35.64041033632798,-170.93898478786187,20.748022163260874,20.14330801116697,7.9109148943246215,20.748022163260874,20.14330801116697,7.9109148943246215
167.42421303492992,45.439707667066735,167.2360206095097,19.422453920666996,-16.96556728617171,-6.139573507493692,19.422453920666996,-16.96556728617171,-6.139573507493692,167.75749713606442,-37.977737743269344,-170.38587337161687,21.308117337018793,20.73967580324751,8.401572445292881,21.308117337018793,20.73967580324751,8.401572445292881
168.68913216823626,47.876320647143025,167.5281453067444,18.833542386230498,-17.48320831317548,-6.13191522062222,18.833542386230498,-17.48320831317548,-6.13191522062222,168.69101593283338,-41.08918464356309,-170.10769008192688,21.3727030138405,21.097829301161227,8.5862829688216,21.3727030138405,21.097829301161227,8.5862829688216
170.10831319022486,52.05842314521945,167.39249969741354,19.14463159088661,-17.784378232709557,-6.353963423465176,19.14463159088661,-17.784378232709557,-6.353963423465176,170.07220134748437,-45.37957491567227,-169.94246839955605,21.329245788527533,21.19231747820995,8.608852257178096,21.329245788527533,21.19231747820995,8.608852257178096
