Frame,Right_Knee_X,Right_Knee_Y,Right_Knee_Z,Knee_Angle_Flex_Ext,Knee_Angle_Abd_Add,Knee_Angle_Int_Ext_Rot
0,0.5372216701507568,0.7330449819564819,0.0028150640428066254,92.12704562165257,-3.95915594503333,-118.21971655808296
1,0.537805438041687,0.7347220182418823,-0.0018440779531374574,93.4621262936729,-3.6842946886320567,-133.21474071478963
2,0.5381602644920349,0.7353639602661133,-0.004002141300588846,94.06789662518881,-3.524893477334813,-139.10247450919408
3,0.5384987592697144,0.7358130216598511,-0.006570377852767706,94.61148313301877,-3.349453820397091,-144.0358614833693
4,0.538604199886322,0.735958456993103,-0.0071830591186881065,94.6514511639144,-3.302043278429486,-144.65877257940105
5,0.5387907028198242,0.7359678149223328,-0.006676188670098782,94.50770068031899,-3.2212487466968027,-144.47743330986972
6,0.5387929677963257,0.7361215949058533,-0.006348501890897751,94.37394906633189,-3.20864043036748,-143.76154742478602
7,0.5387784242630005,0.7361142635345459,-0.00600929232314229,94.44291391191364,-3.1851628382478605,-144.38942194026419
8,0.5387760996818542,0.7361051440238953,-0.005774894263595343,94.35985124068672,-3.167759513447149,-144.02365090661326
9,0.5387741327285767,0.7361432313919067,-0.0057120849378407,94.4830763710261,-3.143045001570234,-144.99404471754957
10,0.5387482047080994,0.7361380457878113,-0.005545257590711117,94.46592971116331,-3.123092634862541,-145.06221825694215
11,0.5387430191040039,0.7361652851104736,-0.004999472759664059,94.43607661110467,-3.109662367476461,-144.9972025305255
12,0.5387546420097351,0.7363758087158203,-0.005429262761026621,94.55148043941057,-3.0718443065986336,-146.01464038554582
13,0.5387870073318481,0.7364011406898499,-0.005710585508495569,94.65985846856668,-3.043143992289258,-146.88648691846421
14,0.5387818217277527,0.73637455701828,-0.005918811075389385,94.79891971779222,-3.016691791841216,-147.88233905740648
15,0.5388104915618896,0.7365420460700989,-0.005949884653091431,94.80504397399439,-2.996555430321224,-148.08814731115086
16,0.5388327836990356,0.7366436123847961,-0.005735504906624556,94.78927086897832,-2.98140987444046,-148.13371069276278
17,0.5388455390930176,0.7367029786109924,-0.005661087576299906,94.90715018121384,-2.9566206353650726,-148.970023613413
18,0.5388883948326111,0.7368625402450562,-0.006725431885570288,95.35416684840243,-2.9126252020653545,-151.50354655929598
19,0.5388864278793335,0.7368465662002563,-0.006661966443061829,95.35340303065979,-2.9051633372119814,-151.56179319450447
20,0.5388367772102356,0.7365683317184448,-0.006625231355428696,95.37997817428604,-2.919313719028858,-151.56451950255564
21,0.5388067960739136,0.7364504933357239,-0.007106500212103128,95.65301301902406,-2.923283920467722,-152.71132154861638
22,0.5387349724769592,0.736359715461731,-0.007167869247496128,95.6884131835841,-2.9350451530321715,-152.7640790737966
23,0.5386801958084106,0.7362548112869263,-0.005815476179122925,95.37902029719605,-2.9394120983210223,-151.39500712877168
24,0.5386344194412231,0.7352937459945679,-0.004534249659627676,94.99655117748952,-2.9661646424591477,-149.3462055835275
25,0.5385363101959229,0.7350848913192749,-0.0062281424179673195,95.60492937927295,-2.9959182687449553,-151.92922788019143
26,0.53852379322052,0.7349604964256287,-0.005158684682101011,95.45308119242617,-2.991513653484742,-151.302311743879
27,0.5384787917137146,0.7349618077278137,-0.005161238368600607,95.45531505679165,-3.0098425964672213,-151.1643618155673
28,0.5384021401405334,0.7345454096794128,-0.005174912977963686,95.49456666479735,-3.03978714660668,-151.09883498509012
29,0.5383609533309937,0.7345683574676514,-0.005420112982392311,95.5890475681817,-3.0488601395026853,-151.44104732780428
30,0.5383538603782654,0.7345384955406189,-0.004914434161037207,95.46188831058915,-3.0451280962396674,-150.91031621137964
31,0.5383416414260864,0.7341327667236328,-0.00497617619112134,95.49326446079833,-3.053746161859132,-150.98162532919318
32,0.5383122563362122,0.7340234518051147,-0.004909739829599857,95.63332332851407,-3.05215722100761,-151.60574203919933
33,0.5381861925125122,0.7336161136627197,-0.004395585041493177,95.68796511941734,-3.100930244074106,-151.45765739643213
34,0.5381672382354736,0.7333076596260071,-0.004203947726637125,95.69576780652457,-3.118802684616903,-151.3522348433345
35,0.5380784273147583,0.7327781319618225,-0.0042047095485031605,95.74876449843475,-3.1629844155360796,-151.23706020373425
36,0.5380469560623169,0.7326510548591614,-0.0041820090264081955,95.76377357119779,-3.1735692322070777,-151.21959186506172
37,0.5380411744117737,0.7326598763465881,-0.005153804551810026,96.1408203176906,-3.175319433732655,-152.7229883675455
38,0.5380235314369202,0.7326573729515076,-0.005343178287148476,96.25072275306263,-3.216856719254703,-152.8361209141362
39,0.537882924079895,0.732659101486206,-0.007486092392355204,97.06455928849265,-3.2945950781367688,-155.0850510298305
40,0.5378628969192505,0.7326217889785767,-0.012143701314926147,98.612925857265,-3.320535211830966,-159.04066773052514
41,0.537704348564148,0.7324073314666748,-0.012850004248321056,98.7446610874441,-3.3899884941309804,-158.93837823199578
42,0.5376745462417603,0.7323731780052185,-0.013548893854022026,98.95429642794167,-3.402245046784876,-159.32841511848633
43,0.5376611948013306,0.7325383424758911,-0.0142233120277524,99.08569939408709,-3.433560658957444,-159.43468736433334
44,0.5376484990119934,0.732700765132904,-0.014307104051113129,98.8910723422883,-3.4195916167129337,-159.09458913181476
45,0.5376614332199097,0.7326947450637817,-0.01400690246373415,98.76567101272148,-3.412875598667001,-158.85548648856027
46,0.5376566648483276,0.7326930165290833,-0.013762262649834156,98.67613952120459,-3.4433344176620517,-158.48014983141974
47,0.5376527905464172,0.7328029274940491,-0.01472232025116682,98.94158569577932,-3.441982162759038,-159.07960711201792
48,0.5376656651496887,0.732815146446228,-0.014287903904914856,98.85106900169083,-3.43814367595646,-158.9027774672144
49,0.5376952886581421,0.7328161001205444,-0.015772012993693352,99.31621290926138,-3.4347300253447273,-159.90411531856762
50,0.5376933813095093,0.7326472997665405,-0.015681374818086624,99.29131612086938,-3.447014953069751,-159.78731471498537
51,0.537693440914154,0.7326534390449524,-0.015338702127337456,99.24729833381244,-3.4511006929698755,-159.67522299545257
52,0.5377177000045776,0.7326143980026245,-0.012630671262741089,98.35630407504529,-3.442583331442677,-157.72882995617354
53,0.5377174615859985,0.7324182987213135,-0.013570860028266907,98.60987692141893,-3.4603996638417818,-158.2298936652643
54,0.5377374887466431,0.7327876687049866,-0.013959696516394615,98.70400770592602,-3.4462122169330254,-158.5274087769126
55,0.5377479195594788,0.7329932451248169,-0.013890435919165611,98.60461970286264,-3.4341269299916464,-158.3680717263256
56,0.5377479791641235,0.7328822612762451,-0.013686908408999443,98.55940360379084,-3.4362424300364323,-158.25068682119664
57,0.5377711057662964,0.7330313324928284,-0.012879501096904278,98.30589667607231,-3.427402155755519,-157.69451798528607
58,0.5378215312957764,0.7331043481826782,-0.01210528239607811,98.0356068043896,-3.397986376510538,-157.18919412747996
59,0.5378847718238831,0.7331575751304626,-0.012574151158332825,98.19754133424524,-3.384678768703585,-157.67959370969126
60,0.5379037261009216,0.7332385182380676,-0.013771049678325653,98.52046840676276,-3.4127883619701302,-158.29477924520035
61,0.5379327535629272,0.7332559823989868,-0.01366445142775774,98.54577470747284,-3.4041116027639204,-158.40405246843696
62,0.5380149483680725,0.7333319187164307,-0.013989699073135853,98.59277504854543,-3.3753902325047522,-158.67833218770866
63,0.5380179286003113,0.7333386540412903,-0.013977105729281902,98.6010407382821,-3.3911124673088153,-158.6067816963246
64,0.538020670413971,0.7333489060401917,-0.014630073681473732,98.82196784414424,-3.389279988058269,-159.11360867058323
65,0.5380560159683228,0.7337974905967712,-0.014792111702263355,98.807924375377,-3.3613683828958156,-159.24058566448065
66,0.5380811095237732,0.7341625094413757,-0.014778043143451214,98.7919897612596,-3.345767265013449,-159.29414062206513
67,0.5380805730819702,0.7341200709342957,-0.015072380192577839,98.91247812260218,-3.3465817895063052,-159.5502855416827
