mean_r_knee_angle,min_r_knee_angle,max_r_knee_angle,std_r_knee_angle,mean_l_knee_angle,min_l_knee_angle,max_l_knee_angle,std_l_knee_angle,mean_r_knee_angle_x,min_r_knee_angle_x,max_r_knee_angle_x,std_r_knee_angle_x,mean_r_knee_angle_y,min_r_knee_angle_y,max_r_knee_angle_y,std_r_knee_angle_y,mean_r_knee_angle_z,min_r_knee_angle_z,max_r_knee_angle_z,std_r_knee_angle_z,mean_l_knee_angle_x,min_l_knee_angle_x,max_l_knee_angle_x,std_l_knee_angle_x,mean_l_knee_angle_y,min_l_knee_angle_y,max_l_knee_angle_y,std_l_knee_angle_y,mean_l_knee_angle_z,min_l_knee_angle_z,max_l_knee_angle_z,std_l_knee_angle_z,mean_r_hip_angle_x,min_r_hip_angle_x,max_r_hip_angle_x,std_r_hip_angle_x,mean_r_hip_angle_y,min_r_hip_angle_y,max_r_hip_angle_y,std_r_hip_angle_y,mean_r_hip_angle_z,min_r_hip_angle_z,max_r_hip_angle_z,std_r_hip_angle_z,mean_l_hip_angle_x,min_l_hip_angle_x,max_l_hip_angle_x,std_l_hip_angle_x,mean_l_hip_angle_y,min_l_hip_angle_y,max_l_hip_angle_y,std_l_hip_angle_y,mean_l_hip_angle_z,min_l_hip_angle_z,max_l_hip_angle_z,std_l_hip_angle_z,mean_r_ankle_angle_x,min_r_ankle_angle_x,max_r_ankle_angle_x,std_r_ankle_angle_x,mean_r_ankle_angle_y,min_r_ankle_angle_y,max_r_ankle_angle_y,std_r_ankle_angle_y,mean_r_ankle_angle_z,min_r_ankle_angle_z,max_r_ankle_angle_z,std_r_ankle_angle_z,mean_l_ankle_angle_x,min_l_ankle_angle_x,max_l_ankle_angle_x,std_l_ankle_angle_x,mean_l_ankle_angle_y,min_l_ankle_angle_y,max_l_ankle_angle_y,std_l_ankle_angle_y,mean_l_ankle_angle_z,min_l_ankle_angle_z,max_l_ankle_angle_z,std_l_ankle_angle_z,label
101.65539644099576,25.769645853968235,150.36193016428035,46.766612905922116,102.04131537356399,26.619172651035356,148.19921128629034,46.08702090639465,86.04878454984537,76.37494219592023,92.19830188141188,4.64261266269698,45.707715501278884,18.12729117633828,67.75707272161559,12.63848314181113,45.02943545026102,24.112551099960815,71.91050361346093,11.851908454310385,92.48302820333838,84.53911218185858,103.02654942445947,5.584238314323434,46.1270198902891,19.610015350703105,68.47794380824124,13.507581270257699,44.62427114335148,23.584240031934907,70.55692752587687,12.857302920028493,95.82524160784978,89.27346315332912,108.33127581164514,5.449028544436709,35.54405127704717,0.9547382711274024,94.04762696994496,34.00979949543506,119.60574209323691,71.99182786771537,168.01054318650162,32.49130398145309,84.60485342017134,78.76761837811257,90.10932688627597,2.9178721438775437,34.177878973138355,1.7429025714971864,91.95913989799782,33.18217341585935,120.1674188417364,80.09401573418859,171.1529785560142,32.714155384260366,98.73196312799972,92.7814636821467,109.0751493466678,4.540591997745048,65.77615829732764,43.070471735596136,75.05267750713014,9.214151618348913,153.79489402411025,127.53345367600043,163.78730206766812,10.66170191072061,81.90062768188851,71.17604432940547,86.35282666105391,2.610577812583697,67.79874471185262,49.17979722847605,75.69435709300839,6.873728412403624,156.09750814085055,136.45261556149077,164.83448839128275,7.3671819829129275,1
66.71116318956842,28.537598200142018,138.6766921537382,41.61118217009525,68.79426406746336,27.23468231632766,137.73247377715734,43.36212904427266,83.88282526268499,77.6121411164046,90.84612640548548,4.3859757039308045,51.82380218481478,25.465249126677737,69.36450672469192,14.692508084242027,39.33511401295802,22.35425174342158,64.55084768698029,13.933234828027036,96.49304942498807,88.98142040226342,102.74017794497824,4.254538582898245,51.52431877966835,25.62312308007633,66.40089865113745,14.721928250681934,39.69798519370714,24.503817416349012,64.40010190791944,13.951995150589775,99.60184822674094,95.34780583846812,106.58998123926963,3.458128769644711,61.653446027942316,16.52243402343194,91.87528264931892,27.461785244427656,146.269615075956,105.57238608936488,168.44265632605956,23.54814939208835,83.25138792381443,78.3238875513727,90.17650735878097,3.5473367171239607,59.78482784084064,11.758057278245882,91.32205350644486,29.207601531888177,146.15412749391305,99.54298273584295,170.40120479740324,26.44578485980722,101.80579873301299,96.24768712191064,107.75214417278596,3.925756645377677,61.23565360614342,42.75483422398175,73.57332768278994,10.559954243155717,148.20593207879628,127.3409603131258,162.04045831327002,11.866437753771361,81.19904377382714,75.5932115637223,85.87680306769597,3.227324645369564,63.49566370151248,45.65474268789678,75.52335800254552,9.129695040118168,151.7045038661385,132.37321758291435,164.91740034560289,9.956290869730449,1
71.76884343127054,30.14788297404614,142.4779873410167,43.083481856049225,74.53996817506567,31.13932285303268,141.57338768087118,44.067834657109216,83.54839056917079,77.23426555516178,91.22739905789746,4.929851221832604,49.42283177305333,23.86661471310589,71.49766758022811,14.554962156179485,41.86374491988431,20.676029825436864,66.15548535448707,13.753163236333927,96.977953304384,89.9110912874436,104.13511638352216,4.530733251837149,49.4234594989111,25.870760665059382,66.39915179668016,13.562353189512265,41.881104963521985,24.25351144802026,64.13460514767077,12.91217660388476,99.37934332154384,94.66110787571785,105.02690423143424,3.073646925831631,59.06272922043912,14.143253134898488,93.64043634823572,29.864794266956853,143.40395016415258,103.3229019682232,169.1170298213564,25.498913277235193,82.74944866899222,78.64440261736051,89.09165093331573,3.362596136862122,56.4409792312671,8.848603649061376,91.49332433953572,31.832403510382537,142.26454022837302,88.13236595931743,170.6647231224338,29.10215054759955,101.99616526454464,96.16484881645134,107.57189676007154,4.062184261829448,60.555273255195615,44.03852011262292,74.24573738961782,10.075448909131735,147.4944029972747,128.76742628607403,162.74653876280257,11.424745204410144,80.0394909029321,71.57704574975097,85.74919202346834,3.605742538811764,62.2375091408854,47.66882999769896,73.48296875048241,8.837212137667237,150.01535573216694,134.00071716072472,162.38209375257873,9.773824858008279,1
68.44505434897555,33.366032594753044,140.35438431401917,39.95247836460185,69.56928389273249,31.9475650647003,136.2726775983926,41.08813123499574,83.14285585766895,76.14831587877964,91.84726260792716,5.521225474514397,50.31821721585533,24.765518742064355,67.99028732267267,13.655316990132636,41.177425852113494,24.38013030994811,65.31129855242273,12.774660470375776,97.86675001288692,90.0785446832007,103.9834363932036,4.691248037973876,51.04418109446784,27.491206793146453,65.62800047335372,13.473993013396539,40.5812476516424,25.45834457726176,62.544780121108154,12.527141679787798,99.43439253933356,94.04057094096945,104.73024492414352,3.4110436467259193,61.42344505054244,13.615451712155526,90.98915248348077,27.174172943379126,146.54263358498707,102.8582994174793,167.70190300683524,23.685929542845063,82.2890921305531,77.78106085965908,89.10151957191697,3.6920254300027415,59.488421752260884,14.613614169489685,90.5445421487332,28.47958575047288,145.51729047915128,104.57406881314525,168.76539482444647,25.31177130493216,101.8146641149352,94.8203546431921,108.29372375137277,4.547671224406581,60.75219503633427,45.68127343090113,74.91638059126252,10.311349007219976,147.7202237274559,130.01090667682644,163.45052851736767,11.80455531357825,80.23790190051946,68.9369531798065,86.871716820226,3.8959671625923296,62.07303341562618,47.92566390321992,75.19052497773147,8.982439009248282,149.91135514199777,132.05771068426347,164.69778309779628,9.990839668958788,1
64.60998431191979,29.692370184616713,137.33117887759292,39.7744207999018,67.96435036251444,32.14906788409064,136.43112984595842,41.53254340063122,83.5129462201908,77.66974064729267,91.86722899486205,4.745064828322844,52.39139484759763,24.06022819242117,69.96615925843015,14.497047711423328,38.91502436366071,21.74934317179623,66.02157718551814,13.754938782315863,97.62251059069102,89.22289251821873,103.44159577628656,4.586777898708157,51.299505787010226,23.406864149740265,66.35643825783072,14.126500902162512,40.23901299620132,24.43145247526897,66.59316432956825,13.302949158913796,99.09264455643168,93.65478677181252,104.34493252021343,3.1299391825957312,63.12751628736274,16.983004245913307,92.18398278098346,26.18982386867631,148.13210740304552,106.54081975169832,169.37423447510568,22.460098847354224,82.23799423190583,78.0578080692117,90.14512313399474,3.449825487587214,60.8823127789298,13.673260504725254,90.77561742932868,28.535995001268592,146.7000421551307,101.2544472268628,169.32621010522257,25.491391356588988,101.59555134212661,95.24984574150412,107.64317963007848,3.780226817341169,61.01073256676778,49.18543202955973,73.78811921695527,9.373412238458583,148.150430026595,134.2280551068321,162.6034189528769,10.513163532783647,80.24178207724572,72.32247640157192,85.15559269460758,3.3629115295850456,63.96804469555839,53.29071864759389,74.822652005193,7.305484274741677,151.78452739928696,138.63128996824852,164.0325617963115,8.159770099975903,1
70.11394799052788,30.35749274227276,139.19251633376044,42.467925481156605,72.67636793819653,30.38538776477473,135.5032876371125,43.3940195656566,83.69077199275434,76.79332065914636,91.19404919857962,4.867600154384526,51.48273521147044,27.433263410091463,72.36779795564179,14.540589414306964,39.803865771160375,19.52549062720237,62.59542986511198,13.712677576070393,97.15296912239191,89.07221252734423,104.20531441175945,4.713421147567055,51.22333970478774,29.451495412741448,66.75320118571477,13.654067658964228,40.21914177002655,24.41280964195236,60.55269020824421,12.797665348477514,98.96982030780786,94.09174948991786,103.68005292593205,2.982058827484059,58.60346999537886,13.104624781067496,90.62417856638426,28.6327149932465,144.08244544933632,102.41902652027436,168.18900718572408,25.28294685546916,82.5932412294449,78.44647995025072,89.33345023219636,3.4259596929725444,56.2938474593051,13.072733556093912,89.8837075011831,30.58036951051704,142.60460281768198,100.14977228317169,169.33504392734991,27.83156291129121,101.15455267684129,95.26819193054791,106.12906758296756,3.709351671665494,62.013393518264415,48.07896314848927,74.28575876246951,9.654957985306948,149.29492837212865,133.98184652454782,162.80469710330453,10.740018350362362,80.19432124226239,73.98085582390873,85.632999898397,3.011217599610389,64.26507901311466,51.38847806917235,74.24303697782949,7.777578278376819,152.03589044515002,137.75218842578778,163.59813037098277,8.368633975751038,1
73.66946189147761,26.26402026147226,139.28558749975096,43.64609359281997,75.35094900084474,25.376058147481817,136.2913333433768,44.10924606975306,84.26263561345243,77.68350116996052,91.6505655795388,4.865024143184155,50.02189492231301,27.277276129236444,71.19603252483186,15.070262551609098,41.143481589740276,21.049163632599363,62.74715732175329,14.174671677493555,96.84367138110481,90.16527754996144,103.5869469837082,4.304502550631675,50.520791040671064,27.666396013662844,69.1247795487285,15.259545509319286,40.837661810870905,22.837462956652153,62.37035407225145,14.28196066859586,99.08443125675537,93.83489504188891,105.24513166882495,3.6150757507524274,56.51027801118724,12.324325251917951,92.51829141235504,29.19597498681888,141.73279108903623,101.68488989035198,168.9249780309172,25.250493682495993,82.96249437125238,78.61559705436187,89.34366496928678,3.5156452245140173,54.209812542245494,11.5139463412327,89.16085993299141,29.589859216897477,141.08685253732187,101.4795194338243,170.584967373444,26.84700769114256,101.61398730823109,95.1976473983369,108.83754430001436,4.55253920357495,60.708792725352666,42.49181940781203,73.864246957926,10.801480773148167,147.75390188604334,126.39271784700676,162.46256622521034,12.33899060731372,80.98462437619852,73.88899922689703,85.6784478888258,2.985192758000741,63.031819970509666,45.33898299128179,74.28127832050389,8.266586577484837,151.16348814945096,132.0264693269734,163.49237640087543,8.788667982369358,1
68.95130928563385,28.66653132853652,139.47100617891368,40.65984957537377,70.50408605457653,27.8953437004901,138.2159947592031,42.19327196220658,83.60127583937407,77.48203156954146,91.24101759653364,4.879294717433892,51.729104812406966,27.975318879071075,69.85941476170623,13.734763227506367,39.57979336430294,22.478748250806937,62.054600340418105,12.854397989170478,97.41256288865844,91.1187576442359,103.24741388351892,4.0054777849690675,52.38280016993444,29.35739363967905,67.34695022711438,13.740071263424161,39.061089839463754,24.13997501236065,60.7306235812359,12.841602493475193,99.44248962467786,94.55090125944804,104.87158895467498,3.187125485999546,59.52297227315185,13.28432524136179,91.41073158436188,27.593692937791257,144.73618036171342,102.38031706548976,168.99852065127575,24.055804588642246,82.56387342155361,77.83532020732329,89.65752830868777,3.7110720628006977,57.171710991314626,9.195315013956977,89.80254190824701,29.032063809710543,143.65765747137294,99.12415937651994,168.8555807005241,26.14007682932697,101.99608467151467,95.3855300803396,108.3674254811388,4.318999219635598,60.36735426430484,43.2335946760711,72.95018171074555,10.42850568693302,147.2777942589448,127.45879380785524,162.06974831677414,11.900393677892854,80.94203038264567,75.62488923050775,85.37590919799405,2.657056040555218,62.27298914260731,44.60347006497597,73.08445636607202,9.236088478668933,150.43507896227533,131.76762526734555,162.2984764667646,9.722837356390395,1
67.99418681777911,29.466954748952244,138.43406438293766,42.369370768629366,68.93538962711918,28.730741258028903,139.47297077746816,43.34282700410267,83.18932916820444,78.16479929303637,91.4109903197928,4.860001790067523,52.29550007502741,27.945590411703193,68.50453533401064,13.55192850741697,39.1097958483482,23.24288401148446,62.05442385126826,12.664620111659598,97.59402892211132,89.6656071878748,103.67054449907674,4.587490424772068,53.01845770627586,28.613321305430564,67.24144725175948,13.884112398031903,38.58273466048768,24.316713630691144,61.38793103978829,12.899355510580127,99.57243046562445,94.21500051292266,103.85520315410923,3.115292201109478,59.920160449851565,12.229418563226346,92.72586307900282,29.25239777981882,144.85509950689496,101.4510020876714,168.25002247004292,25.746941120457922,82.09477088108352,77.4433249670981,89.81132624006152,3.77527886674145,58.13232366927833,9.833752411497777,90.42519721804248,29.94853647427639,144.25434388444341,99.83158961155029,169.3525353369493,26.992487338471726,102.34011001213636,95.92554921259816,108.93357284068344,4.084078365410726,58.740811908931036,42.474145929845896,72.67279851060289,10.2341286356985,145.59476066766717,126.72833252473268,161.58177440064838,11.573386250454865,80.14706404874283,73.65572918686821,85.85368658640664,2.5998209874744225,60.668778666780824,47.32073813807566,73.34451398819736,8.384629498068463,148.60312594000422,134.69234815158762,162.47928408299944,8.875641381902556,1
62.256571835055446,28.88963524996961,145.15905077003575,37.71153404122686,73.6141159141095,33.270255421030946,154.6358731517423,42.36409101053251,76.43480465755356,65.36437489875395,88.74946248871207,7.53333287852734,51.831794225119644,35.12691832857538,63.99440896568355,7.541005254382849,42.379064464121015,29.853021129387393,54.935067004573746,6.900264118929203,84.75389226126757,78.27861291333895,89.56262102213134,3.6630569290942905,51.675024626908375,32.17397622211912,66.74663473671374,8.227166027762438,39.083625232109135,23.509509783363168,57.92168855433434,7.959169985229294,113.03801700374552,94.62487236581896,131.30320858688376,11.546401375673058,67.27083765003373,4.84226975904579,102.91502404528453,31.386731430253725,136.21466202070394,86.52494068843633,156.56074803522122,20.22744276826111,93.93350916975882,88.34454811309551,98.41752849153488,3.138438450705118,56.96986946539677,1.9964657641280363,92.42633441118618,32.204851178696074,142.91711989852044,75.26290132198628,174.16457764815377,34.08848176309184,124.706861470612,115.1786957543137,134.24745454839592,5.272723328660618,59.330095434973245,49.84744319088353,71.50400130674495,7.0587604560262145,129.11796400220834,112.02160082845712,147.87158240345548,11.061014700516928,98.88854661913844,92.80982264445306,104.17335573886704,2.1604593804724064,58.280010411726195,38.76405924906229,75.97379025120442,12.254199628822757,146.45688531411594,127.81629018383316,164.02208476667565,11.83458843564664,1
