right_hip_xyz,right_knee_xyz,right_ankle_xyz,knee_angle_xyz
"[0.543247640132904, 0.6462821960449219, -0.002613863442093134]","[0.5314114689826965, 0.8039670586585999, -0.011134263128042221]","[0.5329804420471191, 0.9437559247016907, 0.09534579515457153]",139.36037286802292
"[0.5432444214820862, 0.6463620066642761, -0.0028112009167671204]","[0.5314050316810608, 0.803970992565155, -0.011186948046088219]","[0.5329839587211609, 0.9437546133995056, 0.0965583324432373]",139.08524695665153
"[0.5432397723197937, 0.6463493704795837, -0.0029219393618404865]","[0.5314022302627563, 0.8039553761482239, -0.011646597646176815]","[0.5329838395118713, 0.9437589645385742, 0.09442181140184402]",139.39351408392966
"[0.5432077050209045, 0.6464192867279053, -0.0029234723187983036]","[0.5313864946365356, 0.8039659857749939, -0.011258285492658615]","[0.5329845547676086, 0.9437482357025146, 0.09751587361097336]",138.8368964592106
"[0.5431525111198425, 0.64641273021698, -0.0029634088277816772]","[0.5313833951950073, 0.8039472103118896, -0.011694199405610561]","[0.5329868197441101, 0.9437601566314697, 0.09422361105680466]",139.4319819826091
"[0.5431445240974426, 0.6464186906814575, -0.002964787185192108]","[0.5313810706138611, 0.8040421009063721, -0.01144528016448021]","[0.532986044883728, 0.9437540173530579, 0.09424416720867157]",139.56328356286903
"[0.5431402921676636, 0.646419107913971, -0.0029888327699154615]","[0.5313630700111389, 0.8040245771408081, -0.01133496593683958]","[0.532974123954773, 0.9437441229820251, 0.09474144876003265]",139.5120184353329
"[0.5431102514266968, 0.6463640928268433, -0.003028762061148882]","[0.5313664674758911, 0.8039824366569519, -0.011715315282344818]","[0.5329722166061401, 0.943764328956604, 0.09429983049631119]",139.41940710363994
"[0.5431369543075562, 0.6463619470596313, -0.0030538788996636868]","[0.5313436388969421, 0.8040251135826111, -0.011699415743350983]","[0.5329746007919312, 0.9437655806541443, 0.09473457932472229]",139.31630515005043
"[0.543124794960022, 0.6463653445243835, -0.003108730772510171]","[0.5313159227371216, 0.8039786219596863, -0.011660606600344181]","[0.5329722762107849, 0.9437136054039001, 0.09484638273715973]",139.3273966351247
"[0.5431805849075317, 0.646372377872467, -0.00323244440369308]","[0.5313133001327515, 0.8041151165962219, -0.011679690331220627]","[0.5329705476760864, 0.9437255859375, 0.0956038162112236]",139.14208225522404
"[0.543219268321991, 0.646277666091919, -0.003219885053113103]","[0.5313066244125366, 0.8039318323135376, -0.01169296633452177]","[0.5329709053039551, 0.9437193274497986, 0.09561215341091156]",139.15822291565922
"[0.543245792388916, 0.6462682485580444, -0.0034679442178457975]","[0.5313163995742798, 0.8039318323135376, -0.012421222403645515]","[0.5329701900482178, 0.9437679648399353, 0.09481845796108246]",139.01202930131512
"[0.5432589650154114, 0.6462894678115845, -0.0036496934480965137]","[0.5313243269920349, 0.8040542602539062, -0.013395050540566444]","[0.5329729914665222, 0.943985641002655, 0.09416650235652924]",138.66664053403835
"[0.5432703495025635, 0.6462935209274292, -0.003672241698950529]","[0.5313106775283813, 0.804061233997345, -0.013367898762226105]","[0.5329909324645996, 0.9439869523048401, 0.0942261666059494]",138.67295257813296
"[0.5432893633842468, 0.6462953686714172, -0.003761718515306711]","[0.53130042552948, 0.8040778040885925, -0.013540002517402172]","[0.5330010652542114, 0.9440013766288757, 0.09333638101816177]",138.82485475270315
"[0.5432900786399841, 0.6462786197662354, -0.004062858875840902]","[0.531103253364563, 0.8039637804031372, -0.013735687360167503]","[0.5330149531364441, 0.9438316226005554, 0.0920272246003151]",139.1195166757886
"[0.5432757139205933, 0.6462757587432861, -0.004096832126379013]","[0.530539870262146, 0.8039539456367493, -0.014864204451441765]","[0.5330170392990112, 0.9433095455169678, 0.09312587231397629]",138.00996579623202
"[0.5432668924331665, 0.6462262868881226, -0.003995872102677822]","[0.5298504829406738, 0.8039103150367737, -0.021324969828128815]","[0.533023476600647, 0.9432409405708313, 0.08926832675933838]",134.95135039551715
"[0.5432678461074829, 0.6461817622184753, -0.0034187710843980312]","[0.5287513732910156, 0.8039007186889648, -0.026193877682089806]","[0.5330244302749634, 0.9431965351104736, 0.08883102238178253]",131.84082238700128
"[0.5432965159416199, 0.6457027792930603, -0.002284504007548094]","[0.5275995135307312, 0.8028842806816101, -0.03414895012974739]","[0.5330285429954529, 0.9430144429206848, 0.08218245208263397]",128.38988606007177
"[0.5438259840011597, 0.6466726660728455, -0.001900742412544787]","[0.5260339975357056, 0.8032917380332947, -0.04819827899336815]","[0.5330408811569214, 0.9430134296417236, 0.08343049138784409]",119.7609325885415
"[0.5440179109573364, 0.6491963863372803, -0.0013902003411203623]","[0.5240374803543091, 0.8031957149505615, -0.06354358792304993]","[0.5331562161445618, 0.9427759647369385, 0.08281633257865906]",111.14634136218979
"[0.5440909266471863, 0.650646448135376, -0.0011919665848836303]","[0.5225809812545776, 0.8036629557609558, -0.06915325671434402]","[0.5331577658653259, 0.9428378939628601, 0.07771559059619904]",108.9149593528013
"[0.5446038246154785, 0.6554669737815857, -0.0009716236963868141]","[0.5190461874008179, 0.8045703768730164, -0.09578065574169159]","[0.5331588983535767, 0.9428297877311707, 0.061752744019031525]",98.15268682075653
"[0.545056939125061, 0.6614230871200562, -0.000891259522177279]","[0.5153788328170776, 0.8052104711532593, -0.12195666134357452]","[0.5331389307975769, 0.9428272843360901, 0.056733984500169754]",86.84060830867523
"[0.5456836223602295, 0.6672254204750061, -0.00012175100710010156]","[0.5123791694641113, 0.8072627782821655, -0.1446947157382965]","[0.5332518815994263, 0.9428272843360901, 0.05091450735926628]",78.17147328770164
"[0.5464328527450562, 0.6740267872810364, 0.0005863949772901833]","[0.509865939617157, 0.8089547753334045, -0.17060711979866028]","[0.5333507061004639, 0.9422085285186768, 0.03818129748106003]",70.2052033440427
"[0.5465714335441589, 0.6813917756080627, 0.0007833805866539478]","[0.5066841840744019, 0.8129442930221558, -0.18268117308616638]","[0.53336101770401, 0.9421024918556213, 0.038950610905885696]",65.269846823407
"[0.5465554594993591, 0.6883313059806824, 0.0007881848141551018]","[0.5048434734344482, 0.8162164688110352, -0.21705889701843262]","[0.5334087610244751, 0.9419286251068115, 0.027364348992705345]",57.16593232623377
"[0.5466121435165405, 0.6933452486991882, 0.0008213589899241924]","[0.5023435950279236, 0.8184904456138611, -0.21039190888404846]","[0.5334276556968689, 0.9422100782394409, 0.033835045993328094]",56.959423849049536
"[0.546608567237854, 0.7001656889915466, 0.0008357432670891285]","[0.5010427236557007, 0.821281373500824, -0.22851338982582092]","[0.533412754535675, 0.9422257542610168, 0.026031196117401123]",52.759182651745625
"[0.5465316772460938, 0.7067693471908569, 0.0008259733440354466]","[0.4997970163822174, 0.8250728249549866, -0.24401894211769104]","[0.5334597229957581, 0.9428679347038269, 0.016759078949689865]",49.633817025907874
"[0.5461227893829346, 0.7138450741767883, 0.00019604890258051455]","[0.49918389320373535, 0.8263307809829712, -0.25597822666168213]","[0.5334889888763428, 0.9428818821907043, -0.006221141666173935]",48.235836912705295
"[0.545979917049408, 0.7249471545219421, -0.0005169493379071355]","[0.4986851215362549, 0.8270745873451233, -0.2707657516002655]","[0.5332882404327393, 0.9428682327270508, -0.026102492585778236]",45.56246632799744
"[0.5452864766120911, 0.7307810187339783, -0.0012254816247150302]","[0.49750271439552307, 0.8293806314468384, -0.2865453362464905]","[0.5330665707588196, 0.941998302936554, -0.03163972869515419]",42.48046948586877
"[0.5444405674934387, 0.7397100329399109, -0.001805050647817552]","[0.49674779176712036, 0.8349128365516663, -0.3119826316833496]","[0.5328957438468933, 0.9411476850509644, -0.03322284668684006]",37.602663682220054
"[0.5438214540481567, 0.7455360293388367, -0.002417926210910082]","[0.4961233139038086, 0.8372224569320679, -0.3042297959327698]","[0.5328791737556458, 0.941155195236206, -0.034968528896570206]",37.650292925559036
"[0.5431917905807495, 0.7567363381385803, -0.00308051286265254]","[0.49543824791908264, 0.8391999006271362, -0.2955850660800934]","[0.5328947901725769, 0.9406068921089172, -0.02567092515528202]",35.985845449724025
"[0.5421631932258606, 0.7622458338737488, -0.004308412782847881]","[0.49423322081565857, 0.8401735424995422, -0.29619330167770386]","[0.5327595472335815, 0.9405345320701599, -0.027473649010062218]",35.06736268399259
"[0.542046844959259, 0.7701664566993713, -0.004491404164582491]","[0.49334391951560974, 0.8397789001464844, -0.2892207205295563]","[0.532640814781189, 0.9411367177963257, -0.03232058882713318]",34.86930363668402
"[0.5420845150947571, 0.7780129909515381, -0.0044390051625669]","[0.49253377318382263, 0.840776264667511, -0.28136083483695984]","[0.5325133204460144, 0.9416271448135376, -0.030454859137535095]",34.243713922185854
"[0.5423972010612488, 0.785240888595581, -0.004413217771798372]","[0.49176836013793945, 0.8405133485794067, -0.27814629673957825]","[0.5324607491493225, 0.941874086856842, -0.0293959379196167]",33.157485393469024
"[0.5427990555763245, 0.7917312383651733, -0.004366016946732998]","[0.49133187532424927, 0.8407001495361328, -0.2778134047985077]","[0.5322695374488831, 0.9423084259033203, -0.030033398419618607]",32.03353768629254
"[0.5439741015434265, 0.796644926071167, -0.004280497785657644]","[0.49101749062538147, 0.840520977973938, -0.2772522568702698]","[0.5322534441947937, 0.9423518776893616, -0.039091795682907104]",31.83295857245803
"[0.5449691414833069, 0.7998148798942566, -0.0038314461708068848]","[0.48994937539100647, 0.8408405780792236, -0.2708311080932617]","[0.5321778059005737, 0.9423578381538391, -0.0365842804312706]",31.687405193271488
"[0.5454167127609253, 0.8032640218734741, -0.00381329539231956]","[0.4887356758117676, 0.8411008715629578, -0.2656697630882263]","[0.53219074010849, 0.9423502087593079, -0.037053432315588]",31.583579494679906
"[0.5460599660873413, 0.8043496012687683, -0.0036719616036862135]","[0.48863378167152405, 0.8409655690193176, -0.2650536000728607]","[0.5321800708770752, 0.9424107670783997, -0.04853684827685356]",32.47717731819942
"[0.5465450882911682, 0.8045571446418762, -0.0033805042039602995]","[0.4886927008628845, 0.840785801410675, -0.2654745876789093]","[0.5321487188339233, 0.9425693154335022, -0.050302617251873016]",32.57851315541574
"[0.5467682480812073, 0.8025846481323242, -0.003187206108123064]","[0.48888078331947327, 0.8407100439071655, -0.27013862133026123]","[0.532100260257721, 0.9428552985191345, -0.05083303526043892]",32.52224156665877
"[0.5468466877937317, 0.8005456328392029, -0.002872200682759285]","[0.48891395330429077, 0.8407753705978394, -0.2730896472930908]","[0.532098650932312, 0.9434677958488464, -0.05139334127306938]",32.7490283325106
"[0.5468345880508423, 0.7988327145576477, -0.0027320492081344128]","[0.48963648080825806, 0.8407571911811829, -0.2767772078514099]","[0.5320982933044434, 0.9437072277069092, -0.0552392415702343]",33.06170588036385
"[0.5457261800765991, 0.7967396378517151, -0.0025209495797753334]","[0.4899410605430603, 0.8424021601676941, -0.276012122631073]","[0.5321046113967896, 0.9436638355255127, -0.04547198861837387]",32.67847397829106
"[0.54515540599823, 0.7918895483016968, -0.0025081769563257694]","[0.4904792308807373, 0.8431157469749451, -0.2667698860168457]","[0.5320745706558228, 0.9434794187545776, -0.035356905311346054]",33.89579422371246
"[0.5445363521575928, 0.7829636931419373, -0.002498987130820751]","[0.4910961985588074, 0.8445165753364563, -0.2669847309589386]","[0.5320196151733398, 0.9433623552322388, -0.02627100609242916]",34.93308649991003
"[0.5440025925636292, 0.7749350070953369, -0.002702551893889904]","[0.4917917251586914, 0.8455075025558472, -0.282888799905777]","[0.5320181250572205, 0.9429118037223816, -0.019887443631887436]",34.06431176952623
"[0.543502688407898, 0.7657970786094666, -0.002788619138300419]","[0.4925350248813629, 0.8455488085746765, -0.30477529764175415]","[0.5321058630943298, 0.9416395425796509, -0.02425479330122471]",33.36728767997713
"[0.5432549715042114, 0.7543907165527344, -0.0028448100201785564]","[0.49341529607772827, 0.844232439994812, -0.3194596767425537]","[0.5320752263069153, 0.9406336545944214, -0.035907186567783356]",34.29483803187037
"[0.5432128310203552, 0.7487608790397644, -0.0027575918938964605]","[0.49416786432266235, 0.8426245450973511, -0.31618767976760864]","[0.5320247411727905, 0.9410526156425476, -0.036092378199100494]",35.70169884734577
"[0.5431822538375854, 0.7352145314216614, -0.002757291542366147]","[0.49582457542419434, 0.8361528515815735, -0.3207671046257019]","[0.5319790840148926, 0.9409503936767578, -0.042688675224781036]",37.935313359632
"[0.5431469678878784, 0.7329632043838501, -0.0027132192626595497]","[0.4966309070587158, 0.8353272676467896, -0.318403959274292]","[0.5321425795555115, 0.9410428404808044, -0.04425952211022377]",38.72628676650361
"[0.5432370901107788, 0.7271211743354797, -0.0028497795574367046]","[0.49805307388305664, 0.8338037133216858, -0.3143666088581085]","[0.5321735143661499, 0.9409934282302856, -0.043147288262844086]",40.14758552153747
"[0.5429725646972656, 0.7148972153663635, -0.002989711705595255]","[0.5001814961433411, 0.8305633664131165, -0.31086310744285583]","[0.5325689911842346, 0.9410051107406616, -0.04944194108247757]",43.16547706098253
"[0.5429961085319519, 0.7070491909980774, -0.0029228217899799347]","[0.50165194272995, 0.825891375541687, -0.30995720624923706]","[0.5328343510627747, 0.940960705280304, -0.05463102459907532]",45.09362760084722
"[0.5430306792259216, 0.6975666880607605, -0.0028804701287299395]","[0.5030938386917114, 0.8196370601654053, -0.3088436722755432]","[0.5331634283065796, 0.940606951713562, -0.05770842358469963]",47.148860307568555
"[0.5430389642715454, 0.6891648769378662, -0.0028870259411633015]","[0.5047940015792847, 0.8175776600837708, -0.26166442036628723]","[0.5332727432250977, 0.9406722784042358, -0.02438347414135933]",53.41931609492677
"[0.5432634353637695, 0.6848742365837097, -0.0016349557554349303]","[0.5063206553459167, 0.8146184682846069, -0.22707240283489227]","[0.5332891941070557, 0.9408897757530212, 0.0012958032311871648]",58.417661965373746
"[0.5433281660079956, 0.6742751002311707, -0.0014169138157740235]","[0.5097364187240601, 0.8090399503707886, -0.20786671340465546]","[0.5332985520362854, 0.9412528872489929, 0.010233892127871513]",63.936991623428575
"[0.5434812903404236, 0.6705700159072876, -0.0014247820945456624]","[0.5125020146369934, 0.8065700531005859, -0.19420814514160156]","[0.5335170030593872, 0.9420296549797058, 0.017420854419469833]",67.43119205015287
"[0.5438769459724426, 0.6645122766494751, -0.001372616970911622]","[0.5158326625823975, 0.8028866052627563, -0.1576547622680664]","[0.5335184335708618, 0.942247748374939, 0.028251269832253456]",77.92558640340458
"[0.5441931486129761, 0.660088837146759, -0.0017154421657323837]","[0.5166655778884888, 0.8028687834739685, -0.14843930304050446]","[0.5335432887077332, 0.9422507882118225, 0.04686538130044937]",79.30675899494257
"[0.5445220470428467, 0.653068482875824, -0.00473750289529562]","[0.5197117924690247, 0.8021246790885925, -0.10401232540607452]","[0.5335594415664673, 0.9423093795776367, 0.05849667266011238]",96.5252418717963
"[0.5445295572280884, 0.6523644328117371, -0.0045205759815871716]","[0.5197274088859558, 0.8025720715522766, -0.0986892431974411]","[0.5335590839385986, 0.9421926736831665, 0.06510144472122192]",97.74831292542873
"[0.5445047616958618, 0.6494933366775513, -0.004435482434928417]","[0.521493673324585, 0.8034800291061401, -0.07546088844537735]","[0.5335649251937866, 0.9421369433403015, 0.07627931982278824]",106.98965999318239
"[0.5444137454032898, 0.6485043168067932, -0.004563593305647373]","[0.5224894881248474, 0.8044010400772095, -0.05589650198817253]","[0.533521831035614, 0.9420635104179382, 0.08928477764129639]",114.5137035067026
"[0.5443433523178101, 0.6470174789428711, -0.0045052687637507915]","[0.5232973098754883, 0.8039845824241638, -0.05799958109855652]","[0.533514142036438, 0.9419646859169006, 0.07963138073682785]",115.57108058744726
"[0.5441980361938477, 0.6461979150772095, -0.004323639906942844]","[0.525040864944458, 0.8037827610969543, -0.04796620458364487]","[0.5335044264793396, 0.9419182538986206, 0.08374132215976715]",120.27626429790595
"[0.5441266298294067, 0.6443871855735779, -0.004360238090157509]","[0.526354968547821, 0.802918553352356, -0.04757203534245491]","[0.5334821343421936, 0.9419176578521729, 0.07774175703525543]",122.19982521384384
"[0.5441260933876038, 0.6432390213012695, -0.004347750451415777]","[0.5280850529670715, 0.8024464845657349, -0.04027654603123665]","[0.533484697341919, 0.9420813918113708, 0.07694034278392792]",126.83573078642239
"[0.5440641641616821, 0.6437251567840576, -0.004324733279645443]","[0.5285124182701111, 0.8024395704269409, -0.02818627655506134]","[0.5334516763687134, 0.9421933889389038, 0.08963306248188019]",130.86723053900516
"[0.5440611243247986, 0.6441342830657959, -0.004301094450056553]","[0.5287683010101318, 0.8023407459259033, -0.02703283168375492]","[0.5334203839302063, 0.9422193169593811, 0.08977215737104416]",131.52335135486172
"[0.5440584421157837, 0.6442762613296509, -0.004203728400170803]","[0.5299070477485657, 0.8022854328155518, -0.020533021539449692]","[0.533416748046875, 0.9422290325164795, 0.0938761979341507]",134.45911188603725
"[0.544061541557312, 0.6446237564086914, -0.003898815019056201]","[0.5304507613182068, 0.8022992014884949, -0.013823918998241425]","[0.5334159135818481, 0.9422158598899841, 0.10228415578603745]",136.3626746349557
"[0.5440323948860168, 0.6449320912361145, -0.0035332131665199995]","[0.5307883024215698, 0.8023658990859985, -0.013538937084376812]","[0.5334017872810364, 0.9423916339874268, 0.09578932076692581]",138.04361910437103
"[0.5440245866775513, 0.6453246474266052, -0.0034472874831408262]","[0.5310001373291016, 0.802272379398346, -0.014172794297337532]","[0.5333636403083801, 0.9425466656684875, 0.09345593303442001]",138.27068520125127
"[0.5440226793289185, 0.6455145478248596, -0.0032733429688960314]","[0.5311886072158813, 0.8022661209106445, -0.013590887188911438]","[0.5333293676376343, 0.942782461643219, 0.09230975806713104]",138.91903308529925
"[0.5440361499786377, 0.6457129716873169, -0.003195767058059573]","[0.5314596891403198, 0.8019933700561523, -0.013395711779594421]","[0.533319354057312, 0.9429193735122681, 0.09131123125553131]",139.35936180169216
"[0.5440398454666138, 0.6458572149276733, -0.003108819480985403]","[0.5315245389938354, 0.8020097017288208, -0.013149112462997437]","[0.5332961678504944, 0.9431416392326355, 0.09101341664791107]",139.6011198576922
"[0.5440555214881897, 0.6459754109382629, -0.0029895412735641003]","[0.5315729379653931, 0.8019923567771912, -0.013301968574523926]","[0.5332736968994141, 0.9432164430618286, 0.09112080931663513]",139.4534866434792
"[0.544085681438446, 0.6460662484169006, -0.0028695878572762012]","[0.5318895578384399, 0.8018920421600342, -0.013135507702827454]","[0.533270537853241, 0.9432737827301025, 0.0909428671002388]",139.6098743960218
"[0.5440913438796997, 0.6460704803466797, -0.0028600292280316353]","[0.5320964455604553, 0.8018985986709595, -0.0137964878231287]","[0.5332664847373962, 0.9433212876319885, 0.09065430611371994]",139.2938574247889
"[0.5440858602523804, 0.6461021900177002, -0.0028419927693903446]","[0.5323001146316528, 0.8019713759422302, -0.012854796834290028]","[0.5332604646682739, 0.943477213382721, 0.09228841960430145]",139.4825851060201
"[0.5440787076950073, 0.6461244821548462, -0.002832977334037423]","[0.5323165655136108, 0.8019827008247375, -0.012505203485488892]","[0.533218264579773, 0.9434952139854431, 0.09305264800786972]",139.5032977477446
"[0.5440231561660767, 0.646148145198822, -0.0028668928425759077]","[0.5323874354362488, 0.8020786046981812, -0.013132939115166664]","[0.5332042574882507, 0.9435005784034729, 0.09299790859222412]",139.132042014943
"[0.5440205931663513, 0.6460649371147156, -0.0028041545301675797]","[0.5325409770011902, 0.8020361065864563, -0.012923340313136578]","[0.5331886410713196, 0.9435043931007385, 0.09286751598119736]",139.29464827107165
"[0.543980062007904, 0.646080732345581, -0.00280628795735538]","[0.5326434969902039, 0.8020410537719727, -0.012817907147109509]","[0.5331846475601196, 0.9434987902641296, 0.09293358027935028]",139.35025302364807
"[0.5438457727432251, 0.6461092829704285, -0.0028214454650878906]","[0.5326358079910278, 0.8023690581321716, -0.013111501932144165]","[0.5331367254257202, 0.9437862634658813, 0.0928041934967041]",139.21232318844187
"[0.5438470244407654, 0.6461006999015808, -0.0026704524643719196]","[0.5326959490776062, 0.8021148443222046, -0.013003302738070488]","[0.5331311821937561, 0.9438031315803528, 0.09271937608718872]",139.29670362382583
"[0.5438143014907837, 0.6461585760116577, -0.002679153811186552]","[0.5326927900314331, 0.802415132522583, -0.012765699997544289]","[0.5331262350082397, 0.9438623189926147, 0.09316476434469223]",139.29327991098754
"[0.5438053011894226, 0.6461736559867859, -0.002677308628335595]","[0.5327074527740479, 0.8024436831474304, -0.012894662097096443]","[0.5331212282180786, 0.9439009428024292, 0.09269346296787262]",139.3379553547647
"[0.5437718629837036, 0.646221935749054, -0.0027038692496716976]","[0.5327038168907166, 0.8027747869491577, -0.013012501411139965]","[0.5331178903579712, 0.9441614747047424, 0.0926637202501297]",139.27675778151007
"[0.5437504053115845, 0.646233856678009, -0.0027216551825404167]","[0.5327009558677673, 0.8027989268302917, -0.01306383777409792]","[0.5330897569656372, 0.9442585706710815, 0.09142369776964188]",139.58879882538616
"[0.5437324643135071, 0.6462590098381042, -0.002689105225726962]","[0.5326813459396362, 0.8027685880661011, -0.012984360568225384]","[0.533080518245697, 0.9442638754844666, 0.09177111834287643]",139.5410708111955
"[0.5437270402908325, 0.6463178992271423, -0.0026839985512197018]","[0.5326963663101196, 0.8028351068496704, -0.013107565231621265]","[0.5330803394317627, 0.9444082379341125, 0.09157246351242065]",139.53059002024605
"[0.5437100529670715, 0.6463470458984375, -0.0027001395355910063]","[0.5326881408691406, 0.8028889894485474, -0.013159175403416157]","[0.533077597618103, 0.9444395303726196, 0.0914510115981102]",139.53229498837865
"[0.5437044501304626, 0.6463590860366821, -0.0026989206671714783]","[0.5327000617980957, 0.802960991859436, -0.013185204938054085]","[0.5330754518508911, 0.9444430470466614, 0.0918244943022728]",139.40807967853755
"[0.5436969995498657, 0.6464889049530029, -0.002739186864346266]","[0.5326787829399109, 0.8031326532363892, -0.013207359239459038]","[0.5330739617347717, 0.9444496631622314, 0.09200064092874527]",139.33133444283266
"[0.5436932444572449, 0.6465396285057068, -0.0026489507872611284]","[0.5326958894729614, 0.8033336400985718, -0.013159235008060932]","[0.5330546498298645, 0.9444897174835205, 0.09200502187013626]",139.30225781167377
"[0.5436851382255554, 0.6465505361557007, -0.0024218247272074223]","[0.5326911211013794, 0.8033215403556824, -0.013042179867625237]","[0.5330523252487183, 0.9444973468780518, 0.09156018495559692]",139.41172209774686
"[0.5436901450157166, 0.6465579867362976, -0.0024999785237014294]","[0.532699465751648, 0.8034343123435974, -0.013213838450610638]","[0.5330504179000854, 0.9445040225982666, 0.09155873209238052]",139.3164262590833
"[0.5437004566192627, 0.6465977430343628, -0.002530175494030118]","[0.5326984524726868, 0.8034390807151794, -0.013215320184826851]","[0.5330511927604675, 0.9445087909698486, 0.09023239463567734]",139.6716456346193
"[0.5436988472938538, 0.646613359451294, -0.0025300842244178057]","[0.5327332615852356, 0.8035116791725159, -0.013222694396972656]","[0.5330529808998108, 0.9445921182632446, 0.09057173877954483]",139.58395323003887
"[0.5436612367630005, 0.646659791469574, -0.002538320142775774]","[0.5327227711677551, 0.8036958575248718, -0.013189256191253662]","[0.5330536961555481, 0.944598376750946, 0.09068663418292999]",139.5474479719884
"[0.5436602234840393, 0.646822988986969, -0.002526358002796769]","[0.5326870679855347, 0.8042647242546082, -0.012081218883395195]","[0.5330061316490173, 0.9445784687995911, 0.10447011888027191]",136.65522490823292
"[0.5436540246009827, 0.6468333005905151, -0.0024757462088018656]","[0.5324553847312927, 0.8043791651725769, -0.011957362294197083]","[0.5329979658126831, 0.9444323778152466, 0.10210652649402618]",137.22120375718163
"[0.5435826778411865, 0.6468116044998169, -0.0024640390183776617]","[0.5323517322540283, 0.8045517206192017, -0.011918246746063232]","[0.5329882502555847, 0.944362998008728, 0.10083997249603271]",137.5039750107066
"[0.5435591340065002, 0.6466313600540161, -0.0023760690819472075]","[0.532190203666687, 0.8045418858528137, -0.012044871225953102]","[0.5329864025115967, 0.9443218111991882, 0.10045840591192245]",137.47787217909405
"[0.5435563325881958, 0.646623969078064, -0.002280228305608034]","[0.5321369767189026, 0.8046091198921204, -0.011903796344995499]","[0.5329848527908325, 0.9442875385284424, 0.09982282668352127]",137.66476259030074
"[0.5435478091239929, 0.6466637253761292, -0.0022803086321800947]","[0.5320814847946167, 0.8049903512001038, -0.011774410493671894]","[0.5329797863960266, 0.9442803859710693, 0.09955476224422455]",137.73760847972173
"[0.5435441136360168, 0.6466601490974426, -0.0021523379255086184]","[0.5319206118583679, 0.8049237728118896, -0.011726969853043556]","[0.5329713821411133, 0.9441980719566345, 0.09935316443443298]",137.75567210567468
"[0.5435246229171753, 0.6465011835098267, -0.0021630001720041037]","[0.5319374799728394, 0.8048345446586609, -0.012436168268322945]","[0.5329596996307373, 0.9441688656806946, 0.09600000083446503]",138.18761595795903
"[0.5434793829917908, 0.6465169191360474, -0.0021391520276665688]","[0.5318827629089355, 0.8048519492149353, -0.011970138177275658]","[0.5329599976539612, 0.9440708160400391, 0.0979723259806633]",137.93959913917817
"[0.5434662103652954, 0.6465185880661011, -0.002138057490810752]","[0.5318604707717896, 0.8048833012580872, -0.011914792470633984]","[0.5329445600509644, 0.9440702795982361, 0.09802405536174774]",137.9537543565789
"[0.5434756278991699, 0.6463273167610168, -0.0021303496323525906]","[0.5318695306777954, 0.8047085404396057, -0.012186444364488125]","[0.5329394340515137, 0.94411700963974, 0.09534041583538055]",138.51060993922547
"[0.5434730648994446, 0.6463205814361572, -0.002155248075723648]","[0.5318735837936401, 0.8046534061431885, -0.012203654274344444]","[0.5329386591911316, 0.9440768957138062, 0.0952662006020546]",138.53009680225554
"[0.5434705018997192, 0.6463143229484558, -0.0021234657615423203]","[0.5318704843521118, 0.8046332597732544, -0.012232832610607147]","[0.5329371690750122, 0.9440755844116211, 0.09526046365499496]",138.5055794666947
"[0.5434505343437195, 0.646264374256134, -0.0021604266948997974]","[0.5318622589111328, 0.8046001195907593, -0.012240497395396233]","[0.5329429507255554, 0.9440025687217712, 0.09532053768634796]",138.49113690023466
"[0.5433908104896545, 0.6460793018341064, -0.0021092481911182404]","[0.5318571329116821, 0.8043985366821289, -0.01225633081048727]","[0.5329420566558838, 0.9439563155174255, 0.09527470171451569]",138.5067249992339
"[0.5433892011642456, 0.6460759043693542, -0.0020896075293421745]","[0.5318084359169006, 0.8043980002403259, -0.01210115011781454]","[0.5329431891441345, 0.9439221024513245, 0.09550652652978897]",138.5256068873114
"[0.5433427095413208, 0.6460738778114319, -0.0020801727660000324]","[0.5317866206169128, 0.8043563365936279, -0.01181153766810894]","[0.5329433083534241, 0.9437149167060852, 0.09805645048618317]",138.0188478025736
"[0.5433412790298462, 0.6460832357406616, -0.0021685243118554354]","[0.5316838622093201, 0.8042770028114319, -0.011823220178484917]","[0.5329728126525879, 0.9437035918235779, 0.09786887466907501]",138.0936004323672
"[0.543326735496521, 0.646087646484375, -0.001976961502805352]","[0.5316067934036255, 0.8041344881057739, -0.010639579966664314]","[0.5329881310462952, 0.9436078667640686, 0.09800514578819275]",138.7140394987216
"[0.5433564186096191, 0.6460784077644348, -0.0019687279127538204]","[0.5316162109375, 0.8040944337844849, -0.010500119999051094]","[0.532991886138916, 0.9435943365097046, 0.09790071845054626]",138.82709193837562
"[0.543350338935852, 0.6459530591964722, -0.0019713693764060736]","[0.5316087007522583, 0.8039165139198303, -0.010727114975452423]","[0.5330159068107605, 0.9435923099517822, 0.09604698419570923]",139.19426528349535
"[0.543332040309906, 0.6459810137748718, -0.0020040483213961124]","[0.5316059589385986, 0.8039293885231018, -0.010507096536457539]","[0.5330328345298767, 0.9435620903968811, 0.09729059785604477]",139.01397159451184
"[0.543330192565918, 0.6459511518478394, -0.001953874249011278]","[0.5316308736801147, 0.8037738800048828, -0.010489696636795998]","[0.5330578684806824, 0.9435504078865051, 0.09667842090129852]",139.1895654715517
"[0.5433068871498108, 0.6459631323814392, -0.0019486816599965096]","[0.5316332578659058, 0.803765594959259, -0.010491076856851578]","[0.5330612063407898, 0.9435452818870544, 0.09653835743665695]",139.22377197117962
