right_hip_xyz,right_knee_xyz,right_ankle_xyz,knee_angle_xyz
"[0.5432747006416321, 0.6459702253341675, -0.0019521049689501524]","[0.5315223336219788, 0.8037968277931213, -0.010496449656784534]","[0.5330624580383301, 0.9434767961502075, 0.09779883921146393]",138.873728755403
"[0.5432641506195068, 0.6459711194038391, -0.0019702615682035685]","[0.5315188765525818, 0.8037995100021362, -0.010528892278671265]","[0.533079206943512, 0.9434429407119751, 0.09777359664440155]",138.85904374511213
"[0.5432637333869934, 0.6460103988647461, -0.001979806926101446]","[0.5313955545425415, 0.8039824962615967, -0.010533357039093971]","[0.5330907106399536, 0.9434325098991394, 0.09902660548686981]",138.49793786873786
"[0.543256402015686, 0.6460136771202087, -0.001987399999052286]","[0.5313548445701599, 0.8039531707763672, -0.010372957214713097]","[0.5330938100814819, 0.9434261322021484, 0.09937788546085358]",138.5110503359729
"[0.5432419776916504, 0.6460089087486267, -0.0019920761696994305]","[0.5313525199890137, 0.8040137887001038, -0.01040638703852892]","[0.5331240296363831, 0.943419873714447, 0.09917538613080978]",138.5305645557288
"[0.5432470440864563, 0.6458435654640198, -0.0019907618407160044]","[0.5313356518745422, 0.8038898706436157, -0.010470682755112648]","[0.5331279039382935, 0.9432575702667236, 0.09914437681436539]",138.49032025851486
"[0.5432332158088684, 0.6456857919692993, -0.0020152998622506857]","[0.5313348174095154, 0.8038623929023743, -0.010660985484719276]","[0.5331301689147949, 0.943242073059082, 0.0974198579788208]",138.8248092281073
"[0.5432457327842712, 0.6457046270370483, -0.0020285649225115776]","[0.531314492225647, 0.8038929104804993, -0.010620368644595146]","[0.5331327319145203, 0.943236231803894, 0.09872666746377945]",138.51429506432237
"[0.5432442426681519, 0.6457142233848572, -0.0020291784312576056]","[0.5313045978546143, 0.8039265275001526, -0.01053121592849493]","[0.5331281423568726, 0.9432312250137329, 0.09875810146331787]",138.55334784318364
"[0.5432432293891907, 0.6457131505012512, -0.0020304739009588957]","[0.5312904715538025, 0.8039085865020752, -0.010532567277550697]","[0.5331343412399292, 0.943200409412384, 0.09855394810438156]",138.6003064013496
"[0.543209969997406, 0.6457584500312805, -0.002071429044008255]","[0.5312877893447876, 0.8039549589157104, -0.010613281279802322]","[0.5331464409828186, 0.943191647529602, 0.09948282688856125]",138.3214253758625
"[0.5432068109512329, 0.6457440257072449, -0.002042742446064949]","[0.5312070250511169, 0.8039466142654419, -0.010559674352407455]","[0.5331489443778992, 0.9431747198104858, 0.09925438463687897]",138.393426162459
"[0.5432057976722717, 0.6457672119140625, -0.0020470041781663895]","[0.5310989618301392, 0.803919792175293, -0.01054764911532402]","[0.5331507325172424, 0.9431349039077759, 0.0994378849864006]",138.34404426818466
"[0.5432044267654419, 0.6458133459091187, -0.0020682630129158497]","[0.5310395956039429, 0.8040582537651062, -0.010680790059268475]","[0.5331484079360962, 0.9430939555168152, 0.09983239322900772]",138.13358085170896
"[0.5432029962539673, 0.6458174586296082, -0.0020731675904244184]","[0.5310341119766235, 0.8040475845336914, -0.010650970973074436]","[0.5331472754478455, 0.9430875182151794, 0.09982150793075562]",138.15637449731432
"[0.5432044267654419, 0.6458294987678528, -0.0020279705058783293]","[0.5310300588607788, 0.8039694428443909, -0.010392379015684128]","[0.5331469774246216, 0.9430551528930664, 0.10097147524356842]",138.017236745195
"[0.5432100892066956, 0.6458226442337036, -0.002063371939584613]","[0.5310077667236328, 0.803911566734314, -0.01045897975564003]","[0.5331228971481323, 0.9430307149887085, 0.10047398507595062]",138.1179427834932
"[0.543205976486206, 0.6458229422569275, -0.002067235065624118]","[0.5310029983520508, 0.8037874102592468, -0.010366028174757957]","[0.5331239104270935, 0.9429406523704529, 0.10041815042495728]",138.19357674306235
"[0.5432063341140747, 0.645852267742157, -0.0020347454119473696]","[0.5309920310974121, 0.8038150072097778, -0.010220606811344624]","[0.5331240892410278, 0.9428967237472534, 0.10085278749465942]",138.14676069181837
"[0.5432053804397583, 0.6459062695503235, -0.002129520522430539]","[0.5309582948684692, 0.8037975430488586, -0.010210619308054447]","[0.5331372618675232, 0.9428759217262268, 0.10123243182897568]",138.08699690130845
"[0.5431873202323914, 0.6459461450576782, -0.0021132943220436573]","[0.5308963656425476, 0.803876519203186, -0.00993204303085804]","[0.533119797706604, 0.9427672028541565, 0.10252491384744644]",137.88983943273738
"[0.543157696723938, 0.6459586024284363, -0.002164501929655671]","[0.5309001207351685, 0.8037974238395691, -0.00978401955217123]","[0.5331042408943176, 0.9426412582397461, 0.10244482755661011]",138.00845258435155
"[0.5431451201438904, 0.6459313035011292, -0.002163032302632928]","[0.530887246131897, 0.8038401007652283, -0.009846793487668037]","[0.5330890417098999, 0.9426135420799255, 0.10100062936544418]",138.3159017641147
"[0.5431433916091919, 0.6460832953453064, -0.0021422822028398514]","[0.5308626890182495, 0.8038561344146729, -0.009393137879669666]","[0.5330893993377686, 0.9426018595695496, 0.10441058874130249]",137.73089833105507
"[0.5431394577026367, 0.6461108922958374, -0.0022033671848475933]","[0.5308667421340942, 0.8040786981582642, -0.009505690075457096]","[0.5330888032913208, 0.9425908923149109, 0.1042041927576065]",137.69263399244912
"[0.543150782585144, 0.6461301445960999, -0.0022427074145525694]","[0.5308682918548584, 0.8040769696235657, -0.009507432579994202]","[0.5330828428268433, 0.942581295967102, 0.10404505580663681]",137.74261200464383
"[0.5431498289108276, 0.6461331844329834, -0.002243868773803115]","[0.5308685898780823, 0.8039628267288208, -0.009379463270306587]","[0.533076822757721, 0.9425452351570129, 0.10388286411762238]",137.87388929778342
"[0.5431440472602844, 0.6461366415023804, -0.002237630309537053]","[0.530828595161438, 0.8039649128913879, -0.009243465960025787]","[0.533053994178772, 0.9424089789390564, 0.10428085178136826]",137.82634206702096
"[0.5431297421455383, 0.6462494730949402, -0.002370610600337386]","[0.5308308005332947, 0.8044039011001587, -0.00922996923327446]","[0.5330402255058289, 0.9424037337303162, 0.10461269319057465]",137.7185628038659
"[0.5431283116340637, 0.6463033556938171, -0.0023720460012555122]","[0.5308293104171753, 0.8045796751976013, -0.009274201467633247]","[0.5330362319946289, 0.9424029588699341, 0.10459759086370468]",137.66267735244938
"[0.5431380867958069, 0.6463583111763, -0.0024018993135541677]","[0.5308268666267395, 0.8046746850013733, -0.009278850629925728]","[0.5330343842506409, 0.9424332976341248, 0.10352224111557007]",137.92182609564426
"[0.543127179145813, 0.6463282108306885, -0.0024031244684010744]","[0.5308294296264648, 0.8046664595603943, -0.009276168420910835]","[0.5330302715301514, 0.9424299597740173, 0.10217557847499847]",138.259658724755
"[0.5431413650512695, 0.6463243961334229, -0.002412059810012579]","[0.5307873487472534, 0.8046116232872009, -0.009321551769971848]","[0.5330286026000977, 0.9424265027046204, 0.10136184841394424]",138.4438990067828
"[0.5431405901908875, 0.6462568044662476, -0.002413608133792877]","[0.5307751893997192, 0.8046002984046936, -0.009327867068350315]","[0.533026933670044, 0.9424293041229248, 0.1013687252998352]",138.44190324635105
"[0.5431505441665649, 0.646246075630188, -0.0024113929830491543]","[0.5307750105857849, 0.8045565485954285, -0.00932400207966566]","[0.5330253839492798, 0.9423971176147461, 0.1013442873954773]",138.45095712368806
"[0.5431881546974182, 0.6462385654449463, -0.0026255964767187834]","[0.5308530330657959, 0.8044236898422241, -0.009481096640229225]","[0.5330259799957275, 0.9424011707305908, 0.10070544481277466]",138.6222285479505
"[0.5432547330856323, 0.6462452411651611, -0.0027935882098972797]","[0.5308798551559448, 0.8044220209121704, -0.010257837362587452]","[0.5330228209495544, 0.9424275159835815, 0.10032331943511963]",138.31048846036802
"[0.5433012247085571, 0.6463425159454346, -0.003347850637510419]","[0.5307661294937134, 0.8044315576553345, -0.011461769230663776]","[0.5330100059509277, 0.9424648284912109, 0.09884393960237503]",138.140148683845
"[0.5433329939842224, 0.646528422832489, -0.003703782334923744]","[0.5307979583740234, 0.8046465516090393, -0.011630519293248653]","[0.533025860786438, 0.9425381422042847, 0.09887899458408356]",138.12890527157757
"[0.5434249043464661, 0.6465297937393188, -0.00403367867693305]","[0.5308043360710144, 0.8046161532402039, -0.012688519433140755]","[0.5330232381820679, 0.9425685405731201, 0.0960753932595253]",138.31662893365066
"[0.543431282043457, 0.6465198993682861, -0.004182493779808283]","[0.5307437777519226, 0.8045963644981384, -0.012853756546974182]","[0.533026397228241, 0.9425546526908875, 0.09545035660266876]",138.42300110101792
"[0.543383002281189, 0.6465137004852295, -0.00436756107956171]","[0.5305556058883667, 0.8044953942298889, -0.013922629877924919]","[0.5330414175987244, 0.9424425959587097, 0.09453984349966049]",138.04748694124206
"[0.5433719158172607, 0.6466009020805359, -0.004456636030226946]","[0.5300758481025696, 0.8048120737075806, -0.015381820499897003]","[0.5330404043197632, 0.9424211978912354, 0.09614809602499008]",136.6855305283374
"[0.5433711409568787, 0.6465778946876526, -0.004141467623412609]","[0.5290636420249939, 0.8046525120735168, -0.020047275349497795]","[0.5330464243888855, 0.942186713218689, 0.09601054340600967]",133.70056924187372
"[0.543360710144043, 0.6465373635292053, -0.0037192651070654392]","[0.5280450582504272, 0.8046067357063293, -0.030832618474960327]","[0.5330435633659363, 0.942193329334259, 0.09125537425279617]",128.26954697565742
"[0.5433610677719116, 0.6464914083480835, -0.0037063141353428364]","[0.5270060300827026, 0.8047423958778381, -0.03584503009915352]","[0.5330418348312378, 0.9421929121017456, 0.08996032178401947]",125.58905446265946
"[0.5441443920135498, 0.6480712890625, -0.001988318981602788]","[0.5240708589553833, 0.8045898675918579, -0.06196650117635727]","[0.5330632925033569, 0.9420013427734375, 0.08374442160129547]",111.8338351327113
"[0.5442478060722351, 0.6503919959068298, -0.000980266253463924]","[0.5229556560516357, 0.8048162460327148, -0.06283660978078842]","[0.5330951809883118, 0.9420097470283508, 0.08459318429231644]",110.51349949716516
"[0.5447066426277161, 0.6543818116188049, -0.0009631052380427718]","[0.5209088921546936, 0.8049039840698242, -0.08523450791835785]","[0.5331035852432251, 0.9422547817230225, 0.06657850742340088]",102.2711643582649
"[0.5451677441596985, 0.6595562696456909, -0.000689206994138658]","[0.5171210765838623, 0.8052454590797424, -0.11306241899728775]","[0.5330910086631775, 0.942384660243988, 0.05523666739463806]",90.8761045930661
"[0.5452623963356018, 0.6622089147567749, -0.00048246761434711516]","[0.5163363218307495, 0.8056020140647888, -0.10437939316034317]","[0.5330909490585327, 0.9423838257789612, 0.06182482838630676]",92.7533137282302
"[0.5454537272453308, 0.6683107614517212, -0.00043924301280640066]","[0.5127309560775757, 0.8059131503105164, -0.1704283207654953]","[0.5331287384033203, 0.9418504238128662, 0.036626171320676804]",71.80701559466968
"[0.5458308458328247, 0.6750361919403076, -0.00035473762545734644]","[0.509842038154602, 0.8082404732704163, -0.18491162359714508]","[0.533237099647522, 0.9415199160575867, 0.03861766681075096]",66.15392596705505
"[0.5461782217025757, 0.6804766058921814, -0.0002682563499547541]","[0.5067862272262573, 0.8101277947425842, -0.1967851221561432]","[0.5333515405654907, 0.941502571105957, 0.03396430239081383]",62.55396150764498
"[0.5463615655899048, 0.6872936487197876, -0.00021492017549462616]","[0.5046262741088867, 0.8148098587989807, -0.21171171963214874]","[0.5333913564682007, 0.9413488507270813, 0.0345216765999794]",57.80612661658983
"[0.5464465618133545, 0.6909633278846741, 1.697242805676069e-05]","[0.5028561949729919, 0.8173633217811584, -0.21635933220386505]","[0.53348708152771, 0.9416314959526062, 0.02949472889304161]",56.5846278031873
"[0.5464456081390381, 0.6971330642700195, 1.173763484985102e-05]","[0.5017235279083252, 0.8204940557479858, -0.23119470477104187]","[0.5334981083869934, 0.9420716762542725, 0.017918338999152184]",53.59707844459804
"[0.5463696718215942, 0.7035624980926514, 9.72408179222839e-06]","[0.5003396272659302, 0.8237374424934387, -0.2457776814699173]","[0.533530592918396, 0.9427831768989563, 0.008812682703137398]",50.63741779969236
"[0.5462380647659302, 0.7117414474487305, -1.854922084021382e-05]","[0.49966779351234436, 0.826616644859314, -0.26994895935058594]","[0.5335165858268738, 0.9430080056190491, -0.016743283718824387]",47.2940932757194
"[0.5461922883987427, 0.7196656465530396, -0.0004173907800577581]","[0.4995086193084717, 0.8268787264823914, -0.27294912934303284]","[0.5334759950637817, 0.9430006146430969, -0.03142168000340462]",46.682395053197524
"[0.5458744764328003, 0.7273063659667969, -0.0007981991511769593]","[0.4992152154445648, 0.8277731537818909, -0.2887741029262543]","[0.533234715461731, 0.942997932434082, -0.036665964871644974]",43.395633547373414
"[0.5454701781272888, 0.7359164953231812, -0.0012170840054750443]","[0.4979763925075531, 0.8318135738372803, -0.30568140745162964]","[0.5329609513282776, 0.9428843259811401, -0.03793006017804146]",39.66980340391139
"[0.544764518737793, 0.7435433864593506, -0.0015015535755082965]","[0.4970932900905609, 0.8345047831535339, -0.30909186601638794]","[0.5329541563987732, 0.9426952004432678, -0.04184074327349663]",38.16945804934795
"[0.544256865978241, 0.7530787587165833, -0.002105062361806631]","[0.49584513902664185, 0.8397295475006104, -0.29121285676956177]","[0.5329704284667969, 0.9425132274627686, -0.03186344355344772]",37.91203251345553
"[0.5435388684272766, 0.7595435380935669, -0.0030554533004760742]","[0.49476248025894165, 0.8402119874954224, -0.29493921995162964]","[0.5329583883285522, 0.9414832592010498, -0.02607448771595955]",35.7258423824516
"[0.5423979759216309, 0.769079864025116, -0.004002686589956284]","[0.4934644103050232, 0.8394709229469299, -0.2938707172870636]","[0.532767117023468, 0.9414457678794861, -0.03169626370072365]",34.521271062942915
"[0.5422841906547546, 0.7753363847732544, -0.004205521661788225]","[0.4926201403141022, 0.8402937054634094, -0.2849423289299011]","[0.5327292084693909, 0.9422728419303894, -0.03184700757265091]",34.55073610089587
"[0.5423156023025513, 0.7818900942802429, -0.004170723259449005]","[0.49216222763061523, 0.8401631116867065, -0.2820305824279785]","[0.5327146649360657, 0.9425556659698486, -0.03445375710725784]",33.875906144730735
"[0.5428191423416138, 0.7888050079345703, -0.004152762703597546]","[0.49210184812545776, 0.8401357531547546, -0.2800576686859131]","[0.5323203802108765, 0.9426343441009521, -0.03305156156420708]",32.66185344191667
"[0.5428434610366821, 0.7955886125564575, -0.004182592500001192]","[0.49184030294418335, 0.840071439743042, -0.2789075970649719]","[0.5322744846343994, 0.9428182244300842, -0.03780645877122879]",31.856781858880048
"[0.5444195866584778, 0.8002488613128662, -0.0038816346786916256]","[0.4907712936401367, 0.8402754068374634, -0.2675304710865021]","[0.5322729349136353, 0.9428789019584656, -0.03591127693653107]",32.04777289581458
"[0.5446851253509521, 0.8013328313827515, -0.0038646336179226637]","[0.4897380471229553, 0.8404662609100342, -0.2635163962841034]","[0.5322726964950562, 0.9427661299705505, -0.03502960130572319]",32.1744806419146
"[0.546021044254303, 0.8037095665931702, -0.0035816903691738844]","[0.48934683203697205, 0.840093195438385, -0.26435381174087524]","[0.5322707891464233, 0.9427090883255005, -0.046498045325279236]",32.58560343130084
"[0.5466428995132446, 0.8034418225288391, -0.0032810873817652464]","[0.4893046021461487, 0.8400250673294067, -0.264305055141449]","[0.532248854637146, 0.942997395992279, -0.05045273154973984]",33.08142971202351
"[0.5468395948410034, 0.802058756351471, -0.003037650603801012]","[0.48937106132507324, 0.8405352234840393, -0.2646699547767639]","[0.5322256088256836, 0.9433469772338867, -0.047071829438209534]",33.06781282504115
"[0.5468687415122986, 0.801137387752533, -0.002875251928344369]","[0.4895262122154236, 0.8404210209846497, -0.2674374580383301]","[0.5321968197822571, 0.9436407089233398, -0.04870530962944031]",33.12932767982802
"[0.5468543767929077, 0.7990555167198181, -0.0027377246879041195]","[0.48989397287368774, 0.8403641581535339, -0.26711300015449524]","[0.5321863293647766, 0.9438694715499878, -0.04856423661112785]",33.642406013379784
"[0.5465737581253052, 0.7981547713279724, -0.0025100482162088156]","[0.49012860655784607, 0.8406005501747131, -0.27015289664268494]","[0.5321400761604309, 0.9439288377761841, -0.047863155603408813]",33.38999962133584
"[0.5457913279533386, 0.7927010655403137, -0.00238971714861691]","[0.4906821846961975, 0.8422567844390869, -0.2682686448097229]","[0.5321383476257324, 0.943941056728363, -0.04055405035614967]",34.08706719957696
"[0.5449123978614807, 0.7832377552986145, -0.002366239670664072]","[0.4915385842323303, 0.8440435528755188, -0.26828595995903015]","[0.5320960283279419, 0.9439135789871216, -0.030770614743232727]",35.18681931852429
"[0.5439417362213135, 0.7736207842826843, -0.002614957047626376]","[0.4924033582210541, 0.8448799848556519, -0.2874029576778412]","[0.5320531129837036, 0.9437987804412842, -0.030705507844686508]",34.711135291718264
"[0.5430672764778137, 0.764483630657196, -0.0030465354211628437]","[0.49320188164711, 0.8455458879470825, -0.2967534065246582]","[0.5320758819580078, 0.9427706599235535, -0.027176633477211]",34.894965962818794
"[0.5428701043128967, 0.7565813064575195, -0.0030090108048170805]","[0.49354657530784607, 0.8453014492988586, -0.2938355505466461]","[0.5320423245429993, 0.9425182938575745, -0.02810068055987358]",36.668132117464125
"[0.5427225232124329, 0.749710738658905, -0.002986028091982007]","[0.49435538053512573, 0.8433288335800171, -0.30903488397598267]","[0.5318963527679443, 0.942510724067688, -0.0288766510784626]",36.171300627281845
"[0.542640209197998, 0.7408308386802673, -0.0028278916142880917]","[0.49503761529922485, 0.8421412110328674, -0.31526681780815125]","[0.5318903923034668, 0.942315936088562, -0.03242425620555878]",37.14499906786219
"[0.5426515936851501, 0.7312001585960388, -0.0028533050790429115]","[0.4962032735347748, 0.8400323987007141, -0.30602604150772095]","[0.5320345759391785, 0.9423539638519287, -0.03411433845758438]",40.013439971115936
"[0.5426604747772217, 0.7184329628944397, -0.0032878119964152575]","[0.49874377250671387, 0.8362106680870056, -0.3062486946582794]","[0.5320779085159302, 0.9420653581619263, -0.03755015879869461]",42.412337464450424
"[0.5426618456840515, 0.7098007202148438, -0.003373846411705017]","[0.5011043548583984, 0.8315694332122803, -0.3044905662536621]","[0.5323057174682617, 0.9421347975730896, -0.04451976716518402]",44.73442712164031
"[0.5426731109619141, 0.7008494138717651, -0.003290510270744562]","[0.5025262236595154, 0.8250312209129333, -0.2980353534221649]","[0.5325465798377991, 0.9414778351783752, -0.04360130429267883]",47.11195715151543
"[0.5426539182662964, 0.6917340159416199, -0.0034072839189320803]","[0.504149854183197, 0.8199595808982849, -0.27705901861190796]","[0.5327528715133667, 0.9413359761238098, -0.030434217303991318]",50.961921989874554
"[0.5432577133178711, 0.6849554181098938, -0.0034153915476053953]","[0.5068861246109009, 0.8155198693275452, -0.22396743297576904]","[0.532758355140686, 0.9412409663200378, 0.009922484867274761]",58.47582685802349
"[0.5433614253997803, 0.6775929927825928, -0.002846172545105219]","[0.50981605052948, 0.811055064201355, -0.20946569740772247]","[0.5327489376068115, 0.9415152668952942, 0.011841239407658577]",62.98438010913998
"[0.5434243679046631, 0.6695197224617004, -0.002138220239430666]","[0.5127242207527161, 0.8065850138664246, -0.18467426300048828]","[0.5328499674797058, 0.9419297575950623, 0.01334785670042038]",70.82071231744234
"[0.5435057282447815, 0.6666803359985352, -0.0021522282622754574]","[0.5156371593475342, 0.8061625361442566, -0.15469467639923096]","[0.532877504825592, 0.9422716498374939, 0.03891117125749588]",77.12392673127113
"[0.5437533259391785, 0.660595178604126, -0.0022017480805516243]","[0.5177650451660156, 0.8024912476539612, -0.1476641595363617]","[0.5329639911651611, 0.9423038363456726, 0.039674729108810425]",80.63763546943336
"[0.5440149307250977, 0.6547343134880066, -0.0030033260118216276]","[0.5194017291069031, 0.8021572828292847, -0.12565824389457703]","[0.5329777598381042, 0.942459762096405, 0.04318023473024368]",89.51602331289588
"[0.5440781712532043, 0.6531626582145691, -0.003562710713595152]","[0.5198975801467896, 0.8029046654701233, -0.10679709911346436]","[0.5329810976982117, 0.9424683451652527, 0.05335276573896408]",95.95183306265419
"[0.5440593957901001, 0.6504358053207397, -0.0037862558383494616]","[0.5210443139076233, 0.8041442036628723, -0.08695851266384125]","[0.5329815149307251, 0.9424694180488586, 0.06324457377195358]",103.62615188347142
"[0.5438164472579956, 0.6486175060272217, -0.0038892515003681183]","[0.5232016444206238, 0.8048049211502075, -0.06125041842460632]","[0.5329889059066772, 0.9424882531166077, 0.07926513254642487]",113.64055524139857
"[0.5436874628067017, 0.647192120552063, -0.0038871553260833025]","[0.5238640308380127, 0.8048217296600342, -0.05948330834507942]","[0.5329760313034058, 0.9422719478607178, 0.07961404323577881]",114.6680601341123
"[0.5435806512832642, 0.6461469531059265, -0.0038509697187691927]","[0.5262546539306641, 0.8043450713157654, -0.04438523203134537]","[0.5330086946487427, 0.9422692656517029, 0.0805102288722992]",122.96898451614183
"[0.5434757471084595, 0.6454573273658752, -0.003997091669589281]","[0.5273140668869019, 0.8043526411056519, -0.0415257103741169]","[0.5330139398574829, 0.9425462484359741, 0.07946857810020447]",125.07534362446516
"[0.5434772372245789, 0.6446659564971924, -0.0038180523552000523]","[0.5277716517448425, 0.8035415410995483, -0.03754287213087082]","[0.5330308675765991, 0.9426146149635315, 0.0813223198056221]",127.07452411910693
"[0.5434750318527222, 0.6447262167930603, -0.004162725992500782]","[0.5287469625473022, 0.80356764793396, -0.025193622335791588]","[0.5330365896224976, 0.9427910447120667, 0.08788309246301651]",132.96066287697627
"[0.5434741973876953, 0.645057737827301, -0.004329988267272711]","[0.5292800664901733, 0.8036172986030579, -0.022008027881383896]","[0.5330281257629395, 0.9428446888923645, 0.08903199434280396]",134.67583113840314
"[0.5434741377830505, 0.6449423432350159, -0.004328341688960791]","[0.5300155282020569, 0.8030235767364502, -0.017534421756863594]","[0.5330342054367065, 0.9429553747177124, 0.09105606377124786]",137.05932328541593
"[0.5435656309127808, 0.6451176404953003, -0.004235211759805679]","[0.5304640531539917, 0.8030754327774048, -0.013290314003825188]","[0.5330608487129211, 0.9431354999542236, 0.09729914367198944]",138.09518678716083
"[0.5437250733375549, 0.6456643342971802, -0.003976600710302591]","[0.5308375954627991, 0.8030937910079956, -0.010988287627696991]","[0.5330662131309509, 0.9435567259788513, 0.0987943708896637]",139.1227263061439
"[0.543736457824707, 0.6461426019668579, -0.003761623054742813]","[0.5311063528060913, 0.8031993508338928, -0.010392505675554276]","[0.5330488681793213, 0.9438698291778564, 0.09759294986724854]",139.7694997278392
"[0.5438161492347717, 0.6464658379554749, -0.0036633878480643034]","[0.5312910676002502, 0.8032257556915283, -0.011816907674074173]","[0.533043622970581, 0.9441278576850891, 0.09577096253633499]",139.3727190467827
"[0.543889045715332, 0.6466605067253113, -0.003500762628391385]","[0.5314332246780396, 0.803061306476593, -0.012146169319748878]","[0.5330463647842407, 0.9442633986473083, 0.0943392664194107]",139.5351769052448
"[0.5439070463180542, 0.6468152403831482, -0.003496254328638315]","[0.5315028429031372, 0.8031030893325806, -0.013165505602955818]","[0.5330504179000854, 0.9444974064826965, 0.09306593984365463]",139.26906907012113
"[0.5439018607139587, 0.6469331979751587, -0.0034303423017263412]","[0.5315722227096558, 0.8029388189315796, -0.01273331604897976]","[0.5330520868301392, 0.9445181488990784, 0.09252246469259262]",139.68717832955113
"[0.5438926815986633, 0.6470194458961487, -0.003317817347124219]","[0.5315841436386108, 0.8028737306594849, -0.011965868063271046]","[0.5330527424812317, 0.9446009993553162, 0.0921141505241394]",140.25552826099192
"[0.5439156293869019, 0.6470826864242554, -0.003253629431128502]","[0.531732439994812, 0.8028196692466736, -0.01240447722375393]","[0.5330400466918945, 0.9446528553962708, 0.0917777344584465]",140.07559200179134
"[0.5438914895057678, 0.6470683217048645, -0.0032555717043578625]","[0.5318002104759216, 0.8026311993598938, -0.013219651766121387]","[0.5330404043197632, 0.9445638656616211, 0.0916086882352829]",139.6333315033028
"[0.5438917875289917, 0.6470901966094971, -0.003254147246479988]","[0.5317842960357666, 0.8026376962661743, -0.010647991672158241]","[0.5330408215522766, 0.9444973468780518, 0.09412305057048798]",140.5679029253062
"[0.5438810586929321, 0.6470425128936768, -0.0032519004307687283]","[0.5319881439208984, 0.8026097416877747, -0.011735371313989162]","[0.5330355763435364, 0.9444990158081055, 0.09276245534420013]",140.26487103323169
"[0.5438430309295654, 0.6470566987991333, -0.003244672669097781]","[0.5320206880569458, 0.8026036620140076, -0.012257300317287445]","[0.5330300331115723, 0.9445255398750305, 0.09202902019023895]",140.13706558113506
"[0.5438328981399536, 0.6470975875854492, -0.003397735534235835]","[0.5320678353309631, 0.8026301264762878, -0.01273684948682785]","[0.5330296158790588, 0.9445614218711853, 0.09193791449069977]",139.9227857080047
"[0.5438453555107117, 0.6471499800682068, -0.003370835678651929]","[0.5320587158203125, 0.8026336431503296, -0.0114873256534338]","[0.5330302119255066, 0.9445391297340393, 0.09241394698619843]",140.56199228772655
"[0.5438466668128967, 0.647163450717926, -0.0033688743133097887]","[0.5320535898208618, 0.8026878833770752, -0.011466532945632935]","[0.5330289602279663, 0.9445536136627197, 0.09227180480957031]",140.60423963001674
"[0.5438469648361206, 0.647114634513855, -0.003306883154436946]","[0.5321224927902222, 0.8026754260063171, -0.011755961924791336]","[0.5330278277397156, 0.9445561766624451, 0.09025357663631439]",140.93904332046606
"[0.5438644289970398, 0.6470967531204224, -0.0032523057889193296]","[0.5321252346038818, 0.8025228977203369, -0.011916199699044228]","[0.5330218076705933, 0.9445487856864929, 0.09015752375125885]",140.8681594621241
"[0.5438775420188904, 0.647100567817688, -0.0032492440659552813]","[0.5321177840232849, 0.8025211691856384, -0.011965407058596611]","[0.5330089330673218, 0.9445230960845947, 0.09012767672538757]",140.83879057528193
"[0.5438742637634277, 0.6470790505409241, -0.0032669759821146727]","[0.5321155190467834, 0.8025169372558594, -0.012025497853755951]","[0.5330080986022949, 0.9444995522499084, 0.08986368775367737]",140.87388813325876
"[0.5438748598098755, 0.6470624804496765, -0.0032916818745434284]","[0.5321128368377686, 0.8024452328681946, -0.012054558843374252]","[0.533002495765686, 0.944491982460022, 0.08960190415382385]",140.94468953339168
"[0.5438775420188904, 0.6470734477043152, -0.0032880487851798534]","[0.5320913195610046, 0.8024588227272034, -0.012073620222508907]","[0.5329890251159668, 0.9444549679756165, 0.08963639289140701]",140.9114926152282
"[0.5438490509986877, 0.6470483541488647, -0.0032278825528919697]","[0.5320848226547241, 0.8023669719696045, -0.011853591538965702]","[0.532995343208313, 0.9443640112876892, 0.08993291854858398]",140.94845475494668
"[0.5438553094863892, 0.6470565795898438, -0.0032262790482491255]","[0.5320814847946167, 0.8023765087127686, -0.011904939077794552]","[0.5329951047897339, 0.9443604946136475, 0.08995015919208527]",140.90809188597333
"[0.5438611507415771, 0.647049605846405, -0.003224733052775264]","[0.532076895236969, 0.8023738861083984, -0.011925243772566319]","[0.5329933762550354, 0.9443106055259705, 0.08985919505357742]",140.9094197385765
"[0.5438607335090637, 0.6470518708229065, -0.0032255046535283327]","[0.5320209860801697, 0.8023656606674194, -0.011852561496198177]","[0.5330016016960144, 0.9442141056060791, 0.08994138240814209]",140.91194193826234
"[0.543864369392395, 0.6470522284507751, -0.0032262199092656374]","[0.5320195555686951, 0.8023654818534851, -0.011866336688399315]","[0.5330041646957397, 0.9442137479782104, 0.08988309651613235]",140.9185426110556
"[0.5439268350601196, 0.6470856070518494, -0.003270229324698448]","[0.5319284200668335, 0.802376389503479, -0.011893339455127716]","[0.5330002903938293, 0.9441645741462708, 0.08995536714792252]",140.87706221867558
"[0.5439051389694214, 0.6470874547958374, -0.003267904045060277]","[0.5319247841835022, 0.8023614883422852, -0.012074140831828117]","[0.5329955816268921, 0.9441109895706177, 0.08967721462249756]",140.8290189411295
"[0.5438886880874634, 0.647088885307312, -0.003221274120733142]","[0.5319160223007202, 0.8022928237915039, -0.012049057520925999]","[0.5329959988594055, 0.9440891146659851, 0.08936681598424911]",140.91707747220795
