lt_hip_sagittal,lt_hip_frontal,lt_hip_transe,lt_knee_sagittal,lt_knee_frontal,lt_knee_transe,lt_ank_sagittal,lt_ank_frontal,lt_ank_transe,rt_hip_sagittal,rt_hip_frontal,rt_hip_transe,rt_knee_sagittal,rt_knee_frontal,rt_knee_transe,rt_ank_sagittal,rt_ank_frontal,rt_ank_transe,lt_plv_sagittal,lt_plv_frontal,lt_plv_transe,rt_plv_sagittal,rt_plv_frontal,rt_plv_transe
30.357612269679702,2.274413369568082,1.3325893928826258,29.127926017845933,-1.2933919220122292,-0.7208030469139293,29.127926017845933,-1.2933919220122292,-0.7208030469139293,32.00948916213237,12.275832404549673,7.745699976263569,32.83091128925597,5.70703742944337,3.6894126396353855,32.83091128925597,5.70703742944337,3.6894126396353855,-79.64522945356033,-145.1482358026628,-1.3843169266938242,-125.43563174566904,34.851764197337175,178.61568307330617
97.72481789568009,6.699628418936628,139.10824767871216,59.02187450518539,3.05531821835114,5.080773526279073,59.02187450518539,3.05531821835114,5.080773526279073,76.35384998060653,10.335361851662013,36.91288303601718,69.24237970146217,7.25140435380698,18.55752204908663,69.24237970146217,7.25140435380698,18.55752204908663,-37.50887862791016,-47.54462724770558,-1.0289544447906176,-73.74044186580929,132.45537275229444,178.97104555520937
63.76051995610987,5.626453711598113,11.302509161923851,50.39591508764819,2.1799994297672947,2.6341987305617938,50.39591508764819,2.1799994297672947,2.6341987305617938,59.69415583537693,10.031164304508362,16.837727459009564,53.783934405750266,8.104006357796724,11.003303561643898,53.783934405750266,8.104006357796724,11.003303561643898,-74.65216680858803,-132.63107689016962,-2.4129786470259087,-120.67690650380426,47.36892310983038,177.5870213529741
75.31783519384375,7.646186864982511,27.12954200153408,53.391733495926125,3.5048258527420098,4.713064019804369,53.391733495926125,3.5048258527420098,4.713064019804369,59.048062433090315,11.98141604675304,19.486905887642166,53.24578691089804,5.003719319038135,6.686330840617642,53.24578691089804,5.003719319038135,6.686330840617642,-77.83032871975408,-136.07675450868598,-3.2988868451811215,-114.61476650389595,43.923245491314034,176.7011131548189
48.48650962877883,8.734839483825295,9.847307768220382,34.63998643010149,0.7246862969952322,0.5006883473107951,34.63998643010149,0.7246862969952322,0.5006883473107951,42.24622378061151,8.36081553606112,7.602845171758173,33.170816266155285,4.373896350111326,2.8622002749263404,33.170816266155285,4.373896350111326,2.8622002749263404,-91.09145197445056,-144.17380825441327,-1.458520859264613,-128.12813032324635,35.82619174558674,178.5414791407354
89.639596058362,1.5742624611620242,77.10816975907383,82.46512179978085,2.036268051243121,15.045425038901632,82.46512179978085,2.036268051243121,15.045425038901632,81.40976596780457,-4.933140432453394,-29.742625147210052,95.8115156223948,5.261767744648144,137.85988911202617,95.8115156223948,5.261767744648144,137.85988911202617,-54.46257599646981,-89.9509690264021,-124.53582787588044,-48.63992081312054,90.04903097359791,55.464172124119564
81.55580085107076,1.4755814157329308,9.843742210833566,83.42861440735844,-0.4883500953997957,-4.231620128173603,83.42861440735844,-0.4883500953997957,-4.231620128173603,75.32329218418026,-4.027104493603867,-15.045600233527656,97.48553897074856,2.3347045450935098,162.761379948761,97.48553897074856,2.3347045450935098,162.761379948761,-96.91530450251183,-89.5234788330117,-114.28243876427494,-89.34627759415356,90.4765211669883,65.71756123572506
69.62157645801523,1.3825269579071529,3.717290249167513,71.7528462937583,-1.8887815199660472,-5.711944875959473,71.7528462937583,-1.8887815199660472,-5.711944875959473,65.93204297196203,-4.52467592747004,-10.047083754183966,82.96414607842921,4.527860217872035,32.68582176177317,82.96414607842921,4.527860217872035,32.68582176177317,-108.95636062468054,-90.89413538100325,-114.55704928501247,-99.84450431681246,89.10586461899676,65.44295071498755
73.52983250130706,1.7874057347680736,6.025389547677429,72.99036082380975,-2.5419186116693755,-8.257055853246994,72.99036082380975,-2.5419186116693755,-8.257055853246994,65.81047133312238,-4.288241890129297,-9.4769214235798,86.60981653776273,2.6367438877584313,37.861475622808065,86.60981653776273,2.6367438877584313,37.861475622808065,-131.00492474393596,-90.98117046656677,-115.27611751228436,-128.01062337110184,89.01882953343323,64.72388248771564
61.1930222015075,2.9098476765504766,5.281014781144184,62.255653424158105,0.26910124954346726,0.5115900108149828,62.255653424158105,0.26910124954346726,0.5115900108149828,57.51464137221541,-4.651006955266129,-7.28137053024014,68.86251144501357,1.256171793176948,3.24615693350495,68.86251144501357,1.256171793176948,3.24615693350495,-127.18889844712201,-87.7687794549032,-119.57474035090046,-125.54019579107808,92.23122054509682,60.42525964909956
60.639456058562,4.097631857598042,7.257231427457967,58.408503575433464,2.0301047056450443,3.2987182260178285,58.408503575433464,2.0301047056450443,3.2987182260178285,56.208731566849686,-4.785631220272308,-7.130679254226282,64.52500298765395,-0.3048439660252577,-0.6398165225019647,64.52500298765395,-0.3048439660252577,-0.6398165225019647,-129.95180501790708,-91.62618809079103,-121.17807111798278,-128.66265888247474,88.37381190920897,58.82192888201722
64.88090280233682,4.475237164376458,9.477390093508498,57.643315711365574,2.603325960322197,4.104840991056393,57.643315711365574,2.603325960322197,4.104840991056393,59.90725252706577,-3.9580091283577863,-6.808571443563084,65.56045581611447,0.4389385789430134,0.9657896512094722,65.56045581611447,0.4389385789430134,0.9657896512094722,-126.32130024074034,-97.02863770641332,-123.03122689541019,-122.34393701080161,82.97136229358668,56.96877310458982
64.69089726229916,5.242691106190683,10.981028890515166,58.124460236420475,0.07702641410127042,0.12386582935276874,58.124460236420475,0.07702641410127042,0.12386582935276874,64.01201148874782,-3.3866988313595248,-6.921690505498198,71.21503207015161,1.7228158250263603,5.053475921676567,71.21503207015161,1.7228158250263603,5.053475921676567,-128.37235634793367,-97.25017042911382,-120.66551907928117,-123.17702484075295,82.74982957088618,59.334480920718846
69.03854170912652,6.158263502895835,15.729846577969685,63.965679472184796,0.5147400187464725,1.0536804723490658,63.965679472184796,0.5147400187464725,1.0536804723490658,75.19154438798536,-3.6797782403290453,-13.672668490153018,81.78718431360133,3.1414073218154757,20.81973056854098,81.78718431360133,3.1414073218154757,20.81973056854098,-118.83426389267895,-95.26547568572687,-100.16916543449743,-119.26228870254687,84.73452431427313,79.83083456550257
67.02762138668601,7.087226806313175,16.346235223519518,63.200361978928434,0.8356040988985255,1.653898690793721,63.200361978928434,0.8356040988985255,1.653898690793721,72.54436265214545,-3.1142957377053135,-9.816586467922964,79.09760350202073,1.8729454963258565,9.635468494081868,79.09760350202073,1.8729454963258565,9.635468494081868,-117.42681014019193,-93.68224668118116,-97.24880723308846,-112.93531455870097,86.31775331881884,82.75119276691154
65.70377621461016,7.771441954500473,16.820707888868192,60.99770935623542,1.2764829487764788,2.30176106473048,60.99770935623542,1.2764829487764788,2.30176106473048,72.31719122071162,-2.9941354268782967,-9.31714808021936,77.09731839257277,2.2313000529533444,9.652824387544719,77.09731839257277,2.2313000529533444,9.652824387544719,-117.17969124249626,-89.73051244412088,-96.48646493063092,-109.77991576052106,90.26948755587914,83.51353506936908
