right_foot_index,right_ankle,right_knee,right_hip,angle_xy,angle_hip
"[0.5036832094192505, 0.9372918009757996]","[0.526966392993927, 0.9013257622718811]","[0.5060694217681885, 0.7957517504692078]","[0.5619290471076965, 0.7286243438720703]",129.03847443776536,137.97207296230098
"[0.5036834478378296, 0.9371259808540344]","[0.5268648266792297, 0.9005554914474487]","[0.5070058107376099, 0.7956091165542603]","[0.5618258118629456, 0.72670978307724]",130.77697505500495,136.69183899459057
"[0.503799557685852, 0.9368656277656555]","[0.5268455147743225, 0.900478184223175]","[0.5072560906410217, 0.7947725057601929]","[0.5617992281913757, 0.718828558921814]",133.8150253878304,133.7593170033522
"[0.5031943321228027, 0.937211811542511]","[0.5268275141716003, 0.9005300402641296]","[0.5074443817138672, 0.7907867431640625]","[0.5614331960678101, 0.7041816115379333]",138.04456036672659,129.73292881086033
"[0.5032413601875305, 0.9372079372406006]","[0.5268208980560303, 0.9009644985198975]","[0.5077025294303894, 0.7908623218536377]","[0.5609164834022522, 0.703676164150238]",138.7515164270273,129.13863444056753
"[0.5033217668533325, 0.9371975660324097]","[0.526819109916687, 0.9012675881385803]","[0.5077203512191772, 0.7903738021850586]","[0.5606374144554138, 0.7031151652336121]",138.99379249999768,128.958507738254
"[0.5029963850975037, 0.9374111890792847]","[0.5268239378929138, 0.9020662903785706]","[0.5077471733093262, 0.7892159819602966]","[0.5605800151824951, 0.6966028809547424]",140.7017618383272,127.2575061925462
"[0.5027417540550232, 0.9379993081092834]","[0.5266609787940979, 0.902213990688324]","[0.5077688097953796, 0.7856748104095459]","[0.560382068157196, 0.6848042607307434]",143.24570540607422,124.81690719813248
"[0.5030277371406555, 0.9381271600723267]","[0.5264073610305786, 0.9022165536880493]","[0.5078501105308533, 0.7837449312210083]","[0.5588231682777405, 0.6785126328468323]",145.25269698135173,122.85631784750785
"[0.5027117729187012, 0.9382617473602295]","[0.5260229110717773, 0.9022396206855774]","[0.5083798766136169, 0.778908371925354]","[0.5576818585395813, 0.6697103381156921]",147.56007119401346,121.04746295884837
"[0.5024347305297852, 0.9386759996414185]","[0.5260487794876099, 0.9022848010063171]","[0.5085331797599792, 0.7757642269134521]","[0.5561729669570923, 0.6643897294998169]",148.9594979441579,119.69721470434568
"[0.5016768574714661, 0.9390446543693542]","[0.5259279012680054, 0.9021637439727783]","[0.5086513161659241, 0.7746425867080688]","[0.5556908845901489, 0.6624911427497864]",149.52994589488185,119.21560842622
"[0.501625657081604, 0.9389619827270508]","[0.525185227394104, 0.9013198018074036]","[0.5095371603965759, 0.7740241289138794]","[0.5552321076393127, 0.6570742726325989]",151.65025492411192,117.51786499491108
"[0.5015817880630493, 0.9386841654777527]","[0.5251775979995728, 0.9009110927581787]","[0.5097070336341858, 0.7731762528419495]","[0.5548714399337769, 0.6530748605728149]",152.4853884321477,116.62932767980327
"[0.5019916296005249, 0.9383128881454468]","[0.5247130393981934, 0.9000170826911926]","[0.5106827020645142, 0.7714325189590454]","[0.5546910762786865, 0.6470639109611511]",154.28633311034088,115.25821086066122
"[0.5019963383674622, 0.9383134841918945]","[0.5245046615600586, 0.8992546796798706]","[0.5114237070083618, 0.771479606628418]","[0.5546610355377197, 0.6442071795463562]",155.3909282230709,114.36879388756424
"[0.5020403265953064, 0.9383196234703064]","[0.5244438648223877, 0.8986430764198303]","[0.513213038444519, 0.767254650592804]","[0.5546077489852905, 0.6351810693740845]",157.7122275085767,112.67982758976859
"[0.5028525590896606, 0.9385252594947815]","[0.5243754386901855, 0.8984748721122742]","[0.5141299962997437, 0.7656914591789246]","[0.5540550351142883, 0.6310766339302063]",159.06816959687978,111.57630222378914
"[0.5029322504997253, 0.9390105605125427]","[0.5243807435035706, 0.8982361555099487]","[0.5173639059066772, 0.7604442238807678]","[0.5538954734802246, 0.6200722455978394]",162.49727991888733,109.13665771152544
"[0.503311276435852, 0.9398047924041748]","[0.5244247317314148, 0.8982487916946411]","[0.5186363458633423, 0.7600871920585632]","[0.5538695454597473, 0.6190850138664246]",163.57134269100035,108.42649072874357
"[0.50459885597229, 0.9403521418571472]","[0.5245245695114136, 0.8983315825462341]","[0.5194435715675354, 0.7591993808746338]","[0.5533797740936279, 0.6178613901138306]",164.40701772041302,107.75206739238105
"[0.5056000351905823, 0.940779447555542]","[0.5247525572776794, 0.8983781933784485]","[0.5216871500015259, 0.7558265924453735]","[0.5534268021583557, 0.6125636696815491]",166.2761056009861,106.45701863536317
"[0.5059648752212524, 0.9407914876937866]","[0.5255587697029114, 0.8983715176582336]","[0.5240496397018433, 0.7521805167198181]","[0.5534292459487915, 0.6043447256088257]",168.16853373075193,104.84089573514417
"[0.5070409774780273, 0.9407945871353149]","[0.5257960557937622, 0.898252546787262]","[0.5249515771865845, 0.7518345713615417]","[0.5528058409690857, 0.6010339856147766]",169.20443510414745,103.83541222460977
"[0.5075074434280396, 0.9408878684043884]","[0.5262116193771362, 0.898267924785614]","[0.5277459621429443, 0.7514728903770447]","[0.5520486235618591, 0.5972124338150024]",171.6458846987744,101.86292828802667
"[0.5075250267982483, 0.9409534335136414]","[0.5263952612876892, 0.8984196782112122]","[0.5288020372390747, 0.7510959506034851]","[0.5510653257369995, 0.5948573350906372]",172.8261466264903,100.75763003450248
"[0.5080689787864685, 0.9409278035163879]","[0.526621401309967, 0.8984766602516174]","[0.5309750437736511, 0.7495309114456177]","[0.5499109625816345, 0.5918691158294678]",174.82557718872047,99.09807376976299
"[0.50798499584198, 0.9409400224685669]","[0.5268269777297974, 0.898605465888977]","[0.531872034072876, 0.7486847639083862]","[0.549040675163269, 0.5907831788063049]",175.72196802805044,98.2488916236871
"[0.5085381269454956, 0.9408838748931885]","[0.5269060730934143, 0.8986162543296814]","[0.5320900678634644, 0.7475831508636475]","[0.5488762259483337, 0.5898153781890869]",175.8925225720112,98.07432152537305
"[0.5096221566200256, 0.9406594038009644]","[0.5269260406494141, 0.8985950350761414]","[0.5328921675682068, 0.7441213726997375]","[0.5489896535873413, 0.5854230523109436]",176.41983601333638,97.70229038671238
"[0.510037362575531, 0.9403318762779236]","[0.5269339680671692, 0.8983628153800964]","[0.5325767397880554, 0.7440645694732666]","[0.5489885210990906, 0.5848876237869263]",176.2077805474725,97.8275026983899
"[0.5106682181358337, 0.9385769367218018]","[0.5269612073898315, 0.8981353044509888]","[0.5333119034767151, 0.7420825362205505]","[0.5490160584449768, 0.5827634930610657]",176.7009257163967,97.487317155768
"[0.5112181901931763, 0.9372190237045288]","[0.5271041989326477, 0.8978421092033386]","[0.5356813669204712, 0.7425527572631836]","[0.5490593910217285, 0.580426037311554]",178.44430854791048,96.27849486000366
"[0.511127233505249, 0.9365358352661133]","[0.5271116495132446, 0.8976266980171204]","[0.536352813243866, 0.7428419589996338]","[0.548544704914093, 0.5785509943962097]",179.1726015021807,95.65076807005123
"[0.5109571218490601, 0.9365460872650146]","[0.5270541906356812, 0.8976060152053833]","[0.5361750721931458, 0.7430220246315002]","[0.548277735710144, 0.5782359838485718]",179.17616390027945,95.5929303784927
"[0.5108876824378967, 0.9364453554153442]","[0.5269628167152405, 0.8976098299026489]","[0.5364965200424194, 0.7432965636253357]","[0.5481429100036621, 0.5781343579292297]",179.50179767169206,95.37114920415817
"[0.5108430981636047, 0.9362709522247314]","[0.5266134738922119, 0.8975222706794739]","[0.5369567275047302, 0.7419712543487549]","[0.5480782389640808, 0.577139675617218]",179.94423294946296,95.14064047904068
"[0.5105438232421875, 0.936301052570343]","[0.5265729427337646, 0.8975235819816589]","[0.5382500886917114, 0.7407165169715881]","[0.548092782497406, 0.5766679048538208]",179.17469790611395,94.5738181097306
"[0.510528564453125, 0.9364246726036072]","[0.5264094471931458, 0.8975369334220886]","[0.5386158227920532, 0.7402141094207764]","[0.5480683445930481, 0.5762754678726196]",178.8633768504709,94.39616822800727
"[0.5105165243148804, 0.9365541338920593]","[0.5264083743095398, 0.8974955677986145]","[0.539520263671875, 0.740105926990509]","[0.5480615496635437, 0.5755476355552673]",178.20900542948937,93.95888563547574
"[0.5105116367340088, 0.9365906119346619]","[0.526378333568573, 0.8974101543426514]","[0.5398794412612915, 0.7397119402885437]","[0.5480602979660034, 0.575134813785553]",177.95237197354328,93.7918921058082
"[0.5104936957359314, 0.9366124272346497]","[0.5263774991035461, 0.8973853588104248]","[0.5400233864784241, 0.7392035126686096]","[0.5480502247810364, 0.5745724439620972]",177.86079922360807,93.71949011120593
"[0.5106538534164429, 0.9366211295127869]","[0.5263702273368835, 0.8973848819732666]","[0.54018235206604, 0.739305853843689]","[0.5480333566665649, 0.5745046138763428]",177.7339388425242,93.6344865631311
"[0.5109779834747314, 0.9366436004638672]","[0.5263692140579224, 0.8973770141601562]","[0.5401487350463867, 0.7393717169761658]","[0.5480140447616577, 0.5745322108268738]",177.7476825419475,93.64024809202571
"[0.5111576318740845, 0.93670254945755]","[0.5263861417770386, 0.8973433971405029]","[0.5400952100753784, 0.7393929362297058]","[0.5479685068130493, 0.5746909379959106]",177.77637467848672,93.64696879120066
"[0.511549711227417, 0.936734139919281]","[0.526415228843689, 0.8973351120948792]","[0.5400636196136475, 0.7394295930862427]","[0.5479367971420288, 0.574786901473999]",177.79776563812473,93.64822384423165
"[0.5116015672683716, 0.9367505311965942]","[0.5264185070991516, 0.8973128795623779]","[0.5400296449661255, 0.7395625710487366]","[0.547931432723999, 0.5748409628868103]",177.8149786346557,93.65969568037295
"[0.5119084715843201, 0.9367641806602478]","[0.526419997215271, 0.8973109126091003]","[0.5399944186210632, 0.7395826578140259]","[0.5479189157485962, 0.574837863445282]",177.83502554223313,93.66966963737333
"[0.511931300163269, 0.9367794394493103]","[0.52644944190979, 0.8973081111907959]","[0.540104866027832, 0.7396078109741211]","[0.5478888750076294, 0.5748007893562317]",177.75517689990792,93.60342809035714
"[0.5120517015457153, 0.9367821216583252]","[0.5264477133750916, 0.8972958326339722]","[0.5402460098266602, 0.7395275831222534]","[0.5477548837661743, 0.5746643543243408]",177.6094671050253,93.4751964015462
"[0.5120829939842224, 0.9367918372154236]","[0.5265472531318665, 0.8972694277763367]","[0.5404397249221802, 0.7394450306892395]","[0.5476447939872742, 0.5746992230415344]",177.47371675034768,93.33728746000253
"[0.51215660572052, 0.936772882938385]","[0.5265700221061707, 0.8971733450889587]","[0.5406087636947632, 0.7394534945487976]","[0.5474629402160645, 0.5747273564338684]",177.29614802167737,93.1754783050579
"[0.5122009515762329, 0.9367784261703491]","[0.5265752077102661, 0.8971590399742126]","[0.5406259894371033, 0.7393791675567627]","[0.5473235249519348, 0.5747414827346802]",177.2405929953836,93.10471529788826
"[0.5123215317726135, 0.936649739742279]","[0.526577353477478, 0.8971044421195984]","[0.5406816601753235, 0.7393880486488342]","[0.5471749305725098, 0.5747768878936768]",177.1486553496517,93.01068700965308
"[0.5123562216758728, 0.9366514682769775]","[0.526573121547699, 0.8970996141433716]","[0.540668785572052, 0.7393611669540405]","[0.547020673751831, 0.5748577117919922]",177.10479010503516,92.94717500368573
"[0.5124637484550476, 0.9366329312324524]","[0.5265548825263977, 0.8970876932144165]","[0.5406359434127808, 0.739332914352417]","[0.5469092726707458, 0.5749006867408752]",177.08420140730254,92.9120466943237
"[0.5125918388366699, 0.9365822672843933]","[0.5265449285507202, 0.89702308177948]","[0.5405370593070984, 0.7393115758895874]","[0.5468250513076782, 0.5747300982475281]",177.11798092960547,92.9161989385295
"[0.5128403902053833, 0.9365143179893494]","[0.5265284776687622, 0.8969355225563049]","[0.5404642820358276, 0.7392650842666626]","[0.5467721223831177, 0.5745371580123901]",177.14192667385103,92.92279183935769
"[0.513201892375946, 0.9364095330238342]","[0.5265268683433533, 0.8968951106071472]","[0.5402940511703491, 0.7392519116401672]","[0.546768844127655, 0.574543297290802]",177.26012069523756,93.0003623701016
"[0.5132949352264404, 0.9364079833030701]","[0.5265008211135864, 0.896869421005249]","[0.5401345491409302, 0.7391273379325867]","[0.5467660427093506, 0.5744763016700745]",177.36657411123605,93.07391104563908
"[0.513398289680481, 0.9363901019096375]","[0.5265345573425293, 0.8968648314476013]","[0.540016233921051, 0.7391194701194763]","[0.5467645525932312, 0.5744535326957703]",177.46187295584238,93.1276741450075
"[0.5134331583976746, 0.9363897442817688]","[0.5265358686447144, 0.8968397974967957]","[0.5396352410316467, 0.7391166687011719]","[0.5467782020568848, 0.5744659900665283]",177.7363898012558,93.31049139424873
"[0.513523280620575, 0.9363924264907837]","[0.5265241861343384, 0.8968313932418823]","[0.5393292903900146, 0.7391432523727417]","[0.5467774271965027, 0.5744737386703491]",177.9472388520719,93.45119998410202
"[0.513523519039154, 0.9363763928413391]","[0.5265172719955444, 0.8968327045440674]","[0.5389183759689331, 0.7392339706420898]","[0.5469599962234497, 0.5749374628067017]",178.30293980307852,93.73388706726183
"[0.5135226249694824, 0.9363234043121338]","[0.5265246629714966, 0.8968288898468018]","[0.5379787087440491, 0.7399459481239319]","[0.5472163558006287, 0.5766893029212952]",179.06278367010532,94.31449432795202
"[0.5132392644882202, 0.9362847208976746]","[0.526524007320404, 0.8968378305435181]","[0.53757244348526, 0.7402281165122986]","[0.5473809242248535, 0.5775661468505859]",179.41535175889044,94.59667628869212
"[0.5121034979820251, 0.9362853765487671]","[0.5265282988548279, 0.8969295620918274]","[0.5371457934379578, 0.7404335737228394]","[0.5474601984024048, 0.5779218077659607]",179.75032235183173,94.83712406426093
"[0.511442244052887, 0.9363532662391663]","[0.5265312790870667, 0.897021472454071]","[0.5369074940681458, 0.7406243681907654]","[0.5475191473960876, 0.5785309076309204]",179.94985198973757,94.98860999941675
"[0.5109714865684509, 0.9366848468780518]","[0.5265933871269226, 0.8970966935157776]","[0.5358425378799438, 0.7408567070960999]","[0.5482318997383118, 0.5787995457649231]",179.01607146262396,95.82028996788274
"[0.5105466246604919, 0.9370359182357788]","[0.5266250371932983, 0.8972842693328857]","[0.5339030623435974, 0.741900622844696]","[0.5487669706344604, 0.5813716650009155]",177.39159868552943,97.03799508999151
"[0.5105770826339722, 0.9372214078903198]","[0.5265629291534424, 0.8973060250282288]","[0.5322335958480835, 0.7419205904006958]","[0.5490463972091675, 0.582609236240387]",176.06566924985438,98.00963422427051
"[0.5103127956390381, 0.9380309581756592]","[0.5264521837234497, 0.8973634839057922]","[0.5308338403701782, 0.7435750961303711]","[0.549869179725647, 0.5862913131713867]",174.7313134321382,99.1666431919127
"[0.5094991326332092, 0.938226580619812]","[0.5262582302093506, 0.8973818421363831]","[0.5301026105880737, 0.7441874742507935]","[0.5500980019569397, 0.5876854062080383]",174.15660969778463,99.66767480927956
"[0.5090246796607971, 0.9382442235946655]","[0.526231050491333, 0.8972323536872864]","[0.5281811952590942, 0.7450328469276428]","[0.5505818128585815, 0.5892907381057739]",172.54929172644336,100.85610836299377
"[0.5087569952011108, 0.9384058713912964]","[0.5261760950088501, 0.8971838355064392]","[0.5273237228393555, 0.7456409335136414]","[0.5506801009178162, 0.5915385484695435]",171.81550447140503,101.4247736466811
"[0.5084376335144043, 0.9384279251098633]","[0.5260950326919556, 0.8971688747406006]","[0.5268083810806274, 0.7459846138954163]","[0.5506672263145447, 0.5924565196037292]",171.43701924635602,101.7063172133594
"[0.507732629776001, 0.938579261302948]","[0.525990903377533, 0.8972178101539612]","[0.5245792865753174, 0.75053870677948]","[0.5507558584213257, 0.5984717011451721]",169.68152811432995,102.92652583045799
"[0.5073164105415344, 0.9386403560638428]","[0.5259729623794556, 0.897217869758606]","[0.5239235162734985, 0.7519286870956421]","[0.5508619546890259, 0.6012186408042908]",169.05761589643328,103.40493586393254
"[0.5060438513755798, 0.9386333227157593]","[0.5257397890090942, 0.8972465991973877]","[0.5208443403244019, 0.7525659799575806]","[0.5509535074234009, 0.6061736345291138]",166.43985869840984,105.33536676381954
"[0.5047845244407654, 0.9386786818504333]","[0.525745153427124, 0.8973140120506287]","[0.5164676904678345, 0.7572643756866455]","[0.5509504079818726, 0.6179749369621277]",162.30535276688195,108.26713418117656
"[0.5039845705032349, 0.9386197328567505]","[0.5257407426834106, 0.8971551656723022]","[0.5153489708900452, 0.7581607699394226]","[0.550826370716095, 0.6198550462722778]",161.33730572557735,108.88166794847784
"[0.5025161504745483, 0.9389622807502747]","[0.5252244472503662, 0.897357165813446]","[0.5129549503326416, 0.76131671667099]","[0.5510834455490112, 0.6294310092926025]",158.72171635541645,111.08015841064139
"[0.5025202035903931, 0.9399524331092834]","[0.5250373482704163, 0.8980849385261536]","[0.5123059749603271, 0.7622827887535095]","[0.5511965751647949, 0.631959855556488]",158.02820128667898,111.69709254886754
"[0.5027033090591431, 0.9411596059799194]","[0.5247512459754944, 0.898316502571106]","[0.5119712948799133, 0.763786256313324]","[0.5513057112693787, 0.6332638263702393]",157.80258879805226,111.89100840730728
"[0.5027761459350586, 0.9418494701385498]","[0.5245221853256226, 0.8983152508735657]","[0.5095879435539246, 0.7655614614486694]","[0.5513893961906433, 0.6443437933921814]",154.55489237387854,114.69273222899075
"[0.50273597240448, 0.9429523944854736]","[0.5247690081596375, 0.8991162776947021]","[0.5088240504264832, 0.7682250142097473]","[0.5514604449272156, 0.6439608931541443]",154.11688238245497,114.58321417507206
"[0.5023548603057861, 0.9437692761421204]","[0.5248671174049377, 0.9001039266586304]","[0.5062638521194458, 0.7725868821144104]","[0.5516371130943298, 0.6557924151420593]",150.4692061647573,117.3834400737485
"[0.5019960403442383, 0.9439582824707031]","[0.524868369102478, 0.9006763696670532]","[0.5059261918067932, 0.7742378115653992]","[0.5517867803573608, 0.6548802256584167]",150.46149735530352,117.12627643697867
"[0.5017942190170288, 0.9438984990119934]","[0.5248793363571167, 0.9006932377815247]","[0.5042356848716736, 0.7779218554496765]","[0.552718460559845, 0.6680651903152466]",146.6419775289018,120.47412023802615
"[0.5014696717262268, 0.9437348246574402]","[0.5248494148254395, 0.9007262587547302]","[0.5040060877799988, 0.7781201601028442]","[0.552923858165741, 0.6654608845710754]",146.88086093588092,120.0685457790288
"[0.5013259649276733, 0.9428173303604126]","[0.5248050093650818, 0.9006832242012024]","[0.5040150880813599, 0.7779586911201477]","[0.5530672073364258, 0.6653695702552795]",146.8437043126967,120.15222992422842
"[0.501420259475708, 0.9419952630996704]","[0.5253680944442749, 0.9010241627693176]","[0.5035165548324585, 0.7797912955284119]","[0.5540969967842102, 0.6795551776885986]",143.0063635731009,123.93334643958556
"[0.5022977590560913, 0.9414656758308411]","[0.5254811644554138, 0.9010158181190491]","[0.5037779211997986, 0.7822486758232117]","[0.5544796586036682, 0.6780423521995544]",143.69885404692815,122.97289666062196
"[0.5025128722190857, 0.9408328533172607]","[0.5258773565292358, 0.9013949632644653]","[0.5038596391677856, 0.7878645658493042]","[0.5554957985877991, 0.6913095712661743]",140.88728882190082,125.49064012829507
"[0.5026649236679077, 0.9396346807479858]","[0.526368260383606, 0.9020677208900452]","[0.5039981603622437, 0.791275143623352]","[0.556221604347229, 0.703311562538147]",137.8875477189161,128.36485205497718
"[0.502668559551239, 0.9382120370864868]","[0.526382565498352, 0.9021108746528625]","[0.504115104675293, 0.7909150719642639]","[0.5571236610412598, 0.7022382616996765]",137.80622644736692,128.55589540546498
"[0.5033024549484253, 0.9365786910057068]","[0.5263770818710327, 0.902061402797699]","[0.5041585564613342, 0.7906820774078369]","[0.5573738217353821, 0.7114208936691284]",134.84136662827697,131.83453367267487
"[0.5033528804779053, 0.9367276430130005]","[0.5264414548873901, 0.9021965861320496]","[0.5036659836769104, 0.7904824614524841]","[0.5578777194023132, 0.7090799808502197]",134.81438097538143,131.60386100666335
"[0.5033608675003052, 0.9368206262588501]","[0.5264649391174316, 0.9025357365608215]","[0.5036754012107849, 0.7915058135986328]","[0.5581952929496765, 0.7112160325050354]",134.22277463443368,132.15722964974245
"[0.5033478140830994, 0.9369093179702759]","[0.526495099067688, 0.9027467370033264]","[0.5037270188331604, 0.7928215861320496]","[0.5583010911941528, 0.7185625433921814]",131.98544455195818,134.417955585581
"[0.5029455423355103, 0.9369642734527588]","[0.5267235040664673, 0.9029109477996826]","[0.5037816762924194, 0.7934369444847107]","[0.5590419173240662, 0.7206766605377197]",130.94806605322867,135.35996551620627
"[0.503009021282196, 0.9366967678070068]","[0.5267483592033386, 0.9028002619743347]","[0.5038963556289673, 0.7961355447769165]","[0.5595065355300903, 0.7300246357917786]",127.83829689181313,138.27914649344413
"[0.5030117034912109, 0.9358444809913635]","[0.5269057750701904, 0.9029369950294495]","[0.5039150714874268, 0.7963972687721252]","[0.5596535205841064, 0.7318498492240906]",127.01110872051687,139.02467633756046
"[0.5030133128166199, 0.9354289174079895]","[0.5269055366516113, 0.9029335379600525]","[0.5039372444152832, 0.7977754473686218]","[0.5602537393569946, 0.7389280200004578]",123.93810806016269,141.91399075672612
"[0.5030719041824341, 0.9354630708694458]","[0.5271921157836914, 0.9029676914215088]","[0.5039429068565369, 0.7990269064903259]","[0.5604570508003235, 0.7433732748031616]",121.95221779989446,143.5511615036015
"[0.5027669668197632, 0.9352389574050903]","[0.5277504324913025, 0.9030168652534485]","[0.5039563775062561, 0.7993358373641968]","[0.5605924129486084, 0.7429962158203125]",121.9245095466628,143.27430980678523
"[0.5027076005935669, 0.9351254105567932]","[0.5279101133346558, 0.9031070470809937]","[0.5041885375976562, 0.799811601638794]","[0.5606326460838318, 0.7440395951271057]",121.72324002070697,143.45898528027496
"[0.5025346875190735, 0.9349533319473267]","[0.5279465913772583, 0.9031772613525391]","[0.5042003989219666, 0.7995508909225464]","[0.5606935620307922, 0.7474016547203064]",119.80370990536383,145.30397180573425
"[0.5031744241714478, 0.9347073435783386]","[0.5279485583305359, 0.9027681350708008]","[0.504120945930481, 0.799319326877594]","[0.5608892440795898, 0.7513084411621094]",117.2514888315535,147.6130201878204
"[0.5032444000244141, 0.9347220063209534]","[0.5279208421707153, 0.9020765423774719]","[0.5040853023529053, 0.7992585301399231]","[0.5611017942428589, 0.7548280954360962]",114.8758064287757,149.69619599938335
"[0.5033838748931885, 0.934733510017395]","[0.5279486179351807, 0.901993453502655]","[0.504114031791687, 0.7990761399269104]","[0.5615161061286926, 0.75583416223526]",113.9521090570649,150.53407283374136
"[0.5033856630325317, 0.9349420070648193]","[0.5280200242996216, 0.9019762873649597]","[0.5041467547416687, 0.7989456057548523]","[0.561774730682373, 0.756769597530365]",113.15336307224739,151.23760894842047
"[0.5034545063972473, 0.9356287717819214]","[0.5280261039733887, 0.9021881818771362]","[0.5043419599533081, 0.7990959882736206]","[0.5620746612548828, 0.7579995393753052]",112.50630423899457,151.90313157458533
"[0.5036362409591675, 0.9360529780387878]","[0.5280097126960754, 0.9023110866546631]","[0.504359781742096, 0.7991302609443665]","[0.5623463988304138, 0.7588849663734436]",111.852679582856,152.50151699080484
"[0.5039443373680115, 0.9366313815116882]","[0.5279766321182251, 0.9023135304450989]","[0.5044533610343933, 0.7990341186523438]","[0.5625700354576111, 0.7567366361618042]",113.2162387928681,151.37198575035143
"[0.5040148496627808, 0.9369500875473022]","[0.5279292464256287, 0.9023000597953796]","[0.5046259164810181, 0.798978865146637]","[0.5625519752502441, 0.7560632228851318]",113.82364337708236,150.94117250885495
"[0.5041229128837585, 0.9370800256729126]","[0.5278558731079102, 0.9022709131240845]","[0.5047213435173035, 0.7990741729736328]","[0.5625428557395935, 0.7531113028526306]",115.84592669611365,149.19735821649556
"[0.5041335225105286, 0.9372596740722656]","[0.5277158617973328, 0.9022678732872009]","[0.5051658153533936, 0.7989421486854553]","[0.562529444694519, 0.7492052316665649]",118.61547412727283,146.96466864277897
"[0.5039229393005371, 0.9373950958251953]","[0.5275606513023376, 0.902250349521637]","[0.5053601861000061, 0.7982813119888306]","[0.5626620054244995, 0.7378103137016296]",124.48808533915557,141.6390869331175
"[0.5034679174423218, 0.9373915195465088]","[0.5273057222366333, 0.9020097851753235]","[0.5055067539215088, 0.7964324951171875]","[0.5623543858528137, 0.7293291687965393]",128.0637232290544,138.48137202876177
"[0.5038522481918335, 0.9372836947441101]","[0.5271763801574707, 0.9015536904335022]","[0.5064457058906555, 0.7961398959159851]","[0.5620180368423462, 0.7283776998519897]",129.51873563303317,137.5566621334411
"[0.5038966536521912, 0.9371405839920044]","[0.5269779562950134, 0.9012431502342224]","[0.5072055459022522, 0.7954652905464172]","[0.5620115995407104, 0.7263286113739014]",131.00765590488658,136.58620536738746
"[0.5035688281059265, 0.937078058719635]","[0.5269617438316345, 0.9013650417327881]","[0.5075414180755615, 0.7943059206008911]","[0.562039852142334, 0.722050666809082]",132.69307312065948,135.1618310627453
"[0.5027920603752136, 0.9370664358139038]","[0.5269659757614136, 0.9018211364746094]","[0.5081714391708374, 0.7924411296844482]","[0.562087893486023, 0.7105556726455688]",136.88779112166586,131.28043567916117
"[0.5028846263885498, 0.9368143677711487]","[0.5268629789352417, 0.9009230136871338]","[0.508277416229248, 0.7900583148002625]","[0.561416506767273, 0.7046065926551819]",138.6074549243976,129.6637555146029
"[0.5029848217964172, 0.9368552565574646]","[0.5268664360046387, 0.9012248516082764]","[0.5084002017974854, 0.7895793318748474]","[0.5612111687660217, 0.7037531733512878]",139.00325494984347,129.36658784395152
"[0.5030003190040588, 0.9372074604034424]","[0.5270325541496277, 0.901525616645813]","[0.5084455013275146, 0.7877036929130554]","[0.5600836873054504, 0.6928346157073975]",142.16560107604798,125.97014268854223
"[0.5028307437896729, 0.9387986063957214]","[0.5267497897148132, 0.9016236662864685]","[0.5084279775619507, 0.7842164635658264]","[0.5599882006645203, 0.6850537061691284]",143.65790250780373,124.7325646262735
"[0.5028252005577087, 0.9389330148696899]","[0.5264794230461121, 0.9016332030296326]","[0.5084141492843628, 0.7829617261886597]","[0.5589369535446167, 0.6780403256416321]",145.63214612783466,122.70208699002663
"[0.5028116106987, 0.9388979077339172]","[0.525835394859314, 0.9013736248016357]","[0.508402407169342, 0.7800211310386658]","[0.5573657155036926, 0.6738651394844055]",147.0640537813382,121.59091899784131
"[0.5026657581329346, 0.9388960003852844]","[0.5254793763160706, 0.901349663734436]","[0.5085285902023315, 0.7783690094947815]","[0.556646466255188, 0.6694043874740601]",148.32634509186016,120.48910761731368
"[0.5018757581710815, 0.9391018152236938]","[0.525489091873169, 0.9014224410057068]","[0.5085899233818054, 0.7750453352928162]","[0.5559809803962708, 0.6644383072853088]",149.19022214530145,119.7386563235248
"[0.5018947720527649, 0.939121663570404]","[0.5251461267471313, 0.9013897180557251]","[0.5094853043556213, 0.7736838459968567]","[0.5558272004127502, 0.6577367782592773]",151.2229379400992,118.05353932910386
"[0.5018562078475952, 0.9391123056411743]","[0.5246588587760925, 0.8999633193016052]","[0.5109301805496216, 0.7720381021499634]","[0.5554109811782837, 0.64997798204422]",153.85196809739784,115.91463148419928
"[0.50186687707901, 0.9384512305259705]","[0.5243778228759766, 0.898572564125061]","[0.5114196538925171, 0.7700021862983704]","[0.5551356077194214, 0.6436370611190796]",155.16175196000594,114.76227073809738
"[0.501798152923584, 0.938463568687439]","[0.5243575572967529, 0.8982616066932678]","[0.5118504762649536, 0.770471453666687]","[0.5549959540367126, 0.6414631605148315]",155.91817477458554,114.03302059254504
"[0.5014374852180481, 0.9390847682952881]","[0.5242283344268799, 0.8983134627342224]","[0.511968731880188, 0.7706774473190308]","[0.5548221468925476, 0.6406688094139099]",156.2702576326675,113.72515282128063
"[0.5016015768051147, 0.9392359852790833]","[0.5241588354110718, 0.8982445597648621]","[0.5133578181266785, 0.7658675909042358]","[0.5547979474067688, 0.6356750130653381]",157.6792001505348,112.99628404028091
"[0.5024420619010925, 0.939550518989563]","[0.52408766746521, 0.8981984853744507]","[0.5142003297805786, 0.763978123664856]","[0.5544055700302124, 0.6297561526298523]",159.11170396453718,111.77130071156321
