right_foot_index,right_ankle,right_knee,right_hip,angle_xy,angle_hip
"[0.5026170611381531, 0.9398387670516968]","[0.5241163372993469, 0.8981636166572571]","[0.5171506404876709, 0.7603252530097961]","[0.5542479157447815, 0.6196823716163635]",162.3306839001686,109.376386210317
"[0.5043681859970093, 0.9409291744232178]","[0.5241754055023193, 0.8981887698173523]","[0.5205815434455872, 0.7575536370277405]","[0.5542854070663452, 0.6135228276252747]",165.36566432229066,107.3282379952714
"[0.505334734916687, 0.9423440098762512]","[0.5244343280792236, 0.8981956243515015]","[0.521958589553833, 0.7565445303916931]","[0.5538082718849182, 0.6105034351348877]",166.69586557431307,106.21352375041664
"[0.5053626298904419, 0.9427266716957092]","[0.5249652862548828, 0.898208498954773]","[0.5237293839454651, 0.7532273530960083]","[0.5537316203117371, 0.6055827736854553]",168.0251518996844,105.15981945031301
"[0.5055871605873108, 0.9429438710212708]","[0.5252854228019714, 0.8980651497840881]","[0.5250536203384399, 0.7531508803367615]","[0.5528591871261597, 0.6022620797157288]",169.4671067933233,103.80438502023054
"[0.5055631995201111, 0.9437644481658936]","[0.5254684686660767, 0.8980759978294373]","[0.5253741145133972, 0.7533006072044373]","[0.5522398352622986, 0.6012771725654602]",169.9407699444033,103.25863905186351
"[0.5056296586990356, 0.9440666437149048]","[0.5260639190673828, 0.8981343507766724]","[0.5281978845596313, 0.7515953183174133]","[0.551832914352417, 0.5979225039482117]",172.09067328805554,101.58886385472358
"[0.5056736469268799, 0.9441006779670715]","[0.5263795256614685, 0.8981772661209106]","[0.5291086435317993, 0.7514623999595642]","[0.5503277778625488, 0.5967521071434021]",173.25604635779274,100.36328224657983
"[0.5057873725891113, 0.9440681338310242]","[0.5265732407569885, 0.8981850743293762]","[0.5312398076057434, 0.7505732774734497]","[0.5496371984481812, 0.5928093791007996]",175.15931678956196,98.83784434160238
"[0.505891740322113, 0.9440202713012695]","[0.5266498923301697, 0.898256242275238]","[0.5337092280387878, 0.7488810420036316]","[0.5490760207176208, 0.5872513055801392]",177.2747161920274,97.2245879812568
"[0.5058839321136475, 0.9439684748649597]","[0.5266721844673157, 0.8982602953910828]","[0.5335068106651306, 0.7473132014274597]","[0.5491752028465271, 0.5855885744094849]",177.05875899403944,97.36056696528537
"[0.5067992210388184, 0.9435975551605225]","[0.5266703367233276, 0.8981263041496277]","[0.5353292226791382, 0.7454704642295837]","[0.5491887927055359, 0.5824934840202332]",178.38568960365686,96.46895263468942
"[0.5073411464691162, 0.9431686401367188]","[0.5266686677932739, 0.8977722525596619]","[0.535494863986969, 0.7450661063194275]","[0.549003005027771, 0.5816075801849365]",178.58377015144916,96.28783257957558
"[0.5075724720954895, 0.9422093033790588]","[0.5267114639282227, 0.897268533706665]","[0.5355859398841858, 0.7439218163490295]","[0.5489606857299805, 0.5803492665290833]",178.6376518234423,96.22192309300515
"[0.5078558921813965, 0.9415906667709351]","[0.5267543792724609, 0.896936297416687]","[0.5371845364570618, 0.7438573837280273]","[0.5489474534988403, 0.5779788494110107]",179.84165423119435,95.40128425129011
"[0.5085025429725647, 0.941148042678833]","[0.5267492532730103, 0.8967698812484741]","[0.5382640361785889, 0.7438352704048157]","[0.5489139556884766, 0.577010452747345]",179.34694406485616,94.86520862191462
"[0.5088587403297424, 0.9403788447380066]","[0.526755690574646, 0.8967515230178833]","[0.5398451685905457, 0.7430970072746277]","[0.5485426783561707, 0.5763733386993408]",178.1171131476389,93.97887336132408
"[0.5088292360305786, 0.9402939677238464]","[0.5267553329467773, 0.8967217803001404]","[0.5403526425361633, 0.7425817251205444]","[0.5485056042671204, 0.5766398906707764]",177.77152254943266,93.74801049248684
"[0.5088133811950684, 0.9403159618377686]","[0.5267285108566284, 0.8967153429985046]","[0.5403159856796265, 0.7413151264190674]","[0.548289954662323, 0.5759984850883484]",177.76452473343724,93.67977820746756
"[0.5084312558174133, 0.9403755068778992]","[0.5267240405082703, 0.8967165350914001]","[0.5405625700950623, 0.7406322360038757]","[0.5482891798019409, 0.5749965310096741]",177.604178725592,93.55907624097877
"[0.5079842805862427, 0.9404063820838928]","[0.5267394781112671, 0.8966282606124878]","[0.5405368804931641, 0.7399928569793701]","[0.5481478571891785, 0.5744696259498596]",177.59871221835007,93.50832290850167
"[0.5079494714736938, 0.9403764009475708]","[0.5268054604530334, 0.8965537548065186]","[0.5408090353012085, 0.7396392226219177]","[0.5477702617645264, 0.5739575624465942]",177.3061498589824,93.20640951889138
"[0.5077192783355713, 0.9402925372123718]","[0.5268148183822632, 0.8963104486465454]","[0.5412267446517944, 0.7391584515571594]","[0.5475658774375916, 0.5731344223022461]",176.94684299236974,92.9143754043932
"[0.5071619153022766, 0.9401966333389282]","[0.526797890663147, 0.8960314989089966]","[0.5410906672477722, 0.7390581965446472]","[0.5474873781204224, 0.573242723941803]",177.00665466185612,92.94449262690551
"[0.5071586966514587, 0.9398895502090454]","[0.5267798900604248, 0.8958335518836975]","[0.5410133004188538, 0.739088237285614]","[0.5474913120269775, 0.5727265477180481]",177.04136337643655,92.97207658744162
"[0.5070090293884277, 0.939667284488678]","[0.5267785787582397, 0.8956404328346252]","[0.5409327149391174, 0.7391529083251953]","[0.5474591851234436, 0.5728488564491272]",177.07909280771926,92.99530467669405
"[0.5070196390151978, 0.9392032027244568]","[0.5267669558525085, 0.8954681754112244]","[0.5408929586410522, 0.7391824722290039]","[0.5474109649658203, 0.5728022456169128]",177.07874705015718,92.99006017753268
"[0.5069676637649536, 0.9390172362327576]","[0.5267468094825745, 0.8953958749771118]","[0.540852963924408, 0.739188015460968]","[0.5473474264144897, 0.5728222131729126]",177.0755067664632,92.97953705344612
"[0.5068231821060181, 0.93878173828125]","[0.5266700983047485, 0.8952892422676086]","[0.5408293604850769, 0.7392266988754272]","[0.5472083687782288, 0.572909414768219]",177.01232636688945,92.92751404309688
"[0.5068124532699585, 0.9386472105979919]","[0.5265676379203796, 0.8952611684799194]","[0.5407944321632385, 0.7392559051513672]","[0.5471071600914001, 0.5728439092636108]",176.96179839443806,92.89550205525647
"[0.5068907737731934, 0.9385135173797607]","[0.5264877080917358, 0.8952401876449585]","[0.5407880544662476, 0.7392510771751404]","[0.5469478368759155, 0.5728127956390381]",176.88154976069214,92.82501907091891
"[0.5069617033004761, 0.9383319020271301]","[0.5264812111854553, 0.8951600193977356]","[0.5407744646072388, 0.7391766309738159]","[0.5469256043434143, 0.5728111863136292]",176.8818970192671,92.82229484758435
"[0.5070725679397583, 0.9382991790771484]","[0.5264657735824585, 0.895142674446106]","[0.5408143401145935, 0.7391692996025085]","[0.5469001531600952, 0.5728284120559692]",176.8392547978356,92.79278063011107
"[0.5071671009063721, 0.9382591247558594]","[0.5264630317687988, 0.8951345682144165]","[0.5408481955528259, 0.739059329032898]","[0.546894371509552, 0.5728482604026794]",176.81733360747532,92.7767834027141
"[0.5071650743484497, 0.938249409198761]","[0.5264524221420288, 0.8951302766799927]","[0.5407899022102356, 0.739054799079895]","[0.5468907356262207, 0.5727942585945129]",176.85289077031456,92.80101333833457
"[0.507254421710968, 0.9382553100585938]","[0.526449978351593, 0.8951372504234314]","[0.5407794117927551, 0.73897385597229]","[0.5467867255210876, 0.5728036165237427]",176.82769473068504,92.7596399430946
"[0.5072586536407471, 0.9382522702217102]","[0.5264475345611572, 0.8951358199119568]","[0.5407740473747253, 0.7389590740203857]","[0.5467776656150818, 0.5728073716163635]",176.82816106487883,92.75825215205013
"[0.5072533488273621, 0.9382559061050415]","[0.5264635682106018, 0.8951367735862732]","[0.5407675504684448, 0.7389428019523621]","[0.5467472672462463, 0.572839617729187]",176.8293018453327,92.74808916466898
"[0.5071094036102295, 0.9384014010429382]","[0.5264952182769775, 0.8951600790023804]","[0.5407532453536987, 0.7389214038848877]","[0.5467319488525391, 0.5728455185890198]",176.8474931789882,92.74807515911216
"[0.5070282816886902, 0.9385057091712952]","[0.5265616178512573, 0.8951817750930786]","[0.5407469272613525, 0.7389248609542847]","[0.5467501878738403, 0.5727888345718384]",176.8822556466895,92.75834794197097
"[0.5070167779922485, 0.9385166168212891]","[0.526603102684021, 0.8951847553253174]","[0.5407413244247437, 0.7389500737190247]","[0.5467522144317627, 0.5728216767311096]",176.901372019128,92.76197467411014
"[0.5069658756256104, 0.9386456608772278]","[0.5266033411026001, 0.8951887488365173]","[0.5407275557518005, 0.7390086650848389]","[0.5469653606414795, 0.5731205344200134]",176.98593672718894,92.87021444096413
"[0.5069345235824585, 0.9388218522071838]","[0.5266073942184448, 0.8952108025550842]","[0.5407188534736633, 0.7391132116317749]","[0.5469793677330017, 0.5731866955757141]",176.99519745897862,92.87998089766468
"[0.506830096244812, 0.938916027545929]","[0.5266121029853821, 0.8952168822288513]","[0.5406635403633118, 0.7391847372055054]","[0.5469982028007507, 0.573238730430603]",177.04021541426883,92.9136906520592
"[0.5067719221115112, 0.9390284419059753]","[0.5266151428222656, 0.8952230215072632]","[0.5406152009963989, 0.7392391562461853]","[0.5470155477523804, 0.5733150839805603]",177.0802894255514,92.94423841363412
"[0.5066996812820435, 0.9394915103912354]","[0.5265745520591736, 0.8953189253807068]","[0.5395707488059998, 0.7393149137496948]","[0.5472975969314575, 0.5737581253051758]",177.91003062309366,93.56087798606356
"[0.5066850185394287, 0.9396378397941589]","[0.5265675783157349, 0.8953921794891357]","[0.5389531850814819, 0.7394848465919495]","[0.5476678013801575, 0.5745636820793152]",178.4826009526508,94.03010343047126
"[0.5065155029296875, 0.9397636651992798]","[0.5265721082687378, 0.8955399394035339]","[0.5372806787490845, 0.7416899800300598]","[0.5483253598213196, 0.5786183476448059]",179.89307625032458,95.16011898385193
"[0.5064833760261536, 0.9399051070213318]","[0.5265412330627441, 0.8955580592155457]","[0.536475658416748, 0.7428004145622253]","[0.5486783385276794, 0.5796190500259399]",179.44431734959582,95.69394194565868
"[0.5061851143836975, 0.9400580525398254]","[0.5262781381607056, 0.8955610394477844]","[0.5341202616691589, 0.7428737878799438]","[0.5490342378616333, 0.580677330493927]",177.68658925425956,96.98958780008314
"[0.5056039094924927, 0.9401658177375793]","[0.5260258913040161, 0.8955637216567993]","[0.5322612524032593, 0.7440957427024841]","[0.5499200224876404, 0.5861527919769287]",175.977872562032,98.47881315827696
"[0.5048196315765381, 0.9402133822441101]","[0.5258313417434692, 0.8955547213554382]","[0.5314284563064575, 0.7441416382789612]","[0.5502119660377502, 0.5879636406898499]",175.2590070686899,99.11037881119063
"[0.5047988891601562, 0.9402173757553101]","[0.52547687292099, 0.8955406546592712]","[0.5307156443595886, 0.7441027760505676]","[0.550624668598175, 0.5887725949287415]",174.67736524758158,99.69795412154987
"[0.5046907663345337, 0.9401980638504028]","[0.5254024863243103, 0.8955481648445129]","[0.5306541323661804, 0.74407559633255]","[0.5506414771080017, 0.5886129140853882]",174.65953648584167,99.72723751504284
"[0.5042120814323425, 0.9402011036872864]","[0.5252923965454102, 0.8954845070838928]","[0.5289175510406494, 0.7449626922607422]","[0.5510479211807251, 0.5921029448509216]",173.14184241242833,100.92566335880113
"[0.504055380821228, 0.9406793713569641]","[0.5251219868659973, 0.8956893682479858]","[0.5261751413345337, 0.7490503191947937]","[0.5515052080154419, 0.5990610122680664]",170.82587076897485,102.68977407217953
"[0.5034928917884827, 0.9407253265380859]","[0.5248129963874817, 0.8958978056907654]","[0.5244054794311523, 0.7520147562026978]","[0.551555335521698, 0.6017559766769409]",169.5956090326306,103.54537057731497
"[0.5031303763389587, 0.9414116144180298]","[0.524814248085022, 0.8964583873748779]","[0.5202635526657104, 0.7549852728843689]","[0.5518955588340759, 0.6087531447410583]",165.95182822886855,106.08852433650108
"[0.5032325983047485, 0.941557765007019]","[0.524633526802063, 0.8971267342567444]","[0.5186412334442139, 0.756452739238739]","[0.5518990755081177, 0.6120063066482544]",164.5948343975312,107.06602751704142
"[0.5024670362472534, 0.9415448307991028]","[0.5246270895004272, 0.897204577922821]","[0.5150395631790161, 0.7576559782028198]","[0.5518563985824585, 0.6170734167098999]",161.39426024177797,109.24836008874226
"[0.5021514296531677, 0.9419644474983215]","[0.5247236490249634, 0.8978798985481262]","[0.5148206949234009, 0.7587718367576599]","[0.5517898797988892, 0.6196447610855103]",161.0471477980827,109.50906189848305
"[0.5021092891693115, 0.9424707889556885]","[0.5248847603797913, 0.89829421043396]","[0.5147017240524292, 0.7594698071479797]","[0.5517603158950806, 0.621509313583374]",160.76904212171866,109.70531816839885
"[0.5018523335456848, 0.9428079724311829]","[0.5247954726219177, 0.8984484076499939]","[0.5131847858428955, 0.7616501450538635]","[0.5517714619636536, 0.6302298903465271]",158.78575814030086,111.37953857997138
"[0.5017378330230713, 0.9445094466209412]","[0.5244325399398804, 0.8989149928092957]","[0.5123358964920044, 0.7627066969871521]","[0.5519981980323792, 0.63243567943573]",157.99149302694536,112.09452277703208
"[0.5014379620552063, 0.9453375935554504]","[0.5244180560112, 0.8989115953445435]","[0.5087676048278809, 0.7657337188720703]","[0.5520435571670532, 0.6435679197311401]",153.79144725204293,115.28227197836748
"[0.5013981461524963, 0.9455744028091431]","[0.5244155526161194, 0.8992305994033813]","[0.5063347220420837, 0.7708207964897156]","[0.5521330237388611, 0.6553888320922852]",150.34412943326055,117.87918669953181
"[0.5012766122817993, 0.9457610845565796]","[0.5244156718254089, 0.9000994563102722]","[0.5054847002029419, 0.7716553211212158]","[0.552693247795105, 0.6564483642578125]",149.33329140010338,118.65052590832903
"[0.5011972188949585, 0.9457349181175232]","[0.5244499444961548, 0.9005231261253357]","[0.5053733587265015, 0.7738587260246277]","[0.5528572201728821, 0.6548675298690796]",149.6805590580788,118.01616692772774
"[0.5011997818946838, 0.945432722568512]","[0.5245274305343628, 0.9009708762168884]","[0.5059043169021606, 0.7748062610626221]","[0.5530896782875061, 0.6546096801757812]",150.16982920344262,117.62865449913996
"[0.5011941194534302, 0.9445405602455139]","[0.5245816707611084, 0.900985836982727]","[0.5050119161605835, 0.7765513062477112]","[0.5533561110496521, 0.6682361364364624]",147.00974019836582,120.75709913622829
"[0.5011877417564392, 0.9434058666229248]","[0.5251065492630005, 0.9010764360427856]","[0.5042001008987427, 0.7804667353630066]","[0.5543181300163269, 0.679154098033905]",143.84508536483293,123.40814378050915
"[0.5015782117843628, 0.9418043494224548]","[0.5251156091690063, 0.9010695219039917]","[0.5042709112167358, 0.7829172611236572]","[0.5548893213272095, 0.6792490482330322]",143.96968426988482,123.06537219783131
"[0.501572847366333, 0.9408435225486755]","[0.5251964330673218, 0.9010630249977112]","[0.5042766332626343, 0.7850033640861511]","[0.5554889440536499, 0.6902643442153931]",141.38816110938882,125.78215105219832
"[0.5019174814224243, 0.9403576254844666]","[0.5256714820861816, 0.9009788036346436]","[0.5042670369148254, 0.78636634349823]","[0.555499255657196, 0.6880989670753479]",141.88606518100184,124.80472506585603
"[0.5019199848175049, 0.9400365352630615]","[0.5258179903030396, 0.9011290073394775]","[0.5041258335113525, 0.789535641670227]","[0.5558862090110779, 0.7007122039794922]",138.76892145023402,127.8464115344135
"[0.5019187927246094, 0.9386246204376221]","[0.52580726146698, 0.9009761810302734]","[0.5041791796684265, 0.7892584204673767]","[0.5566924214363098, 0.7001051306724548]",138.54430511632032,128.14476421421818
"[0.5019222497940063, 0.9378803968429565]","[0.5258078575134277, 0.9004649519920349]","[0.5041619539260864, 0.7883660793304443]","[0.5567126870155334, 0.6992838382720947]",138.53400549752067,128.18682334793996
"[0.502205491065979, 0.9370101690292358]","[0.5257648825645447, 0.9001667499542236]","[0.5042177438735962, 0.7895151972770691]","[0.5570705533027649, 0.7091001272201538]",135.66579365500124,131.2291666860679
"[0.502373218536377, 0.9370078444480896]","[0.5257613658905029, 0.8993321061134338]","[0.5040225386619568, 0.790016770362854]","[0.557686448097229, 0.7094876170158386]",135.07356027679376,131.621776379379
"[0.5031024217605591, 0.9370914697647095]","[0.5258797407150269, 0.8993562459945679]","[0.5040656328201294, 0.7923017740249634]","[0.5581645369529724, 0.7191326022148132]",132.00470229799961,134.5909741609591
"[0.5029317140579224, 0.9371391534805298]","[0.5258661508560181, 0.8996626734733582]","[0.5037808418273926, 0.7920361161231995]","[0.5585530400276184, 0.729815661907196]",127.04648356286862,139.56934956128273
"[0.5029252767562866, 0.9365062713623047]","[0.5258270502090454, 0.8998070359230042]","[0.5038095116615295, 0.7938801050186157]","[0.5589138865470886, 0.7306625247001648]",127.18049834285233,139.2904719466068
"[0.5029486417770386, 0.9365360140800476]","[0.5257949233055115, 0.899738073348999]","[0.5038158893585205, 0.7961019277572632]","[0.55919349193573, 0.7361328601837158]",125.30569072355051,140.9170499852367
"[0.5029209852218628, 0.9365741610527039]","[0.5258749723434448, 0.8998481631278992]","[0.5038381218910217, 0.7982336282730103]","[0.5591931343078613, 0.7338748574256897]",127.06506652009644,138.911861503985
"[0.5029107928276062, 0.9366458654403687]","[0.5260204672813416, 0.9001234769821167]","[0.5038402080535889, 0.798754096031189]","[0.5592398047447205, 0.7365217208862305]",125.98218528643152,139.88578893040557
"[0.5029294490814209, 0.9366346597671509]","[0.5260829925537109, 0.9001496434211731]","[0.503851056098938, 0.7992351055145264]","[0.5596262812614441, 0.7393593192100525]",124.60658394420255,141.1610837108607
"[0.5029647350311279, 0.9365704655647278]","[0.5263335704803467, 0.9002625346183777]","[0.5038529634475708, 0.7999183535575867]","[0.5597102642059326, 0.740369975566864]",124.20414939675334,141.35555450772054
"[0.5030081868171692, 0.936596691608429]","[0.5265153646469116, 0.9003251791000366]","[0.5037602782249451, 0.8008747100830078]","[0.5597882866859436, 0.7451308369636536]",121.96645337546829,143.26982817925673
"[0.5033812522888184, 0.9363032579421997]","[0.5266507267951965, 0.9003748297691345]","[0.5041979551315308, 0.8009767532348633]","[0.5598565340042114, 0.7456608414649963]",122.0943147932794,143.29979636944918
"[0.5033602714538574, 0.9362071752548218]","[0.5268099308013916, 0.9005682468414307]","[0.5042550563812256, 0.8009175062179565]","[0.5599448084831238, 0.748749852180481]",120.37626453500505,144.9094171635313
"[0.5032709836959839, 0.9361735582351685]","[0.526807427406311, 0.900571882724762]","[0.5043483972549438, 0.8006600141525269]","[0.5601935386657715, 0.751024067401886]",118.9623002006929,146.31215873390758
"[0.5032721757888794, 0.9361826181411743]","[0.5268584489822388, 0.9004817605018616]","[0.5043699145317078, 0.8002761006355286]","[0.5608442425727844, 0.7527917623519897]",117.40859646136327,147.76407535057174
"[0.5032927989959717, 0.9361867904663086]","[0.5269395112991333, 0.9003018140792847]","[0.5043598413467407, 0.8000271916389465]","[0.5610674023628235, 0.7541455030441284]",116.28597084469679,148.74979789409463
"[0.5036407709121704, 0.93621426820755]","[0.5269566774368286, 0.9002333879470825]","[0.5056268572807312, 0.8002620935440063]","[0.5611915588378906, 0.7529541254043579]",118.36717492466876,147.439634083214
"[0.5041700601577759, 0.9364653825759888]","[0.5269549489021301, 0.9002166390419006]","[0.5060474276542664, 0.8001832962036133]","[0.5612117052078247, 0.7514634728431702]",119.64500746704432,146.4801945858488
"[0.5041627287864685, 0.9366757869720459]","[0.5269365906715393, 0.900098443031311]","[0.5062142014503479, 0.7999738454818726]","[0.5613651275634766, 0.7496371865272522]",120.69374912408153,145.60716759192354
"[0.5042338371276855, 0.9369090795516968]","[0.5268174409866333, 0.8998811841011047]","[0.5065099596977234, 0.7997401356697083]","[0.5615655183792114, 0.7446812987327576]",123.53821614864067,143.12846479808388
"[0.5045128464698792, 0.9369776844978333]","[0.5267037749290466, 0.8997413516044617]","[0.5064904689788818, 0.7988592386245728]","[0.5615590810775757, 0.7390354871749878]",126.0399190600496,140.82816004920102
"[0.5046788454055786, 0.9370005130767822]","[0.5266719460487366, 0.8997408747673035]","[0.5066221952438354, 0.7987375855445862]","[0.5615949630737305, 0.7372637987136841]",126.96781490709954,140.0136352140825
"[0.5100411176681519, 0.9808537364006042]","[0.5308207273483276, 0.9361000061035156]","[0.5324548482894897, 0.799549400806427]","[0.5532463192939758, 0.6601183414459229]",172.20438212737912,101.24501901329863
"[0.5135749578475952, 0.9891089797019958]","[0.5322091579437256, 0.9439458847045898]","[0.5355265736579895, 0.8003003597259521]","[0.5475198030471802, 0.6447530388832092]",176.91400291424856,95.86964653404766
"[0.513500452041626, 0.989837646484375]","[0.532795786857605, 0.9432948231697083]","[0.5343161821365356, 0.8003733158111572]","[0.5441821217536926, 0.6419035196304321]",177.04699175685448,94.7452463340722
"[0.5135184526443481, 0.9887714982032776]","[0.5327224731445312, 0.9425399899482727]","[0.5334984064102173, 0.8010290265083313]","[0.5442352294921875, 0.6446120738983154]",176.38740536364463,95.22931863570555
"[0.5136593580245972, 0.989022970199585]","[0.5328999757766724, 0.9425678849220276]","[0.5326604247093201, 0.8029278516769409]","[0.5444431304931641, 0.6470471620559692]",175.57905781925498,95.75506298080126
"[0.5133177042007446, 0.9906209111213684]","[0.5328649878501892, 0.9429824948310852]","[0.5325255990028381, 0.8034122586250305]","[0.5447944402694702, 0.6473783850669861]",175.36479634058085,95.98497594271298
"[0.5131641030311584, 0.990929365158081]","[0.5328701734542847, 0.9432125687599182]","[0.5325075387954712, 0.8034781217575073]","[0.5448152422904968, 0.6475343704223633]",175.3386506175237,96.0072397498122
"[0.513198971748352, 0.9905539751052856]","[0.5328718423843384, 0.9429494142532349]","[0.5327867269515991, 0.8034616708755493]","[0.5448694229125977, 0.6469137072563171]",175.5515811044601,95.87559258204605
"[0.5132137537002563, 0.9906526803970337]","[0.5328655242919922, 0.943182647228241]","[0.5329563617706299, 0.803422749042511]","[0.5449292063713074, 0.6470800638198853]",175.6580316289535,95.83013495621874
"[0.5133296251296997, 0.9905378818511963]","[0.5328757166862488, 0.9434149861335754]","[0.533038854598999, 0.8033819198608398]","[0.5448147654533386, 0.6462713479995728]",175.78027303902368,95.70703917047322
"[0.5133221745491028, 0.9903659820556641]","[0.5329219102859497, 0.9432989358901978]","[0.5330710411071777, 0.8033641576766968]","[0.5447505712509155, 0.6465222835540771]",175.8022817251973,95.67026865095059
"[0.5133823752403259, 0.9902600646018982]","[0.5329806208610535, 0.9430989623069763]","[0.532960057258606, 0.8033143877983093]","[0.5444520115852356, 0.6463673710823059]",175.80374064381286,95.57606775354711
"[0.5135999917984009, 0.9898695349693298]","[0.5330132842063904, 0.9430006742477417]","[0.533075749874115, 0.8032866716384888]","[0.5444079637527466, 0.6460923552513123]",175.90226963778264,95.49043948350943
"[0.5137078762054443, 0.9896478652954102]","[0.5330492258071899, 0.9428554177284241]","[0.533084511756897, 0.8032646179199219]","[0.5442286729812622, 0.6457931399345398]",175.96644459102242,95.39042318316595
"[0.5136916041374207, 0.9897575974464417]","[0.5330577492713928, 0.9431394338607788]","[0.5329822301864624, 0.8032432794570923]","[0.5440077185630798, 0.6457903981208801]",175.9635262933355,95.33398026610148
"[0.5138113498687744, 0.9897985458374023]","[0.5330836176872253, 0.9433126449584961]","[0.5329330563545227, 0.8030813932418823]","[0.544045090675354, 0.6455519795417786]",175.90355569849206,95.37300934208176
"[0.5138075947761536, 0.9898715615272522]","[0.5330798625946045, 0.9432457089424133]","[0.5328719615936279, 0.8029788136482239]","[0.5439858436584473, 0.6454225778579712]",175.88016546159022,95.37298806467453
"[0.5138217806816101, 0.989881694316864]","[0.5330772995948792, 0.9431545734405518]","[0.5328096151351929, 0.8029630184173584]","[0.5438986420631409, 0.6453736424446106]",175.86552444716355,95.35992114732346
"[0.5138382315635681, 0.9899030327796936]","[0.5330746173858643, 0.94309401512146]","[0.5327678918838501, 0.8029614686965942]","[0.5438355207443237, 0.6454439163208008]",175.85543158027068,95.35206350153818
"[0.513837993144989, 0.9898726940155029]","[0.5330725908279419, 0.943045973777771]","[0.5327378511428833, 0.8029515743255615]","[0.5437979698181152, 0.6453999876976013]",175.84752340871978,95.34730413481834
"[0.5138214826583862, 0.9899939894676208]","[0.5330686569213867, 0.943078875541687]","[0.532727062702179, 0.8029250502586365]","[0.5438095331192017, 0.6455367803573608]",175.83252922967662,95.36357530485787
"[0.5138178467750549, 0.9900521039962769]","[0.5330583453178406, 0.9430485963821411]","[0.5325927138328552, 0.8028232455253601]","[0.5438163876533508, 0.6456508040428162]",175.7251902602122,95.43892110228768
"[0.5138115286827087, 0.9901348352432251]","[0.5330508351325989, 0.9430940747261047]","[0.532561182975769, 0.802837073802948]","[0.5438238382339478, 0.6457456946372986]",175.69917494973143,95.46049666001724
"[0.5137978792190552, 0.9901381731033325]","[0.5330482721328735, 0.9430819749832153]","[0.5325422286987305, 0.8026923537254333]","[0.5438302755355835, 0.6455050110816956]",175.6859613930875,95.46941179614784
"[0.5137911438941956, 0.9901344180107117]","[0.533065915107727, 0.9430845975875854]","[0.5325220227241516, 0.8026851415634155]","[0.5438358187675476, 0.6455364227294922]",175.6601844148784,95.48315128252368
"[0.5137821435928345, 0.9901468753814697]","[0.5330452919006348, 0.9430761933326721]","[0.532410740852356, 0.802680253982544]","[0.5438239574432373, 0.6455774903297424]",175.58591097118446,95.53264513081831
"[0.5137935280799866, 0.9901406168937683]","[0.5330278277397156, 0.9430690407752991]","[0.5323852300643921, 0.8026793003082275]","[0.5438168048858643, 0.6456023454666138]",175.57527412636713,95.54239391122408
"[0.5137892365455627, 0.9901641011238098]","[0.5330110788345337, 0.9430824518203735]","[0.5323696732521057, 0.8027002215385437]","[0.5438239574432373, 0.6456272006034851]",175.56740274403762,95.55347359754292
"[0.5138079524040222, 0.9901788830757141]","[0.5330115556716919, 0.94307941198349]","[0.532376766204834, 0.8027388453483582]","[0.5438364148139954, 0.6456237435340881]",175.56919331643013,95.55457940383538
"[0.5138064622879028, 0.9902031421661377]","[0.5330095291137695, 0.9430705904960632]","[0.5323551893234253, 0.8027169108390808]","[0.5438337922096252, 0.6456356644630432]",175.55346388916075,95.56490069921084
"[0.5137928128242493, 0.9902026057243347]","[0.5329991579055786, 0.9430831074714661]","[0.5323129892349243, 0.8027145862579346]","[0.5438356399536133, 0.6456443667411804]",175.52422610634702,95.58651024418052
"[0.5137927532196045, 0.9901835918426514]","[0.5329973101615906, 0.9430806636810303]","[0.5322660207748413, 0.8026914000511169]","[0.5438584089279175, 0.6456550359725952]",175.47964484067506,95.62130901043166
"[0.5137912034988403, 0.9901801943778992]","[0.5330012440681458, 0.9430688619613647]","[0.532260000705719, 0.8026955127716064]","[0.5438624620437622, 0.6456620693206787]",175.47181459315087,95.62626627984277
"[0.513786792755127, 0.9902231693267822]","[0.5329997539520264, 0.9430623650550842]","[0.532219409942627, 0.8026264309883118]","[0.5438474416732788, 0.6456710696220398]",175.4446193521675,95.64137305058073
"[0.5137958526611328, 0.9902265071868896]","[0.532982349395752, 0.9430739879608154]","[0.5322118401527405, 0.8026222586631775]","[0.5438755750656128, 0.6457086801528931]",175.4345775778374,95.66007929081368
"[0.5138018727302551, 0.9901611804962158]","[0.5329819917678833, 0.9430452585220337]","[0.5321504473686218, 0.8026198744773865]","[0.5438793897628784, 0.6457198858261108]",175.38556877914078,95.692005181823
"[0.5138181447982788, 0.9901522397994995]","[0.5329792499542236, 0.9430462718009949]","[0.5321496725082397, 0.8026085495948792]","[0.5439001321792603, 0.645704984664917]",175.37868449061006,95.7022495498568
"[0.513818085193634, 0.9901214838027954]","[0.5329769849777222, 0.9430386424064636]","[0.5321445465087891, 0.8024715185165405]","[0.5439046025276184, 0.6457115411758423]",175.37043370385385,95.71206850819829
"[0.5138127207756042, 0.9901160597801208]","[0.5329711437225342, 0.9430420994758606]","[0.5321065187454224, 0.8024162650108337]","[0.5439067482948303, 0.6457924246788025]",175.3391332831167,95.73640036641109
"[0.5138322114944458, 0.9901149868965149]","[0.5329636335372925, 0.9430364370346069]","[0.532101035118103, 0.8024212121963501]","[0.5439966917037964, 0.6458693146705627]",175.30323383983722,95.78511612816168
